year,ses_DET airs_NOUN,ses_DET pères_NOUN
1800,3.018397904952508e-07,2.1254552819982564e-06
1801,4.143257559263702e-07,2.700261088506295e-06
1802,2.4616241489638924e-07,3.3209547325441235e-06
1803,4.21273259831878e-07,2.623206313501214e-06
1804,7.464990119387949e-07,3.5866558150132732e-06
1805,3.098736751638853e-07,3.803770288968167e-06
1806,5.503988118604752e-07,2.786573958246663e-06
1807,2.4768510797912313e-07,2.3401970494774105e-06
1808,3.512414803452657e-07,3.3537895660629147e-06
1809,2.868968715930009e-07,4.023333206149005e-06
1810,4.422839516848853e-07,4.081180946968743e-06
1811,5.114436874009698e-07,2.865588857758894e-06
1812,6.134579066952028e-07,2.576523117081564e-06
1813,7.620715223310981e-07,2.757836199407393e-06
1814,2.832009533548785e-07,6.085673476263764e-06
1815,1.7531953111493692e-07,5.0195330416613615e-06
1816,3.569109896517375e-07,4.002501849953433e-06
1817,3.3939841515007174e-07,3.482725839276668e-06
1818,3.6598014663269396e-07,4.271357877172477e-06
1819,3.0949639295840825e-07,4.1176476486270985e-06
1820,3.548077778248171e-07,3.8945790343802855e-06
1821,2.504818059634317e-07,3.9485401384098395e-06
1822,4.661911532366503e-07,4.372170906208339e-06
1823,5.297120146963152e-07,3.670429856938995e-06
1824,2.5937027459121964e-07,3.198338497156783e-06
1825,3.2492083512636327e-07,3.925466312892922e-06
1826,2.1051082210732375e-07,4.0455070084988165e-06
1827,2.2213627737244224e-07,3.644509703804033e-06
1828,2.5315550056248526e-07,3.2203948965303653e-06
1829,2.9491725683783443e-07,3.2252288209022595e-06
1830,4.039055490068222e-07,3.3637921168505613e-06
1831,2.8064169654840043e-07,3.0371669161866066e-06
1832,2.273034804822771e-07,3.3378435233544224e-06
1833,2.8495726667188137e-07,3.3662024030434168e-06
1834,2.174945723520949e-07,3.2866882797577546e-06
1835,2.8134687113379186e-07,3.6378451966356806e-06
1836,3.461186359743351e-07,4.010943682075663e-06
1837,2.1847777098571441e-07,3.0893034814738485e-06
1838,2.3165634388533363e-07,3.6408549544120206e-06
1839,2.929428202236295e-07,3.4412040275100253e-06
1840,2.3695241679888568e-07,3.1568177316643187e-06
1841,3.017657759230019e-07,3.1704668561616245e-06
1842,3.474881253850981e-07,3.3856613548266523e-06
1843,3.904468250937043e-07,3.3563069088415887e-06
1844,3.534633599144854e-07,3.2069663262745962e-06
1845,2.812434836130251e-07,2.943012241019005e-06
1846,2.8452876144058337e-07,2.9494978832644847e-06
1847,1.9361672976003774e-07,2.9128801486422162e-06
1848,2.856053598065955e-07,2.5615986487537157e-06
1849,3.0584863974780774e-07,2.3571293610302746e-06
1850,2.0910107512150944e-07,2.7563323925505756e-06
1851,2.1154158513780885e-07,2.773903680974854e-06
1852,2.975319315368097e-07,3.1979799040016132e-06
1853,3.3084501804836464e-07,2.867124411665145e-06
1854,3.205725054300501e-07,3.304442557805487e-06
1855,4.24554979616687e-07,3.1342770014930466e-06
1856,3.6861587382475136e-07,3.416944920786591e-06
1857,3.6220798094177553e-07,2.7336450756365593e-06
1858,3.9002598661852517e-07,3.1353781437815087e-06
1859,3.890420323671151e-07,3.2177443927139393e-06
1860,3.972995692436143e-07,2.9069695486327873e-06
1861,3.2634468283276874e-07,3.270520849696368e-06
1862,3.117410560804501e-07,2.8779571472625776e-06
1863,3.6310894024893514e-07,2.8044795676862577e-06
1864,3.605635559011944e-07,2.650046244667692e-06
1865,3.652511124663249e-07,2.723850812458295e-06
1866,3.14805156165221e-07,2.4702717666968965e-06
1867,3.799751358002368e-07,2.402141731749907e-06
1868,3.5171902101893693e-07,2.472901016403739e-06
1869,3.731008497709354e-07,2.359228126636026e-06
1870,3.635387013645186e-07,2.1227448918637037e-06
1871,3.2500803737178785e-07,1.6717733242188615e-06
1872,3.2837051566758646e-07,2.3252020326935963e-06
1873,4.477531332369722e-07,1.7299552368399418e-06
1874,3.172517573091227e-07,1.9662439392220676e-06
1875,3.341371748177835e-07,1.7896937265504675e-06
1876,3.766667333593432e-07,1.6668862237168014e-06
1877,3.3892790440859244e-07,1.7960705882558159e-06
1878,4.1971667208429153e-07,1.8962738437267035e-06
1879,3.8366562193914433e-07,1.859678651072727e-06
1880,3.529815550962212e-07,1.8188176724720506e-06
1881,4.0440544069042517e-07,1.5485939712789332e-06
1882,3.4009017646496886e-07,1.5966268556155683e-06
1883,3.444039791133946e-07,1.3902545816790735e-06
1884,4.152467312223962e-07,1.7138005183880978e-06
1885,3.7706968569750643e-07,1.3754986589731288e-06
1886,3.9753338043624353e-07,1.5191453641705266e-06
1887,3.6627267441247113e-07,1.2757518632611209e-06
1888,3.734621962792062e-07,1.405080254812674e-06
1889,3.35811327190072e-07,1.4616563639435753e-06
1890,3.480379096032493e-07,1.2341909894075798e-06
1891,3.2189810639238203e-07,1.1996281852333368e-06
1892,2.9336638940336e-07,1.1389887468737925e-06
1893,2.6542775843907407e-07,1.38194866750041e-06
1894,2.671852543656428e-07,1.1204136995957015e-06
1895,3.3403309451784935e-07,1.1718242092229048e-06
1896,2.8836471965831834e-07,1.241324618206363e-06
1897,2.3656457681653364e-07,9.602423709509367e-07
1898,2.6028431676650143e-07,1.1458168671651947e-06
1899,2.758261761215408e-07,1.0662698528562942e-06
1900,2.797977547430719e-07,1.164872291070651e-06
1901,2.425512741766056e-07,9.80264815098053e-07
1902,2.587719691860002e-07,8.710843371062538e-07
1903,2.5381036650173883e-07,8.877962081044188e-07
1904,2.98829173850379e-07,8.755264637727578e-07
1905,2.332663022741599e-07,1.0037676290153286e-06
1906,2.9270411161519405e-07,8.950881031921654e-07
1907,3.162848578597277e-07,8.794262242872719e-07
1908,4.066630143739758e-07,8.899436814147066e-07
1909,3.762672777796183e-07,1.00778017397829e-06
1910,3.270620183570827e-07,9.801172140555536e-07
1911,2.803837286791122e-07,9.119121386902407e-07
1912,2.906857154982845e-07,1.0398004501865898e-06
1913,3.399216428334739e-07,1.020825553865734e-06
1914,3.127379333278668e-07,9.77054892103979e-07
1915,2.155879403886729e-07,7.904891301535599e-07
1916,1.8678684909900767e-07,9.921678696400704e-07
1917,1.9849227905766043e-07,8.224818142110735e-07
1918,2.802675931334875e-07,8.534377684554784e-07
1919,3.020174208501203e-07,8.738247885275996e-07
1920,3.150048288880214e-07,1.0025634544774675e-06
1921,3.5819095334233e-07,8.080121602915824e-07
1922,4.124265977623054e-07,1.1302996725248704e-06
1923,3.290944050604594e-07,9.23587485601729e-07
1924,3.3518223752082577e-07,9.939442513484664e-07
1925,3.4534278370301763e-07,9.359449393286923e-07
1926,3.1655033794208975e-07,9.518802102093105e-07
1927,4.5934807424430346e-07,9.69982558274296e-07
1928,3.462090392147843e-07,8.04393291531369e-07
1929,4.3558989482050947e-07,8.600393890390023e-07
1930,3.256117029337702e-07,8.581443999844396e-07
1931,3.0110142468231516e-07,8.770719261974591e-07
1932,3.1015487511609763e-07,7.551120724258453e-07
1933,3.131490657892755e-07,8.132699385043907e-07
1934,3.6783452550537277e-07,7.548395526413287e-07
1935,3.0638806425287157e-07,7.791352736319368e-07
1936,4.510393734058482e-07,8.062935172858943e-07
1937,2.8455927836290584e-07,7.403577271247741e-07
1938,2.917173134164841e-07,7.792094081082723e-07
1939,2.309401638811437e-07,7.203497496277578e-07
1940,2.535782828161359e-07,6.466246240677265e-07
1941,3.128592642731576e-07,9.208687892225953e-07
1942,3.0948960283438964e-07,9.102635374347301e-07
1943,3.01936453617202e-07,1.306455860827782e-06
1944,3.148922420592726e-07,1.3334722694935408e-06
1945,3.2895411239408645e-07,8.539735745216603e-07
1946,4.051041377906017e-07,8.477952491148244e-07
1947,3.540498747511833e-07,7.855854065041967e-07
1948,4.163933002843123e-07,8.208275161791789e-07
1949,3.1218087470641365e-07,7.323488304677994e-07
1950,2.690746514488751e-07,6.668371383966587e-07
1951,2.825271465667356e-07,7.665547947510731e-07
1952,2.0878712359007068e-07,6.790853461779989e-07
1953,3.2429219665175424e-07,5.365365929321797e-07
1954,3.1369841035910895e-07,6.811457851085834e-07
1955,2.778139780446054e-07,7.527257750439276e-07
1956,3.4622931632810605e-07,6.008866328954809e-07
1957,2.783037000853028e-07,6.7146287108244e-07
1958,3.217902624363944e-07,5.534131126694319e-07
1959,2.8212721403519936e-07,5.875066584337674e-07
1960,3.335841540774709e-07,5.121416464248796e-07
1961,2.4596482628425065e-07,7.351152504497804e-07
1962,3.0060874589565856e-07,5.948755266160788e-07
1963,2.7933350033038096e-07,7.015667691234739e-07
1964,2.895968895799683e-07,7.026983581681634e-07
1965,2.746965828137604e-07,6.889302888168913e-07
1966,2.980022166809704e-07,6.381014117096129e-07
1967,3.2096484048338425e-07,8.642878093212403e-07
1968,3.876091945187454e-07,8.264205071384367e-07
1969,2.529759104419327e-07,7.430315775991403e-07
1970,2.441923028229098e-07,6.442813926810231e-07
1971,3.088176994126002e-07,6.823791842691662e-07
1972,4.022035220430098e-07,6.64867013000503e-07
1973,2.558126541707395e-07,6.185814793724376e-07
1974,2.0533337030670396e-07,5.169900152424134e-07
1975,1.7591359346980084e-07,6.448261231639663e-07
1976,2.2968377733079137e-07,5.39928274534418e-07
1977,2.1685324647080506e-07,5.66521750400284e-07
1978,2.697028369524901e-07,6.540591108716853e-07
1979,2.574868407378972e-07,6.536654328925806e-07
1980,2.8084645453674284e-07,5.969408043426938e-07
1981,2.4732899239765516e-07,5.193276280124337e-07
1982,2.5140385639943474e-07,6.275784905085402e-07
1983,2.911360601487445e-07,5.525901425329494e-07
1984,2.8183180766916394e-07,5.398877185314177e-07
1985,2.424270011402996e-07,5.792982644692302e-07
1986,2.649562569345676e-07,5.772689721794677e-07
1987,3.0126327388302343e-07,5.903048805322442e-07
1988,2.758414856529612e-07,6.014543583177101e-07
1989,2.820894806632168e-07,5.850338347102024e-07
1990,2.838747201749925e-07,6.255051339110196e-07
1991,3.2062213728423217e-07,5.281180133209773e-07
1992,2.6833428190542463e-07,5.537494107699104e-07
1993,3.22381882966738e-07,6.6193527814562e-07
1994,3.048907606384432e-07,5.965942158070447e-07
1995,3.399876735699081e-07,5.62308150264812e-07
1996,2.807836549933995e-07,5.658377499884182e-07
1997,3.342041541287699e-07,5.72989911518107e-07
1998,2.9610082297182316e-07,6.251017552472149e-07
1999,2.883796819119766e-07,6.060086565895517e-07
2000,3.4593186448717006e-07,6.251514790278634e-07
2001,2.9704614989967126e-07,6.843452577953713e-07
2002,3.2552475470737363e-07,6.712031499489512e-07
2003,3.55021846143444e-07,5.871194161954918e-07
2004,3.470975600272652e-07,5.818729089668295e-07
2005,3.2607145872276533e-07,6.706082977814276e-07
2006,3.6525684521393487e-07,5.732102934530303e-07
2007,4.809353253421023e-07,5.807973284532864e-07
2008,5.20259151315372e-07,6.450020961779046e-07
2009,5.163952465636612e-07,7.023547752282866e-07
2010,6.608586202716538e-07,5.597694467951442e-07
2011,6.611647318521818e-07,4.45875121712902e-07
2012,8.180419168724029e-07,6.253612081508209e-07
2013,7.829073780385443e-07,5.748386655568538e-07
2014,9.523628090590819e-07,6.303611108648965e-07
2015,9.234253326440012e-07,7.999620468268631e-07
2016,9.399741180970977e-07,9.536449301350558e-07
2017,8.636093760117092e-07,1.9626799421246233e-06
2018,9.961880245157317e-07,5.619853045146783e-07
2019,1.0020280143407945e-06,6.67083314809247e-07
