year,pourrons_VERB oser_VERB,pourrons_VERB poser_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,1.9765373782121287e-09
1824,0.0,5.052667617633233e-09
1825,0.0,5.283265824829186e-09
1826,0.0,8.807984341885344e-10
1827,0.0,9.217273055917019e-10
1828,0.0,8.255071293206129e-09
1829,3.429270423183084e-09,8.573175946935407e-09
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,9.470978667991403e-09
1833,0.0,1.1583628500844156e-09
1834,0.0,9.334530925997342e-10
1835,0.0,6.050470346963266e-09
1836,0.0,1.008112526790228e-08
1837,0.0,1.1132625488130543e-08
1838,0.0,1.5780404538645598e-08
1839,0.0,4.894032734625853e-09
1840,0.0,1.6561189752906103e-08
1841,0.0,7.0626033910059505e-09
1842,0.0,4.695785538189057e-09
1843,0.0,2.953455480181333e-09
1844,0.0,5.488561161115513e-09
1845,0.0,1.9530798311961917e-08
1846,0.0,6.439951683034906e-09
1847,0.0,1.6179670936367074e-09
1848,0.0,0.0
1849,0.0,3.3517659758786067e-09
1850,0.0,4.752297222410107e-09
1851,0.0,4.514607354622058e-09
1852,0.0,2.408901877970493e-08
1853,0.0,5.3747388761848924e-09
1854,0.0,1.506742641765868e-08
1855,0.0,9.021793090369101e-09
1856,0.0,1.0872097000458325e-08
1857,0.0,5.369659827891837e-09
1858,0.0,1.7127865348243176e-08
1859,0.0,6.110608019582742e-09
1860,0.0,1.0985241161165504e-08
1861,0.0,1.3676294763342867e-08
1862,0.0,9.487771457372673e-09
1863,0.0,2.4973103585068657e-09
1864,0.0,2.3973640850272204e-09
1865,0.0,1.835669216632141e-08
1866,0.0,6.3252967308358166e-09
1867,0.0,8.249779526181555e-09
1868,0.0,2.420538258718352e-08
1869,0.0,1.953407746668745e-08
1870,0.0,2.121598008386627e-08
1871,0.0,5.3105884134652115e-09
1872,0.0,1.9351485747165498e-08
1873,0.0,5.028243776905583e-08
1874,0.0,1.8521287614703397e-08
1875,0.0,1.2587359599081083e-08
1876,0.0,6.650616057868319e-09
1877,0.0,1.9172929910382663e-08
1878,0.0,9.058632954861423e-09
1879,0.0,2.5659165459046562e-08
1880,0.0,4.299957012676714e-08
1881,0.0,1.2550513517339823e-08
1882,0.0,1.0648616211028639e-08
1883,0.0,1.7062214752172622e-08
1884,0.0,1.8484751507230612e-08
1885,0.0,1.740321664556177e-08
1886,0.0,1.2261581083805595e-08
1887,0.0,1.1099172247952538e-08
1888,6.340614699951175e-10,1.6485598663962264e-08
1889,0.0,2.0674951528576457e-08
1890,0.0,1.7696843102044113e-08
1891,0.0,3.505821055682645e-08
1892,0.0,2.1312942521944933e-08
1893,0.0,2.46336657738766e-08
1894,0.0,1.0082462864602348e-08
1895,0.0,2.1065151400989635e-08
1896,0.0,1.1794058174530164e-08
1897,0.0,1.631479840114025e-08
1898,0.0,2.319925584970406e-08
1899,0.0,3.0954439012020885e-08
1900,0.0,1.1939421895590385e-08
1901,0.0,3.520905522691464e-08
1902,4.910283846193408e-10,2.258730624760119e-08
1903,0.0,1.83607493653426e-08
1904,0.0,1.1824175416563776e-08
1905,0.0,1.651442893546573e-08
1906,0.0,1.2860461140462576e-08
1907,0.0,7.71426478252124e-09
1908,0.0,9.822778146428846e-09
1909,0.0,2.3654228797909127e-08
1910,0.0,1.60324518105881e-08
1911,0.0,7.980561100850991e-09
1912,0.0,1.510732161591477e-08
1913,0.0,4.242391771214216e-09
1914,1.3393487430235496e-09,2.343860217024485e-08
1915,0.0,2.1205371680821372e-08
1916,3.2962386153911893e-09,4.394984820521586e-09
1917,0.0,0.0
1918,0.0,4.594550517822427e-09
1919,0.0,1.1049418269237776e-08
1920,0.0,1.2115570768855832e-08
1921,0.0,3.7863738810983705e-09
1922,0.0,5.902348387820666e-09
1923,0.0,8.492758496458919e-09
1924,0.0,3.867487219366694e-09
1925,0.0,1.2097995494286806e-08
1926,0.0,1.5604593173179637e-08
1927,0.0,1.4493992672726108e-08
1928,1.1426041224282812e-09,1.0283437212876834e-08
1929,0.0,1.1140405931087116e-08
1930,0.0,1.1553964007759987e-08
1931,0.0,3.4216069977333063e-09
1932,0.0,2.082311922890767e-08
1933,0.0,3.4411986593596566e-09
1934,0.0,2.2765002327673756e-08
1935,0.0,2.2739740757060645e-08
1936,0.0,6.0623572828433225e-09
1937,0.0,1.7627565185307503e-08
1938,0.0,2.074434313215079e-08
1939,0.0,7.647025235257843e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,1.7709016475464523e-08
1942,0.0,1.8205270180260413e-08
1943,0.0,2.9032351633873077e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,1.089252066321933e-08
1946,0.0,2.0881657292193267e-08
1947,0.0,1.7881307101674793e-08
1948,0.0,1.522064252412747e-08
1949,0.0,6.8719057111366055e-09
1950,0.0,1.3825969702452312e-08
1951,2.1322803522849654e-09,1.7058242818279723e-08
1952,0.0,1.4762725264461096e-08
1953,0.0,9.69644453618912e-09
1954,0.0,1.3681550115052232e-08
1955,0.0,1.0324168187025862e-08
1956,0.0,5.232684952005684e-09
1957,1.7670075402875796e-09,2.3854601849393475e-08
1958,0.0,7.445019267748876e-09
1959,0.0,1.1626121398933265e-08
1960,0.0,5.536666680683311e-09
1961,0.0,2.153929301584867e-08
1962,0.0,6.341956293454132e-09
1963,0.0,1.939815863494232e-09
1964,0.0,1.0951143103454797e-08
1965,0.0,6.5664522708175355e-09
1966,0.0,1.0524241922382771e-08
1967,0.0,2.9582012395223956e-09
1968,0.0,6.287982134978165e-09
1969,0.0,6.358460868938209e-09
1970,0.0,9.657322941336588e-09
1971,0.0,2.0553589941130213e-09
1972,1.0260293725750103e-09,7.182205497002769e-09
1973,5.513203782392395e-10,1.268036875501366e-08
1974,0.0,1.012602890426706e-08
1975,0.0,9.138368284311582e-09
1976,0.0,1.2569759455516305e-08
1977,0.0,8.22749424145286e-09
1978,1.1881182704343018e-09,6.534650598410963e-09
1979,0.0,7.607565244427406e-09
1980,0.0,1.193881615790815e-08
1981,0.0,6.958104314946922e-09
1982,6.207502289967692e-10,4.345251713999687e-09
1983,0.0,6.946847541655643e-09
1984,1.1598016991243298e-09,1.0438215625185876e-08
1985,0.0,3.609334831011779e-09
1986,0.0,5.994485352545098e-09
1987,6.110816852533674e-10,7.332980445085013e-09
1988,0.0,5.396898483667201e-09
1989,0.0,1.2073869015694072e-08
1990,0.0,4.90378582185258e-09
1991,0.0,7.033758464558559e-09
1992,0.0,1.1019888335184191e-09
1993,0.0,3.877445031719162e-09
1994,0.0,5.802419433820205e-09
1995,0.0,7.591431483433553e-09
1996,0.0,4.270473752399084e-09
1997,9.58978896292706e-10,4.315404922294874e-09
1998,0.0,6.198567881199324e-09
1999,0.0,4.570201161957499e-10
2000,0.0,2.6508188977203417e-09
2001,4.3812117822561447e-10,3.943090742808408e-09
2002,1.3143663935011318e-09,1.3143663935011318e-09
2003,0.0,5.416999737661854e-09
2004,0.0,3.0833537945085254e-09
2005,4.5037495954858286e-10,1.8014998381943315e-09
2006,4.1178899179428186e-10,2.8825228870488218e-09
2007,0.0,2.3966877371606188e-09
2008,4.257439678578834e-10,2.9802078582719105e-09
2009,0.0,4.291373478793048e-09
2010,0.0,9.447585824773341e-09
2011,3.82397197240536e-10,3.059177577924288e-09
2012,0.0,2.382976926895708e-09
2013,2.789125042035323e-10,4.183687618564136e-09
2014,1.0827225782605865e-09,4.114345752981308e-09
2015,0.0,2.21657536769726e-09
2016,0.0,4.971216327476213e-09
2017,2.515611330355938e-10,5.0312225496895735e-09
2018,0.0,3.3559066636712487e-09
2019,5.1019755087367e-10,3.06118530524202e-09
