year,jeunes_ADJ pères_NOUN
1910,3.4202563448104684e-08
1911,2.500575879693656e-08
1912,9.897900055122477e-09
1913,2.0681659940180452e-08
1914,1.6741859454327823e-08
1915,4.947920118070215e-08
1916,2.6369908923129515e-08
1917,6.57985488317081e-09
1918,1.6080926812378493e-08
1919,1.4732557396257562e-08
1920,2.3473917920568965e-08
1921,1.0601846123226011e-08
1922,1.4018077143518326e-08
1923,1.9108707061121777e-08
1924,1.2891624212585384e-08
1925,7.698724546756353e-09
1926,1.1146138456652466e-09
1927,1.0034302500017134e-08
1928,1.4853853702589959e-08
1929,2.0052731475317387e-08
1930,1.785612657734248e-08
1931,7.983749661377715e-09
1932,1.6439305028370654e-08
1933,1.3764794637438627e-08
1934,1.4377896206951846e-08
1935,1.0771455727365264e-08
1936,2.3036957230715416e-08
1937,1.510934177773038e-08
1938,1.4261735792331365e-08
1939,1.988226561167039e-08
1940,2.5357829169792012e-08
1941,8.854508237732261e-09
1942,2.4273694165799498e-08
1943,3.774205836748479e-08
1944,2.2492303131116387e-08
1945,2.3963544037997053e-08
1946,2.7842207650508044e-08
1947,1.1920870957027319e-08
1948,1.6307831973705333e-08
1949,1.9634016190650527e-08
1950,1.808011429460521e-08
1951,2.5587364227419584e-08
1952,2.1089607837865287e-09
1953,2.477980309834038e-08
1954,1.172704333640695e-08
1955,1.407841176970237e-08
1956,1.744228272926307e-08
1957,4.329168490357915e-08
1958,2.5643954515430778e-08
1959,1.3176271629333769e-08
1960,1.6610000042049933e-08
1961,2.014966149488373e-08
1962,1.8391673517470508e-08
1963,1.2932106052687686e-08
1964,1.034274621503073e-08
1965,2.2982581615593745e-08
1966,2.049457592523396e-08
1967,1.824224149515885e-08
1968,1.8414804570099363e-08
1969,1.9075383050903838e-08
1970,2.115413444414571e-08
1971,2.003974985953505e-08
1972,1.4877425735804195e-08
1973,1.7090931780927576e-08
1974,1.1251143350321513e-08
1975,3.5982326451744484e-08
1976,3.9423335485011535e-08
1977,1.763034629398419e-08
1978,1.7227714810275074e-08
1979,2.3407892957294507e-08
1980,2.7857238515949234e-08
1981,1.8976648807900176e-08
1982,2.3588508035743416e-08
1983,2.273513777240055e-08
1984,1.739702604197646e-08
1985,2.4062231318566774e-08
1986,2.6975184752586756e-08
1987,3.360949207831254e-08
1988,2.8783458949632745e-08
1989,4.225854155492925e-08
1990,2.2884333539252566e-08
1991,2.5790446667173228e-08
1992,2.314176494877529e-08
1993,3.434308704086675e-08
1994,3.164955852952289e-08
1995,2.9281234326106187e-08
1996,2.989331537861517e-08
1997,3.308477136698684e-08
1998,4.1005911555203056e-08
1999,3.4733530274166924e-08
2000,5.080736276141806e-08
2001,3.154472505428885e-08
2002,4.1621602830943516e-08
2003,4.583615176301237e-08
2004,4.580983006818862e-08
2005,5.314424544877738e-08
2006,3.4590274422541256e-08
2007,7.469676699400907e-08
2008,5.449522966216591e-08
2009,5.435739613979251e-08
2010,4.0152239977331305e-08
2011,6.38603345759492e-08
2012,4.7319112073118674e-08
2013,3.8489926801332786e-08
2014,3.009968790879114e-08
2015,3.147537108727505e-08
2016,2.817022459744578e-08
2017,3.1948265644121676e-08
2018,2.1168026109741334e-08
2019,4.081580501358317e-08
