year,avez_VERB osé_VERB,avez_VERB posé_VERB
1800,1.0690159513160324e-07,9.118077315406481e-08
1801,9.28661236798689e-08,4.524246932646747e-08
1802,1.208433673127729e-07,3.1329761895904085e-08
1803,9.55666195068261e-08,6.046051481689574e-08
1804,4.2021465418429216e-08,2.9662210465630778e-08
1805,6.254330742194725e-08,2.55858996212055e-08
1806,1.3832011802605848e-07,2.305335300434308e-08
1807,1.1387820109121094e-07,3.701041606518629e-08
1808,9.517511045942229e-08,2.039466551195801e-08
1809,1.0391540428145163e-07,4.51806094758922e-08
1810,6.786367379163494e-08,3.042164919975221e-08
1811,3.5099073869560016e-08,2.5070768572277302e-08
1812,8.801787032552966e-08,2.400487453257938e-08
1813,4.3136125782439194e-08,1.1502966579257645e-08
1814,1.7306724942045548e-07,4.72001566720337e-08
1815,9.710004889029733e-08,1.3486118000116676e-08
1816,9.733936678912869e-08,6.952811659743929e-09
1817,1.120948880384276e-07,2.490997452753163e-08
1818,1.192117764503564e-07,4.2916237674717195e-08
1819,1.2938812687934842e-07,3.622867339458935e-08
1820,9.611849804969097e-08,5.814575843032799e-08
1821,2.2878653282987216e-07,7.59334568556369e-08
1822,1.9449694832474052e-07,3.8097340393505874e-08
1823,1.3045146829426812e-07,4.348382276475604e-08
1824,1.684222468156804e-07,5.810567671460376e-08
1825,8.277116592125822e-08,1.7610886970942374e-08
1826,9.512623222462935e-08,4.315912249808207e-08
1827,1.0784209791836474e-07,3.133872894522938e-08
1828,1.2382606939809193e-07,3.944089499441361e-08
1829,7.030004667285539e-08,2.0575622983187714e-08
1830,1.5446516954398248e-07,1.6698937344017395e-08
1831,1.933309619062129e-07,2.182768810143898e-08
1832,1.7994858581005246e-07,3.5177919244233635e-08
1833,1.1931138033105526e-07,3.4750886612755494e-08
1834,1.1294782353843402e-07,5.1339920759119195e-08
1835,1.2630357559828553e-07,3.857174846189082e-08
1836,7.796069922960669e-08,4.166864897570122e-08
1837,1.1758835682940116e-07,2.852735292435682e-08
1838,1.0162580821315714e-07,2.840472923537618e-08
1839,8.249940464111205e-08,5.103776956616457e-08
1840,1.1656530318759906e-07,6.497082694068013e-08
1841,1.2969508134119678e-07,5.072233477676491e-08
1842,9.056157779241403e-08,7.781587640920407e-08
1843,1.1341269612330507e-07,8.624090241937665e-08
1844,9.220782715146925e-08,5.3239045172404076e-08
1845,1.0937246486264485e-07,3.013322924516615e-08
1846,7.845032001796426e-08,5.3861413107370026e-08
1847,6.957258591455684e-08,5.3392913201832926e-08
1848,7.401604307233356e-08,1.4481399546184548e-07
1849,8.379414850878675e-08,1.349085749779988e-07
1850,1.1744963046567136e-07,9.504594800091581e-08
1851,9.158203084780325e-08,9.093708541740853e-08
1852,7.877760310748272e-08,5.0131198747749295e-08
1853,9.316213578358656e-08,4.299791100947914e-08
1854,8.105236304345453e-08,7.118060096900081e-08
1855,7.16436545644683e-08,5.413075854221461e-08
1856,1.0561466012859455e-07,5.539592606851329e-08
1857,8.786716421127494e-08,2.9777204701986193e-08
1858,1.2772494528690004e-07,5.5787907626836386e-08
1859,7.027199444564758e-08,3.055303920973529e-08
1860,7.23195086038686e-08,4.622955884769908e-08
1861,5.847795137015055e-08,6.319391587794598e-08
1862,5.46676339752139e-08,6.144461650592348e-08
1863,6.193329937786984e-08,4.844782353075061e-08
1864,9.301772507797068e-08,4.554991406280351e-08
1865,9.601962602800995e-08,7.436813831418476e-08
1866,7.444387506438943e-08,6.665889884516218e-08
1867,7.861554252031056e-08,5.095451882652924e-08
1868,6.224241388963492e-08,6.520633633044781e-08
1869,9.327521865998278e-08,6.25090450512289e-08
1870,8.085008573743835e-08,8.429051945313404e-08
1871,1.0939812256083314e-07,6.266494523288202e-08
1872,8.768641635015229e-08,8.829115216713035e-08
1873,9.517746946130501e-08,7.66208572144933e-08
1874,8.244960270076263e-08,8.48394492436455e-08
1875,9.26887366858864e-08,7.380769773135398e-08
1876,9.794543842644998e-08,4.413590914964516e-08
1877,7.483627229021295e-08,3.463496867084359e-08
1878,6.76377922559368e-08,2.5968081018845623e-08
1879,8.61414832797891e-08,6.1704184872724e-08
1880,5.583526174746112e-08,4.6208491255583795e-08
1881,8.157833519817359e-08,5.299105865219644e-08
1882,7.320923600673268e-08,4.45910792734594e-08
1883,5.497824773215143e-08,5.0554710639971745e-08
1884,5.0833065756705764e-08,4.093052297093891e-08
1885,5.994441210077639e-08,4.834226885463977e-08
1886,6.969740695694782e-08,6.25986018576441e-08
1887,4.83140425444617e-08,6.528924956228366e-08
1888,5.326116436776829e-08,5.326116436776829e-08
1889,4.636201111907212e-08,6.57839365203472e-08
1890,3.211649257650606e-08,4.0637196718762425e-08
1891,4.5894385181100006e-08,3.059625441892422e-08
1892,3.322311670217459e-08,2.8835156484774416e-08
1893,4.002970754868329e-08,5.6041589147071136e-08
1894,4.7261544011689693e-08,5.230277722034771e-08
1895,6.379731587458082e-08,3.791727110069587e-08
1896,5.012474701970859e-08,2.6536630670648265e-08
1897,2.9716238358901137e-08,2.5637540090883704e-08
1898,5.375436984422777e-08,3.7910979244770715e-08
1899,3.537650172802387e-08,3.371822998587959e-08
1900,4.9315005412609025e-08,3.426094963288051e-08
1901,4.3033288932292635e-08,4.526878427668635e-08
1902,4.4192553616539954e-08,3.191684427861219e-08
1903,5.778235845355084e-08,4.212171944573129e-08
1904,2.9022976022474722e-08,4.460938995975994e-08
1905,4.283430143914302e-08,5.934872859825191e-08
1906,4.0639058340730116e-08,5.041300710217911e-08
1907,4.422845378826423e-08,4.6285588695127444e-08
1908,4.174680867663483e-08,6.384805573134145e-08
1909,5.225934529562437e-08,6.161101850921114e-08
1910,5.878565900729882e-08,6.62674679574593e-08
1911,3.511446777793026e-08,3.032613093978398e-08
1912,4.4801023335594437e-08,7.60575531444374e-08
1913,4.613600879110891e-08,3.2878535449754054e-08
1914,5.1564928327252346e-08,4.3528835647066444e-08
1915,4.830112487752558e-08,5.654765544704787e-08
1916,3.29623865980011e-08,2.6369908923129515e-08
1917,5.483212106582869e-08,2.52227767560953e-08
1918,3.2161853624756986e-08,3.331049214239101e-08
1919,4.6960025201769895e-08,2.5781975665495338e-08
1920,6.360674831284996e-08,4.164727585020955e-08
1921,5.376650591415455e-08,4.770830841493989e-08
1922,4.0578644444622114e-08,5.2383342108441866e-08
1923,5.944930947521243e-08,5.201814445854325e-08
1924,3.738571052736006e-08,6.059063650809549e-08
1925,6.268961527666761e-08,6.708888378170741e-08
1926,7.467912865877224e-08,6.35329868714507e-08
1927,2.8987985345452216e-08,4.2367055641534535e-08
1928,3.427812345080383e-08,5.3702393643106916e-08
1929,3.119313873867213e-08,4.233354289340241e-08
1930,3.571225093423891e-08,3.151081173768944e-08
1931,3.649714130915527e-08,3.079446386777818e-08
1932,3.3974561830518724e-08,5.698959171240858e-08
1933,4.473558234963093e-08,5.6206243215228824e-08
1934,3.714289675826876e-08,4.193552882725271e-08
1935,3.111753699158726e-08,2.8723881939640705e-08
1936,5.456121598967911e-08,4.00115567344983e-08
1937,3.5255130370615007e-08,3.273690651894867e-08
1938,3.630260181353151e-08,4.926781471681352e-08
1939,4.435274547631707e-08,5.6587985852729616e-08
1940,3.0429394115571995e-08,2.7893612752905028e-08
1941,5.017554371988808e-08,4.7224041566096275e-08
1942,2.730790527039062e-08,3.3376331032286544e-08
1943,3.193558839598154e-08,1.7419411690866582e-08
1944,1.927911696952833e-08,3.855823393905666e-08
1945,3.703456741277478e-08,7.406913482554955e-08
1946,2.7842208538686464e-08,6.26449718765798e-08
1947,3.695469885656166e-08,8.702235732016561e-08
1948,3.913879709216417e-08,7.392883816237372e-08
1949,3.8286334103077024e-08,5.3993545634511975e-08
1950,4.5732054587688253e-08,7.976520777219775e-08
1951,5.330700858507953e-08,7.143139413301469e-08
1952,2.4253049346611988e-08,4.428817490520487e-08
1953,3.878577814475648e-08,4.8482224457302436e-08
1954,4.88626810124515e-08,7.036226179479854e-08
1955,3.378819002364253e-08,6.194500912215517e-08
1956,3.662879421995058e-08,7.412970148834575e-08
1957,3.8874166108371355e-08,6.272876618140799e-08
1958,2.7298403537656668e-08,4.6324561964183886e-08
1959,4.727956337546857e-08,6.433120347537624e-08
1960,4.9137916846575536e-08,5.3982500247684584e-08
1961,3.61304266505158e-08,5.975417138870398e-08
1962,4.50278889729816e-08,5.200404373795209e-08
1963,3.814971449855875e-08,5.6254663149957196e-08
1964,5.840609418328313e-08,6.327326929067567e-08
1965,3.3926667697414814e-08,6.347570291609372e-08
1966,3.932743197765376e-08,4.874385695075034e-08
1967,7.001076340884538e-08,5.867099517331553e-08
1968,6.108325578679796e-08,7.635406973349745e-08
1969,5.132186231548985e-08,1.189940519452648e-07
1970,4.184839852428013e-08,9.05948809304391e-08
1971,3.288574390580834e-08,9.917107490764465e-08
1972,3.026786643545165e-08,6.310080635785198e-08
1973,3.748978727458052e-08,1.1357199980466248e-07
1974,2.3627400480563665e-08,1.1026120461110622e-07
1975,3.541117621352896e-08,7.596268858378608e-08
1976,2.628222439682304e-08,1.4683763538414496e-07
1977,2.291944944943225e-08,9.109011500640918e-08
1978,3.9801960838303785e-08,7.069303364914958e-08
1979,3.745262944221395e-08,9.070558348867053e-08
1980,3.013130012163856e-08,1.3018994593494426e-07
1981,2.4037088763861902e-08,9.235302655952182e-08
1982,2.7313010519947056e-08,1.0366528613303672e-07
1983,2.841892232652299e-08,9.662433342327859e-08
1984,3.595385322796574e-08,1.026424527594827e-07
1985,3.2484013701150616e-08,8.301470444393999e-08
1986,3.596691300344901e-08,1.1329577631613574e-07
1987,3.116516467116526e-08,6.294141030593892e-08
1988,2.938311283173789e-08,6.95600235189886e-08
1989,2.908704743731505e-08,1.4708167839216912e-07
1990,2.45189291092629e-08,8.663354833515768e-08
1991,2.5204300868608698e-08,1.3188297032229457e-07
1992,1.983579878128694e-08,5.4548447536717504e-08
1993,2.3264671966671813e-08,4.874502579355067e-08
1994,3.0594573985354145e-08,1.3556561384575616e-07
1995,3.687266669771816e-08,4.9886548225686056e-08
1996,2.882569738460461e-08,5.97866289808735e-08
1997,2.7330898433319817e-08,6.904647875671799e-08
1998,2.3363833534517653e-08,5.292623583841305e-08
1999,3.3362468343511864e-08,5.8498574873055986e-08
2000,3.446064411605221e-08,3.666966108539782e-08
2001,3.3735329196815655e-08,5.695575211461801e-08
2002,2.6287329646379476e-08,5.958461102295587e-08
2003,3.083523125724241e-08,4.041915246943972e-08
2004,2.5107310008820605e-08,6.254803253114005e-08
2005,2.8373621674404603e-08,4.954124577238872e-08
2006,3.294312023172097e-08,6.670981633760675e-08
2007,3.395307501818934e-08,5.752050569185485e-08
