year,six_DET eaux_NOUN,six_DET peaux_NOUN
1800,3.144164484325529e-09,2.515331676278265e-08
1801,0.0,4.7623651688866175e-09
1802,0.0,6.713520406265161e-09
1803,0.0,3.900678446910888e-09
1804,0.0,3.213406207791536e-08
1805,0.0,1.7057265822018053e-08
1806,5.76333825108577e-09,2.881669125542885e-09
1807,2.8469550272802735e-08,0.0
1808,4.5321479902327155e-09,4.5321479902327155e-09
1809,2.259030518203531e-09,9.036122072814123e-09
1810,1.1700633351097167e-08,4.680253518074551e-09
1811,2.5070767684098882e-09,0.0
1812,0.0,5.3344164641089264e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,7.784366928831332e-09,0.0
1818,0.0,2.384235475716423e-09
1819,0.0,5.175525008560555e-09
1820,9.493184904840746e-09,1.1866481131050932e-09
1821,0.0,2.9584464877885353e-09
1822,0.0,3.0076847679083585e-09
1823,0.0,1.482403055863557e-08
1824,1.6842225392110777e-09,4.210556348027694e-09
1825,1.7610886082763955e-09,8.805443485471187e-09
1826,5.284790383086602e-09,4.403992281964975e-09
1827,1.8434546111834038e-09,8.295545583791863e-09
1828,0.0,2.7516904310687096e-09
1829,0.0,3.429270478694235e-09
1830,1.1480518979922749e-08,1.0436835840010872e-09
1831,3.1182412207897414e-09,0.0
1832,1.2176972319366541e-08,5.411987746839486e-09
1833,4.6334514003376626e-09,2.3167257001688313e-09
1834,0.0,4.667265685043276e-09
1835,4.5378527602224494e-09,1.2100940693926532e-08
1836,0.0,5.376600054063374e-09
1837,1.3915781860163179e-09,6.957890930081589e-10
1838,0.0,7.574594285131298e-09
1839,2.7965900706306e-09,1.4682097759788348e-08
1840,4.458782232319436e-09,1.2739377330817092e-09
1841,6.420548537278137e-09,7.704658244733764e-09
1842,0.0,5.366612043644636e-09
1843,0.0,3.5441467538532834e-09
1844,0.0,8.232841963717874e-09
1845,3.9061593959388574e-09,1.0602433264672584e-08
1846,3.5127007969038004e-09,3.5127007969038004e-09
1847,1.0786447290911383e-09,5.393223645455691e-10
1848,3.218088684420195e-09,8.045221711050488e-10
1849,6.703531951757213e-09,5.865590457787562e-09
1850,2.7155984128057753e-09,0.0
1851,6.449438760824933e-10,0.0
1852,1.9531636308300904e-09,1.9531636308300904e-09
1853,4.777545470346922e-09,8.957897534855874e-09
1854,3.63696517347023e-09,2.0782657816909023e-09
1855,3.714855978387277e-09,1.0613874223963649e-09
1856,4.1417513307884235e-09,1.0872097000458325e-08
1857,1.171562147295191e-08,5.857811125054013e-09
1858,2.4468380654951716e-09,5.872411001917044e-09
1859,4.582956236731661e-09,1.018434669930457e-09
1860,5.950338888283113e-09,4.57718396518203e-09
1861,2.8295783494058924e-09,4.715963619617014e-09
1862,1.490935552794781e-08,3.1625904395315985e-09
1863,9.989241656072068e-10,4.994620717013731e-09
1864,1.438418395505181e-08,8.151037178549814e-09
1865,6.118897832863013e-09,3.765475486972036e-09
1866,1.9462451650298362e-09,4.379051787850585e-09
1867,2.91168689159349e-09,2.91168689159349e-09
1868,3.4579118457500613e-09,6.915823802522425e-09
1869,6.836927024522765e-09,7.813630631403612e-09
1870,5.160643912205387e-09,2.2936195165357276e-09
1871,1.3807530452325523e-08,8.496941816815706e-09
1872,1.2094678591978436e-09,4.8378714367913744e-09
1873,1.5563611288627044e-08,1.0176207432266438e-08
1874,1.1949218059470468e-08,4.182226565063729e-09
1875,3.4329162346136144e-08,3.432916173551348e-09
1876,3.023007311142578e-08,6.04601479992084e-09
1877,1.7935966489801558e-08,5.566334504436554e-09
1878,9.662542099775351e-09,4.831270938865373e-09
1879,2.1993571408529533e-08,4.27652757650776e-09
1880,7.059630879879819e-09,1.2835692508872398e-08
1881,2.5101027978369217e-08,4.8807553554297556e-09
1882,3.3276926103553706e-08,3.3276925659464496e-09
1883,3.4756364897248204e-08,1.3270612164717477e-08
1884,1.3203393933736152e-08,3.9610181801208455e-09
1885,3.158361505661844e-08,3.86738152613475e-09
1886,3.355801270199521e-08,9.034849313138693e-09
1887,2.350412819929204e-08,2.0239665943222462e-08
1888,8.242799331981132e-09,3.1703073499755874e-09
1889,2.568706025662948e-08,5.012109394186837e-09
1890,1.507508856635198e-08,5.243509182406569e-09
1891,1.5935549768641977e-08,8.286486163910922e-09
1892,9.402768785804483e-09,7.522214851007902e-09
1893,3.695049988206023e-09,2.463366621796581e-09
1894,6.9316934414587195e-09,3.150769645188234e-09
1895,1.023164486468886e-08,4.814891374493868e-09
1896,4.717623069971921e-09,8.255840455717589e-09
1897,1.0488084178916779e-08,6.992056267307589e-09
1898,1.5277557885440274e-08,6.7900258748920805e-09
1899,4.9748205555033564e-09,3.8693048765026106e-09
1900,7.26747462209687e-09,5.19105292084987e-09
1901,1.2854099562531474e-08,2.235495566438317e-09
1902,4.4192554615740676e-09,1.4730852093691738e-09
1903,3.7801541896698154e-09,8.100330184390714e-09
1904,8.599400302955473e-09,3.2247751136083025e-09
1905,2.3223416079076742e-08,2.0643036724443675e-09
1906,7.716276506641861e-09,7.201858220895474e-09
1907,8.228549286393161e-09,4.6285588695127444e-09
1908,9.331639239107403e-09,4.4202499438483756e-09
1909,7.70137675853988e-09,3.300590023513905e-09
1910,6.947395769785203e-09,2.67207544979442e-09
1911,1.4365010514438836e-08,1.5961122423746588e-09
1912,6.251305473270463e-09,4.167536982180309e-09
1913,1.113627856597077e-08,1.060597942803554e-09
1914,5.357394972094198e-09,1.3393487430235496e-09
1915,1.1780761921542648e-09,4.712304768617059e-09
1916,0.0,3.2962386153911893e-09
1917,6.579854550103903e-09,7.676496771580332e-09
1918,9.189101035644853e-09,2.2972752589112133e-09
1919,5.524709134618888e-09,6.4454939163738345e-09
1920,4.543339038320937e-09,7.572231730534895e-10
1921,7.572747429129834e-09,7.572747762196741e-09
1922,2.21338064543275e-09,0.0
1923,5.307974060286824e-09,5.307974060286824e-09
1924,1.9337436318878076e-08,0.0
1925,1.9796719818998554e-08,2.1996355847875293e-09
1926,1.4489979882625903e-08,6.687683296036084e-09
1927,6.689534814974252e-09,6.689535148041159e-09
1928,9.140832757381645e-09,3.4278122562625413e-09
1929,1.559656870320225e-08,0.0
1930,1.470504518152893e-08,8.402882833991043e-09
1931,2.5091784650044247e-08,5.7026783295555106e-09
1932,4.383814644626227e-09,4.383814644626227e-09
1933,1.261772863969668e-08,6.882397318719313e-09
1934,8.38710612072191e-09,1.0783422155213884e-08
1935,1.795242621227544e-08,3.590485242455088e-09
1936,2.424942913137329e-09,4.849885826274658e-09
1937,6.295559185076627e-09,1.3850230295986421e-08
1938,1.2965214457594243e-09,0.0
1939,4.588215141154706e-09,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,0.0,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,6.960552134671616e-09
1947,1.1920870957027319e-09,5.960435700558264e-09
1948,7.61032148410834e-09,3.2615663503321457e-09
1949,3.9268033269479474e-09,0.0
1950,4.2541445921528975e-09,1.0635361480382244e-09
1951,4.264560815592233e-09,2.1322803522849654e-09
1952,7.381362632230548e-09,7.381362632230548e-09
1953,1.0773827385790469e-09,4.3095309543161875e-09
1954,9.772536113672459e-09,9.772536113672459e-10
1955,2.815682353940474e-09,3.754243138587299e-09
1956,2.093073958597813e-08,3.488456634670456e-09
1957,1.7670075402875796e-09,2.6505113659425206e-09
1958,4.1361216673863055e-09,8.272243445794913e-10
1959,5.425523363911111e-09,0.0
1960,5.536666680683311e-09,1.3841666701708277e-09
1961,5.558527582660844e-09,4.16889545107324e-09
1962,3.805173787174709e-09,1.2683912808952869e-09
1963,5.1728425987107585e-09,3.879631726988464e-09
1964,7.30076216148845e-09,2.4335873316516654e-09
1965,6.019247544841733e-09,4.924839203113152e-09
1966,8.862519607077957e-09,3.3234448526542337e-09
1967,3.944268356370628e-09,3.944268467392931e-09
1968,5.838840466676487e-09,5.838840522187638e-09
1969,9.083515495333927e-09,3.179230406713529e-09
1970,9.197450051567913e-09,4.5987250119061684e-10
1971,1.4387512958791149e-08,3.083038491169532e-09
1972,1.744249916724172e-08,2.0520587451500205e-09
1973,1.4885650267970618e-08,3.3079223804577396e-09
1974,1.1813700795393345e-08,4.5004573956397564e-09
1975,1.484984890609553e-08,5.711480177694739e-10
1976,5.7135269293517865e-09,4.570821499072508e-09
1977,8.22749468554207e-09,2.3507127355770763e-09
1978,6.53465048738866e-09,4.158414057542359e-09
1979,8.192762801506603e-09,2.3407893401383717e-09
1980,1.0233271230397634e-08,3.97960553399912e-09
1981,1.6446428885430464e-08,3.795329828193417e-09
1982,4.966001942996456e-09,6.20750217894539e-09
1983,1.1367569219267182e-08,1.2630632095778083e-09
1984,8.118611838359158e-09,0.0
1985,2.1054452403745927e-08,3.609334831011779e-09
1986,1.1389522436289212e-08,1.1988970927134801e-09
1987,7.944061797271473e-09,4.277571630240118e-09
1988,8.395175166153734e-09,2.99827696004229e-09
1989,1.0427431806903087e-08,3.841685636274406e-09
1990,5.993515961311147e-09,3.269190529398003e-09
1991,1.1136783939491579e-08,7.6199047072123e-09
1992,3.3059665005552574e-09,4.958949695321735e-09
1993,6.09312805766038e-09,2.7696036575264316e-09
1994,8.967375231261343e-09,3.164955852952289e-09
1995,1.1929391696696712e-08,2.1689803286761844e-09
1996,4.804283193493575e-09,1.014237493990322e-08
1997,6.712852163026639e-09,1.917957792585412e-09
1998,1.239713587342095e-08,1.9072516899143466e-09
1999,1.0054442306506317e-08,2.7421207526856506e-09
2000,6.185244316725402e-09,1.7672125984802278e-09
2001,1.2705513752209185e-08,3.5049695090716426e-09
2002,3.9430991805033955e-09,3.504977197366088e-09
2003,5.41700001521761e-09,3.333538334260311e-09
2004,1.1011977829600283e-08,4.845270407116686e-09
2005,4.9541245550344115e-09,4.5037495954858286e-10
2006,6.58862386870851e-09,3.706100981659688e-09
2007,6.391166984531793e-09,3.994479413904628e-09
2008,3.831695738476526e-09,1.2772318758180745e-09
2009,6.198650037703146e-09,2.860915504498962e-09
2010,2.3618964561933353e-09,5.196172492283324e-09
2011,1.1471915639660324e-09,1.911985902935953e-09
2012,2.0425516833455504e-09,3.404252713057332e-09
2013,2.789125042035323e-10,4.462600067256517e-09
2014,4.114345891759186e-09,1.7323561474213989e-09
2015,3.324863190323768e-09,3.768178213903184e-09
2016,2.4856081637381067e-09,2.0713399884186856e-09
2017,7.546833991067814e-10,1.509366853724714e-09
2018,3.3559066636712487e-09,1.2907333535316923e-09
2019,2.806086474294034e-09,2.5509878098795014e-09
