year,petits_ADJ artisans_NOUN,petits_ADJ partisans_NOUN
1880,6.032775701214632e-08,0.0
1881,3.486253774553916e-08,0.0
1882,3.261138559196297e-08,1.3310770263785798e-09
1883,3.602023324056347e-08,0.0
1884,5.149323811792783e-08,0.0
1885,4.963139588198828e-08,0.0
1886,8.324968092665586e-08,0.0
1887,8.357023517646667e-08,0.0
1888,1.1159481827505147e-07,0.0
1889,9.084448393537059e-08,0.0
1890,9.372772630245052e-08,0.0
1891,8.987650002012515e-08,0.0
1892,5.3909207542446325e-08,0.0
1893,1.0900397034996345e-07,6.158416554491453e-10
1894,7.561847326087445e-08,0.0
1895,9.810341339289153e-08,0.0
1896,1.0791563198608856e-07,0.0
1897,1.1012488698725065e-07,1.7480140668268973e-09
1898,8.883617397259513e-08,0.0
1899,1.2547603489565518e-07,0.0
1900,1.4950232918309325e-07,0.0
1901,1.74927521356949e-07,0.0
1902,1.409251524364663e-07,4.910283846193408e-10
1903,1.3392546849289033e-07,2.7001101354784396e-09
1904,1.7091307658034793e-07,5.374625189347171e-10
1905,1.563710047003397e-07,3.096455536422127e-09
1906,1.214027491869274e-07,0.0
1907,1.583995725695786e-07,0.0
1908,1.9449100330248825e-07,4.911389073214423e-10
1909,1.688801916088778e-07,5.500983557560346e-10
1910,2.4583093249930243e-07,0.0
1911,2.0589847338214895e-07,0.0
1912,1.5732452385286422e-07,0.0
1913,1.8401374213272703e-07,0.0
1914,1.9688425823005673e-07,0.0
1915,1.4608144371930365e-07,1.1780761921542648e-09
1916,1.7799688123432134e-07,0.0
1917,1.4037023277069238e-07,0.0
1918,1.596606296061509e-07,0.0
1919,2.9649271482412587e-07,0.0
1920,2.6351366955168487e-07,0.0
1921,2.1052237209051583e-07,0.0
1922,3.4381179192521927e-07,2.951174193910333e-09
1923,3.8005094893378555e-07,1.0615948120573648e-09
1924,5.543398375884578e-07,0.0
1925,2.9145172097955196e-07,1.0998177923937646e-09
1926,2.953726720988925e-07,0.0
1927,3.500856697868926e-07,0.0
1928,5.084588514669974e-07,0.0
1929,4.6344090876004884e-07,0.0
1930,4.211945094922953e-07,0.0
1931,4.254198167075174e-07,3.4216069977333063e-09
1932,6.016785438767158e-07,0.0
1933,4.037673195789182e-07,0.0
1934,3.522584517412497e-07,0.0
1935,4.1290580821140566e-07,0.0
1936,5.250001335888044e-07,0.0
1937,4.4572559465549944e-07,0.0
1938,3.085720917672674e-07,3.8895642262559704e-09
1939,4.0835114045734144e-07,0.0
1940,3.04293962472002e-07,0.0
1941,3.6598632391360297e-07,0.0
1942,3.246606565809884e-07,0.0
1943,4.122594108313393e-07,0.0
1944,2.8597355594683904e-07,0.0
1945,3.0716908261396725e-07,0.0
1946,3.382828461795384e-07,0.0
1947,2.7775629973803007e-07,0.0
1948,3.044128551454861e-07,1.0871887834440486e-09
1949,2.542605288535782e-07,9.817008317369869e-10
1950,2.286602693857276e-07,0.0
1951,2.8892399861479845e-07,0.0
1952,3.2056203735919553e-07,0.0
1953,2.779647476636171e-07,0.0
1954,2.3454086317542533e-07,9.772536113672459e-10
1955,2.393329956440482e-07,9.385607846468247e-10
1956,3.026236186087772e-07,0.0
1957,3.304304163620486e-07,8.835037701437898e-10
1958,2.671934702380696e-07,0.0
1959,2.0927019761529664e-07,0.0
1960,2.0278041534815827e-07,0.0
1961,2.8417970021621386e-07,0.0
1962,2.974377459885602e-07,1.2683912808952869e-09
1963,2.9614524876819814e-07,1.939815863494232e-09
1964,2.45183914004965e-07,0.0
1965,3.1573690684183475e-07,1.0944086747954884e-09
1966,2.4261147890669577e-07,3.3234448526542337e-09
1967,2.470098161566625e-07,0.0
1968,2.402907605669746e-07,4.4914158503495116e-10
1969,2.7159712301383365e-07,0.0
1970,2.547693744858748e-07,1.3796175313274261e-09
1971,2.677105226389642e-07,0.0
1972,2.600984401190942e-07,1.5390440033513642e-09
1973,3.021235639444342e-07,0.0
1974,2.885918269357468e-07,1.1251143350321513e-09
1975,2.5187628693856823e-07,1.1422960355389478e-09
1976,2.93675290252704e-07,1.142705374768127e-09
1977,3.414410172375426e-07,0.0
1978,3.095048042300874e-07,5.940591352171509e-10
1979,2.896726812862127e-07,5.851973350345929e-10
1980,2.802779262567334e-07,1.1370301367108482e-09
1981,3.5992375568838497e-07,0.0
1982,2.9051110894684484e-07,6.207502289967692e-10
1983,2.955567990348129e-07,6.315316047889041e-10
1984,2.6907398575914954e-07,0.0
1985,3.2123079241053176e-07,6.015558051686298e-10
1986,2.6975183353705745e-07,0.0
1987,2.523767270723454e-07,0.0
1988,4.059666873779122e-07,0.0
1989,2.864799841795218e-07,0.0
1990,2.370163214582277e-07,0.0
1991,2.5907676770575705e-07,0.0
1992,2.264587055655909e-07,2.7549720282848966e-09
1993,2.620045123080672e-07,5.539207426075166e-10
1994,2.621638657274161e-07,0.0
1995,2.1201782973712113e-07,0.0
1996,2.5836365491471724e-07,0.0
1997,2.387857458430176e-07,0.0
1998,2.5747897580696844e-07,0.0
1999,2.2485390038795572e-07,0.0
2000,2.3945730154295575e-07,0.0
2001,2.2738489158236064e-07,8.762423564512289e-10
2002,2.313284941379834e-07,8.76244299341522e-10
2003,2.0251245347324698e-07,0.0
2004,2.0482279206035514e-07,8.809582507929292e-10
2005,1.9411160623317159e-07,4.5037495954858286e-10
2006,2.330725674681844e-07,0.0
2007,1.7695543808038394e-07,0.0
2008,1.788124706081362e-07,4.257439678578834e-10
2009,1.6021126247878215e-07,1.430457752249481e-09
2010,1.6627750820674692e-07,0.0
2011,1.3881018889883023e-07,3.82397197240536e-10
2012,1.4502117262615855e-07,3.404252713057332e-10
2013,1.1156499923892227e-07,5.578250084070646e-10
2014,1.3295833067861196e-07,6.496335691608124e-10
2015,1.3631938400315846e-07,4.433150790905671e-10
2016,1.1413083567113347e-07,2.0713400439298368e-10
2017,1.0867440752848623e-07,2.515611330355938e-10
2018,9.370724163293431e-08,5.162933414126769e-10
2019,1.2372291169349126e-07,7.65296326310505e-10
