year,meilleures_ADJ eaux_NOUN,meilleures_ADJ peaux_NOUN
1881,1.6036766581351003e-08,6.2752567586699115e-09
1882,1.9966154951589488e-08,3.9932310791357395e-09
1883,1.516641390253426e-08,3.159669414998234e-09
1884,3.9610181801208455e-08,5.941527270181268e-09
1885,3.4161868001092444e-08,0.0
1886,4.065682190912412e-08,7.098810428374236e-09
1887,3.590908548289917e-08,6.528924623161458e-10
1888,5.960177729136262e-08,1.268122939990235e-09
1889,1.2530273707511697e-08,3.759081934617825e-09
1890,3.211649257650606e-08,0.0
1891,2.677172439291553e-08,7.0116419337296065e-09
1892,2.6954603882245465e-08,3.1342561879199593e-09
1893,2.7097032173628577e-08,4.926733243593162e-09
1894,3.150769600779313e-08,1.2603078580752936e-09
1895,3.310238128051424e-08,4.213029924926559e-09
1896,1.592197840238896e-08,1.179405795248556e-09
1897,2.7385553380554484e-08,5.826713556089658e-10
1898,3.564763439989349e-08,6.7900258748920805e-09
1899,2.4874102777516782e-08,7.738609753005221e-09
1900,2.6474371139784125e-08,1.1939421895590385e-08
1901,2.0678333711998675e-08,1.1177477832191585e-09
1902,1.5712908307818907e-08,3.437198747846537e-09
1903,3.834156458992766e-08,7.560307935250421e-09
1904,3.171028950532673e-08,5.374625189347171e-09
1905,3.148063143498803e-08,2.580379465655369e-09
1906,1.7490227932626112e-08,8.745113966313056e-09
1907,1.491424583832668e-08,5.142843373384665e-10
1908,1.8663278922304016e-08,2.4556945366072114e-09
1909,1.925344328412848e-08,1.1001967115120692e-09
1910,9.619471441624228e-09,3.206490406526541e-09
1911,1.649316061502759e-08,0.0
1912,2.135862686714063e-08,2.0837684910901544e-09
1913,1.484837142129436e-08,2.6514948014977335e-09
1914,1.2723813391790628e-08,4.018046340092951e-09
1915,9.424609426211816e-09,0.0
1916,1.2086208478478966e-08,3.2962386153911893e-09
1917,3.5092559080851515e-08,8.773139548168274e-09
1918,1.033773866510046e-08,6.89182577673364e-09
1919,1.3811772170413406e-08,8.287063479883727e-09
1920,7.572231730534895e-09,5.300562211374427e-09
1921,9.087297137000405e-09,7.572747429129834e-10
1922,5.164555005876537e-09,5.902348387820666e-09
1923,9.554353752605493e-09,1.0615948120573648e-09
1924,6.445812328337297e-09,1.289162443462999e-09
1925,1.4297631523163545e-08,4.399271169575059e-09
1926,1.0031524944054127e-08,2.229227691330493e-09
1927,4.4596899506643695e-09,0.0
1928,1.4853853258500749e-08,0.0
1929,8.912325100141061e-09,4.4561625500705304e-09
1930,1.2604324695075775e-08,1.0503603542488804e-09
1931,1.0264820993199919e-08,2.2810713318222042e-09
1932,6.575722188983946e-09,0.0
1933,1.1470662641954732e-08,5.735331320977366e-09
1934,9.585264137967897e-09,1.1981580172459871e-09
1935,9.574627313213568e-09,2.393656828303392e-09
1936,6.0623572828433225e-09,2.424942913137329e-09
1937,2.2664012888640173e-08,8.813782592653752e-09
1938,5.186085783037697e-09,0.0
1939,2.2941076593951948e-08,3.058810094103137e-09
1940,1.7750480196809804e-08,0.0
1941,8.854508237732261e-09,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,1.089252066321933e-08,0.0
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,5.960435700558264e-09,2.3841741914054637e-09
1948,7.610321262063735e-09,2.174377566888097e-09
1949,5.890204768377316e-09,2.945102384188658e-09
1950,4.2541445921528975e-09,1.0635361480382244e-09
1951,8.529121409139861e-09,5.330700769690111e-09
1952,1.370824520563474e-08,8.435843135146115e-09
1953,8.619061908632375e-09,2.1547654771580937e-09
1954,7.818028890937967e-09,1.9545072227344917e-09
1955,9.385607846468247e-10,3.754243138587299e-09
1956,7.849027205963921e-09,1.744228317335228e-09
1957,7.951533653738352e-09,0.0
1958,6.617794756635931e-09,2.4816730892496253e-09
1959,6.975673039200103e-09,1.5501495642666896e-09
1960,2.076250060767393e-09,2.076250060767393e-09
1961,6.94815938118154e-09,2.779263708063695e-09
1962,1.331810839388936e-08,2.5367825617905737e-09
1963,1.939815863494232e-09,1.2932106496776896e-09
1964,6.6923653285755336e-09,2.4335873316516654e-09
1965,5.47204326295514e-09,3.2832261354087677e-09
1966,6.092982118843793e-09,2.215629901769489e-09
1967,7.888536934785861e-09,4.930335584241163e-10
1968,7.635406973349745e-09,1.7965663401398047e-09
1969,8.629339909305145e-09,1.3625273131978588e-09
1970,1.0577067222072856e-08,2.7592350626548523e-09
1971,5.138397263237948e-09,0.0
1972,4.6171320100540925e-09,5.130146862875051e-10
1973,6.615844760915479e-09,5.513203782392395e-10
1974,2.812785782069227e-09,0.0
1975,5.711480177694739e-09,0.0
1976,5.142174241967723e-09,5.713526873840635e-10
1977,5.289103821581875e-09,1.7630346071939584e-09
1978,3.5643548113029055e-09,4.158414057542359e-09
1979,6.437170796402825e-09,3.5111840102075575e-09
1980,7.390696055153967e-09,4.548120546843393e-09
1981,5.69299452024552e-09,0.0
1982,4.966001831974154e-09,2.483000915987077e-09
1983,3.78918940668882e-09,0.0
1984,3.479405208395292e-09,5.799008384599347e-09
1985,9.624892882698077e-09,3.0077789148208467e-09
1986,5.994485352545098e-09,1.1988970927134801e-09
1987,3.6664902225425067e-09,3.6664902225425067e-09
1988,1.798966087207532e-09,1.798966087207532e-09
1989,4.390497743145261e-09,5.488121956886971e-09
1990,5.448650863826288e-09,1.089730194969718e-09
1991,3.5168792322792797e-09,1.1722930404189924e-09
1992,4.958949695321735e-09,3.856960972825618e-09
1993,2.2156829704300662e-09,5.539207426075166e-10
1994,2.1099706426497278e-09,1.5824779264761446e-09
1995,2.7112254663563817e-09,3.253470381991974e-09
1996,7.473328622609188e-09,2.135236876199542e-09
1997,1.917957792585412e-09,9.58978896292706e-10
1998,2.3840645013706308e-09,2.3840645013706308e-09
1999,4.113180906983871e-09,1.3710603763428253e-09
2000,3.092622158362701e-09,1.7672125984802278e-09
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,3.066854992184176e-09,4.38122149670761e-10
2003,5.8336921959778465e-09,8.333845835650777e-10
2004,7.488145215006625e-09,8.809582507929292e-10
2005,2.702249757291497e-09,1.3511248786457486e-09
2006,4.117890028965121e-09,0.0
2007,7.190063211481856e-09,7.988958938831558e-10
2008,5.108927503272298e-09,4.257439678578834e-10
2009,1.0013204487790972e-08,9.53638501499654e-10
2010,7.558068837454357e-09,9.447586046817946e-10
2011,8.030340836739924e-09,1.911985902935953e-09
2012,9.19148224198807e-09,3.063827413996023e-09
2013,5.578249862026041e-09,8.367375126105969e-10
2014,4.980523993225461e-09,3.897801192920269e-09
2015,5.984753581600444e-09,2.21657536769726e-09
2016,9.942432654952427e-09,2.6927420293532123e-09
2017,1.3584300795344006e-08,3.018733707449428e-09
2018,6.453666934191915e-09,1.8070267504555204e-09
2019,6.632568272380013e-09,2.806086474294034e-09
