year,les_DET iles_NOUN,les_DET piles_NOUN
1955,2.7011778769292505e-06,1.0859148176223243e-06
1956,2.7724508413484727e-06,1.453814348906235e-06
1957,2.2962263415138295e-06,1.6477345781140684e-06
1958,2.1971078290050627e-06,1.4972760595810541e-06
1959,2.8421992599447776e-06,1.368782037047822e-06
1960,1.7807303667183305e-06,1.4333045896819385e-06
1961,1.5862647231301708e-06,1.2256552537337484e-06
1962,1.8315570571303397e-06,1.288051294068282e-06
1963,1.7988560081505511e-06,1.462621241898887e-06
1964,1.6688325654712344e-06,1.3183959310936189e-06
1965,1.492226211041725e-06,1.4353169319747394e-06
1966,1.8622368980203419e-06,1.302236455558159e-06
1967,1.6122197763479562e-06,1.5717909604973102e-06
1968,1.6142148560049918e-06,8.241748048476438e-07
1969,1.5914319710930158e-06,8.570296898824381e-07
1970,2.390417272124523e-06,7.80403610178837e-07
1971,1.4228222795509282e-06,9.377575196367616e-07
1972,1.7734917676648365e-06,8.685338741543092e-07
1973,1.7950991342274847e-06,7.464878137852793e-07
1974,2.2485410759998103e-06,8.562120399346895e-07
1975,2.3588412840780393e-06,7.773324455229158e-07
1976,1.9465986120792422e-06,6.656258548787264e-07
1977,2.1156414824474723e-06,8.186356836858977e-07
1978,2.0904941155919232e-06,9.237619664759222e-07
1979,1.8223044691012547e-06,8.245430649367336e-07
1980,1.7322653960150092e-06,8.721021060864587e-07
1981,1.5586153896407495e-06,8.197912393370643e-07
1982,1.7474118791938054e-06,8.52910815751784e-07
1983,1.756289368159969e-06,6.953163023126763e-07
1984,1.9560055370959617e-06,7.190770645593147e-07
1985,1.7270666656798994e-06,7.05023424529827e-07
1986,1.4476682608233205e-06,7.559046224514532e-07
1987,2.0740112187667137e-06,7.846288951895986e-07
1988,1.6898288262012784e-06,7.111912907475926e-07
1989,1.5086848108580853e-06,6.794294975520643e-07
1990,1.4101108494202208e-06,7.622662892003973e-07
1991,1.4208191743136922e-06,8.194328131594375e-07
1992,1.2920819063566569e-06,6.711112163770849e-07
1993,1.2601697090275366e-06,6.220529726874702e-07
1994,1.0776674841395106e-06,7.859640476226559e-07
1995,1.1322077622111237e-06,6.420181861699348e-07
1996,1.1823874501715181e-06,6.005353441196348e-07
1997,9.719250932960222e-07,6.583390117498311e-07
1998,9.016532427352786e-07,5.058985195205423e-07
1999,8.496003705005251e-07,7.092952429843535e-07
2000,9.326464471826057e-07,6.260350815523452e-07
2001,7.123850407353416e-07,6.396569176558842e-07
2002,7.43493268728912e-07,6.624406836408525e-07
2003,6.612906808811658e-07,6.912925201163489e-07
2004,6.541115062930203e-07,6.717306604286932e-07
2005,6.593489283446274e-07,6.255708129287996e-07
2006,6.032708732561787e-07,7.576917226970181e-07
2007,5.628221622089313e-07,6.235382556951663e-07
2008,5.63685008447834e-07,8.118937486756295e-07
2009,6.122359277327405e-07,8.611355397647458e-07
2010,3.3113789443817154e-07,9.84910826673513e-07
2011,3.1165371416896903e-07,1.0263540985988584e-06
2012,2.927657314355514e-07,1.24357354991389e-06
2013,2.4432734746504536e-07,1.1602760281448354e-06
2014,2.802086127573489e-07,1.1158538626432346e-06
2015,2.3828186002106122e-07,1.183872868182334e-06
2016,2.839807158316887e-07,1.0186850118998336e-06
2017,1.8841928817181497e-07,9.783212746583558e-07
2018,1.6056722529356193e-07,9.853458422526273e-07
2019,1.6938559088686134e-07,9.770282929366658e-07
