year,fus_VERB à_ADP,fus_VERB a_ADP,fus_VERB pas_ADV
1859,3.289543997198052e-07,5.092173349652285e-10,7.230885898934503e-07
1860,6.073922804716858e-07,3.204028820036342e-09,6.63691650970577e-07
1861,7.073945766933321e-07,6.130752905342263e-09,5.923250228079269e-07
1862,4.0571515569354233e-07,3.162590411776023e-09,7.468231046914298e-07
1863,2.3574609997467633e-07,4.495158911765884e-09,5.828722464684688e-07
1864,2.6418950938023045e-07,5.753673537611803e-09,6.722208354403847e-07
1865,2.7158492343914986e-07,1.4120533076145136e-09,7.865136808504758e-07
1866,3.143185836051998e-07,2.432806400776144e-09,6.335027933346282e-07
1867,3.02815436725723e-07,3.396968040192405e-09,4.3772359958893503e-07
1868,6.560152883139381e-07,4.939874287401835e-09,7.009681439740234e-07
1869,2.2122341647445865e-07,0.0,6.871111395412299e-07
1870,2.4140345544765296e-07,1.204150201772336e-08,5.45308012078749e-07
1871,2.665915417310316e-07,7.434824089713743e-09,6.765690159227233e-07
1872,3.259515892750642e-07,3.023669647994609e-09,6.186427867760358e-07
1873,2.6937019015349506e-07,1.1972008939764578e-09,5.968046252746717e-07
1874,2.019417877363594e-07,1.1949218281515073e-09,5.669904226124345e-07
1875,2.797826823552896e-07,4.233929951080739e-08,5.612818085865001e-07
1876,2.5514182766528393e-07,1.813804439976252e-09,5.526057407223561e-07
1877,2.3997085918381345e-07,1.8554447978047506e-09,5.430268288364459e-07
1878,2.1317983112112415e-07,6.039088784604019e-09,4.432691014244483e-07
1879,3.573955211777502e-07,4.887460214320072e-09,5.223473067417217e-07
1880,5.756808150181314e-07,8.343199908722454e-09,4.948159357809345e-07
1881,2.837810484379588e-07,5.5780060570498335e-09,5.250298045211821e-07
1882,2.4425264655292267e-07,2.6621540527571597e-09,5.437449885903334e-07
1883,2.843702588961605e-07,1.2638677882037541e-09,6.281422884057974e-07
1884,3.63093334954101e-07,1.3203393933736152e-09,6.119773274804174e-07
1885,1.740321664556177e-07,1.2891271383708158e-09,4.1058700617213617e-07
1886,2.0070272910288622e-07,3.2267319927115068e-09,5.18213141731394e-07
1887,2.879255873722286e-07,5.223139698529167e-09,4.2372721509309486e-07
1888,2.3206649757412379e-07,3.804368819970705e-09,5.211985012465448e-07
1889,2.2429189527883864e-07,6.265136742733546e-10,3.8217334008550097e-07
1890,2.5037755335688416e-07,1.1142457290169716e-08,4.5618529043167655e-07
1891,2.530565268443752e-07,2.549687905251119e-09,5.252357482277148e-07
1892,2.689191944682534e-07,5.014809900671935e-09,4.3252734371890256e-07
1893,2.389465691976511e-07,1.2316833108982905e-09,4.7050301077433687e-07
1894,2.1173171660393564e-07,0.0,5.822622028972546e-07
1895,5.224157462180301e-07,1.444467478961542e-08,5.663516162712767e-07
1896,3.019278835836303e-07,5.307326134129653e-09,5.336811454981216e-07
1897,1.7654942041644972e-07,3.4960281336537946e-09,3.391147345155332e-07
1898,1.9747658086544106e-07,3.395012826423738e-09,4.877501851296984e-07
1899,3.117554285836377e-07,4.9748205555033564e-09,4.516031424373068e-07
1900,2.2684902489800152e-07,2.595526460424935e-09,4.6044641521802987e-07
1901,1.9113487326194445e-07,3.912117296778206e-09,3.593559085857123e-07
1902,2.0181266791041708e-07,4.910283735171106e-09,3.383185571692593e-07
1903,1.782072729383799e-07,2.7001101354784396e-09,4.185170610071509e-07
1904,2.2788410092289269e-07,4.837162670412454e-09,3.6332465924715507e-07
1905,1.759818815116887e-07,1.0321518084666081e-09,3.4370654589110927e-07
1906,2.0473854078773002e-07,5.658602919567102e-09,3.276845461641642e-07
1907,2.247422514756181e-07,1.5428529565042481e-09,4.1142746454170265e-07
1908,2.642327388002741e-07,1.964555629285769e-09,4.2729084270831663e-07
1909,2.640472018811124e-07,2.7504918342913243e-09,4.824362349609146e-07
1910,2.244543253482334e-07,4.809735720812114e-09,4.2325672211518395e-07
1911,2.3888480882305885e-07,5.852411444351446e-09,4.825579367206956e-07
1912,2.2244228148338152e-07,3.125652625612929e-09,4.073767456702626e-07
1913,3.0545220397470985e-07,4.772690687104841e-09,4.5976921114743163e-07
1914,2.410827733001497e-07,4.018046340092951e-09,3.529183913997258e-07
1915,1.9084833979832183e-07,3.534228465440492e-09,2.9805326562382106e-07
1916,1.8788560396387766e-07,5.493730803607377e-09,3.032539552805247e-07
1917,2.3029491558190784e-07,1.0966424435210342e-09,3.6298865779826883e-07
1918,2.2628161389093293e-07,1.4932289182922887e-08,3.3655081210781645e-07
1919,2.21909147057886e-07,3.6831394045755417e-09,4.557884949463187e-07
1920,2.6578533152132877e-07,2.2716695191604686e-09,4.460044351617398e-07
1921,1.9234778392274166e-07,0.0,4.5209301902104926e-07
1922,2.1396013494268118e-07,2.951174193910333e-09,4.316092372391722e-07
1923,1.9851823651606537e-07,0.0,4.511777831339714e-07
1924,2.552541502609529e-07,0.0,4.6409849119299906e-07
1925,2.0896537478165556e-07,4.399271169575059e-09,4.476258368413255e-07
1926,2.2292276469215722e-07,0.0,5.483900054059632e-07
1927,2.3078895594608184e-07,4.4596899506643695e-09,4.448540664725442e-07
1928,2.639415583871596e-07,3.4278122562625413e-09,4.924623908664216e-07
1929,2.9076460350552225e-07,0.0,5.291693128128827e-07
1930,1.8066198492761032e-07,3.1510811737689437e-09,3.949354834276164e-07
1931,2.611826630527503e-07,1.1405356659111021e-09,4.0260908917844063e-07
1932,2.498774449577468e-07,0.0,4.5591673369926866e-07
1933,2.0417778046066815e-07,5.735331320977366e-09,4.2556158064144256e-07
1934,2.0847949144808808e-07,0.0,3.3308793945252546e-07
1935,2.046576526026911e-07,0.0,4.595821110342513e-07
1936,1.4549657123552606e-07,2.424942913137329e-09,2.570439505689137e-07
1937,1.9390321881473938e-07,2.5182236296217297e-09,3.0722327437615604e-07
1938,1.5947213682920847e-07,3.8895642262559704e-09,3.098686249813909e-07
1939,1.269406197934586e-07,3.058810094103137e-09,3.3493969908704457e-07
1940,1.1157445101162011e-07,0.0,2.10469977446337e-07
1941,2.6268372721460764e-07,0.0,4.191133768927102e-07
1942,1.9115533689273434e-07,9.102635090130207e-09,3.216264587990736e-07
1943,1.800005833274554e-07,0.0,3.4548497751529794e-07
1944,1.8636480092482088e-07,0.0,3.920087010556017e-07
1945,2.2220741868750338e-07,0.0,4.6837837430757645e-07
1946,1.6287691551042371e-07,0.0,4.914149940304924e-07
1947,1.84773497835522e-07,0.0,4.6610605863861565e-07
1948,1.80473335831266e-07,2.174377566888097e-09,3.46813209262109e-07
1949,2.159741825380479e-07,9.817008317369869e-10,3.828633339253429e-07
1950,1.7761053072717914e-07,0.0,3.2118791182256246e-07
1951,2.1216189338701952e-07,3.1984206394497505e-09,5.277393597680202e-07
1952,1.2864660448030918e-07,0.0,3.427061301408685e-07
1953,1.842324479639501e-07,0.0,3.9863161305220274e-07
1954,1.6613311970559153e-07,9.772536113672459e-10,3.7037912647974736e-07
1955,1.5767821537338023e-07,3.754243138587299e-09,3.3694331591505033e-07
1956,1.6308534611653158e-07,2.616342476002842e-09,3.6279948290030006e-07
1957,1.5903067662748072e-07,8.835037701437898e-10,3.2689638373994967e-07
1958,1.83643805939937e-07,0.0,3.714237379881524e-07
1959,1.8136749702080124e-07,1.5501495642666896e-09,3.983884369063162e-07
1960,2.0624082708309288e-07,1.3841666701708277e-09,4.6923250351937895e-07
1961,1.9732772216229932e-07,6.948159270159238e-10,4.342599595474894e-07
1962,2.0738197292757832e-07,1.2683912808952869e-09,3.9637228610445163e-07
1963,1.8040289262444276e-07,1.939815863494232e-09,3.5498632655617257e-07
1964,2.269320162895383e-07,1.2167936658258327e-09,3.753808357487287e-07
1965,1.9754077129618963e-07,2.188817349590977e-09,4.777093636221252e-07
1966,1.938676206236778e-07,1.6617224263271169e-09,3.85519598466999e-07
1967,2.080601575471519e-07,2.4651677366094304e-09,3.983711280852731e-07
1968,2.434347265989345e-07,8.982831700699023e-10,4.572261218527274e-07
1969,1.698617353440568e-07,9.083515606356229e-10,3.5743633475249226e-07
1970,1.476190760740792e-07,2.2993624781975086e-09,3.039757245915098e-07
1971,2.075912561849691e-07,2.0553589941130213e-09,2.9494401587726315e-07
1972,2.093099880084992e-07,4.10411743478889e-09,2.970355126308277e-07
1973,1.538183909133295e-07,1.4334330167287135e-08,3.3410015021217987e-07
1974,1.3951417088264861e-07,1.6876715580593782e-09,2.165845103263564e-07
1975,1.3250634367523162e-07,1.1422960355389478e-09,2.461648023199814e-07
1976,1.2226946921600756e-07,1.7140580066410394e-09,2.593941133000044e-07
1977,1.4515650548219128e-07,0.0,2.791471445107163e-07
1978,2.3762365231050353e-07,5.346532105932056e-09,3.88514678206775e-07
1979,1.4454374763772648e-07,5.851973350345929e-10,3.710151190716715e-07
1980,1.5293055355414253e-07,1.7055452605774235e-09,3.0642962656202144e-07
1981,1.6572940353398735e-07,2.5302198114474095e-09,2.6440795863891253e-07
1982,1.669818061600381e-07,4.966001942996456e-09,2.656811091128475e-07
1983,2.5829643846009276e-07,3.78918940668882e-09,2.911360752477776e-07
1984,1.3859630598744843e-07,2.319603453759811e-09,3.473606113857386e-07
1985,2.135523118340643e-07,3.6093347199894765e-09,2.983716740345699e-07
1986,1.1209687755808773e-07,2.3977941854269602e-09,3.5007795418096066e-07
1987,1.6193664009733766e-07,6.110816852533674e-10,3.2204005151470483e-07
1988,1.2053072850903845e-07,2.398621523624911e-09,2.446593896365812e-07
1989,1.4598404618482164e-07,2.1952488715726304e-09,3.495933924568817e-07
1990,1.2531897652934276e-07,1.089730194969718e-09,2.860541883364931e-07
1991,1.3188297032229457e-07,1.1722930404189924e-09,2.672828145477979e-07
1992,1.4821749516613636e-07,3.856960972825618e-09,3.1076083928383014e-07
1993,1.7725463408169162e-07,2.7696037130375828e-09,3.3235244245588547e-07
1994,1.9886473978658614e-07,1.5824779819872958e-09,2.568889385656803e-07
1995,1.5508209116887883e-07,2.1689803286761844e-09,3.1341764383796544e-07
1996,1.617441967027844e-07,1.067618438099771e-09,2.86655563286331e-07
1997,1.7357517378968623e-07,2.8769365778558154e-09,2.7618591502687195e-07
1998,1.4781200263769279e-07,4.768129224785866e-10,2.3983690766726795e-07
1999,1.3162178902348387e-07,4.570201161957499e-10,2.7375506306270836e-07
2000,1.572819172679374e-07,2.2090156370779823e-09,2.995425347762648e-07
2001,1.3231259288204456e-07,3.066848330846028e-09,3.0230361858230026e-07
2002,1.4983777418819955e-07,8.76244299341522e-10,2.8346502745080215e-07
2003,1.6917707057473308e-07,2.083461403401543e-09,3.516882998155779e-07
2004,1.6473919117743208e-07,8.809582507929292e-10,3.3124030096587376e-07
2005,1.594327301290832e-07,2.251874686720612e-09,3.5894885286325007e-07
2006,1.330078447381311e-07,2.0589449589714093e-09,3.5825641475639713e-07
2007,1.5778194040194649e-07,0.0,3.431257766806084e-07
2008,1.6604015229404467e-07,8.514879357157668e-10,3.6784280155188753e-07
2009,1.8357540909619274e-07,4.76819250749827e-10,3.5761442518378317e-07
2010,1.535232740934589e-07,4.723793023408973e-10,4.227794647704286e-07
2011,1.9578736498715443e-07,3.82397197240536e-10,5.055291012467933e-07
2012,2.6042533818326774e-07,0.0,6.471484539360972e-07
2013,3.143343860756431e-07,5.578250084070646e-10,7.50274637084658e-07
2014,2.847560551799688e-07,2.1654451842767486e-10,7.858400294935564e-07
2015,3.032275230907544e-07,0.0,7.582904686387337e-07
2016,3.475708467703953e-07,2.0713400439298368e-10,8.614703119746991e-07
2017,2.364674713817294e-07,5.031222660711876e-10,6.070170002203668e-07
2018,3.087434095050412e-07,2.5814667070633845e-10,8.020617201509594e-07
2019,2.7014959869120503e-07,0.0,6.89531987063674e-07
