year,autres_ADJ airs_NOUN,autres_ADJ pères_NOUN
1800,6.60274537267469e-08,8.174827570428533e-08
1801,6.429193177837078e-08,8.810375540235782e-08
1802,3.5805442166747525e-08,1.7455153056289419e-07
1803,4.6808139586573816e-08,1.3847408197875666e-07
1804,8.651478111687538e-08,2.4471324167052444e-07
1805,3.980028751016107e-08,1.3930100806192058e-07
1806,1.2103009794373065e-07,1.5849180456939393e-07
1807,2.8469550272802735e-08,2.5622596666607933e-07
1808,3.172503681980743e-08,3.1725035398721957e-07
1809,9.036122294858728e-09,3.2530039106859476e-07
1810,9.594519356781461e-08,3.4633875145573256e-07
1811,4.763445815569867e-08,3.885968951067298e-07
1812,8.801787032552966e-08,1.0402111882967802e-07
1813,3.163315653864629e-08,3.33586044121148e-07
1814,1.5733386149463513e-08,1.7936059748535627e-07
1815,1.8880564667256294e-08,8.981754326953251e-07
1816,5.7940098940889584e-08,6.419762641485249e-07
1817,8.56280379935015e-08,6.461024781856395e-07
1818,6.079800130009971e-08,4.2797027788310515e-07
1819,7.866798057420965e-08,5.79658802735139e-07
1820,4.390598107306687e-08,3.2395492155501415e-07
1821,5.719663320746804e-08,4.161548048386976e-07
1822,6.015369535816717e-08,4.902526171690624e-07
1823,4.249555374258307e-08,4.338499621781011e-07
1824,5.3053010873327366e-08,4.4126630882601603e-07
1825,6.251864448358901e-08,3.663064234160629e-07
1826,5.5490302908189904e-08,3.0475625578674226e-07
1827,3.041700225026034e-08,3.3919565112228156e-07
1828,2.7516904310687096e-08,4.072501553764596e-07
1829,2.4862210068476998e-08,3.712185332460649e-07
1830,5.218418053232199e-08,4.95749702622561e-07
1831,4.5214498811674275e-08,5.363374881994787e-07
1832,3.788391467196561e-08,1.8671357793209609e-07
1833,7.52935847003755e-08,3.243415989118148e-07
1834,3.733812548034621e-08,2.8096937398913724e-07
1835,3.6302822081779595e-08,4.091630501079635e-07
1836,1.0753200108126748e-08,1.0141611994640698e-06
1837,2.99189295560609e-08,3.103219370359511e-07
1838,4.86036455527028e-08,4.3112066805406357e-07
1839,5.2436064379435265e-08,3.6145925719210936e-07
1840,5.159447979963261e-08,4.2995399951450963e-07
1841,2.6966304744746594e-08,8.359554470871444e-07
1842,3.287049921141261e-08,3.7499201255286607e-07
1843,2.4809025944705354e-08,8.003864877537126e-07
1844,3.622450606144412e-08,9.385439767584103e-07
1845,4.0177642546268544e-08,6.774396581477049e-07
1846,1.5807152919933287e-08,7.154200574177594e-07
1847,2.9123407685460734e-08,5.015697936983088e-07
1848,2.654923214606697e-08,6.580991112059564e-07
1849,2.8490010350878947e-08,4.1310514120596054e-07
1850,1.425689166723032e-08,7.243858703986916e-07
1851,3.353708066811123e-08,8.551955872349026e-07
1852,6.640756566866912e-08,7.597806472858792e-07
1853,3.4040009921909586e-08,6.36607907722464e-07
1854,2.5458755104068587e-08,5.756795999900532e-07
1855,3.131092896069276e-08,7.148444183258107e-07
1856,4.711242240773572e-08,6.631979232452068e-07
1857,2.0502337605421417e-08,4.827812531971176e-07
1858,1.859596826525589e-08,4.306434817635818e-07
1859,3.258990943777462e-08,5.321321268070278e-07
1860,2.654766717569146e-08,4.096579644397025e-07
1861,3.3483342321005694e-08,4.253799303910455e-07
1862,3.7047489076513784e-08,4.892979106330131e-07
1863,2.8469337998160427e-08,7.312124807867804e-07
1864,1.1986819536957682e-08,5.90710492076596e-07
1865,2.3534221682552925e-08,6.090656583523923e-07
1866,2.6274308950746672e-08,5.186743337048938e-07
1867,1.0190904120577216e-08,3.726959150185394e-07
1868,2.9639243948054173e-08,4.3026303586657377e-07
1869,1.904572499711321e-08,5.176530279982217e-07
1870,2.0069171213776826e-08,4.592973112949039e-07
1871,4.354682658913589e-08,1.9011907781418813e-07
1872,3.8702971494330995e-08,3.5921196683830203e-07
1873,2.3944018323618366e-08,2.735604027748195e-07
1874,2.6885741633009275e-08,2.4973865464517075e-07
1875,3.0324094124623e-08,3.061016897731861e-07
1876,1.4510435741854621e-08,3.3555382117356203e-07
1877,3.339800647150781e-08,3.7727378554563984e-07
1878,4.227361927178208e-08,3.218834336848886e-07
1879,7.331190321480108e-09,4.2154345436529184e-07
1880,4.428314070992201e-08,2.6313169598779496e-07
1881,2.8587281875047665e-08,2.2660649534600452e-07
1882,2.994923331556265e-08,3.8201911678470424e-07
1883,2.211768546089843e-08,1.782053615784207e-07
1884,1.7164412113856997e-08,3.0895942160213963e-07
1885,2.2559724754955823e-08,3.345285080058602e-07
1886,2.774989482645651e-08,2.41359543906583e-07
1887,2.0239665943222462e-08,2.285123592571381e-07
1888,1.7119660356001987e-08,2.2382370090667791e-07
1889,4.2602930960811136e-08,2.2178584302423587e-07
1890,1.6385966361553983e-08,2.162947545514271e-07
1891,1.7210394887001712e-08,2.0524988286751977e-07
1892,1.002961980134387e-08,1.7489149328753228e-07
1893,2.4017824173938607e-08,1.9091091374434654e-07
1894,2.2685540557176864e-08,1.8337478735475088e-07
1895,1.5648398132839247e-08,2.1667012362058813e-07
1896,1.5921978790967017e-08,2.1936947902645443e-07
1897,1.5732126712464378e-08,1.3168372703376008e-07
1898,1.8106735777401184e-08,1.7936984875177586e-07
1899,2.984892333302014e-08,2.1060073862599893e-07
1900,1.661137005726232e-08,2.2788724152178474e-07
1901,2.9061443029831935e-08,2.0454783822287936e-07
1902,2.8479645752810256e-08,1.5123674401706921e-07
1903,2.214090244478939e-08,2.548903914600942e-07
1904,2.2573425795258117e-08,2.526073785702465e-07
1905,2.4771643958310108e-08,1.8939985402255388e-07
1906,2.674975863037332e-08,1.6564273508379301e-07
1907,2.7771354993433306e-08,1.6971383587360833e-07
1908,3.290630701258124e-08,1.63549252363282e-07
1909,2.0903737407707013e-08,1.446758695067274e-07
1910,3.847788310196165e-08,2.265919860633403e-07
1911,3.08581699082211e-08,1.8248883293381368e-07
1912,3.6465947372832375e-08,2.2348417161310863e-07
1913,4.295421618394357e-08,1.9674092044397185e-07
1914,3.214437072074361e-08,1.794727388926276e-07
1915,1.767114277129167e-08,1.3665684051034077e-07
1916,6.592477230782379e-09,1.9228058789622082e-07
1917,1.4256351654751143e-08,1.1624409523847135e-07
1918,2.5270027848023346e-08,1.0797193894518387e-07
1919,2.3940405213807026e-08,2.2467150273541847e-07
1920,2.4988365154854364e-08,1.6128853630448248e-07
1921,5.679560644011872e-08,1.325230787330156e-07
1922,2.0658220023506146e-08,1.7338148694534539e-07
1923,3.503262746562541e-08,1.772863278404202e-07
1924,2.836157442231979e-08,2.25603422165932e-07
1925,2.4195990988573612e-08,1.6277303238609875e-07
1926,3.009457216762712e-08,1.3486827654674016e-07
1927,2.5643217327342427e-08,1.7058314227824667e-07
1928,2.5137291359556002e-08,1.1768822716362592e-07
1929,1.4482528065684619e-08,1.6376396771988766e-07
1930,2.2057568216382606e-08,2.2897855345149765e-07
1931,3.307553431142196e-08,1.4142642257297666e-07
1932,2.4110979990332737e-08,2.4330171477515705e-07
1933,1.8353059072495626e-08,1.3191261416523048e-07
1934,3.354842448288764e-08,1.6654396262083537e-07
1935,1.795242710045386e-08,1.531940370114171e-07
1936,6.426098764222843e-08,1.1275984945768869e-07
1937,7.554670666820584e-09,1.5738897829464804e-07
1938,1.5558256905023882e-08,1.296521432436748e-07
1939,1.8352860564618823e-08,1.4529348035807743e-07
1940,5.0715658339584024e-09,1.775048090735254e-07
1941,5.312704587367989e-08,1.1806010746795437e-07
1942,3.944475324146879e-08,1.5474479653221351e-07
1943,1.1612940831184915e-08,2.2064588023340548e-07
1944,1.927911696952833e-08,3.084658715124533e-07
1945,2.6142048525912287e-08,1.6992331808296512e-07
1946,4.454753366189834e-08,2.0464023364752393e-07
1947,1.4305045148432782e-08,1.621238432392147e-07
1948,2.9354097819123126e-08,1.9243240956257068e-07
1949,9.817008539414473e-09,1.668891425055108e-07
1950,1.4889506516624351e-08,1.403867706528672e-07
1951,1.5992101864981123e-08,1.034155960866201e-07
1952,1.2653764258629963e-08,8.014050756344204e-08
1953,2.2625037843226892e-08,1.7022647469389085e-07
1954,2.3454086450769296e-08,1.729738841049766e-07
1955,4.035811418390267e-08,1.4172267626122448e-07
1956,3.1396109267944894e-08,1.5436420852665833e-07
1957,3.180613550313183e-08,2.7918719069930376e-07
1958,1.9853384713997002e-08,1.3152867062160567e-07
1959,2.635254203742221e-08,1.5579002443644185e-07
1960,3.391208380776334e-08,1.7163666754527185e-07
1961,1.80652133252579e-08,1.542491325778883e-07
1962,1.4586500007851555e-08,1.3952304200870458e-07
1963,2.5217608334848762e-08,1.409599619250912e-07
1964,2.8594651979574337e-08,3.510449637644797e-07
1965,2.9001830714747712e-08,1.690861353154105e-07
1966,2.6033652011925312e-08,1.6949568504287527e-07
1967,2.5144711202074177e-08,2.7412665204451514e-07
1968,4.715986512415782e-08,1.338441926179712e-07
1969,2.6796370788950696e-08,1.63503283800992e-07
1970,2.4833115841449427e-08,1.9176682997112948e-07
1971,3.23719047123916e-08,1.988559823473679e-07
1972,2.924183739594355e-08,1.2158448114973908e-07
1973,2.3155456441159572e-08,1.7035799615428004e-07
1974,1.7439271360331077e-08,1.0688586371543352e-07
1975,1.4278700444236847e-08,1.4507159917798162e-07
1976,1.7711933253394818e-08,1.2912570568346382e-07
1977,1.8218023367655434e-08,1.0460671617806838e-07
1978,2.5544543480471305e-08,9.14851092659319e-08
1979,1.9896710057309974e-08,1.1703946256602649e-07
1980,2.21720881654619e-08,1.1256598142495022e-07
1981,2.9730083506152027e-08,1.0563667629526208e-07
1982,1.9243256987877544e-08,1.2352929346093333e-07
1983,2.0209012019378747e-08,1.2378019675907126e-07
1984,2.7255339596354844e-08,1.594727336851065e-07
1985,2.4663788567025335e-08,1.5459984581411845e-07
1986,2.517683839187157e-08,1.3187867864417058e-07
1987,2.688759392910356e-08,1.423820350510141e-07
1988,2.5185526497661925e-08,1.2532797555309116e-07
1989,3.841685658478866e-08,1.4104473677889473e-07
1990,2.1794604454505873e-08,1.3185735525667042e-07
1991,4.1030257413865456e-08,1.2191847886811047e-07
1992,2.1488782808720686e-08,1.7576721944578821e-07
1993,3.101956203011014e-08,1.495586019473194e-07
1994,1.3714808788645172e-08,1.666876769945702e-07
1995,3.090797101590326e-08,1.588778104633093e-07
1996,2.6690460508405067e-08,1.371889695178652e-07
1997,2.8289877107567918e-08,1.4912121315546756e-07
1998,2.288702027897216e-08,1.9787736249554655e-07
1999,2.1479944767310855e-08,1.3344987337404746e-07
2000,2.5182780305499364e-08,1.616999512066286e-07
2001,2.3220422196157386e-08,1.485230782805047e-07
2002,2.7601694596590676e-08,1.713057642405147e-07
2003,2.8335076507346457e-08,1.4500891865054655e-07
2004,2.9512100679918163e-08,1.687035080522037e-07
2005,3.197662323817241e-08,1.6663873481093106e-07
2006,2.7178073125355695e-08,1.5400907926732543e-07
2007,2.276853267035861e-08,1.9293335640213627e-07
2008,2.7673358715674112e-08,1.6518865919579184e-07
2009,2.384096209340214e-08,2.1027729246725357e-07
2010,2.3146586702882388e-08,1.3321096048457548e-07
2011,2.562061141020422e-08,1.437813494931106e-07
2012,1.838296448397614e-08,1.293616023190225e-07
