year,soyez_VERB à_ADP,soyez_VERB a_ADP,soyez_VERB pas_ADV
1873,1.38875307698072e-07,2.9930022904522957e-09,1.0559311931501725e-06
1874,1.4578046503288533e-07,0.0,8.806574101072329e-07
1875,1.853774787008433e-07,0.0,1.1803510915342486e-06
1876,1.6021939508448213e-07,2.418405919968336e-09,9.721991318656364e-07
1877,1.8492599629382767e-07,6.184815992682502e-10,9.63594288805325e-07
1878,1.4191858532797141e-07,1.2078177347163432e-09,8.974085972113244e-07
1879,1.7961416887146697e-07,0.0,9.402251635037828e-07
1880,1.2450622044468673e-07,6.417846032391594e-09,9.414980581823329e-07
1881,1.868632057977493e-07,1.3945015142624584e-09,9.398939937454998e-07
1882,1.5440493861262894e-07,6.655385131892899e-10,1.050219793796714e-06
1883,1.5671960618135472e-07,2.5277356319186595e-09,7.899173510850233e-07
1884,1.2345173772132512e-07,6.601696966868076e-10,8.595409326517256e-07
1885,1.0441930076154904e-07,0.0,7.580067631351994e-07
1886,9.680195844907757e-08,0.0,6.911660079822468e-07
1887,1.1556196888307113e-07,0.0,7.619254915880447e-07
1888,8.559829467458258e-08,6.340614699951175e-10,7.279025453499344e-07
1889,1.4848374352283145e-07,1.2530273485467092e-09,8.313836588058621e-07
1890,1.3895299488808632e-07,6.554386478008212e-10,6.94109530741116e-07
1891,1.0135009631540015e-07,6.374220040683554e-10,5.660307351718075e-07
1892,1.1722118387069713e-07,6.268512375839919e-10,7.5723630743596e-07
1893,9.668713918387084e-08,0.0,6.324693799797387e-07
1894,1.0082462864602348e-07,6.301539290376468e-10,6.61661601952801e-07
1895,1.492616368281574e-07,1.8055843487019274e-09,7.487156494789815e-07
1896,1.0909503878053783e-07,0.0,7.383080173894996e-07
1897,1.0779420378526083e-07,1.7480140668268973e-09,6.77064122101001e-07
1898,1.0524539995060422e-07,1.13167097914868e-09,8.07447236184089e-07
1899,1.0668226657628566e-07,0.0,8.097902082226938e-07
1900,1.1524137910612353e-07,0.0,7.822916927580081e-07
1901,8.103671156334258e-08,0.0,7.159174515436462e-07
1902,8.101968074214483e-08,4.910283846193408e-10,5.882520213162934e-07
1903,9.990407701110371e-08,5.400220270956879e-10,6.555867457791464e-07
1904,9.029370140467563e-08,0.0,6.632287750107935e-07
1905,8.51525232548056e-08,5.160759042333041e-10,7.075400390021969e-07
1906,9.825392410789391e-08,1.0288369045596824e-09,7.680267231080506e-07
1907,8.022835906729142e-08,3.599990305858114e-09,6.86569592289743e-07
1908,1.085416965196373e-07,9.822778146428846e-10,8.958373882705928e-07
1909,1.0836937480718234e-07,1.1001967115120692e-09,7.288803089977591e-07
1910,1.0100445013705439e-07,0.0,8.609426913608331e-07
1911,7.714542249459555e-08,0.0,8.071007755461324e-07
1912,1.1148161416230096e-07,4.688479104952847e-09,8.090231062851672e-07
1913,9.545381196573999e-08,5.30298971401777e-10,7.726455919510045e-07
1914,1.245594329901678e-07,2.0090231145353243e-09,7.339631338254549e-07
1915,8.599955902965917e-08,1.1780761921542648e-09,5.878600290998293e-07
1916,1.0657838167560385e-07,1.0987462051303964e-09,6.801238896514405e-07
1917,8.992467748214494e-08,0.0,6.689518841085373e-07
1918,9.303964887408256e-08,0.0,6.202643021424592e-07
1919,7.55043565447977e-08,0.0,6.924302056177112e-07
1920,9.010956025790051e-08,1.514446346106979e-09,8.064426992859808e-07
1921,9.99602658424692e-08,0.0,7.731775326647039e-07
1922,1.5272325981641188e-07,0.0,8.713341799193586e-07
1923,9.023555946896522e-08,6.369568872344189e-09,8.651997518427379e-07
1924,9.797634303865266e-08,0.0,8.740521479921881e-07
1925,1.231795909717448e-07,1.0998177923937646e-09,9.865365200312226e-07
1926,8.248142435718364e-08,1.1146138456652466e-09,8.348457640749984e-07
1927,1.0034302633243897e-07,1.1149224876660924e-09,1.036877961269056e-06
1928,9.826395430678758e-08,0.0,8.763773848841083e-07
1929,1.1251810150270103e-07,0.0,8.37758534544264e-07
1930,1.1658999987673724e-07,0.0,8.717991022422211e-07
1931,6.615106862284392e-08,0.0,7.242401238727325e-07
1932,7.452485029091349e-08,3.287861094491973e-09,7.167536750785075e-07
1933,1.0553009399671964e-07,0.0,6.916809525137069e-07
1934,9.46544798097193e-08,0.0,6.541942525473132e-07
1935,8.856530442358235e-08,0.0,7.061287874421396e-07
1936,1.1033490210365926e-07,1.2124714565686645e-09,6.329100870061666e-07
1937,8.813782681471594e-08,0.0,6.937706302778679e-07
1938,7.13086780734784e-08,0.0,7.273485493897169e-07
1939,9.176429927038043e-08,0.0,7.692907502132584e-07
1940,9.889553354014424e-08,0.0,4.970134455106745e-07
1941,1.8299316195680149e-07,0.0,7.850997008063132e-07
1942,1.2136847260535433e-07,0.0,8.283398074127035e-07
1943,9.580676252340936e-08,0.0,8.274220135717769e-07
1944,1.092483259412802e-07,0.0,7.840174021112034e-07
1945,1.590307974197458e-07,2.178504043826024e-09,8.387240768570337e-07
1946,1.1276094191714492e-07,0.0,8.658926731186511e-07
1947,1.0251948800998889e-07,1.1920870957027319e-09,9.906243576551788e-07
1948,1.1632919694193333e-07,1.0871887834440486e-09,1.0013009159592912e-06
1949,8.442627219551468e-08,9.817008317369869e-10,7.784887543493824e-07
1950,1.0316300524948474e-07,0.0,9.454836344957585e-07
1951,9.488647378930182e-08,2.1322803522849654e-09,9.488647378930182e-07
1952,1.0333907773940609e-07,0.0,7.982416718732566e-07
1953,1.0235136294056701e-07,0.0,7.466262559319148e-07
1954,7.427127712844594e-08,0.0,7.76916635913949e-07
1955,9.104039477847437e-08,0.0,8.156093258548935e-07
1956,1.3953826893953192e-07,0.0,9.288015689890017e-07
1957,1.0778745895834163e-07,0.0,8.914553291106131e-07
1958,1.166386311979295e-07,8.272243445794913e-10,8.801666808722075e-07
1959,8.835852582933512e-08,1.5501495642666896e-09,8.750594133744016e-07
1960,1.1073333539002306e-07,1.3841666701708277e-09,9.294679443883069e-07
1961,9.449496563007642e-08,0.0,8.699095133124501e-07
1962,1.135210183633717e-07,0.0,8.828003501548665e-07
1963,9.181795590507136e-08,0.0,8.670977535985003e-07
1964,1.2776333768727e-07,6.083968329129164e-10,9.095532504943549e-07
1965,1.1764893415033839e-07,0.0,7.748413395347598e-07
1966,1.1299712454615474e-07,5.539074754423723e-10,7.655001468265255e-07
1967,1.272026572962659e-07,1.479100675272349e-09,9.22465801522776e-07
1968,1.1048882875286381e-07,4.4914158503495116e-10,8.232765367210959e-07
1969,1.0582296017247472e-07,4.5417578031781147e-10,7.375814448096207e-07
1970,8.967513664970284e-08,1.3796175313274261e-09,7.068240392982261e-07
1971,1.0276795059382948e-07,5.138397485282553e-10,7.111542004167859e-07
1972,1.0773308645184443e-07,1.0260293725750103e-09,7.818343874532729e-07
1973,8.545466023690551e-08,2.205281512956958e-09,7.067927185744338e-07
1974,5.738083252992965e-08,0.0,5.417425654741237e-07
1975,7.881842556400898e-08,5.711480177694739e-10,6.431126848838176e-07
1976,9.884401563908796e-08,0.0,6.479139642578957e-07
1977,5.818013892877616e-08,5.876781838942691e-10,5.870904828952916e-07
1978,8.19801595497438e-08,1.7821774056514528e-09,6.552472200382908e-07
1979,1.2113584801909383e-07,5.266775904289034e-09,7.543193873971177e-07
1980,7.618102060291676e-08,0.0,6.594775072699122e-07
1981,8.855769451088236e-08,2.5302198114474095e-09,6.888523671477742e-07
1982,7.324852724366337e-08,6.207502289967692e-10,6.226125037755992e-07
1983,8.083604718933657e-08,1.2630632095778083e-09,6.643712708864769e-07
1984,8.176601884457568e-08,1.1598016991243298e-09,5.677229069078749e-07
1985,9.985826032732348e-08,1.8046674155058895e-09,6.815627102696453e-07
1986,1.1089798235275339e-07,0.0,6.785757591387664e-07
1987,8.738468082469808e-08,0.0,6.343028076116752e-07
1988,8.635037485049679e-08,0.0,6.542240384987963e-07
1989,9.329807681979219e-08,0.0,6.777830776627525e-07
1990,6.265948648831454e-08,5.44865097484859e-10,6.287743303801108e-07
1991,8.030207254705601e-08,5.861465202094962e-10,6.711377409374109e-07
1992,7.879220120798891e-08,0.0,5.50443417068891e-07
1993,7.921066291771695e-08,0.0,6.536265004797315e-07
1994,9.336620010458319e-08,1.5824779264761446e-09,7.020927341727656e-07
1995,8.350574098869856e-08,0.0,6.539475521094573e-07
1996,8.274042784250923e-08,0.0,6.298948846961139e-07
1997,8.486963132270375e-08,0.0,5.681949915015139e-07
1998,8.77335804005952e-08,0.0,6.036451623003813e-07
1999,8.866190626122261e-08,1.3710603485872497e-09,6.443983693316113e-07
2000,8.836062725947613e-08,4.4180314962005696e-10,6.560777023878472e-07
2001,9.813914747525132e-08,4.3812117822561447e-10,6.322088665910996e-07
2002,9.901560282798982e-08,0.0,6.181903700053226e-07
2003,1.0167292074925172e-07,8.333845835650777e-10,6.617073609049839e-07
2004,9.250061872023707e-08,2.2023956547378987e-09,6.585162850569759e-07
2005,1.1169298730351329e-07,4.5037495954858286e-10,7.841027809263323e-07
2006,1.0994766341809736e-07,0.0,8.141068406075647e-07
2007,1.4420070826304254e-07,1.1983438685803094e-09,1.2299002492e-06
2008,1.4006976378766467e-07,0.0,1.2814892897949903e-06
2009,1.8882042596146675e-07,1.907277002999308e-09,1.5139011111386935e-06
2010,2.4280295818357445e-07,4.723793023408973e-10,1.901799123515957e-06
2011,3.460694699697342e-07,3.82397197240536e-10,2.3769810013618553e-06
2012,3.281699534340987e-07,0.0,2.7748064894694835e-06
2013,3.4389910297250026e-07,2.789125042035323e-10,2.7603971375356195e-06
2014,3.417072420575096e-07,4.330890368553497e-10,2.900613935707952e-06
2015,3.606368110808944e-07,6.649726325136385e-10,2.848077656381065e-06
2016,3.7864095503437056e-07,8.285360175719347e-10,2.931153403551434e-06
2017,3.944478450534916e-07,1.2578056374223934e-09,2.9379825718933716e-06
2018,3.7121492368896725e-07,7.744400121190154e-10,2.9351276680245064e-06
2019,4.0076018592571927e-07,0.0,2.82241285276541e-06
