year,autres_ADJ airs_NOUN,autres_ADJ paires_NOUN
1850,1.425689166723032e-08,3.190828223864628e-08
1851,3.353708066811123e-08,7.223371767395292e-08
1852,6.640756566866912e-08,1.334661874352605e-07
1853,3.4040009921909586e-08,6.688563303214323e-08
1854,2.5458755104068587e-08,9.50806580135577e-08
1855,3.131092896069276e-08,5.466145225341279e-08
1856,4.711242240773572e-08,8.438818355216426e-08
1857,2.0502337605421417e-08,9.47012779306533e-08
1858,1.859596826525589e-08,8.025628517316363e-08
1859,3.258990943777462e-08,6.365216620451974e-08
1860,2.654766717569146e-08,9.474770479300787e-08
1861,3.3483342321005694e-08,7.781340372048362e-08
1862,3.7047489076513784e-08,8.629353942524176e-08
1863,2.8469337998160427e-08,6.942522645658755e-08
1864,1.1986819536957682e-08,6.13725177345259e-08
1865,2.3534221682552925e-08,6.495444893062086e-08
1866,2.6274308950746672e-08,5.498142741089396e-08
1867,1.0190904120577216e-08,1.0287960350296999e-07
1868,2.9639243948054173e-08,1.0818324369665788e-07
1869,1.904572499711321e-08,5.811387637777443e-08
1870,2.0069171213776826e-08,6.307453759291093e-08
1871,4.354682658913589e-08,1.7418730635654356e-07
1872,3.8702971494330995e-08,1.2034205099098472e-07
1873,2.3944018323618366e-08,1.5503751171763724e-07
1874,2.6885741633009275e-08,1.654966723663165e-07
1875,3.0324094124623e-08,6.465325697035951e-08
1876,1.4510435741854621e-08,1.0217765122888522e-07
1877,3.339800647150781e-08,1.1132668475966057e-07
1878,4.227361927178208e-08,1.1534659449807805e-07
1879,7.331190321480108e-09,1.0630225943941696e-07
1880,4.428314070992201e-08,1.0910338943403985e-07
1881,2.8587281875047665e-08,1.4990891372690385e-07
1882,2.994923331556265e-08,1.2512124669683544e-07
1883,2.211768546089843e-08,9.4158153274293e-08
1884,1.7164412113856997e-08,9.440426396167823e-08
1885,2.2559724754955823e-08,1.1086493145739951e-07
1886,2.774989482645651e-08,9.099384357114104e-08
1887,2.0239665943222462e-08,1.2274378491383686e-07
1888,1.7119660356001987e-08,9.891358843105991e-08
1889,4.2602930960811136e-08,7.330209683686917e-08
1890,1.6385966361553983e-08,1.861445753092994e-07
1891,1.7210394887001712e-08,1.000752547497541e-07
1892,1.002961980134387e-08,1.0593785759738239e-07
1893,2.4017824173938607e-08,1.558079389951672e-07
1894,2.2685540557176864e-08,1.1027693602727595e-07
1895,1.5648398132839247e-08,1.5588211965678056e-07
1896,1.5921978790967017e-08,9.730097616511557e-08
1897,1.5732126712464378e-08,1.0488084711823831e-07
1898,1.8106735777401184e-08,9.732370642723254e-08
1899,2.984892333302014e-08,1.1663190235822185e-07
1900,1.661137005726232e-08,6.48881623988018e-08
1901,2.9061443029831935e-08,1.190401377471062e-07
1902,2.8479645752810256e-08,1.5418291354762914e-07
1903,2.214090244478939e-08,6.480264147512571e-08
1904,2.2573425795258117e-08,9.351848007099761e-08
1905,2.4771643958310108e-08,7.07023986024069e-08
1906,2.674975863037332e-08,9.053764671307363e-08
1907,2.7771354993433306e-08,6.634267890603951e-08
1908,3.290630701258124e-08,7.416197433940397e-08
1909,2.0903737407707013e-08,8.471514689745163e-08
1910,3.847788310196165e-08,4.3287620599130605e-08
1911,3.08581699082211e-08,9.363858310962314e-08
1912,3.6465947372832375e-08,7.189001394181105e-08
1913,4.295421618394357e-08,7.212066321926613e-08
1914,3.214437072074361e-08,7.031580651073455e-08
1915,1.767114277129167e-08,8.953379193599176e-08
1916,6.592477230782379e-09,1.0657838345196069e-07
1917,1.4256351654751143e-08,4.934890895924582e-08
1918,2.5270027848023346e-08,7.466144325007917e-08
1919,2.3940405213807026e-08,7.918749389546065e-08
1920,2.4988365154854364e-08,7.572231908170579e-08
1921,5.679560644011872e-08,6.815472630705699e-08
1922,2.0658220023506146e-08,8.853522359686394e-08
1923,3.503262746562541e-08,1.3163776202418376e-07
1924,2.836157442231979e-08,1.8563939363502868e-07
1925,2.4195990988573612e-08,8.35861513337477e-08
1926,3.009457216762712e-08,8.359603498320212e-08
1927,2.5643217327342427e-08,6.578042643923254e-08
1928,2.5137291359556002e-08,1.0854738974330758e-07
1929,1.4482528065684619e-08,1.0806193984080892e-07
1930,2.2057568216382606e-08,5.987053697253941e-08
1931,3.307553431142196e-08,8.211856794559935e-08
1932,2.4110979990332737e-08,8.000461804158476e-08
1933,1.8353059072495626e-08,1.0438302666671007e-07
1934,3.354842448288764e-08,5.990790441501304e-08
1935,1.795242710045386e-08,1.2566698615046334e-07
1936,6.426098764222843e-08,1.0790996185505719e-07
1937,7.554670666820584e-09,1.0954272511298768e-07
1938,1.5558256905023882e-08,9.723910920911294e-08
1939,1.8352860564618823e-08,9.023489866422096e-08
1940,5.0715658339584024e-09,1.572185368559076e-07
1941,5.312704587367989e-08,1.2101160962174617e-07
1942,3.944475324146879e-08,9.102635090130207e-08
1943,1.1612940831184915e-08,1.1903264152124393e-07
1944,1.927911696952833e-08,1.285274464635222e-07
1945,2.6142048525912287e-08,1.285317381416462e-07
1946,4.454753366189834e-08,7.65660743695662e-08
1947,1.4305045148432782e-08,5.602809238780537e-08
1948,2.9354097819123126e-08,9.784699273041042e-08
1949,9.817008539414473e-09,1.295845066806578e-07
1950,1.4889506516624351e-08,9.252764243683487e-08
1951,1.5992101864981123e-08,1.3006909682644618e-07
1952,1.2653764258629963e-08,1.581720567855882e-07
1953,2.2625037843226892e-08,8.511323557058859e-08
1954,2.3454086450769296e-08,9.967986613901303e-08
1955,4.035811418390267e-08,1.1825866153003517e-07
1956,3.1396109267944894e-08,1.0988638621256541e-07
1957,3.180613550313183e-08,1.0602045108498714e-07
1958,1.9853384713997002e-08,1.1415696121730434e-07
1959,2.635254203742221e-08,6.89816559429346e-08
1960,3.391208380776334e-08,7.128458179295194e-08
1961,1.80652133252579e-08,7.295567172604933e-08
1962,1.4586500007851555e-08,1.0527647731350953e-07
1963,2.5217608334848762e-08,1.1121611720454894e-07
1964,2.8594651979574337e-08,7.726639950078606e-08
1965,2.9001830714747712e-08,8.37222629002099e-08
1966,2.6033652011925312e-08,7.477751040596559e-08
1967,2.5144711202074177e-08,7.247593458714618e-08
1968,4.715986512415782e-08,7.231179210975824e-08
1969,2.6796370788950696e-08,7.403065183098079e-08
1970,2.4833115841449427e-08,7.357959930232028e-08
1971,3.23719047123916e-08,8.324204259224643e-08
1972,2.924183739594355e-08,7.387411216086548e-08
1973,2.3155456441159572e-08,9.427578362419808e-08
1974,1.7439271360331077e-08,6.525662854528491e-08
1975,1.4278700444236847e-08,6.225513260460502e-08
1976,1.7711933253394818e-08,6.856232204199841e-08
1977,1.8218023367655434e-08,5.7592462354705276e-08
1978,2.5544543480471305e-08,5.524750079644036e-08
1979,1.9896710057309974e-08,7.95868402292399e-08
1980,2.21720881654619e-08,5.9125568441231735e-08
1981,2.9730083506152027e-08,5.4399727389409236e-08
1982,1.9243256987877544e-08,4.221101690404794e-08
1983,2.0209012019378747e-08,4.547027643297952e-08
1984,2.7255339596354844e-08,4.465236713713239e-08
1985,2.4663788567025335e-08,7.098358167922925e-08
1986,2.517683839187157e-08,5.8146508052914214e-08
1987,2.688759392910356e-08,7.027439608009445e-08
1988,2.5185526497661925e-08,6.896036808257122e-08
1989,3.841685658478866e-08,4.061210390204906e-08
1990,2.1794604454505873e-08,4.195461400513523e-08
1991,4.1030257413865456e-08,3.9271817797725816e-08
1992,2.1488782808720686e-08,3.967159756257388e-08
1993,3.101956203011014e-08,5.151462900698789e-08
1994,1.3714808788645172e-08,4.3781891889693725e-08
1995,3.090797101590326e-08,4.880205750623645e-08
1996,2.6690460508405067e-08,5.2847113352072483e-08
1997,2.8289877107567918e-08,2.6371919759071716e-08
1998,2.288702027897216e-08,4.1005911555203056e-08
1999,2.1479944767310855e-08,3.8846710737061585e-08
2000,2.5182780305499364e-08,3.843687323978884e-08
2001,2.3220422196157386e-08,4.775520778821374e-08
2002,2.7601694596590676e-08,6.747080760760582e-08
2003,2.8335076507346457e-08,5.458668894675611e-08
2004,2.9512100679918163e-08,8.060767697770643e-08
2005,3.197662323817241e-08,6.800662077921515e-08
2006,2.7178073125355695e-08,6.835697519136374e-08
2007,2.276853267035861e-08,4.314037838071272e-08
2008,2.7673358715674112e-08,5.1940762801905294e-08
2009,2.384096209340214e-08,6.389377915638761e-08
2010,2.3146586702882388e-08,5.1016964874861515e-08
2011,2.562061141020422e-08,4.93292375836063e-08
2012,1.838296448397614e-08,6.195740098746683e-08
2013,1.3945625099154313e-08,5.466685237820457e-08
2014,2.3170263929728208e-08,5.5218851713334516e-08
2015,2.3052384889865607e-08,4.787802865280355e-08
2016,2.0713400911143154e-08,5.509764378075488e-08
2017,1.911864622172743e-08,5.3834082081039014e-08
2018,2.4007640875289837e-08,4.9822308056945985e-08
2019,1.5816123244416502e-08,4.897896488387232e-08
