year,véritables_ADJ hommes_NOUN,véritables_ADJ pommes_NOUN
1800,7.860410988769218e-08,0.0
1801,5.714838380299625e-08,0.0
1802,7.832440473976021e-08,0.0
1803,6.046051481689574e-08,0.0
1804,6.426812149129546e-08,9.887403784603066e-09
1805,5.401467717547348e-08,0.0
1806,4.3225035994964855e-08,0.0
1807,4.555128185756985e-08,0.0
1808,5.211970233176544e-08,0.0
1809,2.9367397402779716e-08,0.0
1810,4.44624070894406e-08,0.0
1811,2.5070768572277302e-08,0.0
1812,2.1337665856435706e-08,0.0
1813,1.1502966579257645e-08,0.0
1814,1.4474714760126517e-07,0.0
1815,8.90083740046066e-08,0.0
1816,7.184571870766376e-08,0.0
1817,7.472992535895173e-08,0.0
1818,1.0848271614349869e-07,0.0
1819,1.2938812687934842e-07,0.0
1820,5.22125169766241e-08,0.0
1821,8.973954379598581e-08,0.0
1822,8.321261191213125e-08,0.0
1823,7.906149335212831e-08,0.0
1824,8.000056794799093e-08,0.0
1825,1.259178361578961e-07,0.0
1826,9.160303449107232e-08,0.0
1827,6.820781806027298e-08,0.0
1828,7.613009955775851e-08,5.503380862137419e-09
1829,9.944884027390799e-08,0.0
1830,6.053365098068753e-08,0.0
1831,5.6128342862393765e-08,0.0
1832,1.5153565868786245e-07,0.0
1833,6.602667923516492e-08,1.0425265983826648e-08
1834,7.841006066655609e-08,0.0
1835,6.806779140333674e-08,0.0
1836,5.309392392405243e-08,3.36037508930076e-09
1837,5.705470584871364e-08,1.3915781860163179e-09
1838,7.574594462766981e-08,0.0
1839,1.1046530801195331e-07,0.0
1840,9.490835850556323e-08,6.369688665408546e-10
1841,6.741576186186649e-08,0.0
1842,8.989075439558292e-08,2.0124795163667386e-09
1843,1.1045923997698992e-07,1.1813822142769936e-09
1844,1.3995831693591754e-07,0.0
1845,9.263178668561522e-08,0.0
1846,1.1884637984849178e-07,0.0
1847,1.1325769833092636e-07,0.0
1848,1.8584462679882563e-07,0.0
1849,9.133562173246901e-08,0.0
1850,1.0251383741888276e-07,0.0
1851,1.0190112931240947e-07,1.9348316282474798e-09
1852,1.1393454713015672e-07,1.9531636308300904e-09
1853,9.674529621861438e-08,0.0
1854,7.793496337171746e-08,1.558699391779328e-09
1855,8.650307847801741e-08,1.0613874223963649e-09
1856,7.403380664072756e-08,0.0
1857,7.56633937726292e-08,0.0
1858,6.410715513993637e-08,4.404308473482388e-09
1859,9.98065985413632e-08,5.092173349652285e-10
1860,8.742421186980209e-08,1.373155145145688e-09
1861,1.089387637875916e-07,9.431927461278633e-10
1862,1.0301008757096497e-07,2.2589932147099034e-09
1863,9.789457067199692e-08,1.4983863039219614e-09
1864,9.253825083987977e-08,0.0
1865,1.1108152619954126e-07,0.0
1866,7.103794530394225e-08,2.919367858567057e-09
1867,4.755755256269367e-08,9.7056229719783e-10
1868,8.595380762699278e-08,1.975949626142892e-09
1869,6.592750878553488e-08,3.4184632902167778e-09
1870,6.938198993111655e-08,5.734048791339319e-10
1871,1.4869648623516696e-07,0.0
1872,7.740594298866199e-08,6.047339295989218e-10
1873,7.42264560926742e-08,1.7958012854535355e-09
1874,7.468261742360482e-08,0.0
1875,7.83849216645649e-08,4.005069165202713e-09
1876,7.85981910667033e-08,1.813804439976252e-09
1877,7.916564470633602e-08,0.0
1878,5.6163525385954927e-08,0.0
1879,7.697749992985337e-08,4.27652757650776e-09
1880,7.444701566328149e-08,3.2089231272180996e-09
1881,7.530308465675262e-08,1.3945015142624584e-09
1882,1.0382400716935081e-07,1.9966155395678697e-09
1883,5.750598575104959e-08,1.2638677882037541e-09
1884,8.450172117591137e-08,6.601696966868076e-10
1885,5.4787903991382336e-08,1.2891271383708158e-09
1886,6.324394519197085e-08,1.936039106809062e-09
1887,8.226444947467826e-08,6.528924623161458e-10
1888,6.02358412038484e-08,1.9021844099853524e-09
1889,5.7639258699282436e-08,6.265136742733546e-10
1890,7.406456603575862e-08,1.9663159989136147e-09
1891,6.055508805502541e-08,3.1871101313640793e-09
1892,6.205826963423533e-08,0.0
1893,9.114456389625047e-08,0.0
1894,5.1042469806361623e-08,0.0
1895,9.38903852443218e-08,1.8055843487019274e-09
1896,7.784078093209246e-08,0.0
1897,5.7684463428131494e-08,0.0
1898,7.582195848954143e-08,5.6583548957434e-10
1899,6.135611840818456e-08,0.0
1900,7.838490034828283e-08,5.191053142894475e-10
1901,8.27133348479947e-08,1.1177477832191585e-09
1902,6.972602761834423e-08,2.455141867585553e-09
1903,6.318257561588325e-08,5.400220270956879e-10
1904,7.900698761886815e-08,0.0
1905,5.5736197879241445e-08,1.0321518084666081e-09
1906,4.2696733260072506e-08,3.0865106026567446e-09
1907,7.91997862847893e-08,2.5714217422034835e-09
1908,6.483033843096564e-08,4.911389073214423e-10
1909,6.546170538967999e-08,1.1001967115120692e-09
1910,6.19921465272455e-08,5.344150677544235e-10
1911,7.927357614789798e-08,3.7242617878519013e-09
1912,5.3136098188133474e-08,0.0
1913,5.6211689525298425e-08,2.121195885607108e-09
1914,7.098548593376108e-08,6.696743715117748e-10
1915,8.835571208010151e-08,0.0
1916,5.493730981243061e-08,0.0
1917,9.211796481167767e-08,0.0
1918,1.0222874635701373e-07,1.1486376294556067e-09
1919,1.0865261401704629e-07,9.207848372660976e-10
1920,6.96645301445642e-08,1.514446346106979e-09
1921,3.937828552125211e-08,0.0
1922,4.131644004701229e-08,0.0
1923,7.537322943562685e-08,1.0615948120573648e-09
1924,6.059063650809549e-08,2.578324886925998e-09
1925,5.0591619782380803e-08,0.0
1926,5.5730691173039304e-08,1.1146138456652466e-09
1927,5.9090890403012963e-08,0.0
1928,7.655447831211859e-08,0.0
1929,5.7930112262738476e-08,0.0
1930,8.297846676441623e-08,0.0
1931,4.904303452235581e-08,0.0
1932,5.041386685888938e-08,1.0959536611565568e-09
1933,5.735331143341682e-08,1.1470662197865522e-09
1934,5.391711255242626e-08,3.5944740517379614e-09
1935,5.6250936353308134e-08,0.0
1936,5.33487423126644e-08,1.2124714565686645e-09
1937,4.280980192561401e-08,0.0
1938,5.186085871855539e-08,1.2965214457594243e-09
1939,5.964679417047591e-08,0.0
1940,7.353770570261986e-08,2.5357829169792012e-09
1941,5.60785480274717e-08,2.9515025978810172e-09
1942,4.8547388331598995e-08,0.0
1943,5.2258233296242906e-08,0.0
1944,8.032965581605822e-08,0.0
1945,5.446259976338297e-08,0.0
1946,4.037120149291695e-08,0.0
1947,7.271731305991125e-08,0.0
1948,8.262635020628295e-08,2.174377566888097e-09
1949,4.810334175431308e-08,0.0
1950,5.7430952438153327e-08,0.0
1951,3.1984203729962246e-08,5.330700769690111e-09
1952,3.796129277588989e-08,0.0
1953,3.016671712430252e-08,1.0773827385790469e-09
1954,4.10446503451567e-08,0.0
1955,4.129667274810345e-08,1.8771215692936494e-09
1956,7.064124929456739e-08,3.488456634670456e-09
1957,2.5621609722747962e-08,0.0
1958,3.6397871383542224e-08,0.0
1959,6.510628480782543e-08,7.750747821333448e-10
1960,4.775375117560543e-08,0.0
1961,5.558527504945232e-08,0.0
1962,4.756467220090599e-08,3.170978146727066e-09
1963,5.043521511538529e-08,0.0
1964,4.380457241381919e-08,0.0
1965,4.81539821350907e-08,0.0
1966,5.760637833418514e-08,0.0
1967,5.078245735035125e-08,4.930335584241163e-10
1968,5.165128058592927e-08,0.0
1969,4.9505160859553143e-08,0.0
1970,7.08203629073978e-08,4.5987250119061684e-10
1971,5.70362104213018e-08,1.0276794970565106e-09
1972,3.385897073826527e-08,2.0520587451500205e-09
1973,4.465695013777804e-08,1.102640756478479e-09
1974,5.794338875375615e-08,0.0
1975,2.627280792921738e-08,3.4268881066168433e-09
1976,4.2280099421532213e-08,1.142705374768127e-09
1977,4.407586473575975e-08,0.0
1978,3.326731246033887e-08,5.940591352171509e-10
1979,5.0326971035019596e-08,5.851973350345929e-10
1980,4.150160037852402e-08,5.685150683554241e-10
1981,3.1627749308427155e-08,1.2651099057237047e-09
1982,4.593551850007316e-08,1.2415004579935385e-09
1983,4.7996401519867504e-08,0.0
1984,4.001315900836744e-08,0.0
1985,3.368712597762169e-08,0.0
1986,3.2370220282018636e-08,0.0
1987,4.0942474299754394e-08,0.0
1988,4.077656612366809e-08,0.0
1989,6.146697018039049e-08,5.488122178931576e-10
1990,4.304434142454738e-08,5.44865097484859e-10
1991,5.0994746203514296e-08,0.0
1992,4.903850481241534e-08,0.0
1993,3.822053074031828e-08,0.0
1994,4.0616935592652226e-08,0.0
1995,4.0668382439434936e-08,3.253470381991974e-09
1996,5.765139476920922e-08,2.135236876199542e-09
1997,4.938741327009666e-08,0.0
1998,3.9575471788566574e-08,9.536258449571733e-10
1999,3.564757022900267e-08,0.0
2000,4.550572541006659e-08,4.4180314962005696e-10
2001,4.600272518473503e-08,4.3812117822561447e-10
2002,4.0745359086713506e-08,1.752488598683044e-09
2003,3.4585461605729506e-08,2.083461403401543e-09
2004,3.523832958762796e-08,1.3214374039449694e-09
2005,5.134274516649384e-08,9.007499190971657e-10
2006,4.570857825569874e-08,1.6471559671771274e-09
2007,4.7134857794617346e-08,1.5977917877663117e-09
2008,3.9594187484226495e-08,4.257439678578834e-10
2009,4.9112383493365996e-08,9.53638501499654e-09
2010,4.109699958121382e-08,3.7790344187271785e-09
2011,3.097417433650662e-08,9.55992973672437e-09
2012,2.8936147700164838e-08,4.085103366691101e-09
2013,4.239469930666928e-08,8.367375126105969e-10
2014,3.659602398897732e-08,2.5985342766432495e-09
2015,3.3026974932681696e-08,1.329945265027277e-09
2016,4.846935652835782e-08,4.1426800878596737e-10
2017,2.8929530770938072e-08,1.2578056374223934e-09
2018,3.3300921131740324e-08,2.5814667070633845e-10
2019,3.061185438468783e-08,5.1019755087367e-10
