year,mes_DET artisans_NOUN,mes_DET partisans_NOUN
1868,0.0,1.6301584526701163e-08
1869,0.0,3.027781758646597e-08
1870,1.1468097582678638e-09,2.1789385407089412e-08
1871,7.434824311758348e-09,9.87769492866164e-08
1872,0.0,1.269941218851045e-08
1873,0.0,2.5141218884527916e-08
1874,1.1949218281515073e-09,3.704257833803126e-08
1875,5.721527140956084e-10,1.8881040286800044e-08
1876,6.04601479992084e-10,1.4510435075720807e-08
1877,1.2369631985365004e-09,1.7317484668488703e-08
1878,0.0,4.3481439726544835e-08
1879,0.0,1.832797535961106e-08
1880,0.0,1.4761046829292468e-08
1881,0.0,1.743126931685879e-08
1882,0.0,1.1979693681496428e-08
1883,1.2638677882037541e-09,6.319338829996468e-09
1884,0.0,1.8484751507230612e-08
1885,0.0,2.127059778311846e-08
1886,0.0,9.034849313138693e-09
1887,0.0,2.6115698492645834e-09
1888,0.0,1.9021843211675105e-08
1889,0.0,2.8819629349641218e-08
1890,0.0,2.7528422652522977e-08
1891,0.0,3.5695633782140135e-08
1892,0.0,1.3790727448892426e-08
1893,0.0,3.3255449949365357e-08
1894,0.0,9.452309157609307e-09
1895,0.0,2.347259631108045e-08
1896,0.0,2.4177819246684606e-08
1897,0.0,1.8645483379486905e-08
1898,2.8291773368493978e-09,1.1316709347397591e-08
1899,0.0,2.8743407654019393e-08
1900,0.0,1.2977633190303095e-08
1901,0.0,1.5089595351014395e-08
1902,0.0,2.1114220427609354e-08
1903,5.400220270956879e-10,2.754112315983548e-08
1904,0.0,3.65474530639176e-08
1905,0.0,6.708986699521802e-09
1906,0.0,1.4403716441790948e-08
1907,0.0,2.5714216533856415e-08
1908,0.0,1.4243028090277221e-08
1909,5.500983557560346e-10,3.080550836642715e-08
1910,0.0,1.1222716866932103e-08
1911,5.320374141248863e-10,2.181353464525415e-08
1912,0.0,3.959160288502517e-08
1913,5.30298971401777e-10,7.42418571064718e-09
1914,0.0,1.339348720819089e-08
1915,0.0,1.1780761921542648e-09
1916,0.0,2.5271162940043723e-08
1917,0.0,1.4256351654751143e-08
1918,0.0,1.9526838812566893e-08
1919,0.0,5.1563952219169096e-08
1920,4.543339038320937e-09,8.026565545549147e-08
1921,0.0,1.2116395886607734e-08
1922,0.0,1.1066902949607993e-08
1923,0.0,2.9724653849427796e-08
1924,0.0,2.1915761649893284e-08
1925,0.0,2.969508017258704e-08
1926,2.229227691330493e-09,2.89799594321849e-08
1927,0.0,2.3413372574054847e-08
1928,4.570416489713125e-09,2.856510217252861e-08
1929,0.0,1.6710609784809094e-08
1930,0.0,1.7856125467119455e-08
1931,0.0,2.5091783761865827e-08
1932,0.0,2.7398842306070037e-08
1933,0.0,1.7205993074753678e-08
1934,2.3963160344919743e-09,2.7557634396657704e-08
1935,1.196828414151696e-09,5.0266794282549654e-08
1936,7.274828739411987e-09,2.9099315401737158e-08
1937,2.5182236296217297e-09,1.2591118259130951e-08
1938,0.0,2.8523471029551217e-08
1939,0.0,2.4470481641003516e-08
1940,0.0,1.7750480196809804e-08
1941,0.0,2.066051907334554e-08
1942,0.0,3.6410540360520827e-08
1943,0.0,4.645176421291808e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,2.832055301382752e-08
1946,1.3921104269343232e-09,1.6705325123211878e-08
1947,1.1920870957027319e-09,2.3841742802233057e-08
1948,0.0,6.088257276104514e-08
1949,9.817008317369869e-10,2.1597418076169106e-08
1950,2.1270722960764488e-09,2.7651939404904624e-08
1951,0.0,6.076999015114382e-08
1952,1.0544803918932644e-09,2.7416489856157966e-08
1953,0.0,1.1851209791302608e-08
1954,1.9545072227344917e-09,1.856781906006688e-08
1955,0.0,3.9419554287434266e-08
1956,0.0,2.1802854188734955e-08
1957,0.0,1.767007518083119e-08
1958,4.9633461784992505e-09,2.4816730892496253e-08
1959,7.750747821333448e-10,1.6276570313777938e-08
1960,0.0,1.4533750314349447e-08
1961,1.3896318540318475e-09,1.389631876236308e-08
1962,6.341956404476434e-10,3.0441391629665304e-08
1963,3.2330267352165265e-09,3.7503110394965233e-08
1964,6.083968329129164e-10,2.433587353856126e-08
1965,0.0,2.9549034608056246e-08
1966,1.1078149508847446e-09,2.215629846258338e-08
1967,0.0,2.6130777763810897e-08
1968,4.4914158503495116e-10,2.200793802753509e-08
1969,4.5417578031781147e-10,2.8158897852348375e-08
1970,4.5987250119061684e-10,1.9774518383863793e-08
1971,0.0,2.158126877205291e-08
1972,5.130146862875051e-10,2.359867534718063e-08
1973,0.0,2.4258097364171505e-08
1974,0.0,2.7002744262816236e-08
1975,1.7134440533084216e-09,1.599214405345606e-08
1976,2.285410749536254e-09,1.542652228181396e-08
1977,1.7630346071939584e-09,1.4104276857551667e-08
1978,0.0,2.0198010819427736e-08
1979,5.851973350345929e-10,2.867466875056124e-08
1980,2.8425752862659692e-09,1.7055451329017757e-08
1981,1.2651099057237047e-09,1.644642921849737e-08
1982,0.0,2.4209259152918605e-08
1983,0.0,2.7155858894900575e-08
1984,0.0,2.609553773069706e-08
1985,0.0,3.2484012368882986e-08
1986,0.0,3.2969670105131854e-08
1987,6.110816852533674e-10,1.2832715778898773e-08
1988,0.0,2.3386560021876335e-08
1989,5.488122178931576e-10,2.9087047104248143e-08
1990,1.634595292454577e-09,1.5256223173665262e-08
1991,0.0,3.165191336806927e-08
1992,1.1019888335184191e-09,2.7549721226538537e-08
1993,0.0,1.883330513763326e-08
1994,0.0,4.167192058091018e-08
1995,1.626735190995987e-09,4.0668381107167306e-08
1996,1.6014276571496566e-09,1.6548085568501847e-08
1997,7.671831170341648e-09,2.109753527435032e-08
1998,4.29131630230728e-09,2.2887021056128276e-08
1999,9.140402323914998e-10,3.8846708960704746e-08
2000,2.2090157481002848e-09,2.429917311808083e-08
2001,3.066848330846028e-09,2.760163475556965e-08
2002,1.752488598683044e-09,1.7524886153363894e-08
2003,8.333845835650777e-10,2.5418229965268324e-08
2004,8.809582507929292e-10,4.580982992941074e-08
2005,2.2518747977429143e-09,4.4587119774064377e-08
2006,4.1178899179428186e-10,3.047238594788837e-08
2007,1.997239706952314e-09,3.7947554432093966e-08
2008,0.0,4.1722910459895957e-08
2009,2.384096253749135e-09,4.958920030162517e-08
2010,9.447586046817946e-10,2.503610363469022e-08
2011,3.059177577924288e-09,2.7532597313140172e-08
2012,3.0638274417515987e-09,4.085103366691101e-08
2013,8.088462566391286e-09,4.490491267716834e-08
2014,2.3819897165822113e-09,4.720670476743294e-08
2015,4.211493265238175e-09,3.923338498523776e-08
2016,5.799752011981241e-09,3.7076985925921235e-08
2017,2.5156112748447867e-09,3.119358105152514e-08
2018,3.872199894061623e-09,3.6914972856294526e-08
2019,2.550987698857199e-09,3.1632247932122937e-08
