year,plusieurs_DET airs_NOUN,plusieurs_DET pairs_NOUN
1800,1.7292904752608251e-07,4.7162468153061354e-08
1801,1.5477686554632442e-07,7.857902240004933e-08
1802,8.503792514602537e-08,1.1189200677108602e-08
1803,6.436119459607426e-08,2.145373079187607e-08
1804,3.213406074564773e-08,9.887403784603066e-09
1805,5.970043259750923e-08,3.1271653710973624e-08
1806,7.492339904047185e-08,2.881669125542885e-08
1807,1.5088861937684328e-07,2.8469551160981155e-09
1808,5.4385776326881796e-08,7.931259204951857e-08
1809,9.26202483597649e-08,6.7770917766551975e-09
1810,1.7082924808065059e-07,3.978215445954447e-08
1811,1.3287506828163487e-07,0.0
1812,1.0135391326215881e-07,6.13457871168066e-08
1813,3.3358602280486593e-07,6.326631663000626e-08
1814,1.0069366851439554e-07,1.290137632281585e-07
1815,4.315557666778602e-08,2.535390224434053e-07
1816,3.476405652236281e-08,1.2978581409583967e-07
1817,7.784366895524641e-08,1.463460987949361e-07
1818,9.65615398751396e-08,7.987189021285701e-08
1819,5.796588153916815e-08,1.3352854111303714e-07
1820,1.008650931666466e-07,1.6375744404939496e-07
1821,7.001656587846128e-08,1.913128708785905e-07
1822,7.719724237631453e-08,7.21844344298006e-08
1823,6.917880579493385e-08,7.807322788266902e-08
1824,7.747423769188799e-08,1.1284290835078536e-07
1825,9.509878795554982e-08,9.685987190088952e-08
1826,5.6371100232155413e-08,2.325307825179479e-07
1827,5.438191230666689e-08,1.5669363828685334e-07
1828,7.979901983645732e-08,2.0912847242815502e-07
1829,4.2865879568143583e-08,1.6031838967478507e-07
1830,1.565525344915386e-07,2.3900353496308924e-07
1831,8.886987146183856e-08,1.8865359230346712e-07
1832,6.088486359523415e-08,2.448924476539105e-07
1833,7.29768601104297e-08,1.2046973663082383e-07
1834,4.480574888887645e-08,1.465521322074892e-07
1835,8.168134968400409e-08,3.781543966852041e-07
1836,7.056787687531596e-08,1.2635010016026627e-07
1837,1.0506415115685286e-07,1.0158521002168186e-07
1838,6.249040174211018e-08,8.458296929525488e-08
1839,8.040196608494199e-08,2.474982210287635e-07
1840,6.624476167615967e-08,8.599079670545962e-08
1841,6.741575875324202e-08,1.2455864073501743e-07
1842,4.494537408916699e-08,1.200779427001919e-07
1843,4.961805233349992e-08,1.4590070307463066e-07
1844,6.421616793872431e-08,1.5642399375792593e-07
1845,3.5713458523822794e-08,7.979725857865105e-08
1846,4.156696142842975e-08,1.4050803009979518e-07
1847,2.9662729161827883e-08,8.844886778547334e-08
1848,4.505324158188273e-08,4.827132954465796e-08
1849,5.195237151589538e-08,4.524883934209356e-08
1850,2.2403686905647646e-08,5.7706465383944305e-08
1851,2.3217978650791338e-08,2.7732586449502605e-08
1852,3.841221940525941e-08,2.669323695414505e-08
1853,5.076142151061447e-08,2.7470887120628618e-08
1854,4.0006614743237634e-08,4.312401546968658e-08
1855,4.086341576226005e-08,2.9718847827098216e-08
1856,5.539592551340178e-08,3.7793481233450166e-08
1857,7.908045018822918e-08,5.808995884315493e-08
1858,3.083015964744362e-08,5.1872966366772744e-08
1859,3.05530396538245e-08,7.434572957265573e-08
1860,7.00309170653668e-08,5.813023662426531e-08
1861,8.630213921279051e-08,1.839225838295988e-08
1862,8.674533980013166e-08,3.298130035744862e-08
1863,6.992469181454908e-08,3.09666488007565e-08
1864,4.650886165080692e-08,5.513937217926923e-08
1865,6.730787305286867e-08,8.048703548091396e-08
1866,3.60055367742973e-08,3.600553499794046e-08
1867,5.5322049163919473e-08,4.416058452250127e-08
1868,5.433861449688493e-08,4.9398741097661514e-08
1869,4.737013536981749e-08,8.49732337826481e-08
1870,4.529898367522378e-08,6.364794291613407e-08
1871,1.1683294554032386e-08,4.991953206356925e-08
1872,2.9027227954614432e-08,5.079765053039864e-08
1873,7.961385639632113e-08,4.309923262724169e-08
1874,3.106796664376077e-08,4.241972462182275e-08
1875,6.40811045893308e-08,3.83342313448054e-08
1876,2.8416269337583344e-08,5.6227936751085394e-08
1877,4.391219254884504e-08,9.277223966819292e-08
1878,1.1293095963926802e-07,2.2948537015121673e-08
1879,5.9260456652943105e-08,7.758843301175489e-08
1880,8.407378393471276e-08,6.73873858936247e-08
1881,9.064259814950404e-08,7.460582929219584e-08
1882,3.860123354293421e-08,7.986462335907163e-08
1883,8.973460996486438e-08,7.520013411976834e-08
1884,4.027034972153842e-08,1.5183903023796574e-08
1885,5.4787904435471546e-08,8.05704445383526e-08
1886,3.420335914494643e-08,4.323820790297361e-08
1887,3.7867763591492576e-08,4.439668810363173e-08
1888,3.931181136174189e-08,4.311618151398022e-08
1889,3.9470360035931407e-08,2.2554492828952277e-08
1890,3.21164943528629e-08,8.71733369933736e-08
1891,3.505821177807178e-08,4.398211972400645e-08
1892,3.3223115813996174e-08,4.199903180790443e-08
1893,3.941386639283451e-08,7.944357471867391e-08
1894,3.150769734006076e-08,6.490585491292222e-08
1895,2.407445731655855e-08,4.09265776823986e-08
1896,3.1843957581934035e-08,4.7765935207166876e-08
1897,2.0976168801922768e-08,5.884980680548324e-08
1898,2.037007762467624e-08,1.1316709658260038e-07
1899,3.427098604902312e-08,2.4874102777516782e-08
1900,3.737558218475101e-08,1.1420316803345543e-08
1901,1.1177477665658131e-08,2.3472702892490815e-08
1902,2.2587305914534284e-08,1.5712908085774302e-08
1903,2.6461079549733313e-08,1.29605282062073e-08
1904,3.6009986992269205e-08,2.9022976022474722e-08
1905,2.0126960098565405e-08,2.012696082021037e-08
1906,2.572092172581364e-08,1.2860461584551786e-08
1907,1.954280415272791e-08,2.108565766434367e-08
1908,2.8486056846688257e-08,2.0136694756089923e-08
1909,3.355599975662926e-08,2.2554032863553175e-08
1910,2.9392828393426385e-08,1.923894266120385e-08
1911,2.3409645777405785e-08,1.489704781754142e-08
1912,2.3442395913342295e-08,1.3544494859019096e-08
1913,2.9696742065432602e-08,2.1211958411981868e-08
1914,3.750176436057018e-08,9.3754413676983e-09
1915,2.3561524287174507e-08,0.0
1916,2.5271162940043723e-08,3.2962386153911893e-09
1917,1.9739564316445524e-08,5.483212328627474e-09
1918,6.89182577673364e-09,1.8378202071289707e-08
1919,2.5781975665495338e-08,4.603924186330488e-09
1920,3.104614920701465e-08,6.815008557481406e-09
1921,2.4232791995260072e-08,3.0290989716519334e-09
1922,3.172512152982421e-08,3.6889677978990676e-09
1923,3.0786250437842e-08,1.8047111360885992e-08
1924,2.3204923871311678e-08,1.0313299547703991e-08
1925,3.739380360912037e-08,1.2097995494286806e-08
1926,3.343841403768977e-08,3.343841648018042e-09
1927,6.132073648856817e-08,3.679244209298105e-08
1928,3.427812300671462e-08,6.8556247345696875e-09
1929,1.782465064437133e-08,7.798284684668033e-09
1930,4.201441383688831e-08,7.352522701786768e-09
1931,2.737285687004487e-08,1.0264820993199919e-08
1932,3.1782656950696264e-08,9.863582839386709e-09
1933,2.4088391503696016e-08,6.882397318719313e-09
1934,2.036868629318178e-08,5.990790086229936e-09
1935,1.4361940969820353e-08,3.590485242455088e-09
1936,4.607391712596609e-08,2.424942913137329e-09
1937,2.0145788925951535e-08,8.813782814698357e-09
1938,2.5930428471099276e-08,1.0372171566075394e-08
1939,4.588215141154706e-09,3.058810094103137e-09
1940,1.77504799747652e-08,2.7893612752905028e-08
1941,2.3612020783048138e-08,1.4757513433494296e-08
1942,1.517105907566929e-08,3.337632992206352e-08
1943,3.774205836748479e-08,5.806470415592457e-09
1944,3.534504777746861e-08,3.2131861615880553e-09
1945,1.5249528306782167e-08,1.3071024707045353e-08
1946,2.7842207650508044e-08,1.6705325123211878e-08
1947,1.549713202209091e-08,5.960435478513659e-09
1948,3.261566261514304e-08,4.348755133776194e-09
1949,1.1780409536754632e-08,1.079870937115146e-08
1950,3.6160230587611863e-08,9.57182533234402e-09
1951,2.985192459892261e-08,8.529121520162164e-09
1952,1.3708245316657042e-08,1.0544803585865736e-08
1953,1.4005975268460702e-08,7.54167928107563e-09
1954,1.759056522665503e-08,1.6613311171198575e-08
1955,1.2201289756319511e-08,2.815682353940474e-09
1956,2.1802854632824165e-08,1.0465369904011368e-08
1957,2.4738105286470358e-08,3.534015080575159e-09
1958,1.9853384713997002e-08,5.790570523078742e-09
1959,2.0151945223645384e-08,5.4255236969780185e-09
1960,2.5607082898559952e-08,8.304999910002664e-09
1961,1.598076654341085e-08,6.25334317660986e-09
1962,3.424656330741627e-08,6.976152211457531e-09
1963,5.172842765244212e-08,7.1126584622049904e-09
1964,2.068549243006146e-08,1.8860302153367314e-08
1965,2.7360216536820303e-08,5.47204326295514e-09
1966,2.215629990587331e-08,6.092982118843793e-09
1967,3.204718207472368e-08,8.381570326676524e-09
1968,3.27873351801955e-08,6.287982134978165e-09
1969,2.8613074021244245e-08,4.9959334169624725e-09
1970,2.8052221878738237e-08,4.138852510715552e-09
1971,4.110717910510431e-08,5.6522372338108084e-09
1972,9.952484647524074e-08,5.1301468073639e-09
1973,2.2604135341275366e-08,3.859242647674677e-09
1974,2.531507237168995e-08,9.000914791279513e-09
1975,1.8276735680444745e-08,1.3707551982378163e-08
1976,1.5426522226302808e-08,6.28487961673585e-09
1977,1.704266811008992e-08,4.7014254711541525e-09
1978,2.07920705097564e-08,7.128709400561206e-09
1979,1.0533551697555765e-08,6.437170796402825e-09
1980,2.4446148327861295e-08,2.8425753417771205e-09
1981,2.0874313833019187e-08,2.5302198669585607e-09
1982,2.7933760748943826e-08,5.586752060970923e-09
1983,2.0840542402922324e-08,6.315316047889041e-10
1984,3.363424899704981e-08,2.3196033982486597e-09
1985,1.864822973818292e-08,1.2031116103372597e-09
1986,1.678455929798872e-08,2.3977941854269602e-09
1987,2.1998941002188133e-08,4.888653482026939e-09
1988,1.2592763165564236e-08,2.9982769045311386e-09
1989,3.347754684579485e-08,8.780995486290522e-09
1990,1.9070278800548124e-08,7.083246322814318e-09
1991,4.8064014990245596e-08,7.6199047072123e-09
1992,1.0468894195980738e-08,2.2039777225479895e-09
1993,3.046564067687996e-08,6.647048800267896e-09
1994,1.9517228444509982e-08,1.0549853213248639e-09
1995,3.307695128906829e-08,7.0491861237087505e-09
1996,2.935950593752068e-08,5.871901187504136e-09
1997,2.3015492622846523e-08,1.438468344439059e-09
1998,2.288702038999446e-08,3.3376904573501065e-09
1999,3.793266811769058e-08,5.0272213059088244e-09
2000,1.5463110347724296e-08,4.8598346458206265e-09
2001,2.3658543346627425e-08,1.3143635069212678e-09
2002,2.1029863794819192e-08,4.819343646378371e-09
2003,4.125253760811631e-08,1.6667691671301554e-09
2004,2.378587282692024e-08,3.5238329754161413e-09
2005,1.8014998715010222e-08,3.602999676388663e-09
2006,2.3060183040879423e-08,9.882935692040462e-09
2007,2.1969636831986605e-08,4.393927499624084e-09
2008,2.8099102378220664e-08,3.83169571072095e-09
2009,2.145686650578682e-08,4.291373256748443e-09
2010,1.9367552228644058e-08,5.196172214727568e-09
2011,1.3383901875663184e-08,6.5007523253335364e-09
2012,8.170206539093172e-09,1.1574459501950685e-08
2013,1.3387799813191492e-08,8.367375237128272e-09
2014,1.4725027419615344e-08,6.279790909502481e-09
2015,1.2856137154848568e-08,9.752931753870264e-09
2016,1.6570720351438695e-08,8.906762133387147e-09
2017,9.810883938587978e-09,7.798395262881286e-09
2018,8.776986804015507e-09,4.130346842323718e-09
2019,1.607122351865442e-08,1.0459049737399084e-08
