year,quelques_DET autos_NOUN,quelques_DET poteaux_NOUN
1919,4.603924352863942e-09,1.749491218561161e-08
1920,2.5745586995640224e-08,5.300562211374427e-09
1921,1.9689143759826777e-08,5.300923255902035e-09
1922,2.139601357198373e-08,3.6889677978990676e-09
1923,1.0615948120573648e-08,9.554353752605493e-09
1924,5.156649773851996e-09,5.156649773851996e-09
1925,1.7597084678300234e-08,1.3197813286680571e-08
1926,1.7833821530643945e-08,1.114613823460786e-08
1927,1.0034302277972529e-08,1.672383753703599e-08
1928,1.9424270192303084e-08,9.14083297942625e-09
1929,8.912325100141061e-09,2.1166771446701205e-08
1930,1.4705044737439721e-08,1.05036033204442e-08
1931,2.167017765231094e-08,1.0264820993199919e-08
1932,1.0959536833610173e-08,1.643930525041526e-08
1933,1.9500125292282178e-08,8.02946376055047e-09
1934,1.9170528275935794e-08,5.990790086229936e-09
1935,8.377798899061872e-09,1.3165112555668657e-08
1936,1.2124714565686645e-08,1.33371855781661e-08
1937,1.6368453148452033e-08,1.8886677000118368e-08
1938,1.9447821131279852e-08,1.555825723809079e-08
1939,1.2235240376412548e-08,1.5294050470515685e-08
1940,2.282204625281281e-08,2.2822045586678996e-08
1941,2.066051774107791e-08,8.854507793643052e-09
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,3.483882360377777e-08,3.483882360377777e-08
1944,3.213186161588055e-08,4.177142187700156e-08
1945,4.7927089852350946e-08,2.178504088234945e-08
1946,2.9234318965620787e-08,1.6705325123211878e-08
1947,1.6689218895749036e-08,3.5762612871081956e-09
1948,7.610321706152945e-09,1.9569398546082084e-08
1949,1.570721286370258e-08,1.0798709260129158e-08
1950,1.4889505850490536e-08,1.3825969702452312e-08
1951,1.2793681780642885e-08,1.1727541715522705e-08
1952,1.7926166773207797e-08,1.6871685715180718e-08
1953,3.2321482157371406e-09,8.619061908632375e-09
1954,7.818028890937967e-09,1.172704333640695e-08
1955,4.6928039232341234e-09,1.5016972554349195e-08
1956,6.104799110673298e-09,2.0058624983221307e-08
1957,1.2369053004057662e-08,3.5340151360863103e-09
1958,1.1581140935135181e-08,2.3162282425381875e-08
1959,6.9756733722670106e-09,1.4726420971555854e-08
1960,8.305000021024966e-09,1.8686249214638906e-08
1961,1.181187103682646e-08,1.1811870759270704e-08
1962,8.878738855244706e-09,1.5220695370743442e-08
1963,1.8104948207309235e-08,1.61651322327927e-08
1964,1.5209921100378665e-08,1.1559539991878864e-08
1965,7.1136563306595235e-09,1.641613067704384e-08
1966,1.273987226824147e-08,9.970334557962701e-09
1967,1.5284040255636455e-08,1.2818872574538176e-08
1968,7.63540675130514e-09,8.533690143419648e-09
1969,9.083515217778171e-09,5.904285060864822e-09
1970,5.0585974298300584e-09,8.277705021431103e-09
1971,7.193756368373272e-09,2.569198631618974e-09
1972,7.182205497002769e-09,1.4877425680293044e-08
1973,8.269805507055139e-09,9.37244681864513e-09
1974,1.2938814575313984e-08,9.563471792262135e-09
1975,1.0851812337620004e-08,9.138368284311582e-09
1976,6.856232248608762e-09,1.542652228181396e-08
1977,1.0578206977029936e-08,2.9383909749824966e-09
1978,2.3762365408686037e-09,3.5643548113029055e-09
1979,4.681578680276743e-09,1.0533551808578068e-08
1980,8.527726302887118e-09,8.527726136353664e-09
1981,7.590659434342228e-09,8.223214609248686e-09
1982,6.20750217894539e-09,1.3656504815884318e-08
1983,7.57837925746685e-09,1.3893695083311286e-08
1984,4.639206796497319e-09,1.3917620833581168e-08
1985,4.812446552371341e-09,1.1429560076159362e-08
1986,4.196139880008332e-09,8.991728028817647e-09
1987,5.49973533381376e-09,9.166225667378569e-09
1988,6.596209134457354e-09,7.195864681897035e-09
1989,1.1525056464734007e-08,7.134558943633351e-09
1990,8.717841670780047e-09,8.172976573295188e-09
1991,3.5168792322792797e-09,8.792197858653594e-09
1992,1.1570883029499157e-08,1.7631821336294706e-08
1993,4.431365774326679e-09,1.6617622222714346e-08
1994,4.2199412852994556e-09,1.2132331528302842e-08
1995,5.4224507106681585e-09,7.049185846152994e-09
1996,2.6690460952494277e-09,1.2277612038147367e-08
1997,6.233362825902589e-09,1.2466725651805177e-08
1998,5.2449422582867555e-09,1.525801340829247e-08
1999,0.0,1.4624643718263997e-08
2000,1.0603275812925972e-08,1.4579504159506484e-08
2001,4.8193329327261836e-09,7.448060029835446e-09
2002,5.257465574004527e-09,1.4019908789464353e-08
2003,2.3334767895732966e-08,1.0000615002780933e-08
2004,3.523833058682868e-09,1.1892936774282603e-08
2005,6.30524943368016e-09,8.106749049829887e-09
2006,4.941467901531382e-09,1.1530091770239892e-08
2007,5.192823504529542e-09,6.790615292295854e-09
2008,4.257439734089985e-09,8.940623574815731e-09
2009,7.1522885392028e-09,9.536384792951935e-09
2010,6.613310454817167e-09,1.369900015646408e-08
2011,8.03034105878453e-09,1.3001504650667073e-08
2012,8.851057109460214e-09,1.5999987779125036e-08
2013,6.414987541170092e-09,1.617692513278257e-08
2014,5.4136128913029324e-09,1.6024294002825457e-08
2015,8.42298653047635e-09,1.1082877060530905e-08
2016,9.3210306140179e-09,1.6156452287141576e-08
2017,7.798395262881286e-09,1.0062445376934903e-08
2018,7.744399788123246e-09,1.3939920218142277e-08
2019,4.336679071403893e-09,1.3775334206655998e-08
