year,auras_VERB eu_VERB,auras_VERB pu_VERB
1949,1.570721330779179e-08,5.890204768377316e-09
1950,9.571825110299415e-09,3.190608444114673e-09
1951,2.0256663901818683e-08,7.462981344019681e-09
1952,5.272402070488624e-09,4.2179215675730575e-09
1953,6.464296653518886e-09,0.0
1954,4.886268278880834e-09,3.9090144454689835e-09
1955,6.569925492527773e-09,4.6928039232341234e-09
1956,3.488456634670456e-09,8.72114158667614e-10
1957,1.1485549400447326e-08,5.301022731885041e-09
1958,9.926692356998501e-09,9.099467845885556e-09
1959,6.975672928177801e-09,7.750747599288843e-09
1960,1.038124963770315e-08,4.844583401109048e-09
1961,9.03260666262895e-09,4.16889545107324e-09
1962,8.244543714397423e-09,8.244543714397423e-09
1963,1.2285501505004959e-08,3.2330267352165265e-09
1964,6.6923653285755336e-09,4.867174663303331e-09
1965,4.924839203113152e-09,3.2832261354087677e-09
1966,7.754704434148607e-09,2.215629901769489e-09
1967,1.035370456037299e-08,5.916402479044791e-09
1968,8.084548142051062e-09,5.838840522187638e-09
1969,6.358460868938209e-09,4.541757636644661e-09
1970,5.518470125309705e-09,5.978342709767048e-09
1971,6.166076982339064e-09,4.624557625731995e-09
1972,6.156176013405457e-09,2.565073486948677e-09
1973,3.859242703185828e-09,3.859242703185828e-09
1974,3.937900228123681e-09,2.2502286700643026e-09
1975,2.2845920710778955e-09,3.998036124386317e-09
1976,6.2848797277581525e-09,3.4281160132820787e-09
1977,8.815172591880582e-09,1.7630346071939584e-09
1978,3.5643548113029055e-09,5.940591130126904e-09
1979,6.437170796402825e-09,2.3407893401383717e-09
1980,6.822181042309694e-09,7.95921106799824e-09
1981,6.958104314946922e-09,3.795329828193417e-09
1982,3.7245013739806154e-09,1.2415004579935385e-09
1983,8.841442245000053e-09,4.4207211225000265e-09
1984,2.3196033982486597e-09,4.639206796497319e-09
1985,6.617113967877231e-09,4.210890747202711e-09
1986,5.395036861699509e-09,1.1988970927134801e-09
1987,6.110816741511371e-09,4.888653482026939e-09
1988,4.197587610832443e-09,1.1993107618124554e-09
1989,6.036934507847036e-09,5.488121956886971e-09
1990,8.172976073694826e-09,4.358920779878872e-09
1991,9.37834432335194e-09,5.8614650910726596e-09
1992,8.815910668147353e-09,3.856960972825618e-09
1993,9.416652346772025e-09,4.4313659408601325e-09
1994,8.439882570598911e-09,3.6924485691258724e-09
1995,7.0491861237087505e-09,5.4224509327127635e-09
1996,6.939520069693117e-09,5.871901187504136e-09
1997,5.274384040632185e-09,4.794894259418925e-09
1998,7.152193948201102e-09,3.337690568372409e-09
1999,5.941261704833778e-09,4.570201106446348e-09
2000,3.97622823555821e-09,3.97622823555821e-09
2001,7.0099388516098315e-09,9.638665865452367e-09
2002,8.762443215459825e-09,3.066854992184176e-09
2003,9.167230530238157e-09,7.500461585152607e-09
2004,7.488145215006625e-09,5.285749615779878e-09
2005,5.854874363109275e-09,4.503749373441224e-09
2006,8.64756888319107e-09,7.823991232669414e-09
2007,1.7176262190332636e-08,8.787854888225866e-09
2008,1.1495087548496485e-08,2.1287198670449925e-09
2009,1.8119131084404216e-08,6.675469510497578e-09
2010,2.220182793166714e-08,8.502827775203059e-09
2011,1.9502257586623273e-08,1.1471915861704929e-08
2012,1.9063815415165664e-08,5.7872298064864935e-09
2013,2.3149738126448938e-08,5.857162754807632e-09
2014,3.2265134564113396e-08,1.0827226226695075e-08
2015,2.7263876489769245e-08,1.2412821881468972e-08
2016,2.9620162322885335e-08,1.1392370602436586e-08
2017,2.8174847344075715e-08,9.056201122348284e-09
2018,3.639868140226099e-08,1.4714360396794746e-08
2019,2.9081260066732284e-08,1.2754938438774843e-08
