year,dix_DET âges_NOUN,dix_DET pages_NOUN
1800,0.0,9.746909768182377e-08
1801,0.0,6.667310969987739e-08
1802,0.0,1.656001700212073e-07
1803,0.0,1.6772916744400845e-07
1804,0.0,1.0628959312697361e-07
1805,0.0,1.5635826855486812e-07
1806,0.0,2.2188852710769424e-07
1807,3.4163463169534225e-08,5.4092148538131823e-08
1808,0.0,1.903502178102201e-07
1809,1.3554183553310395e-08,1.1972861901909937e-07
1810,0.0,1.8955027059064378e-07
1811,0.0,1.4290337269073916e-07
1812,0.0,3.8141078562148323e-07
1813,0.0,1.782959770935122e-07
1814,0.0,2.04534016390312e-07
1815,1.3486118000116676e-08,9.710004889029733e-08
1816,0.0,1.1819779643928996e-07
1817,0.0,1.3544799060127843e-07
1818,0.0,1.049063602653888e-07
1819,1.035105001712111e-09,2.1323162435749055e-07
1820,4.746592452420373e-09,1.578242034838695e-07
1821,0.0,2.0709124726181471e-07
1822,0.0,1.884815787889238e-07
1823,0.0,1.442872328283329e-07
1824,3.3684450784221553e-09,1.2800091475639874e-07
1825,0.0,2.3686642403042413e-07
1826,0.0,1.6030531924116076e-07
1827,0.0,1.0968555130830282e-07
1828,5.503380862137419e-09,1.6785310680278442e-07
1829,7.715858174606183e-09,2.1004281691716642e-07
1830,0.0,1.7116411332729342e-07
1831,1.4032085715598441e-08,1.5747117831921287e-07
1832,0.0,1.3665268738805025e-07
1833,4.6334514003376626e-09,1.1467792404573629e-07
1834,0.0,1.3908450569033448e-07
1835,0.0,1.0361430469174593e-07
1836,0.0,1.0417162599196672e-07
1837,9.74104708006962e-09,1.6003148750609597e-07
1838,0.0,1.1551256573483215e-07
1839,4.894032734625853e-09,1.496175636717112e-07
1840,0.0,7.834717052901397e-08
1841,1.926164561183441e-09,1.200642598675472e-07
1842,3.3541325272778977e-09,1.2276125005428185e-07
1843,0.0,1.2109168001650517e-07
1844,1.6465684371524958e-09,1.1855292125773076e-07
1845,5.580227946389016e-10,1.0044410014842242e-07
1846,0.0,1.6509694233945993e-07
1847,0.0,1.0408921724547326e-07
1848,0.0,1.0217431878345451e-07
1849,0.0,1.3239476004400785e-07
1850,0.0,1.2559642925680237e-07
1851,3.2247193804124663e-09,1.2769888257935236e-07
1852,6.510545436100301e-10,1.6211257936049606e-07
1853,0.0,1.4213198262780224e-07
1854,5.195664454227256e-10,1.548307952958794e-07
1855,1.0613874223963649e-09,1.3691897748913107e-07
1856,1.0354378465748937e-09,1.8637880838667797e-07
1857,0.0,1.2594293630208142e-07
1858,0.0,1.737254944345068e-07
1859,2.5460866748261424e-09,1.6549563430778846e-07
1860,1.373155145145688e-09,1.5745512271791995e-07
1861,0.0,1.4996765029806625e-07
1862,0.0,2.1144175921250508e-07
1863,7.491931519609807e-09,1.9628860492559852e-07
1864,1.9178911792039344e-09,1.812407117718351e-07
1865,9.41368871743009e-10,1.1108152397909521e-07
1866,2.432806400776144e-09,1.5132056185862552e-07
1867,0.0,1.5286356180865823e-07
1868,4.93987406535723e-10,1.2794274217853285e-07
1869,9.767038289254515e-10,1.645745961731393e-07
1870,0.0,1.9897148639813622e-07
1871,2.1242354542039266e-09,1.731251839665049e-07
1872,1.8142017887967654e-09,1.8323438233380784e-07
1873,1.1972008939764578e-09,1.8197453144352949e-07
1874,5.974609251779839e-09,1.7804334540016953e-07
1875,2.8607636259891933e-09,1.973926799792025e-07
1876,6.04601479992084e-10,1.9286787811267914e-07
1877,1.2369631985365004e-09,2.4058934311455005e-07
1878,0.0,2.161993819527197e-07
1879,1.221865053580018e-09,2.2543410693742771e-07
1880,1.2835692508872398e-09,2.535049290486313e-07
1881,4.8807553554297556e-09,2.1056973054101036e-07
1882,6.655385131892899e-09,1.703778540473877e-07
1883,6.319338829996468e-09,2.470861533154789e-07
1884,1.9805090900604227e-09,2.0663311062207868e-07
1885,4.511945039809007e-09,2.1399510252706477e-07
1886,4.5174246565693466e-09,2.052201466540282e-07
1887,1.9586774424595887e-09,2.2981814140621282e-07
1888,0.0,2.2065339333465772e-07
1889,0.0,1.93592719632818e-07
1890,0.0,2.2153826240156604e-07
1891,3.824531802365527e-09,2.0015050772315135e-07
1892,6.268512375839919e-10,2.1500997604562144e-07
1893,0.0,2.4756833827410674e-07
1894,1.2603078580752936e-09,2.6655511575768287e-07
1895,6.018614495673091e-10,2.2930921161901097e-07
1896,1.7691086373616827e-09,2.4295759804005e-07
1897,5.826713556089658e-10,2.033522967792578e-07
1898,2.26334195829736e-09,2.5915266288478733e-07
1899,3.3165470370022376e-09,2.3215829259015663e-07
1900,5.191053142894475e-10,2.14390489361449e-07
1901,0.0,2.3305041985111075e-07
1902,6.38336894454028e-09,1.841356498388791e-07
1903,0.0,2.2950936440224723e-07
1904,0.0,1.7521278117271777e-07
1905,5.160759042333041e-10,2.21396557975595e-07
1906,5.144184522798412e-10,2.608101494772086e-07
1907,0.0,2.1908513314627953e-07
1908,0.0,2.563745076233914e-07
1909,0.0,2.7669948110542464e-07
1910,0.0,2.9927244327154767e-07
1911,0.0,2.3409645688587943e-07
1912,0.0,2.125443838707497e-07
1913,2.121195885607108e-09,2.232558697912168e-07
1914,0.0,2.5380658019713564e-07
1915,1.1780761921542648e-09,1.390129886758018e-07
1916,0.0,1.725031477661787e-07
1917,0.0,1.9958892494287284e-07
1918,0.0,2.6418666010386005e-07
1919,3.6831393490643904e-09,2.605821092238614e-07
1920,3.028892692213958e-09,2.2716695102786844e-07
1921,7.572747762196741e-09,2.0825054747319882e-07
1922,0.0,2.589655316853623e-07
1923,3.1847844361720945e-09,2.579675424385641e-07
1924,2.578324886925998e-09,2.3076007149569477e-07
1925,0.0,3.4314314234507037e-07
1926,0.0,2.7308038408335733e-07
1927,2.2298449753321847e-09,4.4708390944947496e-07
1928,0.0,2.5137290116106215e-07
1929,0.0,2.6959784626967576e-07
1930,1.0503603542488804e-09,3.1615845941246334e-07
1931,0.0,2.760096435849846e-07
1932,1.0959536611565568e-09,3.156346615185157e-07
1933,3.4411986593596566e-09,3.487081272623982e-07
1934,0.0,2.9474686336072864e-07
1935,1.196828414151696e-09,3.135690427313875e-07
1936,1.2124714565686645e-09,3.3585458325546824e-07
1937,0.0,2.958912661554791e-07
1938,0.0,3.396886292250656e-07
1939,3.058810094103137e-09,2.905869678215822e-07
1940,0.0,3.347233388240056e-07
1941,0.0,2.862957479976558e-07
1942,3.034211770724937e-09,2.761132762429952e-07
1943,0.0,3.1645262943413854e-07
1944,3.2131861615880553e-09,2.3134940363433998e-07
1945,1.089252066321933e-08,2.592419825475645e-07
1946,0.0,2.4083510652417317e-07
1947,0.0,2.706037784960813e-07
1948,0.0,3.065872231644562e-07
1949,0.0,2.2677289202022166e-07
1950,1.0635361480382244e-09,3.031077913107083e-07
1951,0.0,3.646199422391305e-07
1952,0.0,2.9103659748841437e-07
1953,0.0,3.027445423242625e-07
1954,0.0,3.684246081547826e-07
1955,0.0,3.3975900937122105e-07
1956,0.0,2.6337848169077915e-07
1957,0.0,2.4031302636728924e-07
1958,8.272243445794913e-10,2.6305735012499554e-07
1959,0.0,3.232061800417796e-07
1960,0.0,2.8444626032353426e-07
1961,1.3896318540318475e-09,3.2586868048412043e-07
1962,1.9025869768540815e-09,3.5007599663572364e-07
1963,2.5864212993553792e-09,3.0002486894886715e-07
1964,6.083968329129164e-10,2.6769460870212924e-07
1965,1.6416130677043839e-09,3.0752884327966967e-07
1966,0.0,3.068647380644052e-07
1967,4.930335584241163e-10,3.24416079777734e-07
1968,4.4914158503495116e-10,3.7682977982456123e-07
1969,4.087581828571274e-09,2.9112666233288564e-07
1970,4.5987250119061684e-10,2.8925979922433953e-07
1971,5.138397485282553e-10,3.303989641878502e-07
1972,1.0260293725750103e-09,3.3858968251365695e-07
1973,1.6539611902288698e-09,2.910971570457832e-07
1974,2.812785782069227e-09,2.919671651113731e-07
1975,5.711480177694739e-10,2.987104110729888e-07
1976,0.0,2.845336357637507e-07
1977,1.1753563677885381e-09,2.8854999278848936e-07
1978,0.0,2.9405926937897675e-07
1979,0.0,2.645091861097626e-07
1980,0.0,2.990389216250833e-07
1981,0.0,3.010961648897137e-07
1982,6.207502289967692e-10,3.4203336340965507e-07
1983,0.0,3.302910318581098e-07
1984,0.0,2.7371318722657634e-07
1985,4.210890747202711e-09,2.8573900578976463e-07
1986,0.0,3.650641584584946e-07
1987,1.2221633705067347e-09,3.2142895456388487e-07
1988,1.798966087207532e-09,2.854359575366061e-07
1989,0.0,2.804430510039424e-07
1990,0.0,2.517276680435998e-07
1991,1.1722930404189924e-09,3.06554618134669e-07
1992,4.4079553340736766e-09,2.9423102443359994e-07
1993,3.323524566667402e-09,3.179505192463239e-07
1994,1.0549853213248639e-09,3.070007164041044e-07
1995,1.0844901643380922e-09,2.884743777187282e-07
1996,5.338092190498855e-10,3.229545697536196e-07
1997,1.438468344439059e-09,3.2605282118680634e-07
1998,0.0,3.194646698290171e-07
1999,0.0,3.1260177024705627e-07
2000,0.0,3.1765645580605906e-07
2001,3.066848330846028e-09,2.624345913915249e-07
2002,3.066854992184176e-09,3.1457170557303016e-07
2003,2.5001538617175356e-09,2.762669968348064e-07
2004,4.404791253964646e-10,3.0657347949158975e-07
2005,3.1526248278623825e-09,2.634693467840066e-07
2006,4.1178899179428186e-10,3.0513563054057613e-07
2007,1.1983438685803094e-09,2.7641798094890646e-07
2008,0.0,2.68218709464918e-07
2009,4.76819250749827e-10,2.3125734038842438e-07
2010,1.4171379625338432e-09,2.4752675642503164e-07
2011,2.2943831279320648e-09,2.3364469292630474e-07
2012,3.404252713057332e-10,2.1174451614314194e-07
2013,0.0,2.0527959687655084e-07
2014,8.661780737106994e-10,2.2932064780434303e-07
2015,8.866301581811342e-10,2.3850351293930316e-07
2016,1.6570720351438695e-09,2.1210521872205845e-07
2017,0.0,1.8087245567954824e-07
2018,1.0325866828253538e-09,1.9670776119085076e-07
