year,trois_DET heures_NOUN,trois_DET peurs_NOUN
1934,6.188486224800727e-06,1.1981580172459871e-09
1935,6.26659343083702e-06,0.0
1936,6.1642049615784344e-06,0.0
1937,6.643073760415064e-06,0.0
1938,6.2894257268908405e-06,1.2965214457594243e-09
1939,6.059502794641958e-06,0.0
1940,5.198355040647584e-06,0.0
1941,6.351633459189543e-06,0.0
1942,6.86338714217527e-06,3.034211770724937e-09
1943,6.648408799492245e-06,0.0
1944,6.770183460957924e-06,3.2131861615880553e-09
1945,6.546404421214902e-06,2.178504043826024e-09
1946,7.0844499475697376e-06,0.0
1947,6.939139154837903e-06,2.3841741914054637e-09
1948,6.37744932419082e-06,0.0
1949,5.94125336306206e-06,0.0
1950,6.1525564660769305e-06,0.0
1951,6.422428526775548e-06,1.0661401761424827e-09
1952,5.948323746451933e-06,3.1634410646574906e-09
1953,5.9396109008957865e-06,0.0
1954,5.921179791812392e-06,0.0
1955,6.10064509487529e-06,9.385607846468247e-10
1956,6.305385312543876e-06,1.744228317335228e-09
1957,5.379654282933188e-06,0.0
1958,5.878256018831962e-06,0.0
1959,5.572787614482877e-06,0.0
1960,6.1927618446588895e-06,4.152500121534786e-09
1961,5.8260314403923985e-06,4.16889545107324e-09
1962,6.371129501303585e-06,0.0
1963,5.812335245991562e-06,6.466053248388448e-10
1964,5.608810283774801e-06,2.4335873316516654e-09
1965,5.3456390958217526e-06,1.0944086747954884e-09
1966,6.096859578974545e-06,1.1078149508847446e-09
1967,5.8552666359901195e-06,0.0
1968,6.129884269512331e-06,8.982831700699023e-10
1969,6.131827092303865e-06,0.0
1970,5.357974345088223e-06,9.197450023812337e-10
1971,5.307450919644907e-06,0.0
1972,5.177344291951158e-06,0.0
1973,5.438775644961424e-06,0.0
1974,5.0354493339455075e-06,1.1251143350321513e-09
1975,4.757663077725738e-06,5.711480177694739e-10
1976,4.995907886495843e-06,2.285410749536254e-09
1977,4.237159757281006e-06,5.876781838942691e-10
1978,4.477423573234773e-06,0.0
1979,4.408291630397798e-06,5.851973350345929e-10
1980,4.475350607435757e-06,0.0
1981,4.72455312205966e-06,6.325549528618524e-10
1982,4.5289937133929925e-06,1.2415004579935385e-09
1983,4.415037551552814e-06,6.315316047889041e-10
1984,4.38173080397064e-06,0.0
1985,4.553175827481937e-06,6.015558051686298e-10
1986,4.4473089673147115e-06,0.0
1987,4.3729007472848025e-06,0.0
1988,4.492617890150541e-06,0.0
1989,5.571541777271705e-06,5.488122178931576e-10
1990,4.667314470907513e-06,1.6345953479657283e-09
1991,4.6856551705332095e-06,2.9307325455363298e-09
1992,4.600803436005663e-06,5.509944167592096e-10
1993,5.163095210036772e-06,0.0
1994,4.63877046286143e-06,4.2199412852994556e-09
1995,4.699638012084506e-06,7.591431483433553e-09
1996,4.48826807541991e-06,1.6014276571496566e-09
1997,4.453497936651729e-06,2.876936688878118e-09
1998,4.584556137388063e-06,1.9072516899143466e-09
1999,4.418927346705459e-06,1.8280804647829996e-09
2000,4.635840625155652e-06,2.6508188977203417e-09
2001,4.745728531929672e-06,3.066848330846028e-09
2002,4.870603802942242e-06,2.1906108038649563e-09
2003,4.686954852672898e-06,1.2500769308587678e-09
2004,5.0276287026918e-06,1.7619165015858584e-09
2005,4.69831151406197e-06,4.5037495954858286e-10
2006,5.210777800357391e-06,4.941467679486777e-09
2007,5.63381371421201e-06,1.997239706952314e-09
2008,5.817365490656812e-06,2.1287198670449925e-09
2009,5.788585866639551e-06,4.76819250749827e-09
2010,7.006329724390525e-06,2.8342759250676863e-09
2011,7.763810401684168e-06,3.059177577924288e-09
2012,1.0010205528487859e-05,0.0
2013,1.0299959683379711e-05,2.7891249310130206e-09
2014,1.1058062227675691e-05,1.7323561474213989e-09
2015,1.1057829567562294e-05,1.10828768384863e-09
2016,1.1387191818812425e-05,3.314144070287739e-09
2017,9.392034996835719e-06,2.0124890642847504e-09
2018,1.0697855827856984e-05,2.8396134332808742e-09
2019,1.0754453910521988e-05,4.3366790158927415e-09
