year,leurs_DET oies_NOUN,leurs_DET pois_NOUN
1882,9.983077475794744e-09,3.3276925659464496e-09
1883,5.687405213450347e-09,2.5277355764075082e-09
1884,9.902545450302114e-09,8.582206056928499e-09
1885,3.86738152613475e-09,2.5782542767416317e-09
1886,5.808117542471791e-09,1.2906927748801422e-09
1887,5.876032105334161e-09,6.528924623161458e-10
1888,3.804368819970705e-09,3.804368819970705e-09
1889,6.265136853755848e-09,6.891650250473447e-09
1890,3.9326319978272295e-09,0.0
1891,7.0116419337296065e-09,3.824531802365527e-09
1892,6.268512375839919e-09,3.1342561879199593e-09
1893,6.158416554491453e-10,3.695050043717174e-09
1894,4.411077725308132e-09,1.8904617871129403e-09
1895,3.611168697403855e-09,4.213030146971164e-09
1896,3.5382172747233653e-09,3.5382172747233653e-09
1897,8.740070001067579e-09,1.7480140668268973e-09
1898,8.487532454637403e-09,5.6583548957434e-10
1899,8.291367592505594e-09,6.633094074004475e-09
1900,7.26747462209687e-09,3.114631885736685e-09
1901,1.0059729937950124e-08,2.794369402536745e-09
1902,9.820567692386817e-10,4.910283846193408e-10
1903,7.020286574288548e-09,5.940242076007962e-09
1904,3.7622376325430196e-09,1.0749250378694342e-09
1905,1.5482277682110634e-09,7.741138396966107e-09
1906,7.716276506641861e-09,5.144184633820714e-09
1907,1.1828539925318182e-08,2.057137349353866e-09
1908,2.4556945366072114e-09,4.911389073214423e-10
1909,4.950885035270858e-09,1.1001967115120692e-09
1910,1.6032452032632705e-09,9.619471441624228e-09
1911,4.788336838146279e-09,4.25629931299909e-09
1912,5.730363294986773e-09,2.6047106693738442e-09
1913,9.545381374209683e-09,6.36358749028787e-09
1914,7.366418142140674e-09,1.9420556107707654e-08
1915,8.246533234057551e-09,0.0
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,2.1932848870420685e-09,4.386569774084137e-09
1918,1.1486376294556067e-09,5.743188147278033e-09
1919,1.3811772170413406e-08,1.8415696745321952e-09
1920,3.028892692213958e-09,2.2716695191604686e-09
1921,3.0290989716519334e-09,3.0290989716519334e-09
1922,3.6889677978990676e-09,9.591316185719734e-09
1923,1.3800733000834953e-08,9.554353752605493e-09
1924,3.867487219366694e-09,2.578324886925998e-09
1925,9.898360353588487e-09,2.1996355847875293e-09
1926,3.343841648018042e-09,1.1146138456652466e-09
1927,7.804457524684949e-09,1.7838759802657478e-08
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,4.4561625500705304e-09,3.342121912552898e-09
1930,7.352522590764465e-09,3.1510811737689437e-09
1931,3.4216069977333063e-09,3.4216069977333063e-09
1932,4.383814644626227e-09,2.1919073223131136e-09
1933,2.2941324395731044e-09,5.735331320977366e-09
1934,3.5944740517379614e-09,9.585264137967897e-09
1935,9.574627313213568e-09,5.98414207075848e-09
1936,0.0,7.274828739411987e-09
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,2.5930428915188486e-09,0.0
1939,7.647025235257843e-09,0.0
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,6.068423541449874e-09,3.034211770724937e-09
1943,8.709705845433291e-09,8.709705845433291e-09
1944,0.0,9.639558484764166e-09
1945,2.178504043826024e-09,0.0
1946,1.2528993842408909e-08,4.1763312808029696e-09
1947,7.152522574216391e-09,4.7683483828109274e-09
1948,3.2615663503321457e-09,3.2615663503321457e-09
1949,1.9634016634739737e-09,5.890204768377316e-09
1950,5.317680518146517e-09,5.317680518146517e-09
1951,4.264560704569931e-09,4.264560704569931e-09
1952,1.0544804140977249e-08,4.2179215675730575e-09
1953,9.69644453618912e-09,4.3095309543161875e-09
1954,9.772536113672459e-10,2.9317608341017376e-09
1955,1.8771215692936494e-09,0.0
1956,6.976913269340912e-09,5.232684952005684e-09
1957,3.534015080575159e-09,5.301022731885041e-09
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,5.425523585955716e-09,1.0851047171911432e-08
1960,4.844583401109048e-09,1.1073333361366622e-08
1961,3.47407969059077e-09,4.16889545107324e-09
1962,3.805173953708163e-09,5.7077609305622445e-09
1963,4.526237162849611e-09,3.879631726988464e-09
1964,3.6503808864551957e-09,3.6503808864551957e-09
1965,6.5664522708175355e-09,3.2832261354087677e-09
1966,4.431259803538978e-09,3.8773522170743036e-09
1967,3.451234853457663e-09,6.409436092980059e-09
1968,7.186265360559219e-09,3.1439910674890825e-09
1969,6.358460868938209e-09,9.083515606356229e-10
1970,7.817832603507213e-09,5.518470125309705e-09
1971,1.541519245584766e-09,2.0553589941130213e-09
1972,2.565073486948677e-09,4.104117490300041e-09
1973,1.6539611902288698e-09,1.6539611902288698e-09
1974,6.1881286761433785e-09,5.625571564138454e-09
1975,5.140332159925265e-09,2.8557400888473694e-09
1976,8.570290255249802e-09,3.9994687561772935e-09
1977,1.057820764316375e-08,2.938390863960194e-09
1978,2.3762365408686037e-09,2.970295565063452e-09
1979,5.266775904289034e-09,2.925986564150662e-09
1980,7.390696055153967e-09,4.548120546843393e-09
1981,5.69299452024552e-09,4.427884725544118e-09
1982,5.586751949948621e-09,1.2415004579935385e-09
1983,1.2630632095778083e-09,4.4207211225000265e-09
1984,5.799008384599347e-09,1.7397025486864948e-09
1985,4.210890747202711e-09,3.609334831011779e-09
1986,5.395036861699509e-09,2.997242676272549e-09
1987,4.277571630240118e-09,2.4443267410134695e-09
1988,2.99827696004229e-09,1.1993107618124554e-09
1989,1.0976244357863152e-09,4.390497743145261e-09
1990,4.358920779878872e-09,1.6345953479657283e-09
1991,2.9307325455363298e-09,2.9307325455363298e-09
1992,3.30596661157756e-09,1.1019888335184191e-09
1993,6.647049133334804e-09,3.323524566667402e-09
1994,1.0549853213248639e-09,5.274926606624319e-10
1995,3.795715741716776e-09,3.795715741716776e-09
1996,1.067618438099771e-09,2.6690460952494277e-09
1997,1.917957792585412e-09,3.835915585170824e-09
1998,2.86087753487152e-09,9.536258449571733e-10
1999,5.0272213059088244e-09,2.285100553223174e-09
2000,3.092622158362701e-09,3.97622823555821e-09
2001,4.8193329327261836e-09,2.190605918883648e-09
2002,4.381221607729913e-09,5.257465574004527e-09
2003,3.333538334260311e-09,8.333845835650777e-10
2004,1.7619165015858584e-09,1.7619165015858584e-09
2005,4.5037495954858286e-10,4.5037495954858286e-10
2006,4.117890028965121e-09,1.2353669198716943e-09
2007,1.997239706952314e-09,0.0
2008,2.1287198670449925e-09,3.8316958494988285e-09
2009,1.430457752249481e-09,3.814554005998616e-09
2010,7.558068837454357e-09,4.723792912386671e-09
2011,2.6767803529281764e-09,3.4415748029203996e-09
2012,2.382976926895708e-09,4.425528388196653e-09
2013,5.020424964641279e-09,6.136075203500013e-09
2014,8.445236510112863e-09,3.897801192920269e-09
2015,9.309617077235544e-09,1.1969507163200888e-08
2016,8.285359953674742e-09,5.3854840587064245e-09
2017,4.024978128569501e-09,2.0124890642847504e-09
2018,4.130346731301415e-09,4.904786798931582e-09
2019,5.612172948588068e-09,1.1479444950168727e-08
