year,vieux_ADJ artisans_NOUN,vieux_ADJ partisans_NOUN
1800,0.0,1.5720821977538435e-08
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,1.5602713787643552e-08
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,1.729001475325731e-08
1807,0.0,1.4234775136401367e-08
1808,9.064295980465431e-09,0.0
1809,0.0,4.51806094758922e-08
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,2.0130190847567064e-08,1.1502966579257645e-08
1814,0.0,0.0
1815,8.091670444798638e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,1.2421260464634543e-08,1.5526575580793178e-08
1820,2.254631326081835e-08,1.542642635854463e-08
1821,1.97229765852569e-09,2.2681422962023134e-08
1822,3.0076847679083585e-09,4.010246357211145e-09
1823,1.087095569118901e-08,8.894418535021487e-09
1824,2.5263338088166165e-09,2.189489300974401e-08
1825,0.0,5.283265824829186e-09
1826,0.0,9.688783109140786e-09
1827,1.8434546111834038e-09,5.1616730445402936e-08
1828,7.337841001486822e-09,1.4675682002973645e-08
1829,0.0,2.914879893012312e-08
1830,1.0436835840010872e-09,2.2961039292113128e-08
1831,3.1182412207897414e-09,4.677361609140007e-09
1832,1.3529969367098715e-09,2.570694235259907e-08
1833,2.3167257001688313e-09,2.3167256557599103e-08
1834,0.0,1.5868701908061666e-08
1835,0.0,1.4369867074037757e-08
1836,0.0,2.016225053580456e-08
1837,4.87052354003481e-09,1.6003149028165353e-08
1838,3.787297142565649e-09,2.019891809368346e-08
1839,2.7965900706306e-09,1.11863602825224e-08
1840,0.0,8.917564464638872e-09
1841,0.0,7.0626033910059505e-09
1842,0.0,6.708265054555795e-10
1843,0.0,1.594865928211675e-08
1844,7.1351298203126134e-09,1.4270259640625227e-08
1845,0.0,1.674068350610014e-08
1846,2.9272506640865004e-09,1.9905304071698993e-08
1847,0.0,1.1865092020002521e-08
1848,0.0,3.218088684420195e-09
1849,0.0,5.02764896381791e-09
1850,8.146795238417326e-09,2.851378333446064e-08
1851,6.449438760824933e-10,1.2898877521649865e-08
1852,3.906327261660181e-09,3.2552727180501506e-09
1853,2.388772735173461e-09,8.957897534855874e-09
1854,1.558699391779328e-09,9.352196350675968e-09
1855,1.0613874223963649e-09,5.837630823180007e-09
1856,1.0354378465748937e-09,9.318940286107136e-09
1857,0.0,3.4170564155999728e-09
1858,9.787352039936081e-10,2.3489644007668176e-08
1859,4.073738679721828e-09,1.9350258284589472e-08
1860,0.0,7.781213007262977e-09
1861,4.715963730639317e-10,1.7920662287451705e-08
1862,1.8071945051545413e-09,1.626475132354699e-08
1863,9.989241656072068e-10,6.493007020935693e-09
1864,0.0,8.151037178549814e-09
1865,4.706844358715045e-10,5.177528628053096e-09
1866,4.865612801552288e-09,1.8002767276925624e-08
1867,3.88224918879132e-09,6.308654931785895e-09
1868,3.951899252285784e-09,1.3831646938911035e-08
1869,4.883519144627257e-10,8.30198221279943e-09
1870,0.0,6.307453670473251e-09
1871,0.0,6.37270636261178e-09
1872,0.0,9.675742873582749e-09
1873,5.387403856360606e-09,4.788803575905831e-09
1874,5.974609140757536e-10,7.169530746864439e-09
1875,1.716458086775674e-09,1.0298748520654044e-08
1876,2.418405919968336e-09,6.04601479992084e-09
1877,0.0,2.1028373708986692e-08
1878,8.4547240319921e-09,7.2469061862534545e-09
1879,5.498392852132383e-09,7.331190321480108e-09
1880,2.5671385017744797e-09,6.417846254436199e-09
1881,2.091752326904839e-09,2.7890030285249168e-09
1882,1.3310770263785798e-09,6.655385131892899e-09
1883,5.687405213450347e-09,9.479008689083912e-09
1884,2.6406787867472303e-09,3.9610181801208455e-09
1885,5.80107206715752e-09,3.2228177904158883e-09
1886,7.098810428374236e-09,1.2261581083805595e-08
1887,1.3057849246322917e-09,1.4363633837888301e-08
1888,3.1703073499755874e-09,1.9021844099853524e-09
1889,2.5060546970934183e-09,4.385595886446936e-09
1890,1.3108772956016423e-09,5.243509182406569e-09
1891,3.824531802365527e-09,0.0
1892,6.268512375839919e-10,6.268512375839919e-10
1893,0.0,3.079208221734575e-09
1894,3.150769645188234e-09,4.411077725308132e-09
1895,2.4074457982692365e-09,3.0093072478365457e-09
1896,2.948514543632541e-09,7.076434549446731e-09
1897,4.078699600285063e-09,9.322741689743452e-09
1898,7.921697076085366e-09,9.619203211741478e-09
1899,7.185851913504848e-09,2.2110313580014918e-09
1900,1.038210584169974e-08,5.710158568206225e-09
1901,2.235495566438317e-09,2.235495566438317e-09
1902,1.4730852093691738e-09,5.892340837476695e-09
1903,1.0260418292773466e-08,2.7001101354784396e-09
1904,7.524475265086039e-09,2.6873125946735854e-09
1905,3.6125313851442797e-09,1.0321518084666081e-09
1906,1.0288369267641428e-08,5.144184633820714e-09
1907,1.3885677496716653e-08,3.599990305858114e-09
1908,9.331639461152008e-09,4.911389073214423e-10
1909,9.351672325408344e-09,8.251475058784763e-09
1910,1.870452770447173e-08,5.878565634276356e-09
1911,2.3409645777405785e-08,4.25629931299909e-09
1912,1.9795800554334164e-08,7.293189607793238e-09
1913,1.96210621083992e-08,6.893886794756554e-09
1914,1.6072185360371805e-08,2.678697486047099e-09
1915,4.712304768617059e-09,7.068456930880984e-09
1916,1.2086208478478966e-08,3.2962386153911893e-09
1917,4.7155623406069935e-08,9.869782324756216e-09
1918,3.790504266021344e-08,1.1486376294556067e-08
1919,2.1178051312631396e-08,8.287063479883727e-09
1920,2.1959472462640406e-08,4.543339038320937e-09
1921,2.3475516641724425e-08,3.7863738810983705e-09
1922,2.1396012073182646e-08,3.6889677978990676e-09
1923,2.229349149729387e-08,1.0615948120573648e-09
1924,2.707241186783449e-08,0.0
1925,2.0896537833436923e-08,2.1996355847875293e-09
1926,2.5636119005412183e-08,2.229227691330493e-09
1927,1.8953683067479687e-08,1.1149224876660924e-09
1928,2.9707706517001498e-08,2.2852082448565625e-09
1929,3.676334259239411e-08,1.1140405931087116e-08
1930,2.520864939015155e-08,2.100720708497761e-09
1931,2.5091784650044247e-08,6.843213995466613e-09
1932,8.767629289252454e-09,1.2055489939655217e-08
1933,5.735331320977366e-09,4.588264879146209e-09
1934,1.1981580172459871e-08,7.188948103475923e-09
1935,2.154291145473053e-08,1.196828414151696e-08
1936,2.5461901032031165e-08,7.274828739411987e-09
1937,2.7700460591972842e-08,1.7627565185307503e-08
1938,2.3337385357535823e-08,7.779128452511941e-09
1939,4.7411557346777045e-08,6.117620188206274e-09
1940,5.5787225505810056e-08,2.5357829169792012e-09
1941,4.132103725851266e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,4.3548528338988035e-08,3.774205836748479e-08
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,3.267756198965799e-08,1.742803235060819e-08
1946,1.6705325123211878e-08,5.568441707737293e-09
1947,1.4305045148432782e-08,4.7683483828109274e-09
1948,1.9569398546082084e-08,3.2615663503321457e-09
1949,4.810334175431308e-08,2.945102384188658e-09
1950,2.0207187034770868e-08,7.444753258312176e-09
1951,2.9851925376078725e-08,2.1322803522849654e-09
1952,1.687168627029223e-08,1.0544803918932644e-09
1953,2.693456835345387e-08,4.3095309543161875e-09
1954,1.9545073115523337e-08,4.886268278880834e-09
1955,2.627970197011109e-08,5.631364707880948e-09
1956,2.9651880950609666e-08,1.744228317335228e-09
1957,2.297109880089465e-08,8.835037701437898e-10
1958,1.4062814024384807e-08,5.790570245522986e-09
1959,1.6276571201956358e-08,1.5501495642666896e-09
1960,2.0070416439921246e-08,1.3841666701708277e-09
1961,2.084447814354462e-08,6.948159270159238e-10
1962,1.0147130247162295e-08,1.2683912808952869e-09
1963,1.0345685197421517e-08,6.466053470433053e-09
1964,1.520992043424485e-08,6.6923653285755336e-09
1965,1.91521518644322e-08,8.20806533852192e-09
1966,1.8278946356531378e-08,2.769537488234164e-09
1967,8.874604162656397e-09,4.930335695263466e-09
1968,2.0660513300185812e-08,5.3896989093971115e-09
1969,8.175163657142548e-09,7.2668124850849836e-09
1970,1.977451802304131e-08,2.7592350626548523e-09
1971,2.1067430466814585e-08,4.624557625731995e-09
1972,9.234264020108185e-09,5.643161493651405e-09
1973,1.3783009400469837e-08,2.7566018356850464e-09
1974,1.7439271360331077e-08,1.1813700240281833e-08
1975,1.3707552426467373e-08,3.998036124386317e-09
1976,1.5997875024709174e-08,2.856763492431469e-09
1977,2.2331770210826107e-08,4.11374712072643e-09
1978,2.257424647211792e-08,2.3762365408686037e-09
1979,7.607565244427406e-09,2.925986564150662e-09
1980,1.3644362084619388e-08,0.0
1981,1.3916208629893845e-08,6.325549528618524e-10
1982,1.1173503899897241e-08,6.828252629986764e-09
1983,1.1999100379966876e-08,3.78918940668882e-09
1984,6.958810416790584e-09,2.3196033982486597e-09
1985,4.812446441349039e-09,5.414002135495366e-09
1986,1.498621315931814e-08,7.1933827783254856e-09
1987,9.166225112267057e-09,5.49973533381376e-09
1988,1.139345240375178e-08,1.798966087207532e-09
1989,8.232182935330457e-09,1.0976244357863152e-09
1990,4.358920779878872e-09,4.90378582185258e-09
1991,7.033758464558559e-09,1.7584396161396398e-09
1992,9.366905473484621e-09,1.1019888335184191e-09
1993,6.647049133334804e-09,3.877445031719162e-09
1994,1.2132331583813993e-08,6.857404422078162e-09
1995,6.506940763983948e-09,5.964695848348356e-09
1996,7.473328622609188e-09,2.135236876199542e-09
1997,2.876936688878118e-09,3.835915585170824e-09
1998,6.675381136744818e-09,3.814503379828693e-09
1999,5.0272213059088244e-09,3.1991407301035224e-09
2000,8.83606254831193e-09,5.3016377954406835e-09
2001,6.133696661692056e-09,3.066848330846028e-09
2002,7.448076377869484e-09,6.571832411594869e-09
2003,1.0417307017007715e-08,1.2500769308587678e-09
2004,5.726228824443069e-09,1.3214374039449694e-09
2005,5.854874363109275e-09,6.7556245042510454e-09
2006,4.529678854225949e-09,1.3589036562677848e-08
2007,7.190063211481856e-09,1.2782334302130494e-08
2008,3.405951742863067e-09,7.2376473703172906e-09
2009,4.291373478793048e-09,5.721831008997924e-09
2010,1.4171379625338432e-09,1.8895172093635892e-09
2011,3.059177577924288e-09,1.529588788962144e-09
2012,7.148930780687124e-09,6.808505426114664e-10
2013,6.9728125495771565e-09,4.183687618564136e-09
2014,6.063246349441442e-09,3.897801192920269e-09
2015,3.989835573037226e-09,1.7732603163622684e-09
2016,3.935546111222266e-09,4.349814286541687e-09
2017,4.2765391228272165e-09,2.5156112748447867e-09
2018,6.9699601645822895e-09,3.3559066636712487e-09
2019,4.08158040698936e-09,2.2958890344426663e-09
