year,auras_VERB assez_ADV,auras_VERB passé_VERB
1871,0.0,2.1242354542039266e-09
1872,6.047339295989218e-10,1.8142017887967654e-09
1873,0.0,4.788803575905831e-09
1874,0.0,3.5847653734322193e-09
1875,5.721527140956084e-10,2.2886108563824337e-09
1876,6.04601479992084e-10,1.0882827083946722e-08
1877,0.0,3.710889595609501e-09
1878,0.0,4.831270938865373e-09
1879,1.221865053580018e-09,3.0546627449723474e-09
1880,2.5671385017744797e-09,3.8507077526617195e-09
1881,0.0,1.4642266066289267e-08
1882,3.3276925659464496e-09,7.320923423037584e-09
1883,1.2638677882037541e-09,1.0742875922176154e-08
1884,2.6406787867472303e-09,4.621187876807653e-09
1885,0.0,6.445635580831777e-09
1886,0.0,2.5813855497602844e-09
1887,1.3057849246322917e-09,5.876032105334161e-09
1888,6.340614699951175e-10,5.07249175996094e-09
1889,0.0,1.4409814674820609e-08
1890,0.0,5.898947996740844e-09
1891,0.0,3.824531802365527e-09
1892,3.761107425503951e-09,8.149066310636499e-09
1893,6.158416554491453e-10,1.847525021858587e-09
1894,0.0,1.8904617871129403e-09
1895,0.0,1.8055843487019274e-09
1896,1.179405795248556e-09,3.5382172747233653e-09
1897,0.0,4.078699600285063e-09
1898,0.0,1.6975064687230201e-09
1899,5.527578395003729e-10,4.4220627160029835e-09
1900,1.038210628578895e-09,5.19105292084987e-09
1901,3.912117296778206e-09,9.500856101851696e-09
1902,4.910283846193408e-10,4.419255628107521e-09
1903,2.1600881083827517e-09,3.7801539676252105e-09
1904,1.0749250378694342e-09,1.0749250378694342e-09
1905,1.0321518084666081e-09,3.6125313851442797e-09
1906,0.0,2.0576738091193647e-09
1907,0.0,1.028568674676933e-09
1908,9.822778146428846e-10,6.384805573134145e-09
1909,0.0,9.901770070541716e-09
1910,0.0,4.275320542035388e-09
1911,2.6601871816467337e-09,2.128149656499545e-09
1912,1.0418842455450772e-09,1.0418842455450772e-09
1913,0.0,1.590896969716482e-09
1914,6.696743715117748e-10,6.696743604095445e-09
1915,0.0,5.890381071793627e-09
1916,1.0987462051303964e-09,5.493730803607377e-09
1917,1.0966424435210342e-09,0.0
1918,0.0,0.0
1919,0.0,4.603924352863942e-09
1920,0.0,6.057785384427916e-09
1921,1.5145494858259667e-09,9.844571380313027e-09
1922,1.4755870969551665e-09,2.2133805899215986e-09
1923,0.0,1.0615948120573648e-09
1924,0.0,6.445812328337297e-09
1925,4.399271169575059e-09,1.0998177923937646e-09
1926,0.0,7.802296586589819e-09
1927,0.0,4.4596899506643695e-09
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,0.0,0.0
1930,3.1510811737689437e-09,0.0
1931,0.0,0.0
1932,1.0959536611565568e-09,3.287861094491973e-09
1933,0.0,6.882397318719313e-09
1934,0.0,5.990790086229936e-09
1935,3.590485242455088e-09,7.180970484910176e-09
1936,3.6374143697059935e-09,1.2124714565686645e-09
1937,0.0,1.2591118148108649e-09
1938,0.0,2.5930428915188486e-09
1939,1.5294050470515685e-09,6.117620188206274e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,6.068423541449874e-09
1943,0.0,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,0.0,5.568441707737293e-09
1947,2.3841741914054637e-09,0.0
1948,0.0,6.523132700664291e-09
1949,1.9634016634739737e-09,4.908504269707237e-09
1950,0.0,1.0635361480382244e-09
1951,0.0,9.595261474260042e-09
1952,1.0544803918932644e-09,3.1634410646574906e-09
1953,0.0,2.1547654771580937e-09
1954,0.0,1.2704297169818801e-08
1955,2.815682353940474e-09,5.631364707880948e-09
1956,0.0,6.104799332717903e-09
1957,8.835037701437898e-10,6.184526224473075e-09
1958,0.0,7.445019267748876e-09
1959,7.750747821333448e-10,5.425523585955716e-09
1960,2.076250060767393e-09,5.536666680683311e-09
1961,6.948159270159238e-10,4.16889545107324e-09
1962,6.341956404476434e-10,5.0735651235811474e-09
1963,6.466053248388448e-10,3.879631726988464e-09
1964,0.0,8.517555549758526e-09
1965,4.377634699181954e-09,4.924839203113152e-09
1966,1.1078149508847446e-09,2.215629901769489e-09
1967,4.930335584241163e-10,6.902469706915326e-09
1968,1.3474247273492779e-09,3.5931326802796093e-09
1969,1.3625273131978588e-09,4.995933444718048e-09
1970,9.197450023812337e-10,5.978342709767048e-09
1971,1.541519245584766e-09,6.166076982339064e-09
1972,5.130146862875051e-10,2.0520587451500205e-09
1973,5.513203782392395e-10,5.513203671370093e-09
1974,5.625571675160757e-10,5.06301445213353e-09
1975,0.0,3.4268881066168433e-09
1976,5.713526873840635e-10,6.8562320265641574e-09
1977,0.0,3.526069214387917e-09
1978,3.5643548113029055e-09,6.534650598410963e-09
1979,0.0,8.777959692451986e-09
1980,1.1370301367108482e-09,5.116635559687666e-09
1981,0.0,5.060439622894819e-09
1982,2.483000915987077e-09,3.7245013739806154e-09
1983,1.2630632095778083e-09,3.78918940668882e-09
1984,2.3196033982486597e-09,2.3196033982486597e-09
1985,6.015558051686298e-10,6.015557829641693e-09
1986,5.994485463567401e-10,0.0
1987,1.8332451112712533e-09,5.49973533381376e-09
1988,1.1993107618124554e-09,4.797243047249822e-09
1989,0.0,4.939309850016116e-09
1990,1.089730194969718e-09,2.724325431913144e-09
1991,1.1722930404189924e-09,7.033758464558559e-09
1992,5.509944167592096e-10,4.4079553340736766e-09
1993,1.1078414852150331e-09,4.985286850001103e-09
1994,1.5824779264761446e-09,2.637463358823311e-09
1995,0.0,5.4224509327127635e-09
1996,0.0,5.871901187504136e-09
1997,1.438468344439059e-09,6.233362714880286e-09
1998,0.0,5.2449422582867555e-09
1999,4.570201161957499e-10,4.113180906983871e-09
2000,4.4180314962005696e-10,8.83606254831193e-09
2001,4.3812117822561447e-10,3.5049694258049158e-09
2002,8.76244299341522e-10,4.81934359086722e-09
2003,3.333538334260311e-09,6.250384210204629e-09
2004,0.0,3.9643119897903034e-09
2005,1.3511248786457486e-09,5.854874363109275e-09
2006,0.0,5.353256948836815e-09
2007,1.5977917877663117e-09,1.1184542181297275e-08
2008,4.257439734089985e-09,1.1069342775726909e-08
2009,4.76819250749827e-09,1.3827758493789588e-08
2010,3.7790344187271785e-09,1.5116137674908714e-08
2011,1.911985902935953e-09,1.3001504761689375e-08
2012,3.063827413996023e-09,2.4510619311968185e-08
2013,6.414987652192394e-09,2.119734965333464e-08
2014,4.547434873103384e-09,2.2520630693634303e-08
2015,9.087958829923082e-09,2.7042219130635203e-08
2016,8.906762438698479e-09,2.38204105329487e-08
2017,8.049956257139002e-09,4.8048175216308664e-08
2018,6.195520096952123e-09,3.3300921131740324e-08
2019,4.3366790158927415e-09,2.627517403652746e-08
