year,premiers_ADJ airs_NOUN,premiers_ADJ pères_NOUN
1859,1.7313389832906978e-08,5.499547199860899e-07
1860,1.4646988510946812e-08,4.719076684978063e-07
1861,8.017138064531082e-09,5.168696333157641e-07
1862,1.2650361647104091e-08,4.4321446068806836e-07
1863,8.990317823531768e-09,6.168356776470318e-07
1864,4.315255264231155e-09,4.74198600386444e-07
1865,1.4120533631256649e-09,4.5844664953165193e-07
1866,1.9462451650298362e-09,5.235399385128403e-07
1867,4.367530337390235e-09,4.289885282560135e-07
1868,1.4819622196071691e-09,4.2482916740027576e-07
1869,2.441759683335931e-09,4.868868614948951e-07
1870,2.8670243956696595e-09,3.6468550490553753e-07
1871,2.1242354542039266e-09,2.1667201366426525e-07
1872,1.2094679036067646e-08,2.987385627761796e-07
1873,8.979006871356887e-09,3.7232948102428054e-07
1874,5.974609251779839e-09,2.5929804081670227e-07
1875,5.721527140956084e-10,3.146839873124918e-07
1876,1.209202959984168e-09,3.5127345654473174e-07
1877,2.4739263970730008e-09,3.086223259174403e-07
1878,2.4156354694326865e-09,3.840860500758936e-07
1879,1.4051448005147904e-08,3.6106112588640826e-07
1880,7.701415505323439e-09,2.624899195780017e-07
1881,6.972507571312292e-10,3.2003809735670075e-07
1882,1.2645231528551903e-08,3.194584934362865e-07
1883,8.21514056781325e-09,2.0537851952440178e-07
1884,7.922036360241691e-09,1.9541023021929504e-07
1885,5.80107206715752e-09,2.2882007044700003e-07
1886,4.5174246565693466e-09,2.0586549709378232e-07
1887,0.0,2.3112392710800123e-07
1888,0.0,1.883162568105945e-07
1889,2.5060546970934183e-09,2.1050859544402556e-07
1890,0.0,1.5861615310086563e-07
1891,7.0116419337296065e-09,1.8039042970485752e-07
1892,5.641661360300532e-09,1.7238409100173158e-07
1893,6.158416554491453e-10,1.872158605920049e-07
1894,3.780923574225881e-09,2.0164925729204697e-07
1895,4.213029924926559e-09,1.1916856834659484e-07
1896,5.89702897624278e-10,1.5391245256068942e-07
1897,0.0,1.2877037391945123e-07
1898,0.0,2.1049080345392213e-07
1899,5.527578395003729e-09,1.6306356087625318e-07
1900,4.671947717582725e-09,1.713047552698299e-07
1901,0.0,1.5480807036283295e-07
1902,3.928227076954727e-09,1.1539166777652099e-07
1903,3.7801539676252105e-09,1.7604718038910505e-07
1904,3.7622376325430196e-09,1.4511488188873045e-07
1905,3.096455536422127e-09,1.3624403649714623e-07
1906,1.0288369045596824e-09,1.6924366974535587e-07
1907,5.65712765521198e-09,1.6611383912845668e-07
1908,7.367083831866239e-09,1.46850531734799e-07
1909,1.2102163715610459e-08,1.4027508044023307e-07
1910,6.412980813053082e-09,1.4963621453034648e-07
1911,2.128149656499545e-09,1.3832973166927331e-07
1912,3.125652625612929e-09,1.364868396080965e-07
1913,7.954484182448596e-09,1.0659009319624602e-07
1914,2.0090231700464756e-09,1.3058650338848565e-07
1915,9.424609537234119e-09,1.1191723814363286e-07
1916,0.0,5.493730981243061e-08
1917,1.0966424435210342e-09,7.12817573855773e-08
1918,8.040463406189247e-09,1.4243106249978155e-07
1919,6.4454939163738345e-09,7.274200086726523e-08
1920,7.572231730534895e-09,9.389567523498954e-08
1921,6.815472630705699e-09,9.011569446215617e-08
1922,2.951174193910333e-09,8.632184389512076e-08
1923,2.1231896241147297e-09,9.448193694083784e-08
1924,0.0,1.0313299725339675e-07
1925,2.1996355847875293e-09,1.4737558373667525e-07
1926,1.1146138456652466e-09,1.8168204718449488e-07
1927,5.574612327308159e-09,1.4939961090476572e-07
1928,5.713020723163709e-09,1.1883083317343335e-07
1929,5.570202965543558e-09,1.1586022452547695e-07
1930,8.402882833991043e-09,1.4179864749053195e-07
1931,1.4826963656844327e-08,1.163346414756461e-07
1932,1.9727165678773417e-08,1.1617109052508567e-07
1933,1.1470662197865522e-09,1.5026567368181531e-07
1934,0.0,9.944711365506009e-08
1935,0.0,1.4481624077689048e-07
1936,3.031178508194898e-08,1.1518478615357708e-07
1937,2.5182236296217297e-09,7.428759651872952e-08
1938,0.0,8.427389275311725e-08
1939,0.0,9.176429927038043e-08
1940,0.0,1.546827590459543e-07
1941,0.0,1.8594465700516594e-07
1942,3.034211770724937e-09,1.3047110769548453e-07
1943,1.4516175816936538e-08,1.82903818313207e-07
1944,6.4263723231761105e-09,1.6387249068827714e-07
1945,1.3071024262956144e-08,1.0674669681520754e-07
1946,0.0,2.199534492319799e-07
1947,1.1920870957027319e-09,1.5973967393279054e-07
1948,9.784699273041042e-09,1.5655518126322931e-07
1949,8.835307596655184e-09,1.2860280662607693e-07
1950,2.1270722960764488e-09,1.3613262339617904e-07
1951,4.264560704569931e-09,1.972359378044075e-07
1952,1.0544803918932644e-09,8.33039468517427e-08
1953,3.232148326759443e-09,1.3251807473579902e-07
1954,8.795282724349818e-09,1.407245200368834e-07
1955,1.1262729415761896e-08,1.0793448623758195e-07
1956,2.616342476002842e-09,1.0552581386491511e-07
1957,4.417518795207798e-09,2.0850689708140635e-07
1958,0.0,1.0836638608680005e-07
1959,0.0,1.3873838611289102e-07
1960,1.1765417085030094e-08,1.3288000033639946e-07
1961,2.08444772553662e-09,1.3340466153977104e-07
1962,4.43936931660005e-09,1.2874171062549067e-07
1963,3.2330267352165265e-09,1.4742601450734583e-07
1964,7.909158661334459e-09,2.1902286562180961e-07
1965,4.377634699181954e-09,1.3023462841488254e-07
1966,2.215629901769489e-09,1.3847686730628084e-07
1967,5.916402479044791e-09,1.5974287137510146e-07
1968,6.737123747768692e-09,1.9358002134595154e-07
1969,4.541757636644661e-09,1.6849921280481794e-07
1970,5.518470125309705e-09,1.3934137399473912e-07
1971,8.735275613958038e-09,1.7213631764434467e-07
1972,7.69522046084603e-09,1.1183719905716316e-07
1973,3.859242703185828e-09,1.5271574227426754e-07
1974,7.313243344242437e-09,1.4457718933158503e-07
1975,3.998036124386317e-09,1.1537189692489846e-07
1976,4.570821499072508e-09,1.936885567488389e-07
1977,1.7630346071939584e-09,9.344083196083375e-08
1978,4.158414057542359e-09,1.1465341387406625e-07
1979,2.3407893401383717e-09,8.777960047723354e-08
1980,2.2740602734216964e-09,1.0346974121944186e-07
1981,2.5302198114474095e-09,1.037390084945855e-07
1982,4.966001831974154e-09,1.2911604585497116e-07
1983,8.209910973278056e-09,9.662433697599226e-08
1984,7.538710988796993e-09,1.206193722680382e-07
1985,7.820225356169885e-09,9.925670596544478e-08
1986,1.7983456945813714e-09,1.0610239442598868e-07
1987,7.944062296871834e-09,1.4849285179252547e-07
1988,2.99827696004229e-09,1.2532797200037749e-07
1989,2.1952488715726304e-09,9.988382032588561e-08
1990,7.628111475810329e-09,1.0243463677284126e-07
1991,1.6998249918742658e-08,1.0843710640529025e-07
1992,7.713921945651236e-09,1.4931948300045406e-07
1993,6.093128224193833e-09,9.028908110053635e-08
1994,4.2199412852994556e-09,1.4347800103564623e-07
1995,7.591431483433553e-09,1.1495595941823922e-07
1996,4.270473752399084e-09,1.371889695178652e-07
1997,6.233362714880286e-09,1.3233908902066105e-07
1998,4.291316191284977e-09,1.2540179739062296e-07
1999,2.7421207526856506e-09,1.2750860989285684e-07
2000,9.277866475088103e-09,1.0868357591675704e-07
2001,6.571817756650944e-09,1.1960707979596918e-07
2002,2.6287327870022636e-09,1.463327983231011e-07
2003,7.083769126836614e-09,1.3250815200649413e-07
2004,6.607186797680242e-09,1.374294846812063e-07
2005,1.8014998381943315e-09,1.3195986525715853e-07
2006,7.412201963319376e-09,1.4042004536918284e-07
2007,3.994479413904628e-09,1.298205809519004e-07
2008,9.366367237362283e-09,1.2005979854734505e-07
2009,7.629108011997232e-09,1.554430753003544e-07
2010,9.447585824773341e-09,1.1148151912721005e-07
2011,6.883149605840799e-09,1.1969032343017716e-07
2012,6.468080293586809e-09,7.693611081549534e-08
2013,6.693900100884775e-09,8.451048927327065e-08
2014,7.795602385840539e-09,9.398031863838696e-08
2015,7.314698624583116e-09,1.0905551306450434e-07
2016,6.214019965256057e-09,1.3235862894589445e-07
2017,1.0062445099379147e-08,1.152149984307016e-07
2018,2.323319980845895e-09,9.241651000024831e-08
2019,5.867272001580659e-09,7.959081926856015e-08
