year,pas_ADV uni_VERB,pas_ADV puni_VERB
1800,2.5153315164061496e-07,2.138031902632065e-07
1801,1.9525697325661895e-07,2.881230898310605e-07
1802,1.3427040812530322e-07,1.8350289110458107e-07
1803,1.4042441875972145e-07,1.014176405078615e-07
1804,1.458392091535643e-07,2.669599155069591e-07
1805,9.381496113292087e-08,2.8144489760961733e-07
1806,1.873084869430386e-07,1.3832011802605848e-07
1807,8.256169792275614e-08,2.1921555060089304e-07
1808,1.246340701754889e-07,1.7222161829977267e-07
1809,1.5587310997489112e-07,1.6490922405409947e-07
1810,1.4040760731859336e-07,1.193464669313471e-07
1811,6.518399686683551e-08,1.930449116116506e-07
1812,1.0135391192989118e-07,2.2404549326893175e-07
1813,9.202373263406116e-08,1.6104152678053651e-07
1814,3.776012391654149e-08,1.541871768040437e-07
1815,4.8550024445148665e-08,1.1867783911156948e-07
1816,7.879853569647821e-08,1.1356259221884102e-07
1817,1.665854512111764e-07,1.9460917144442647e-07
1818,1.0252212234718172e-07,1.645122438276303e-07
1819,4.968504185853817e-08,1.8942421320389258e-07
1820,9.137190204455692e-08,2.3139638472002844e-07
1821,1.0058717947458717e-07,2.3470342114251252e-07
1822,7.619468078701175e-08,1.513867999847207e-07
1823,5.0401702367253165e-08,1.4824030358795426e-07
1824,9.347434826167955e-08,1.4231680722787132e-07
1825,6.251864448358901e-08,1.9900301140296506e-07
1826,5.19671061738336e-08,1.8584846372959873e-07
1827,8.387718253288767e-08,1.7420646258869965e-07
1828,1.2657775982916064e-07,1.779426384018734e-07
1829,9.859152783064928e-08,1.9118182592592348e-07
1830,6.053365098068753e-08,2.0247460952305119e-07
1831,1.02901957177437e-07,1.683850285871813e-07
1832,5.276687886635045e-08,1.5965363786563103e-07
1833,1.0888610546544442e-07,1.5522061858064262e-07
1834,7.000897994657862e-08,2.42697808516823e-07
1835,1.1193370141882042e-07,1.5353069215962023e-07
1836,1.0685992890557827e-07,1.6936290592184378e-07
1837,8.210311364109657e-08,1.5585675328111392e-07
1838,6.690891751759409e-08,1.3760512729277252e-07
1839,7.900366938429215e-08,1.3563462175625318e-07
1840,5.286841542329057e-08,1.872688528692379e-07
1841,7.383631128732304e-08,1.0272877659645019e-07
1842,9.056157779241403e-08,1.9453968036486913e-07
1843,9.332919148619112e-08,1.4176586660141766e-07
1844,7.354672248993666e-08,2.0143019696661213e-07
1845,8.7051553521178e-08,2.2209307815046486e-07
1846,7.318126904465316e-08,1.8734404250153602e-07
1847,6.148275133455172e-08,1.3698787881821772e-07
1848,5.551202875153649e-08,1.0941501216166216e-07
1849,9.384945087731467e-08,1.3826034717112634e-07
1850,6.653215933738466e-08,9.844044512874461e-08
1851,8.384270699934859e-08,1.4704720285863004e-07
1852,7.552232972329875e-08,1.6081047249372205e-07
1853,9.256494593046227e-08,1.4631233113959752e-07
1854,1.1846115199887208e-07,1.5898733352059935e-07
1855,7.111295730055645e-08,1.6610712805231742e-07
1856,1.1286272183497204e-07,1.646346134975829e-07
1857,9.616572782533694e-08,1.2154957573784486e-07
1858,6.508589223130912e-08,1.8449158289968182e-07
1859,6.008764330545091e-08,1.3850711866325582e-07
1860,6.453829115571352e-08,1.40519546221185e-07
1861,9.431927594505396e-08,1.565699960792699e-07
1862,8.448634503110952e-08,1.0617267776069639e-07
1863,8.09128550827154e-08,2.022821377067885e-07
1864,1.2466293242141546e-07,1.774049280811596e-07
1865,8.142841068092821e-08,1.3743985505243472e-07
1866,6.227984528095476e-08,1.605652215630471e-07
1867,8.492420278116697e-08,1.780981762067313e-07
1868,5.730253960223308e-08,1.7190761525398557e-07
1869,7.862465878361036e-08,1.9631747250059561e-07
1870,1.0263947558541986e-07,1.404841896146536e-07
1871,8.178306387662815e-08,1.4551012839092436e-07
1872,1.1308524250353003e-07,2.969243553252454e-07
1873,5.447263973223926e-08,1.2151589601216983e-07
1874,7.34876905994497e-08,1.0455566012979034e-07
1875,5.607096653648114e-08,1.0756470913975136e-07
1876,1.2454790976335062e-07,2.0193689920233737e-07
1877,6.184816214727107e-08,1.329735397348486e-07
1878,6.703388777395958e-08,1.4735375941654638e-07
1879,7.514469757552433e-08,1.5517686335897451e-07
1880,6.161132404258751e-08,1.5787901475050603e-07
1881,5.020205406935929e-08,1.812852019611455e-07
1882,4.2594464844114555e-08,1.4974617101870535e-07
1883,5.9401784824331116e-08,9.4158153274293e-08
1884,4.027035060971684e-08,1.0496697910866715e-07
1885,6.058897383809381e-08,1.1859969362149059e-07
1886,5.420909587883216e-08,1.2906927793210343e-07
1887,4.1785117588233334e-08,1.1752064210668323e-07
1888,7.164894810784972e-08,1.2871447552242898e-07
1889,5.262714708464955e-08,1.6665264013226988e-07
1890,5.89894781910516e-08,1.1601264304772485e-07
1891,6.884157954800685e-08,1.2748439814913581e-07
1892,3.384996816180319e-08,1.0217674883961081e-07
1893,4.495644034818724e-08,1.3363764139739942e-07
1894,5.608369946230596e-08,1.4241479107113264e-07
1895,5.236194766666813e-08,1.2037229168981867e-07
1896,4.9535042734305534e-08,1.2855522868449043e-07
1897,5.360576338375722e-08,8.099132031702538e-08
1898,7.186110906332033e-08,1.3523468567200325e-07
1899,5.140648084989152e-08,8.899401393591688e-08
1900,5.398695179792412e-08,1.0226374769217728e-07
1901,4.973977496547377e-08,1.1456914705831878e-07
1902,4.910283735171106e-08,8.298379583493443e-08
1903,3.67214987306852e-08,9.774398535000728e-08
1904,8.06193796165644e-08,8.814384955257992e-08
1905,6.502556715304308e-08,1.0166695574298501e-07
1906,6.635998062165527e-08,6.790323681116206e-08
1907,4.4742737514980035e-08,9.308546822239805e-08
1908,5.942780845202833e-08,9.478981155552901e-08
1909,7.866406548373561e-08,1.798821642751136e-07
1910,4.9700602744451317e-08,1.2077779842911696e-07
1911,6.437652899649038e-08,1.0161914332229571e-07
1912,5.730363383804615e-08,9.376957876838787e-08
1913,5.992378504515727e-08,8.590843236788714e-08
1914,7.768223042603495e-08,5.6922321078900495e-08
1915,7.304072369151982e-08,8.717763932963862e-08
1916,3.955486249651585e-08,1.0657838345196069e-07
1917,4.0575770299255964e-08,1.0747096013119517e-07
1918,5.743188324913717e-08,6.547234221443432e-08
1919,4.235610262526279e-08,6.813807829075813e-08
1920,6.739286106949294e-08,1.0298235508798825e-07
1921,6.28538003866197e-08,8.178567156846839e-08
1922,5.902348476638508e-08,7.525494538640487e-08
1923,3.290944050604594e-08,9.023555946896522e-08
1924,7.09039369439779e-08,1.0571132236236735e-07
1925,6.818870446068104e-08,1.1658068643782826e-07
1926,4.458455293843144e-08,9.36275625917915e-08
1927,3.9022285847067906e-08,1.3602054593775392e-07
1928,4.798937425221084e-08,1.1197520422001617e-07
1929,6.795647777835256e-08,8.021092412491271e-08
1930,5.7769820926978355e-08,1.2289216044791829e-07
1931,4.1059283972799676e-08,9.92266038224443e-08
1932,4.4934100884574946e-08,1.0192368904426985e-07
1933,4.12943848004943e-08,1.0094182556485976e-07
1934,5.990790441501304e-08,8.387105765450542e-08
1935,5.505410882733486e-08,7.77938495843955e-08
1936,5.092380206406233e-08,8.366053094732706e-08
1937,3.903246792447135e-08,5.666003133342201e-08
1938,4.2785206488815675e-08,7.649476430060531e-08
1939,5.6587985852729616e-08,7.494084997006212e-08
1940,7.353770570261986e-08,5.5787225505810056e-08
1941,4.427253941230447e-08,5.60785480274717e-08
1942,7.282108072104165e-08,6.068423630267716e-08
1943,5.8064703267746154e-08,7.83873517207212e-08
1944,2.5705489292704442e-08,9.639558129492798e-08
1945,5.010559434026618e-08,7.406913482554955e-08
1946,6.960551957035932e-08,8.909506732379668e-08
1947,6.556479092978407e-08,7.152522840669917e-08
1948,6.088257009650988e-08,6.631851334759631e-08
1949,4.712163814701853e-08,7.853606831531579e-08
1950,3.722376362702562e-08,8.720996191868835e-08
1951,5.757156884556025e-08,8.209279656057333e-08
1952,3.796129277588989e-08,6.85412260281737e-08
1953,6.572035005092403e-08,1.1204780747675613e-07
1954,4.0067398288101685e-08,8.013479657620337e-08
1955,5.443652639769425e-08,7.320774386698758e-08
1956,3.750090726839517e-08,8.546718532898012e-08
1957,4.682570065028813e-08,7.068030072332476e-08
1958,3.9706769427994004e-08,6.369627669755573e-08
1959,2.5577467255288866e-08,5.968075811324525e-08
1960,3.8064584373387333e-08,7.958958292419993e-08
1961,4.516303420132317e-08,7.920901623492682e-08
1962,4.3759499135376245e-08,5.390662849436012e-08
1963,5.302163685882988e-08,8.599850787049945e-08
1964,4.988854129805986e-08,7.48328119470898e-08
1965,4.268193976031398e-08,6.457010925942086e-08
1966,3.378835700118543e-08,8.031658182972023e-08
1967,3.056808139945133e-08,1.8045028582491796e-07
1968,3.952445837285268e-08,8.264205320074325e-08
1969,5.268439196015606e-08,7.72098829315837e-08
1970,3.7709543931896405e-08,7.7718453894704e-08
1971,4.6759417671182746e-08,5.909157252403929e-08
1972,3.5911028817281476e-08,6.771794147653054e-08
1973,2.866866033457427e-08,5.127279578687194e-08
1974,3.31908722728258e-08,5.794338875375615e-08
1975,2.9699696924012642e-08,7.767613396936213e-08
1976,2.742492810625663e-08,5.770662170334617e-08
1977,4.525121966025836e-08,6.28815683967332e-08
1978,2.9108898402796513e-08,5.762373689321976e-08
1979,3.3941446986318624e-08,1.0006874617829453e-07
1980,3.2973872521324665e-08,5.002932468300969e-08
1981,3.28928564385933e-08,6.325549861685431e-08
1982,4.034876610603533e-08,5.2143018791639406e-08
1983,3.4734238596456635e-08,4.862793190341108e-08
1984,3.537395087960249e-08,5.3930779841948606e-08
1985,3.849957153079231e-08,5.9554025710895075e-08
1986,4.136195030923773e-08,6.953602849080198e-08
1987,4.827545296848257e-08,4.460896363411848e-08
1988,3.1781734577407406e-08,5.996553653631054e-08
1989,3.951447880012893e-08,5.7625282323670035e-08
1990,4.195461400513523e-08,6.592867407562153e-08
1991,3.165191131415668e-08,6.271767460930278e-08
1992,3.305966345124034e-08,7.107828281505135e-08
1993,2.8249957040316076e-08,5.649991408063215e-08
1994,3.481451571474281e-08,6.066165525453471e-08
1995,3.307695095600138e-08,6.290042620094027e-08
1996,3.3096171137003694e-08,6.245567618634595e-08
1997,3.883864607701071e-08,6.473107561077995e-08
1998,3.480734278582531e-08,7.533644463819655e-08
1999,3.519054914136177e-08,7.129514045800533e-08
2000,3.2251630699420275e-08,8.173358168050981e-08
2001,3.504969470213837e-08,7.448060301840087e-08
2002,1.9715496790695397e-08,1.0120621851683609e-07
2003,3.2501997537792704e-08,9.00055354691176e-08
2004,3.788120395142869e-08,5.726228735625227e-08
2005,3.1075870765562286e-08,6.215174153112457e-08
2006,3.706101026068609e-08,7.28866496046976e-08
2007,2.915970043204652e-08,6.191443446823541e-08
2008,2.5970381400952647e-08,7.833688897562752e-08
2009,4.100645512039591e-08,6.627787740853819e-08
2010,3.3538931631937885e-08,7.983210537076957e-08
2011,2.4473420623394304e-08,9.827608238310859e-08
2012,2.655317032917992e-08,8.748929758439772e-08
2013,2.7333426189102283e-08,1.0515001491739895e-07
2014,2.9016964830930192e-08,1.1065424843081928e-07
2015,3.435691908748595e-08,1.0528733440651195e-07
2016,3.252003821785365e-08,1.0729541344289828e-07
2017,3.3457631332112214e-08,1.2100090884814563e-07
2018,2.917057351226049e-08,9.448168469816665e-08
2019,2.831596468411135e-08,9.540693923781873e-08
