year,leurs_DET yeux_NOUN,leurs_DET pieux_ADJ
1800,1.0740466251490943e-05,2.2009151834367913e-08
1801,1.024384789616306e-05,3.333655484993869e-08
1802,7.946570548256204e-06,6.265952379180817e-08
1803,1.0498676260795037e-05,2.5354410126965377e-08
1804,1.033728096899722e-05,3.9549615138412264e-08
1805,1.027984586698949e-05,4.5486043376286034e-08
1806,7.451996168583719e-06,4.034336598124355e-08
1807,8.02271915745223e-06,3.4163463169534225e-08
1808,8.926065618197754e-06,4.758755522971114e-08
1809,8.376485482131102e-06,1.3328279635516083e-07
1810,9.985320929217778e-06,6.552354792077608e-08
1811,6.721472885828916e-06,3.008491944456182e-08
1812,7.113444510764566e-06,3.7340914360584065e-08
1813,8.31376901544445e-06,5.463909147351842e-08
1814,9.156830358847401e-06,1.1328037885505182e-07
1815,8.072789967172866e-06,6.203614333344376e-08
1816,8.790671245151316e-06,9.270415546325239e-09
1817,1.0283148526468722e-05,5.60474440192138e-08
1818,9.175729900334773e-06,2.98029441125891e-08
1819,9.754829648045416e-06,5.693077653745604e-08
1820,9.826632734188934e-06,5.577245953958254e-08
1821,9.192879701913625e-06,1.0354562363090736e-07
1822,8.40748123209778e-06,1.0727409005539812e-07
1823,8.466498243819842e-06,4.743689885344793e-08
1824,9.613542275133113e-06,7.494790565942822e-08
1825,9.519564883930798e-06,9.069606066169911e-08
1826,8.734877809501995e-06,1.2243097557984584e-07
1827,7.2798020767095295e-06,9.493791242043415e-08
1828,9.146618481281621e-06,8.988854932612256e-08
1829,9.318184652329364e-06,8.744639501401252e-08
1830,8.576992001962935e-06,7.618890407457002e-08
1831,7.870440725810113e-06,9.198811312671751e-08
1832,8.343931952481398e-06,6.900284432731496e-08
1833,9.226359793501615e-06,1.0772774317047151e-07
1834,8.95181514692922e-06,8.4944230760442e-08
1835,9.263270442261273e-06,8.092504089063368e-08
1836,8.980266670732817e-06,8.736974876910608e-08
1837,8.490018785778375e-06,7.305785487687899e-08
1838,8.090298337037893e-06,6.564648291629283e-08
1839,8.287694811315305e-06,6.362242510604688e-08
1840,8.452577262119121e-06,8.790170369366024e-08
1841,8.721030951619468e-06,1.0786521453809428e-07
1842,8.422227054438736e-06,1.1605298277928e-07
1843,9.030485969674373e-06,1.4471931675252847e-07
1844,9.118695260212917e-06,9.330554395781121e-08
1845,8.36811022963957e-06,1.3001931620237883e-07
1846,8.638316558062797e-06,9.777016973799846e-08
1847,8.179363419458241e-06,8.089835823454905e-08
1848,7.890753423112074e-06,7.482056219032529e-08
1849,7.73168618195541e-06,9.049767868418712e-08
1850,7.745565369532414e-06,1.1473403027650875e-07
1851,7.294960269632611e-06,8.835731080125697e-08
1852,7.82242054242488e-06,9.179869042696964e-08
1853,8.30158214171206e-06,1.0331442257260903e-07
1854,8.458021838464447e-06,9.40415274541806e-08
1855,8.224160481518084e-06,1.1091498208770645e-07
1856,8.066578587317963e-06,1.4289041744275366e-07
1857,7.992007056145667e-06,1.2106141866752296e-07
1858,8.165587900066384e-06,1.0619277190926368e-07
1859,8.537028293176263e-06,9.013147161951451e-08
1860,8.88797563902699e-06,1.0390207716426403e-07
1861,8.756129787457212e-06,1.1035355385047296e-07
1862,7.839158200795282e-06,9.397411565581493e-08
1863,8.164207002891999e-06,8.390963329718559e-08
1864,8.509203453854752e-06,1.4671867487603407e-07
1865,8.362179642062983e-06,1.1531768762118588e-07
1866,8.004906277392365e-06,7.590356476683269e-08
1867,7.3918024128261095e-06,9.657094501847041e-08
1868,7.550103731546187e-06,6.57003269566303e-08
1869,7.761376906501027e-06,1.0646071757491882e-07
1870,7.282815261078213e-06,7.396923251690168e-08
1871,7.0811388184210955e-06,5.0981649346582e-08
1872,7.467859489906914e-06,7.014913783187637e-08
1873,7.043133066986229e-06,6.584604878012712e-08
1874,6.366543686908699e-06,5.7953710053126883e-08
1875,6.796029879296839e-06,5.2065896483100005e-08
1876,6.749166416852859e-06,6.408775732325012e-08
1877,6.6536250500348615e-06,6.18481589276243e-08
1878,6.413512053882187e-06,7.307297522629597e-08
1879,6.677492692119813e-06,8.430868880804354e-08
1880,6.399876184559616e-06,5.904418642899145e-08
1881,6.363110401252925e-06,7.530308465675262e-08
1882,6.184849425494576e-06,8.053015831954724e-08
1883,5.791674183797113e-06,3.981183382961717e-08
1884,6.037912243073151e-06,6.337629088193353e-08
1885,5.879709007672318e-06,4.898683259035863e-08
1886,5.900402200609278e-06,4.5174247009782675e-08
1887,5.84534640779566e-06,4.6355363991779086e-08
1888,5.872677220963851e-06,6.467427238199264e-08
1889,6.139834027862889e-06,3.884384724983647e-08
1890,5.6479147900745374e-06,4.3914387903853935e-08
1891,5.562781623780211e-06,3.8882741248968955e-08
1892,5.774553642368119e-06,6.895363546810529e-08
1893,5.517325249115856e-06,2.9560400349737392e-08
1894,5.934159446496778e-06,3.906954404442331e-08
1895,5.800740495942591e-06,3.5509824414248214e-08
1896,5.898208428334328e-06,3.184395680477792e-08
1897,6.150679041638796e-06,4.4283022804236793e-08
1898,5.574045587763976e-06,4.583267310120931e-08
1899,5.669084544024372e-06,4.919544949189003e-08
1900,5.670706372029599e-06,3.06272133210328e-08
1901,5.618359139702989e-06,5.86817600067846e-08
1902,4.809131809224709e-06,4.7629753030520305e-08
1903,5.350538046400288e-06,3.294134387488157e-08
1904,5.377849745968888e-06,3.117282432185675e-08
1905,5.29803500626258e-06,3.044847929345451e-08
1906,5.6514010111641255e-06,2.777859720026754e-08
1907,5.253414613548557e-06,3.548561866573152e-08
1908,5.508122782771352e-06,2.0627833663411366e-08
1909,5.658861624624478e-06,2.530452380966608e-08
1910,5.772751791255359e-06,3.847788387911777e-08
1911,5.445402905479568e-06,3.5646507967612706e-08
1912,5.536052142929293e-06,3.073558535460208e-08
1913,5.497078944927125e-06,3.181793828410662e-08
1914,5.846257309372049e-06,2.1429579888376793e-08
1915,6.671445305528323e-06,2.9451904026700504e-08
1916,7.447301811680518e-06,2.4172416956957932e-08
1917,7.154495364147806e-06,2.52227767560953e-08
1918,7.353578212132561e-06,1.9526840588923733e-08
1919,6.3018513287715905e-06,1.1970202606903513e-08
1920,5.950259492237819e-06,2.6502811500961343e-08
1921,5.568241164155552e-06,1.6660044011018726e-08
1922,6.1627897025573475e-06,1.770704471937279e-08
1923,5.984209821008335e-06,2.0170300985000722e-08
1924,5.611723992160478e-06,1.4180787211159895e-08
1925,5.682758427383305e-06,3.6293987148994233e-08
1926,5.678957307964083e-06,1.7833821530643945e-08
1927,5.970409915789787e-06,1.0034302277972529e-08
1928,5.125721969534425e-06,2.742249938236796e-08
1929,5.063314688413811e-06,1.893869105984436e-08
1930,4.903082214013921e-06,8.402883056035648e-09
1931,4.790249903408039e-06,5.7026783295555106e-09
1932,4.917544231375359e-06,1.4247398039124448e-08
1933,4.379498975026763e-06,1.605892663292252e-08
1934,4.3181616291576574e-06,1.9170528275935794e-08
1935,4.579065503662605e-06,1.6755597798123745e-08
1936,4.846248373269191e-06,1.6974600391961303e-08
1937,4.605831122717063e-06,1.636845392560815e-08
1938,4.632471146237549e-06,1.8151300351654243e-08
1939,4.39856890466217e-06,1.2235240376412548e-08
1940,4.260115233023498e-06,2.7893612752905028e-08
1941,4.6722286128897395e-06,1.4757512545315876e-08
1942,4.9275597007181204e-06,2.4273694165799498e-08
1943,6.015503146272749e-06,2.9032351633873077e-08
1944,5.986165916738173e-06,1.6065930807940276e-08
1945,6.271913093769399e-06,2.832055301382752e-08
1946,6.075169750374698e-06,1.3921104269343232e-08
1947,5.713673502327765e-06,3.2186352250107575e-08
1948,5.45116452599359e-06,1.3046265179283978e-08
1949,4.742596530604715e-06,7.853606653895895e-09
1950,5.162404477232485e-06,1.0635361036293034e-08
1951,4.812556966271586e-06,1.4925962688039363e-08
1952,4.659748796598251e-06,1.2653764258629963e-08
1953,4.889162880772346e-06,1.0773827163745864e-08
1954,4.985947697377924e-06,1.07497895029951e-08
1955,4.573606773305983e-06,1.3139850985055546e-08
1956,4.873373939062731e-06,9.593255301254544e-09
1957,4.605705186122577e-06,8.835037590415595e-09
1958,4.650655228033429e-06,1.1581140491045971e-08
1959,4.606269556006737e-06,8.525822381422188e-09
1960,4.7802194416135535e-06,1.038124963770315e-08
1961,4.99155743227675e-06,1.042223907177231e-08
1962,5.076736243836422e-06,1.0147130247162295e-08
1963,5.1547377779570525e-06,1.1638895847099207e-08
1964,5.066728732572301e-06,5.475571496216247e-09
1965,5.023335830856013e-06,1.4227312661319047e-08
1966,5.069361179721454e-06,8.308612464702492e-09
1967,5.408577976595552e-06,9.860671390526932e-09
1968,5.911152186399704e-06,5.838840411165336e-09
1969,5.074505779134597e-06,9.537691525451919e-09
1970,5.035604004888228e-06,1.8854771965948203e-08
1971,5.311047743816744e-06,1.3359833239690033e-08
1972,4.816694698206447e-06,9.234264020108185e-09
1973,4.532956154434942e-06,9.372446041489013e-09
1974,4.439138692191591e-06,5.625571564138454e-09
1975,4.140252087836416e-06,7.996072248772634e-09
1976,4.138307446055478e-06,9.141642998145016e-09
1977,4.280060238670558e-06,9.990529292736028e-09
1978,4.67227499711953e-06,7.128709622605811e-09
1979,4.779891838779804e-06,1.1703946256602649e-08
1980,4.579957476380514e-06,1.0233271174886482e-08
1981,4.632199789966762e-06,8.223214109648325e-09
1982,4.680456626715568e-06,4.966001942996456e-09
1983,4.6935427491234805e-06,3.78918940668882e-09
1984,4.9175592380379385e-06,8.69851302098823e-09
1985,4.870797340572608e-06,1.142956040922627e-08
1986,5.07313292530398e-06,7.1933827783254856e-09
1987,4.871543183071481e-06,9.777306964053878e-09
1988,4.831423510154309e-06,1.0194141530917022e-08
1989,5.096819222671911e-06,1.042743191792539e-08
1990,4.922311106270172e-06,5.448650863826288e-09
1991,5.182121228131109e-06,8.20605094986604e-09
1992,5.308280250915232e-06,6.611933001110515e-09
1993,5.2051934034125225e-06,4.985286850001103e-09
1994,5.308158563366305e-06,8.967375286772494e-09
1995,5.491858274808692e-06,9.760411756598586e-09
1996,5.3023267696517e-06,5.871901187504136e-09
1997,5.610506050857111e-06,7.192341833217597e-09
1998,5.7556086261456585e-06,1.001307092796111e-08
1999,5.572903276629404e-06,6.398281460207045e-09
2000,5.7805523425713545e-06,1.0161472552283612e-08
2001,5.735882581348051e-06,6.571817756650944e-09
2002,5.925602266643182e-06,3.0668549366730247e-09
2003,5.913696980996974e-06,7.500461585152607e-09
2004,6.121778795886712e-06,6.607186797680242e-09
2005,6.043131406840985e-06,4.503749595485829e-09
2006,6.222131645472473e-06,7.412201963319376e-09
2007,6.366800676005369e-06,6.391167151065247e-09
2008,6.497704362118384e-06,4.257439817356712e-09
2009,6.932951862381742e-06,8.105927484791664e-09
2010,7.4834328529505e-06,4.7237931344312756e-09
2011,7.442978869676153e-06,6.883149550329648e-09
2012,8.761184346894879e-06,6.127654827992046e-09
2013,9.546896023948648e-06,3.6258624991347688e-09
2014,9.69729649114015e-06,7.145969066479907e-09
2015,9.496695838606684e-06,4.433150915805761e-09
2016,9.80116669779818e-06,1.8227792747405047e-08
2017,9.753528217970597e-06,4.779661555431858e-09
2018,9.9389051797516e-06,5.162933192082164e-09
2019,9.215188526923157e-06,5.3570743396846865e-09
