year,seriez_VERB à_ADP,seriez_VERB a_ADP,seriez_VERB pas_ADV
1890,4.5880703680722945e-08,6.554386478008212e-10,3.1329966532211984e-07
1891,3.505821055682645e-08,0.0,2.753663181920274e-07
1892,2.8835156484774416e-08,1.8805537127519756e-09,2.996349053319136e-07
1893,2.6481190573690583e-08,0.0,2.722020155943028e-07
1894,3.0877544077156927e-08,0.0,2.905009637288458e-07
1895,4.092657945875544e-08,1.2037228991346183e-09,2.3592969000674202e-07
1896,4.422771837653272e-08,0.0,2.630074789067294e-07
1897,4.7196380137393135e-08,0.0,2.429739538456488e-07
1898,3.168678830434146e-08,0.0,3.191312032413407e-07
1899,2.984892333302014e-08,0.0,2.9959474545648845e-07
1900,2.7512582434496835e-08,1.038210628578895e-09,2.657819209161971e-07
1901,2.6825947685438223e-08,3.3532433496574754e-09,2.6378847906016745e-07
1902,1.7677022512430085e-08,0.0,1.9297415576602361e-07
1903,2.4841012802312434e-08,5.400220270956879e-10,2.7973140959147713e-07
1904,3.3860139581065596e-08,0.0,2.4293305500577844e-07
1905,2.9932401446330914e-08,0.0,2.394592115706473e-07
1906,2.3148830408104004e-08,0.0,2.3508923163717554e-07
1907,4.217131532868734e-08,0.0,2.8954207209608285e-07
1908,3.5361999550787004e-08,9.822778146428846e-10,2.5637450562499e-07
1909,2.6954818821423032e-08,0.0,2.579961346782511e-07
1910,3.366815093386322e-08,0.0,2.7362051469026483e-07
1911,2.128149745317387e-08,0.0,2.8517206374090165e-07
1912,3.438217888174222e-08,0.0,2.7766213861468714e-07
1913,2.2802856491921375e-08,0.0,2.8317964506641147e-07
1914,5.6252648761301316e-08,6.696743715117748e-10,2.745665028669464e-07
1915,1.8849219074468238e-08,0.0,2.2147833078633994e-07
1916,2.4172416956957932e-08,0.0,1.9557683117454872e-07
1917,3.289927263949721e-08,1.0966424435210342e-09,2.1055535626146593e-07
1918,1.033773866510046e-08,0.0,1.9986295285434608e-07
1919,2.1178051312631396e-08,0.0,2.532158305257326e-07
1920,3.8618381381638756e-08,1.514446346106979e-09,2.604847679776867e-07
1921,2.4232791773215467e-08,0.0,2.9912351351413236e-07
1922,4.205423209668879e-08,7.377935484775833e-10,2.442096729282639e-07
1923,5.307974149104666e-08,0.0,2.537211685194052e-07
1924,3.867487308184536e-08,0.0,3.2873643363018346e-07
1925,3.739380360912037e-08,0.0,2.8595263756869826e-07
1926,4.0126099776216506e-08,0.0,3.076334280649462e-07
1927,4.3481975353643065e-08,0.0,3.277872053786268e-07
1928,3.313552099371009e-08,0.0,2.4337467152690806e-07
1929,4.3447585085232276e-08,1.1140406375176326e-09,3.2084369649965083e-07
1930,3.886333388436469e-08,0.0,3.0145341156639915e-07
1931,3.649714130915527e-08,4.5621426636444085e-09,2.600421282750176e-07
1932,3.835837958376942e-08,0.0,2.476855343047646e-07
1933,2.523545639121494e-08,0.0,2.2253084352996666e-07
1934,3.714289675826876e-08,0.0,2.33640818692038e-07
1935,4.906996409204112e-08,0.0,2.4654664798617887e-07
1936,2.66743711563322e-08,0.0,1.7580836697561608e-07
1937,1.2591118370153254e-08,0.0,1.6368453259474336e-07
1938,2.9819993585533666e-08,1.2965214457594243e-09,2.2818777267730184e-07
1939,2.2941076593951948e-08,0.0,1.8964622938710818e-07
1940,2.028626333583361e-08,0.0,1.6229010668666888e-07
1941,2.3612020783048138e-08,0.0,2.0660517918713595e-07
1942,3.944475324146879e-08,0.0,2.2756587725325517e-07
1943,1.1612940831184915e-08,0.0,2.2064587312797812e-07
1944,2.8918675454292497e-08,0.0,2.5062851705115463e-07
1945,4.1391576388605245e-08,0.0,2.3527843495685374e-07
1946,4.1763314584386535e-08,0.0,2.812062973589491e-07
1947,5.1259746669529704e-08,0.0,2.479541194588819e-07
1948,4.1313175103141475e-08,0.0,2.968025398786267e-07
1949,3.6322930441201606e-08,0.0,2.257911972947113e-07
1950,3.722376362702562e-08,1.0635361480382244e-09,3.0523486316269555e-07
1951,5.010858927789741e-08,0.0,3.52892385535597e-07
1952,3.690681538159879e-08,0.0,2.467484137014253e-07
1953,3.5553629373907825e-08,1.0773827385790469e-09,2.3271466886853887e-07
1954,1.6613311615287785e-08,0.0,2.3747263355744508e-07
1955,2.3464020060259827e-08,0.0,2.3839443485940137e-07
1956,4.186147961604547e-08,2.616342476002842e-09,3.0000725814716134e-07
1957,3.8874166108371355e-08,0.0,2.0673988387898135e-07
1958,2.9780077070995503e-08,0.0,2.1094220414852316e-07
1959,2.6352543258667538e-08,0.0,2.782518606636586e-07
1960,3.5296249478733444e-08,0.0,2.650679107318865e-07
1961,3.265634873628187e-08,1.3896318540318475e-09,2.36237411854745e-07
1962,2.663621678777872e-08,6.341956404476434e-10,2.7524092161002045e-07
1963,2.3277792138287623e-08,0.0,2.4183037794500706e-07
1964,4.4412967525886415e-08,6.083968329129164e-10,2.8229612780705793e-07
1965,2.6265809083270142e-08,2.188817349590977e-09,2.6703571620600997e-07
1966,3.1572724878969893e-08,1.1078149508847446e-09,2.586747882560303e-07
1967,3.5991448044114804e-08,0.0,2.884246441681171e-07
1968,2.3355362088750553e-08,4.4914158503495116e-10,2.672392440672411e-07
1969,2.634219598007803e-08,0.0,2.457090886309743e-07
1970,3.311081897550139e-08,4.5987250119061684e-10,2.4741140691730834e-07
1971,2.209510974182649e-08,5.138397485282553e-10,2.266033334308304e-07
1972,2.8728821988011077e-08,0.0,2.534292491418455e-07
1973,3.0322620858669325e-08,0.0,2.2990059278527042e-07
1974,1.5751600912494723e-08,0.0,1.2601280729995779e-07
1975,2.513051278185685e-08,0.0,1.6563292604132585e-07
1976,1.8283285996290033e-08,5.713526873840635e-10,1.7711933253394818e-07
1977,2.52701610747863e-08,0.0,1.745404176745069e-07
1978,2.316830638449119e-08,1.1881182704343018e-09,1.8891080344474176e-07
1979,2.0481905949054635e-08,0.0,2.4695327738299966e-07
1980,2.3309118191150446e-08,0.0,1.80787793624404e-07
1981,2.0241758491579276e-08,0.0,1.9103158876987436e-07
1982,1.9864007327896616e-08,0.0,1.613950644241413e-07
1983,1.7682884490000106e-08,0.0,1.7367119653499685e-07
1984,1.5077421977593986e-08,5.799008495621649e-10,1.6701145000297402e-07
1985,2.285912081845254e-08,0.0,1.6362318433493783e-07
1986,2.45773907892044e-08,0.0,2.0561084568271326e-07
1987,3.177624918748734e-08,0.0,1.99212635720869e-07
1988,1.9188972188999287e-08,0.0,1.679035079860114e-07
1989,2.140367705294466e-08,0.0,1.9373071324935154e-07
1990,1.5256222951620657e-08,0.0,1.7708116217818315e-07
1991,2.2859714121636898e-08,0.0,2.063235768900995e-07
1992,2.1488782309120324e-08,0.0,1.3885059502172226e-07
1993,1.994114740000441e-08,0.0,1.9774969928221253e-07
1994,2.1099706870586488e-08,0.0,1.8251246558520506e-07
1995,2.6027763055935793e-08,0.0,1.6755373621890612e-07
1996,3.3096171137003694e-08,1.067618438099771e-09,1.6814990999591828e-07
1997,2.2536003285722472e-08,0.0,1.4864173181194928e-07
1998,1.6688451509594415e-08,0.0,1.354148650989373e-07
1999,1.1425503210205079e-08,0.0,1.5081663207183738e-07
2000,1.988114206596947e-08,8.836062992401139e-10,1.475622468660731e-07
2001,1.4019877703219663e-08,0.0,1.660479256315739e-07
2002,2.234422957769766e-08,4.38122149670761e-10,1.4939965353732987e-07
2003,1.7917768602160322e-08,8.333845835650777e-10,1.9876222268067067e-07
2004,2.5107310008820605e-08,0.0,1.854417064350855e-07
2005,2.7923247714056743e-08,0.0,2.0311910020609503e-07
2006,1.8530505130343045e-08,0.0,1.8077537333738292e-07
2007,2.836080348345149e-08,0.0,2.5964115479837346e-07
2008,3.320802832718073e-08,0.0,2.7034741378884064e-07
2009,2.384096298158056e-08,0.0,3.5284625710119144e-07
2010,3.495607003856094e-08,4.723793023408973e-10,4.515946159244777e-07
2011,4.053410407323099e-08,3.82397197240536e-10,5.269433245302935e-07
2012,5.2425491503527155e-08,0.0,6.386378004208382e-07
2013,5.1319901217539154e-08,0.0,7.050908266137412e-07
2014,5.456922025359745e-08,0.0,7.295384989447484e-07
2015,6.450234479871142e-08,0.0,8.050602104958671e-07
2016,6.649001704772672e-08,2.0713400439298368e-10,7.779952966302517e-07
2017,5.2073154677145794e-08,0.0,6.611026606151427e-07
2018,5.653411960793164e-08,0.0,7.496579428334371e-07
2019,6.096860971638307e-08,0.0,7.487149105145363e-07
