year,rois_NOUN heureux_ADJ
1800,6.288328968651058e-09
1801,1.1905912700171939e-08
1802,1.3427040812530322e-08
1803,2.3404070459420723e-08
1804,1.730295640101076e-08
1805,2.842877755426798e-08
1806,5.187004425977193e-08
1807,1.9928686256776018e-08
1808,0.0
1809,2.259030518203531e-09
1810,2.106114038724627e-08
1811,2.5070767684098882e-09
1812,0.0
1813,7.189353823378042e-08
1814,3.1466770522570187e-08
1815,8.091670444798638e-09
1816,0.0
1817,3.269434145636296e-08
1818,3.5763532135746345e-09
1819,1.5526575580793178e-08
1820,9.493184904840746e-09
1821,2.9584463767662328e-09
1822,7.017931125119503e-09
1823,9.882686891060644e-10
1824,9.263223965660927e-09
1825,1.3208164340028361e-08
1826,1.145037931138404e-08
1827,1.1982455028203276e-08
1828,1.4675682002973645e-08
1829,8.573175946935407e-09
1830,1.878630406793036e-08
1831,1.5591206103948707e-09
1832,3.2471927369215337e-08
1833,4.6334514003376626e-09
1834,5.600718555598405e-09
1835,3.781543966852041e-09
1836,3.36037508930076e-09
1837,4.174734336004349e-09
1838,1.7042836475411605e-08
1839,1.3283802502428443e-08
1840,5.095750932326837e-09
1841,1.0272877659645019e-08
1842,8.720745015011744e-09
1843,3.5441467538532834e-09
1844,1.2074834465636286e-08
1845,8.928364714222425e-09
1846,7.610851504580296e-09
1847,4.314578916364553e-09
1848,0.0
1849,4.1897072478036534e-09
1850,8.82569484161877e-09
1851,9.029214709244116e-09
1852,5.859490670445666e-09
1853,2.9859659189668264e-09
1854,3.63696517347023e-09
1855,1.0613874223963649e-08
1856,5.177189343896771e-09
1857,1.4644527368545823e-08
1858,6.851146261421803e-09
1859,1.171199848215565e-08
1860,1.373155145145688e-09
1861,3.772770984511453e-09
1862,3.6143890103090826e-09
1863,0.0
1864,2.876836879828204e-09
1865,3.294791106611683e-09
1866,1.9462451650298362e-09
1867,9.7056229719783e-10
1868,1.975949626142892e-09
1869,1.953407657850903e-09
1870,2.2936195165357276e-09
1871,7.434824311758348e-09
1872,5.442605477412599e-09
1873,2.3944017879529156e-09
1874,1.1949218281515073e-09
1875,1.7164581422868253e-09
1876,4.232210137899983e-09
1877,6.80329748092845e-09
1878,6.039088673581716e-10
1879,1.832797580370027e-09
1880,1.9253538763308597e-09
1881,2.091752326904839e-09
1882,0.0
1883,5.0554711528150165e-09
1884,1.3203393933736152e-09
1885,1.2891271383708158e-09
1886,1.2906927748801422e-09
1887,1.3057849246322917e-09
1888,3.1703073499755874e-09
1889,1.2530273485467092e-09
1890,6.554386478008212e-10
1891,6.374220040683554e-10
1892,1.8805537127519756e-09
1893,3.079208221734575e-09
1894,4.411077725308132e-09
1895,4.814891596538473e-09
1896,2.948514543632541e-09
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,1.0749250378694342e-09
1905,1.0321518084666081e-09
1906,6.687439824126784e-09
1907,5.142843373384665e-10
1908,2.9468334439286537e-09
1909,7.151278680339601e-09
1910,1.2291546447329438e-08
1911,2.6601870706244313e-09
1912,3.646594803896619e-09
1913,3.71209285532359e-09
1914,4.018046340092951e-09
1915,0.0
1916,6.592477230782379e-09
1917,2.1932848870420685e-09
1918,8.040463406189247e-09
1919,0.0
1920,7.572231730534895e-09
1921,7.572747762196741e-09
1922,5.902348387820666e-09
1923,7.431163684401554e-09
1924,7.734974438733389e-09
1925,1.0998177923937646e-09
1926,1.1146138456652466e-09
1927,1.1149224876660924e-09
1928,0.0
1929,1.1140406375176326e-09
1930,1.0503603542488804e-09
1931,4.5621426636444085e-09
1932,3.287861094491973e-09
1933,5.735331320977366e-09
1934,0.0
1935,1.196828414151696e-09
1936,3.6374143697059935e-09
1937,3.777335333410292e-09
1938,3.8895642262559704e-09
1939,6.117620188206274e-09
1940,0.0
1941,0.0
1942,0.0
1943,8.709705845433291e-09
1944,6.4263723231761105e-09
1945,4.357008087652048e-09
1946,4.1763312808029696e-09
1947,2.3841741914054637e-09
1948,1.0871887834440486e-09
1949,6.8719057111366055e-09
1950,2.1270722960764488e-09
1951,4.264560704569931e-09
1952,2.5307529849527555e-08
1953,3.232148326759443e-09
1954,2.9317608341017376e-09
1955,9.385607846468247e-10
1956,1.0465369904011368e-08
1957,1.7670075402875796e-09
1958,4.1361216673863055e-09
1959,7.750747821333448e-10
1960,2.076250060767393e-09
1961,1.3896318540318475e-09
1962,6.976152100435229e-09
1963,2.5864212993553792e-09
1964,1.0951143103454797e-08
1965,6.5664522708175355e-09
1966,7.200797291773142e-09
1967,1.972134178185314e-09
1968,8.084548142051062e-09
1969,3.6334062425424918e-09
1970,8.7375777724219e-09
1971,5.652237344833111e-09
1972,4.6171320100540925e-09
1973,4.410563025913916e-09
1974,2.812785782069227e-09
1975,2.8557400888473694e-09
1976,0.0
1977,0.0
1978,3.5643548113029055e-09
1979,6.437170796402825e-09
1980,2.2740602734216964e-09
1981,1.2651099057237047e-09
1982,0.0
1983,5.052252838311233e-09
1984,8.69851302098823e-09
1985,2.4062232206745193e-09
1986,5.994485352545098e-09
1987,9.166224945733603e-09
1988,1.1993107618124554e-09
1989,0.0
1990,5.44865097484859e-10
1991,2.344586080837985e-09
1992,2.754972083796048e-09
1993,0.0
1994,1.5824779819872958e-09
1995,1.626735190995987e-09
1996,3.2028553142993132e-09
1997,3.835915585170824e-09
1998,2.86087753487152e-09
1999,2.2851005809787495e-09
2000,8.836062992401139e-10
2001,2.190605918883648e-09
2002,2.1906108038649563e-09
2003,1.6667691671301554e-09
2004,1.7619165015858584e-09
2005,2.2518747977429143e-09
2006,4.1178899179428186e-10
2007,1.1983438408247338e-09
2008,2.128719839289417e-09
2009,2.384096253749135e-09
2010,1.8895172093635892e-09
2011,1.147191591721608e-09
2012,1.0212758416727752e-09
2013,4.183687674075287e-09
2014,1.9489005964601347e-09
2015,1.994917786518613e-09
2016,2.0713399884186856e-09
2017,2.26405022507592e-09
2018,2.8396134332808742e-09
2019,4.591778068885333e-09
