year,aviez_VERB été_VERB,aviez_VERB eté_VERB
1915,2.2854678149997198e-07,0.0
1916,2.1315676690392138e-07,0.0
1917,1.8423592962335533e-07,0.0
1918,1.9986295285434608e-07,0.0
1919,2.0257266442058608e-07,0.0
1920,2.3246751368333207e-07,0.0
1921,2.256678754974928e-07,0.0
1922,3.010197815456195e-07,0.0
1923,1.9427184838605172e-07,0.0
1924,2.1786844683902018e-07,0.0
1925,2.4195992409659084e-07,0.0
1926,2.7753884523917804e-07,0.0
1927,2.9991414862706733e-07,0.0
1928,2.4223206196438696e-07,0.0
1929,2.9633480380653054e-07,0.0
1930,1.91165582918984e-07,1.0503603542488804e-09
1931,2.828528522513807e-07,0.0
1932,2.2138263489068777e-07,0.0
1933,1.8926593270407466e-07,0.0
1934,2.5520765234432474e-07,0.0
1935,2.4415300003965967e-07,0.0
1936,2.3036957941258152e-07,0.0
1937,2.3797213088982971e-07,1.2591118148108649e-09
1938,2.294843000072433e-07,0.0
1939,2.24822542804759e-07,0.0
1940,1.8257637179885933e-07,0.0
1941,2.6268372721460764e-07,0.0
1942,2.457711616443703e-07,0.0
1943,2.177426381422265e-07,0.0
1944,2.666944567408791e-07,0.0
1945,3.3113261110884196e-07,0.0
1946,2.603246400667558e-07,1.3921104269343232e-09
1947,3.5285776789351075e-07,0.0
1948,2.533149938699353e-07,0.0
1949,2.3168139762219653e-07,0.0
1950,2.0419894042333908e-07,0.0
1951,2.7826257564811385e-07,0.0
1952,2.2144088518416538e-07,1.0544803918932644e-09
1953,2.2625037843226892e-07,1.0773827385790469e-09
1954,2.834035512933042e-07,9.772536113672459e-10
1955,2.2900883323018206e-07,0.0
1956,2.2238910446503724e-07,0.0
1957,2.526820708226296e-07,0.0
1958,2.1756000023742672e-07,0.0
1959,2.177960141125368e-07,7.750747821333448e-10
1960,2.1731416666170844e-07,0.0
1961,2.4388037900280324e-07,0.0
1962,2.38457573686901e-07,6.341956404476434e-10
1963,2.3407112337281433e-07,0.0
1964,2.6647782647160057e-07,0.0
1965,1.855022730978817e-07,9.302473458205895e-09
1966,1.9442151710791222e-07,0.0
1967,2.2827454415619286e-07,4.930335584241163e-10
1968,2.2636736218828446e-07,4.4914158503495116e-10
1969,2.1845855258106894e-07,1.8167031212712459e-09
1970,2.0234389808138076e-07,1.3796175313274261e-09
1971,2.2454797488080658e-07,5.138397485282553e-10
1972,2.0315381732416427e-07,0.0
1973,1.676013994256209e-07,0.0
1974,1.5920367957278359e-07,0.0
1975,1.3421978906080767e-07,0.0
1976,1.7140580155228236e-07,1.142705374768127e-09
1977,1.3457830050356279e-07,5.876781838942691e-10
1978,1.7168308374948538e-07,0.0
1979,1.9662630279526638e-07,0.0
1980,1.8021927417066763e-07,0.0
1981,1.6762706422923657e-07,0.0
1982,1.502215525306383e-07,0.0
1983,1.635666819765902e-07,0.0
1984,1.5019432453300396e-07,0.0
1985,1.5520139129421295e-07,1.2031116103372597e-09
1986,1.6664669999499893e-07,1.7983456945813714e-09
1987,1.2893823964077455e-07,1.8332451112712533e-09
1988,1.4151866878364672e-07,0.0
1989,1.6244841560819623e-07,0.0
1990,1.5474168435503088e-07,1.6345953479657283e-09
1991,1.6705175198694633e-07,0.0
1992,1.377486000819772e-07,0.0
1993,1.8888697184138437e-07,1.1078414852150331e-09
1994,1.7249010397790698e-07,0.0
1995,1.767718913470162e-07,0.0
1996,1.5427086452746153e-07,1.6014276571496566e-09
1997,1.23228787174412e-07,0.0
1998,1.4113662416548323e-07,4.768129224785866e-10
1999,1.2339543786765717e-07,1.3710603763428253e-09
2000,1.2591389975113998e-07,2.2090156370779823e-09
2001,1.4852308538593206e-07,0.0
2002,1.2705542928870273e-07,1.3143663935011318e-09
2003,1.5209268156013422e-07,0.0
2004,1.4888193788920034e-07,1.3214374039449694e-09
2005,1.5357785798641999e-07,1.3511248786457486e-09
2006,1.7912820737819857e-07,4.1178899179428186e-10
2007,2.304814614717543e-07,3.994479469415779e-10
2008,2.1500071056834713e-07,1.2772318758180745e-09
2009,2.403168934961286e-07,0.0
2010,2.768142621789593e-07,9.447586046817946e-10
2011,3.3689192946440016e-07,0.0
2012,4.5072306420479435e-07,0.0
2013,4.7052540708136803e-07,0.0
2014,4.99351642702095e-07,2.1654451842767486e-10
2015,5.155754365659959e-07,0.0
2016,5.252918526821304e-07,0.0
2017,4.1608211631682934e-07,0.0
2018,4.706013783106755e-07,0.0
2019,4.5739210463580093e-07,0.0
