year,grands_ADJ airs_NOUN,grands_ADJ pairs_NOUN
1800,2.6725399493443547e-07,1.8864987794131594e-08
1801,1.8096987730586989e-07,0.0
1802,1.2531904758361634e-07,0.0
1803,1.2092102963379148e-07,0.0
1804,3.114532205472642e-07,1.2359254952798437e-08
1805,2.50173229687789e-07,0.0
1806,4.3513205127965193e-07,2.881669125542885e-09
1807,2.1921555060089304e-07,2.8469551160981155e-09
1808,1.6768947830314573e-07,1.3596443970698147e-08
1809,1.8298146642337088e-07,0.0
1810,4.7036547812240315e-07,1.8721014072298203e-08
1811,4.086535057012952e-07,0.0
1812,3.414026537029713e-07,0.0
1813,3.36461766892171e-07,2.8757416448144113e-09
1814,1.9194730782601255e-07,0.0
1815,1.780167480092132e-07,2.697223555614414e-09
1816,2.0394914201915526e-07,0.0
1817,3.674221318306081e-07,1.5568733857662664e-08
1818,2.1577331210664852e-07,5.960588467246453e-09
1819,2.1530183857976226e-07,1.0351049795076506e-08
1820,3.0259528216447507e-07,2.3732962262101864e-09
1821,3.303598532511387e-07,5.9168927535324656e-09
1822,2.3760709666476032e-07,0.0
1823,2.8956273467883875e-07,3.9530747564242574e-09
1824,3.5200250181333104e-07,3.3684450784221553e-09
1825,3.0114614446574706e-07,8.805443041381977e-10
1826,1.7175570121708006e-07,2.642395191543301e-09
1827,1.1245072784049626e-07,4.608636583469661e-09
1828,2.1738354405442806e-07,5.503380862137419e-09
1829,4.878137360719847e-07,2.5719527840806222e-08
1830,3.9346872426904156e-07,0.0
1831,2.744052380876383e-07,0.0
1832,3.5989717162010493e-07,2.705993873419743e-09
1833,2.872739912618272e-07,5.791814139399776e-09
1834,2.5389923052898666e-07,0.0
1835,3.947931759284984e-07,0.0
1836,2.2447305525474803e-07,3.36037508930076e-09
1837,2.2891461526342027e-07,6.957890930081589e-10
1838,2.7016054104933573e-07,1.2624323808552163e-09
1839,2.747649716638989e-07,0.0
1840,3.4205228871542204e-07,5.095750932326837e-09
1841,2.1573043795797275e-07,5.1364388298225094e-09
1842,3.723087047546869e-07,0.0
1843,2.746713789747446e-07,1.7720733769266417e-09
1844,2.2118902620604786e-07,5.488561272137815e-10
1845,3.0691253982695343e-07,1.1160455892778032e-09
1846,3.354629143359489e-07,2.3418005312692003e-09
1847,1.7096519400183752e-07,0.0
1848,2.2204811500614596e-07,0.0
1849,2.1283713635966706e-07,0.0
1850,1.7108270355947752e-07,1.3577992064028876e-09
1851,2.61847219462652e-07,0.0
1852,2.584686455975316e-07,1.0416872697760482e-08
1853,3.2606746458441194e-07,1.7915795513800958e-09
1854,2.156200764602545e-07,1.0391328908454511e-09
1855,3.730776825250359e-07,5.306937111981824e-10
1856,4.581812333981361e-07,1.0354378465748937e-09
1857,4.398239639158419e-07,1.2203773103180993e-08
1858,4.0519637423130916e-07,1.1744822003834088e-08
1859,4.297794191643334e-07,0.0
1860,3.80363985641452e-07,1.8308735638683515e-09
1861,3.107820134573558e-07,4.715963730639317e-10
1862,3.162590473948512e-07,1.3553959066214816e-09
1863,3.636083931723988e-07,0.0
1864,4.2193605054308136e-07,1.9178911792039344e-09
1865,4.0431794445794367e-07,1.4120533631256649e-09
1866,3.7173282407820807e-07,2.432806400776144e-09
1867,3.891954918344709e-07,4.85281148598915e-09
1868,3.166459237036179e-07,0.0
1869,3.3061425597225025e-07,7.325278605918584e-09
1870,2.9587693006760674e-07,0.0
1871,3.3669132903924037e-07,3.18635318130589e-09
1872,2.8301548127274145e-07,1.2094678591978436e-09
1873,2.585954064215912e-07,3.591602570907071e-09
1874,3.142644402487349e-07,3.5847653734322193e-09
1875,2.6090162918990245e-07,5.721527140956084e-10
1876,2.5876943254843354e-07,0.0
1877,3.3274309885200637e-07,1.8554447978047506e-09
1878,3.055778847738111e-07,6.6429977074733415e-09
1879,3.0180066801221983e-07,3.0546627449723474e-09
1880,2.194903458985209e-07,6.417846254436199e-10
1881,3.1376285392070713e-07,0.0
1882,3.414212699226482e-07,6.655384909848294e-09
1883,2.9574505333584966e-07,0.0
1884,3.7959756582495174e-07,3.300848483434038e-09
1885,2.9327642891985306e-07,2.5782542767416317e-09
1886,2.9879538487875834e-07,7.098810428374236e-09
1887,2.337355056170054e-07,1.3057849246322917e-09
1888,2.612333389606647e-07,6.340614699951175e-10
1889,2.4935243914114835e-07,6.265136742733546e-10
1890,2.2547089884028537e-07,2.6217545912032847e-09
1891,2.530565268443752e-07,0.0
1892,2.2190533854882233e-07,0.0
1893,2.407940939974651e-07,5.542574843531156e-09
1894,1.8337479446017824e-07,0.0
1895,2.600041568712186e-07,6.018614495673091e-10
1896,2.1347244683056488e-07,5.89702897624278e-10
1897,1.7713209388148243e-07,0.0
1898,2.1841249520093697e-07,0.0
1899,1.9678179796756012e-07,0.0
1900,1.5988443635706062e-07,0.0
1901,1.4698383665745496e-07,5.588738916095792e-10
1902,1.6645861933284323e-07,0.0
1903,2.0736845840474416e-07,5.400220270956879e-10
1904,1.4189009789333795e-07,0.0
1905,1.6307998862430395e-07,1.5482277682110634e-09
1906,1.6409948955242726e-07,0.0
1907,1.5428530275585217e-07,0.0
1908,1.8123026279681653e-07,9.822778146428846e-10
1909,1.9363461944976734e-07,0.0
1910,2.201790039180196e-07,0.0
1911,1.8887328678829363e-07,5.320374141248863e-10
1912,1.7295278098572453e-07,5.209421227725386e-10
1913,1.7022597376126214e-07,4.772690687104841e-09
1914,2.2233189156395383e-07,0.0
1915,1.4372530188211385e-07,1.1780761921542648e-09
1916,1.6151568615896394e-07,0.0
1917,2.061687780496868e-07,0.0
1918,1.918224796781942e-07,0.0
1919,1.7679069230780442e-07,0.0
1920,1.809763432447653e-07,2.2716695191604686e-09
1921,2.1279420536757243e-07,1.5145494858259667e-09
1922,1.9920425131658703e-07,0.0
1923,1.8471749285708938e-07,1.0615948120573648e-09
1924,2.3591672970724176e-07,0.0
1925,2.2656246301266947e-07,1.0998177923937646e-09
1926,2.0397433786456531e-07,1.1146138456652466e-09
1927,2.675813846053643e-07,3.3447675740205796e-09
1928,2.4565989065195026e-07,0.0
1929,2.2169407998262614e-07,0.0
1930,2.016691951212124e-07,0.0
1931,1.4712910001435375e-07,2.2810713318222042e-09
1932,1.8412021063340944e-07,0.0
