year,excellents_ADJ airs_NOUN,excellents_ADJ pères_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,6.713520406265161e-09
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,2.259030518203531e-09
1810,0.0,2.3401267590372754e-09
1811,0.0,2.5070767684098882e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,5.960588467246453e-09
1819,1.035105001712111e-09,2.070210003424222e-09
1820,0.0,1.1866481131050932e-09
1821,0.0,4.930744257336528e-09
1822,0.0,1.0025615893027862e-09
1823,0.0,1.9765373782121287e-09
1824,0.0,4.210556348027694e-09
1825,0.0,0.0
1826,0.0,8.807984341885344e-10
1827,0.0,0.0
1828,0.0,0.0
1829,5.143905745796928e-09,6.001223074036943e-09
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,2.705993873419743e-09
1833,0.0,1.1583628500844156e-09
1834,9.334530925997342e-10,6.534171426153534e-09
1835,0.0,4.5378527602224494e-09
1836,0.0,1.1425274948351216e-08
1837,0.0,2.0873671680021744e-09
1838,0.0,1.199310784016916e-08
1839,0.0,7.690622361167243e-09
1840,0.0,1.2739377330817092e-09
1841,1.2841097074556274e-09,1.219904177673925e-08
1842,0.0,2.0795621225033756e-08
1843,5.906911071384968e-10,1.8902115428431898e-08
1844,2.7442805805577564e-09,1.756339607084101e-08
1845,0.0,1.3950569588416784e-08
1846,0.0,1.9905304293743598e-08
1847,0.0,2.2112216946368335e-08
1848,0.0,1.769948809737798e-08
1849,0.0,1.4245005175439474e-08
1850,0.0,1.968808760466345e-08
1851,6.449438760824933e-10,1.5478653470069048e-08
1852,1.4323200403509873e-08,5.859491114534876e-09
1853,0.0,1.3138250487543246e-08
1854,0.0,1.870439159112891e-08
1855,0.0,2.3350523292720027e-08
1856,0.0,2.070875715354248e-08
1857,0.0,1.122747095294585e-08
1858,9.787352039936081e-10,1.4191660735463074e-08
1859,0.0,2.342399785248972e-08
1860,0.0,2.425907394409954e-08
1861,0.0,1.5091083938045813e-08
1862,9.035972525772706e-10,1.1746764894127182e-08
1863,2.4973103585068657e-09,2.097740781081825e-08
1864,1.4384183844029508e-09,2.1096803859421698e-08
1865,9.41368871743009e-10,1.7886009118228685e-08
1866,0.0,2.1895258051074507e-08
1867,0.0,1.1161466417775046e-08
1868,0.0,3.2603168609313116e-08
1869,1.953407657850903e-09,1.3185501579471293e-08
1870,4.013834153937523e-09,1.0321287824410774e-08
1871,0.0,3.3987766379084405e-08
1872,0.0,1.330414689526549e-08
1873,0.0,1.0176207210221833e-08
1874,0.0,1.4936522574338085e-08
1875,0.0,9.154443425529735e-09
1876,0.0,1.0278224715776219e-08
1877,1.8554447978047506e-09,5.566334393414252e-09
1878,0.0,1.268208649207736e-08
1879,0.0,9.16398767980553e-09
1880,0.0,1.6686400705623328e-08
1881,6.972507571312292e-10,2.7890029619115353e-08
1882,0.0,1.4641847290164378e-08
1883,1.2006744043446815e-08,1.2006744043446815e-08
1884,0.0,1.2543224237049344e-08
1885,0.0,8.379326343899152e-09
1886,0.0,1.2906928192890632e-08
1887,4.570247291724172e-09,1.0446279619102938e-08
1888,0.0,6.974676169946292e-09
1889,4.385595886446936e-09,2.06749512510207e-08
1890,0.0,1.7696843546133323e-08
1891,0.0,1.338586197441316e-08
1892,0.0,1.7551834430307167e-08
1893,0.0,2.2786141862241038e-08
1894,1.8904617871129403e-09,1.0082462864602348e-08
1895,6.018614495673091e-10,1.3842813118003505e-08
1896,0.0,1.2383760572554081e-08
1897,0.0,1.51494548017439e-08
1898,0.0,1.0185038590293516e-08
1899,0.0,1.1055156790007459e-08
1900,0.0,1.5054053559282465e-08
1901,0.0,1.5648468743023614e-08
1902,0.0,1.1293652957267142e-08
1903,0.0,1.3500550677392198e-08
1904,0.0,8.061937784020756e-09
1905,0.0,7.741138619010712e-09
1906,0.0,1.8519063615940468e-08
1907,0.0,6.1714118260169926e-09
1908,4.911389073214423e-10,1.62075841636522e-08
1909,0.0,1.705304941701513e-08
1910,6.947395991829808e-09,1.5498036631811374e-08
1911,0.0,1.5429084676554794e-08
1912,0.0,8.335073742316013e-09
1913,0.0,7.9544844044932e-09
1914,2.678697486047099e-09,8.036092680185902e-09
1915,0.0,1.8849219074468238e-08
1916,0.0,9.888715846173568e-09
1917,0.0,0.0
1918,0.0,1.8378201183111287e-08
1919,0.0,9.207848705727883e-09
1920,0.0,1.4387240288016301e-08
1921,3.7863738810983705e-09,1.2873671018098776e-08
1922,0.0,1.0329109734197317e-08
1923,0.0,1.0615948120573648e-08
1924,5.156649773851996e-09,9.024136882196387e-09
1925,0.0,9.898360131543882e-09
1926,0.0,4.458455382660986e-09
1927,4.4596899506643695e-09,7.804457524684949e-09
1928,0.0,6.85562484559199e-09
1929,0.0,7.798284240578823e-09
1930,0.0,3.1510810627466412e-09
1931,0.0,5.7026783295555106e-09
1932,0.0,6.575722188983946e-09
1933,0.0,6.882397318719313e-09
1934,0.0,4.7926320689839486e-09
1935,0.0,9.574627313213568e-09
1936,0.0,7.274828739411987e-09
1937,0.0,7.554670666820584e-09
1938,0.0,2.5930428915188486e-09
1939,0.0,3.058810094103137e-09
1940,0.0,7.607348750937604e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,5.806470415592457e-09,8.709705845433291e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,1.089252066321933e-08
1946,1.3921104269343232e-09,1.3921104269343232e-08
1947,0.0,4.7683483828109274e-09
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,0.0,5.890204990421921e-09
1950,0.0,6.381216888229346e-09
1951,0.0,7.462981344019681e-09
1952,0.0,8.435843024123812e-09
1953,0.0,4.30953106533849e-09
1954,1.9545072227344917e-09,3.9090144454689835e-09
1955,0.0,5.631364707880948e-09
1956,1.744228317335228e-09,7.849027428008526e-09
1957,0.0,4.417518850718949e-09
1958,0.0,9.099467845885556e-09
1959,0.0,7.750747599288843e-09
1960,1.3841666701708277e-09,6.2287499602575735e-09
1961,6.948159270159238e-10,2.08444772553662e-09
1962,0.0,1.0147130247162295e-08
1963,0.0,3.233026624194224e-09
1964,3.041984220075733e-09,4.258777719368112e-09
1965,5.472043373977442e-10,5.4720434849997446e-09
1966,2.215629901769489e-09,4.985167390003653e-09
1967,0.0,5.916402701089396e-09
1968,8.982831700699023e-10,9.88111459321317e-09
1969,0.0,4.087581939593576e-09
1970,0.0,9.197450023812337e-10
1971,2.0553589941130213e-09,4.1107179882260425e-09
1972,5.130146862875051e-10,2.565073486948677e-09
1973,2.7566018356850464e-09,3.859242703185828e-09
1974,0.0,2.812785782069227e-09
1975,0.0,3.4268881066168433e-09
1976,0.0,4.570821499072508e-09
1977,0.0,5.876782005476144e-09
1978,5.940591352171509e-10,3.5643548113029055e-09
1979,5.851973350345929e-10,7.60756546647201e-09
1980,0.0,2.8425752862659692e-09
1981,0.0,3.1627747087981106e-09
1982,1.2415004579935385e-09,5.586751949948621e-09
1983,0.0,3.789189739755727e-09
1984,5.799008495621649e-10,4.639206796497319e-09
1985,0.0,1.2031116103372597e-09
1986,0.0,5.3950369172106605e-09
1987,6.110816852533674e-10,6.110816741511371e-09
1988,0.0,4.197587721854745e-09
1989,5.488122178931576e-10,4.939309961038418e-09
1990,5.44865097484859e-10,2.724325431913144e-09
1991,1.1722930404189924e-09,4.103025585955322e-09
1992,0.0,3.305966445044106e-09
1993,0.0,4.431365774326679e-09
1994,0.0,4.747434001473039e-09
1995,0.0,7.591431039344343e-09
1996,1.067618438099771e-09,4.270473530354479e-09
1997,9.58978896292706e-10,4.794894592485832e-09
1998,4.768129224785866e-10,3.814503490850996e-09
1999,0.0,5.027221139375371e-09
2000,8.836062992401139e-10,8.836062992401139e-10
2001,4.3812117822561447e-10,3.0668482198237257e-09
2002,0.0,8.76244299341522e-10
2003,4.1669229178253886e-10,5.000307501390466e-09
2004,0.0,4.845270240583233e-09
2005,1.8014998381943315e-09,4.053374524914943e-09
2006,8.235779835885637e-10,5.765045940631097e-09
2007,0.0,3.595031605740928e-09
2008,0.0,3.8316958494988285e-09
2009,3.337734755248789e-09,7.1522885392028e-09
2010,9.447586046817946e-10,5.196172492283324e-09
2011,0.0,2.6767803529281764e-09
2012,0.0,6.127654827992046e-09
2013,5.578250084070646e-10,7.53063750247307e-09
2014,4.330890368553497e-10,3.897801192920269e-09
2015,8.866301581811342e-10,6.871383642637063e-09
2016,0.0,8.285360397763952e-09
2017,1.2578056374223934e-09,3.5218558347427376e-09
2018,2.5814667070633845e-10,3.614053500911041e-09
2019,7.65296326310505e-10,2.806086474294034e-09
