year,ses_DET heures_NOUN,ses_DET peurs_NOUN
1846,8.348518898415591e-07,4.6836012845830055e-09
1847,8.63455124289203e-07,1.0786447290911383e-08
1848,8.946286484956545e-07,1.287235473768078e-08
1849,7.935305843531637e-07,3.938325110475205e-08
1850,7.481473422998874e-07,2.0366987207864895e-08
1851,9.467776180827059e-07,2.0638204034639784e-08
1852,1.0071813516532302e-06,4.557382027314816e-09
1853,1.1269035411487494e-06,1.6721408258035808e-08
1854,1.023026282354067e-06,2.338049043260071e-08
1855,1.1961836037244211e-06,3.3964397516683675e-08
1856,1.1472651202382167e-06,3.36517302912398e-08
1857,1.241367733939569e-06,2.5871997877402464e-08
1858,1.283121879858129e-06,3.229826006645453e-08
1859,1.4451587571073787e-06,3.513599722282379e-08
1860,1.3104477787351243e-06,1.7393299245327398e-08
1861,1.2813273189138386e-06,3.489813293899857e-08
1862,1.3147340229835436e-06,3.6143890103090826e-09
1863,1.2301750516030552e-06,1.048870412745373e-08
1864,1.3559490250614203e-06,1.0068928801842958e-08
1865,1.4224083599856385e-06,3.3418594114209554e-08
1866,1.2884142783775587e-06,2.6760870852626795e-08
1867,1.4160504200333435e-06,3.2513838732484146e-08
1868,1.3535255494190324e-06,2.4699369660652337e-08
1869,1.3649435457452341e-06,2.0999132543941812e-08
1870,1.3251387285251326e-06,2.0069171213776826e-08
1871,1.1821370315967528e-06,1.0621176826930423e-08
1872,1.3152962647922095e-06,1.6327815544059376e-08
1873,1.1792428278312173e-06,1.3169209722718733e-08
1874,1.3956687165972426e-06,2.9275584623178474e-08
1875,1.356574045985326e-06,2.0597498262553415e-08
1876,1.3803051261973565e-06,4.1112898863104874e-08
1877,1.433640371750755e-06,1.7935966267756953e-08
1878,1.4608555387596311e-06,3.4422804162659304e-08
1879,1.4754020645213473e-06,1.8327975581655664e-08
1880,1.4870149742662875e-06,1.4119261537715033e-08
1881,1.4495843707607037e-06,1.3945014920579979e-08
1882,1.6172586301266278e-06,1.1979693237407218e-08
1883,1.6379726419657459e-06,1.3902545781263598e-08
1884,1.6266580917800866e-06,1.386356363042296e-08
1885,1.3645410494866894e-06,1.6758653131887513e-08
1886,1.5326976967600103e-06,1.2261581083805595e-08
1887,1.4409336337450895e-06,1.9586773092328258e-08
1888,1.4875081655318922e-06,2.599652049184442e-08
1889,1.5380911166928968e-06,9.397704836544563e-09
1890,1.4504857226427248e-06,4.981333856513004e-08
1891,1.5177017385070712e-06,2.6134302499869477e-08
1892,1.3815800770089481e-06,2.9462007722358408e-08
1893,1.3486932228801152e-06,1.4780200174868696e-08
1894,1.5898783800594174e-06,2.7726773765834878e-08
1895,1.590117895133858e-06,2.6481904447095417e-08
1896,1.5963257773421446e-06,3.184395658273331e-08
1897,1.4508517072187033e-06,2.0393497113246895e-08
1898,1.5566134128341957e-06,2.150174804871341e-08
1899,1.2564185727370614e-06,1.9899282222013426e-08
1900,1.340849026476576e-06,2.6993475787939758e-08
1901,1.4525132385756478e-06,2.235495522029396e-08
1902,1.1922169402822647e-06,1.9641134940684424e-08
1903,1.4434788306871837e-06,2.484101346844625e-08
1904,1.4151388274541432e-06,3.278521365501774e-08
1905,1.3825672926515153e-06,9.805441791854719e-09
1906,1.4876982135092476e-06,1.8519063615940468e-08
1907,1.4533674947969644e-06,2.0571373937627868e-08
1908,1.4974825521818502e-06,2.4065807124884486e-08
1909,1.434656532239842e-06,1.925344195186085e-08
1910,1.5343056718464254e-06,2.7255168455475598e-08
1911,1.5312037060510875e-06,2.1281496453973148e-08
1912,1.4716614593623945e-06,1.041884239993962e-08
1913,1.5293821977735433e-06,2.227255674336348e-08
1914,1.3373396887672584e-06,1.4732836284281348e-08
1915,1.169829666913813e-06,8.246533234057551e-09
1916,1.3998027217354547e-06,2.197492321442951e-08
1917,1.4497612630393064e-06,2.6319419199616334e-08
1918,1.3864056631618382e-06,1.1486376294556067e-08
1919,1.6021656277231955e-06,1.5653341733923298e-08
1920,1.6189431946145305e-06,1.2872794385998532e-08
1921,1.4850158009949155e-06,2.1203693245652744e-08
1922,1.5139523665830268e-06,1.9182632371439468e-08
1923,1.5669139763474504e-06,1.6985516992917837e-08
1924,1.692670337227753e-06,3.480738519634485e-08
1925,1.6398282909335649e-06,5.0591617117845544e-08
1926,1.5192186531010066e-06,2.7865346696742677e-08
1927,1.876414524204506e-06,4.7941667635775786e-08
1928,1.4888131558699058e-06,3.427812322875923e-08
1929,1.4950425573090342e-06,2.33948540540041e-08
1930,1.4705044915075405e-06,2.3107928570631486e-08
1931,1.4302316779790658e-06,2.737285598186645e-08
1932,1.3655582389304755e-06,2.739884241709234e-08
1933,1.3822147657549522e-06,2.7529589274877253e-08
1934,1.3467295829627801e-06,1.0783422155213884e-08
1935,1.4589338626080917e-06,3.351119559624749e-08
1936,1.2500581014762702e-06,4.001155939903356e-08
1937,1.3661362956440826e-06,3.651424218542587e-08
1938,1.3911675345035235e-06,3.6302600703308485e-08
1939,1.2067006123217539e-06,2.4470480752825097e-08
1940,1.3160713230320198e-06,1.2678914806940611e-08
1941,1.381303270875378e-06,1.7709016475464523e-08
1942,1.380566370556835e-06,6.068423630267716e-08
1943,1.7332313948514866e-06,4.3548528338988035e-08
1944,1.4395074341422287e-06,6.747690939334916e-08
1945,1.5815939904406662e-06,5.010559434026618e-08
1946,1.5689084094105965e-06,4.1763314584386535e-08
1947,1.4924930109572188e-06,7.986983763252908e-08
1948,1.4970589150564706e-06,5.0010684482515444e-08
1949,1.325296102194784e-06,5.3993545190422765e-08
1950,1.337928463129856e-06,4.1477910883713776e-08
1951,1.2996249152408268e-06,4.477788728696197e-08
1952,1.1725821433827832e-06,5.061505703451985e-08
1953,1.250841393130031e-06,5.9256050954914485e-08
1954,1.3398146805343458e-06,5.374894995746615e-08
1955,1.281135427078084e-06,4.5050918995315214e-08
1956,1.3029385499407908e-06,6.628067694691708e-08
1957,1.1671085089481892e-06,6.007825492648777e-08
1958,1.1266796047237904e-06,4.384289198355873e-08
1959,1.1006062363705382e-06,5.580538398053392e-08
1960,1.142629561190489e-06,6.297958266010539e-08
1961,1.2305190422168266e-06,8.546235785722445e-08
1962,1.2163871998538411e-06,5.898019284078515e-08
1963,1.233722951354821e-06,7.75926354279477e-08
1964,1.158387583188869e-06,6.753204928600098e-08
1965,1.1157496295766123e-06,6.457010925942086e-08
1966,1.2712177053231244e-06,9.028691616563833e-08
1967,1.1349632806911814e-06,8.085750313746587e-08
1968,1.3016122917264283e-06,8.354033637081315e-08
1969,1.049146095333242e-06,7.448482530758582e-08
1970,1.044370426583896e-06,9.795284583447028e-08
1971,1.110921528990616e-06,6.474380875864938e-08
1972,1.0588623151619458e-06,7.592617662366408e-08
1973,9.879661106992899e-07,7.939013280111595e-08
1974,9.287818896197564e-07,8.044567240128586e-08
1975,9.212617761988895e-07,8.281646124430608e-08
1976,9.261626932044464e-07,1.1027106511241058e-07
1977,8.709390693084629e-07,1.1753563744498763e-07
1978,1.0188113930276188e-06,1.2059400589237157e-07
1979,9.216858134486472e-07,1.4805492876135418e-07
1980,9.562423497477823e-07,1.4838242745618402e-07
1981,1.0019670888539167e-06,1.4042719265194847e-07
1982,9.658873407758506e-07,1.8001756874053143e-07
1983,9.542442667154205e-07,1.623036236519937e-07
1984,1.064118036353534e-06,1.4033600415075398e-07
1985,9.99785764399519e-07,1.774589628578127e-07
1986,1.0370459442299307e-06,2.032130601570259e-07
1987,1.0046182756795474e-06,2.1448967690851362e-07
1988,1.0428007444218679e-06,1.9908559023562589e-07
1989,1.1272603286371918e-06,2.2940350241640317e-07
1990,1.024891234102654e-06,1.983308917097304e-07
1991,1.0632697904355837e-06,2.655243858118439e-07
1992,1.083805970303331e-06,2.484984793493794e-07
1993,1.1095032697028273e-06,2.686515707672754e-07
1994,1.0755575470255963e-06,3.0014331242611547e-07
1995,1.1229895604536466e-06,3.117909108674155e-07
1996,1.165305540951067e-06,3.3469839055833006e-07
1997,1.0932358964765854e-06,3.807146322643007e-07
1998,1.1543640994204907e-06,3.6237781575465533e-07
1999,1.1791118490478425e-06,4.0080663543662354e-07
2000,1.1106931108173512e-06,3.6934742975169854e-07
2001,1.105379739740897e-06,3.973759210573746e-07
2002,1.1439369878019079e-06,4.644094797612297e-07
2003,1.1988237744731123e-06,5.266990639185565e-07
2004,1.1276265778903394e-06,5.166820007396211e-07
2005,1.1295404442890344e-06,5.044199609116617e-07
2006,1.200776680310156e-06,5.522090100740229e-07
2007,1.2842251724265452e-06,7.265958421598384e-07
2008,1.3066082846791005e-06,7.114181856948676e-07
2009,1.4094777216477894e-06,7.986722678765545e-07
2010,1.4657929536809888e-06,1.0075850678248344e-06
2011,1.5903899190927717e-06,1.169753032215226e-06
2012,1.7119987054670105e-06,1.1387225278269852e-06
2013,1.6344272548707295e-06,1.1680856015772179e-06
2014,1.8469081859429082e-06,1.224342742744966e-06
2015,1.923100839906766e-06,1.1601556071383357e-06
2016,1.8592348567381123e-06,1.239904182881446e-06
2017,1.595652244112955e-06,1.4668529964012578e-06
2018,1.8052196524287467e-06,1.4827944845308139e-06
2019,1.9507403226093345e-06,1.5004909599269922e-06
