year,mêmes_ADJ heures_NOUN,mêmes_ADJ peurs_NOUN
1895,2.575966959739162e-07,1.8055843487019274e-09
1896,2.995690806528728e-07,1.179405795248556e-09
1897,3.123118403891567e-07,1.1653427112179315e-09
1898,3.728855801909958e-07,0.0
1899,3.615036234805302e-07,0.0
1900,4.5421714389703993e-07,0.0
1901,5.404310741141671e-07,1.1177477832191585e-09
1902,3.618879134137387e-07,0.0
1903,3.672149659905699e-07,0.0
1904,3.2408991046395386e-07,0.0
1905,3.6125314295532007e-07,0.0
1906,3.3591524584153376e-07,0.0
1907,2.6434216238158115e-07,2.057137349353866e-09
1908,2.553922229253658e-07,4.911389073214423e-10
1909,3.0145389473545947e-07,0.0
1910,3.291996790721896e-07,0.0
1911,3.2879913192118693e-07,4.788336838146279e-09
1912,3.047511540898995e-07,2.6047106693738442e-09
1913,2.9802802714584686e-07,2.121195885607108e-09
1914,2.7523617518454557e-07,6.696743715117748e-10
1915,3.015875051914918e-07,0.0
1916,3.4720380881481105e-07,1.0987462051303964e-09
1917,3.5640880469145486e-07,1.0966424435210342e-09
1918,3.5952356824964227e-07,5.743188147278033e-09
1919,4.0606610696158896e-07,1.8415696745321952e-09
1920,2.7941536018261104e-07,0.0
1921,2.97608977462005e-07,7.572747429129834e-10
1922,3.4676295967983606e-07,7.377935484775833e-10
1923,3.1635525488127314e-07,4.246379248229459e-09
1924,3.3776055374801217e-07,2.578324886925998e-09
1925,2.661558937688824e-07,2.1996355847875293e-09
1926,2.686219318093208e-07,4.458455382660986e-09
1927,3.03258929079675e-07,0.0
1928,2.913640457791189e-07,2.2852082448565625e-09
1929,2.406327723747381e-07,1.1140406375176326e-09
1930,2.2582747760679922e-07,4.201441416995522e-09
1931,2.9083659569550946e-07,3.4216069977333063e-09
1932,2.0055952631992113e-07,0.0
1933,2.925018804944557e-07,0.0
1934,2.683873958631011e-07,4.7926320689839486e-09
1935,2.633022404552321e-07,0.0
1936,2.643187713147199e-07,2.424942913137329e-09
1937,2.707090516196331e-07,2.5182236296217297e-09
1938,2.3985646180335607e-07,3.8895642262559704e-09
1939,2.064696786874265e-07,3.058810094103137e-09
1940,2.10469977446337e-07,7.607348528892999e-09
1941,2.390717099842732e-07,0.0
1942,2.0936060707299475e-07,9.102635090130207e-09
1943,1.567747034414424e-07,2.9032352077962287e-09
1944,1.9279116258985596e-07,3.2131861615880553e-09
1945,1.9606535772709321e-07,2.178504043826024e-09
1946,2.2691399692575942e-07,0.0
1947,2.002706338544158e-07,3.5762612871081956e-09
1948,2.0547868473386188e-07,0.0
1949,1.7179765166019934e-07,0.0
1950,2.4142269694493734e-07,4.2541445921528975e-09
1951,2.377492620553312e-07,1.0661401761424827e-09
1952,1.6344445441518474e-07,0.0
1953,2.1439916508825263e-07,3.232148326759443e-09
1954,2.237910763369655e-07,7.818028890937967e-09
1955,2.0272912593100045e-07,4.6928039232341234e-09
1956,2.0058625693764043e-07,8.72114158667614e-10
1957,1.943708269891431e-07,2.6505113659425206e-09
1958,1.919160439456391e-07,7.445019267748876e-09
1959,1.48039276837153e-07,1.5501495642666896e-09
1960,1.8893875619596656e-07,6.920833239831836e-09
1961,1.9871735901233478e-07,4.16889545107324e-09
1962,1.6362247379220207e-07,5.0735651235811474e-09
1963,1.8557572900590458e-07,7.1126584622049904e-09
1964,1.9894577008017222e-07,3.041984220075733e-09
1965,1.7948302399872773e-07,3.830430195250756e-09
1966,1.927597992334995e-07,6.092982118843793e-09
1967,1.888318479359441e-07,3.944268467392931e-09
1968,1.7651264272444678e-07,3.1439910674890825e-09
1969,1.4261119929415145e-07,5.904285060864822e-09
1970,1.8532861645326193e-07,7.3579600190498695e-09
1971,2.1632654068071133e-07,1.0276794970565106e-09
1972,1.790421322311886e-07,3.0780880067027283e-09
1973,1.4830517613972916e-07,2.7566018356850464e-09
1974,1.8114340605279722e-07,2.812785782069227e-09
1975,1.3764666562110506e-07,6.282628195464213e-09
1976,1.1369918695436354e-07,3.9994687561772935e-09
1977,1.310522321773533e-07,8.815172591880582e-09
1978,1.467326029569449e-07,5.346532105932056e-09
1979,1.4395854464055446e-07,1.6385525825057812e-08
1980,1.3928618614045263e-07,1.0233271119375331e-08
1981,1.5371085737569956e-07,5.69299452024552e-09
1982,1.2352928990821965e-07,1.5518756057986138e-08
1983,1.6419821236013377e-07,6.946847541655643e-09
1984,1.6005263603346975e-07,8.118611560803402e-09
1985,1.6181850526209018e-07,5.414002135495366e-09
1986,1.3187867864417058e-07,4.196139880008332e-09
1987,1.448263589054477e-07,1.099947066762752e-08
1988,1.4691556771140313e-07,4.797243047249822e-09
1989,1.3610542737296782e-07,1.1525056464734007e-08
1990,1.264087075014686e-07,1.3076762783725826e-08
1991,9.847261850381983e-08,1.3481369798284959e-08
1992,1.2342275113041978e-07,1.2121876835635703e-08
1993,1.3072529725377535e-07,2.1602909683338112e-08
1994,1.0971847075325059e-07,2.0572214154412904e-08
1995,8.079451419007455e-08,1.626735190995987e-08
1996,8.861233169454863e-08,1.6014276127407356e-08
1997,8.534912154800622e-08,2.6851409984374186e-08
1998,1.072829078907489e-07,2.193339376788117e-08
1999,1.0191548938109918e-07,2.0108885223635298e-08
2000,1.1177619541058448e-07,2.5624583344097118e-08
2001,9.945350853968193e-08,3.242096724420662e-08
2002,9.594874939011788e-08,3.1544793444027164e-08
2003,1.2209083877223748e-07,2.2918076325595393e-08
2004,9.602445061318576e-08,1.5857247959161214e-08
2005,1.0854036247565091e-07,3.0625496805214425e-08
2006,1.0294724717141435e-07,2.635449547483404e-08
2007,1.1064707905461546e-07,2.8760252845927425e-08
2008,1.0899045577161814e-07,2.554463840453991e-08
2009,1.4209213361482398e-07,3.2423709939166656e-08
2010,1.3084907379834476e-07,2.8342757474320024e-08
2011,1.40339764698183e-07,3.288615957330876e-08
2012,1.7395731788383273e-07,4.0510606424959406e-08
2013,1.5395970365261746e-07,3.2632762270168314e-08
2014,1.9943750828588236e-07,4.460817137896811e-08
2015,1.762177390673969e-07,4.078498605508685e-08
2016,1.8062085871406452e-07,3.686985294848455e-08
2017,1.3684925193047093e-07,3.647636503956164e-08
2018,1.6624645127194526e-07,3.846385254746565e-08
2019,1.7142637886990997e-07,4.056070679325785e-08
