year,nos_DET yeux_NOUN,nos_DET pieux_NOUN
1917,9.812756900373643e-06,1.315970976634162e-08
1918,9.832338051296574e-06,3.790504266021344e-08
1919,9.184828712704984e-06,1.9336482248721865e-08
1920,9.478919949401643e-06,2.0445026116533427e-08
1921,8.81543545006025e-06,2.8776439675581855e-08
1922,9.007720976228484e-06,2.139601357198373e-08
1923,8.983215664670752e-06,1.6985517437007047e-08
1924,9.0202692888397e-06,2.0626599095407983e-08
1925,8.975613127404358e-06,1.759708534443405e-08
1926,8.610392384866827e-06,2.0063049555041346e-08
1927,8.767750401261765e-06,2.118352704361115e-08
1928,8.118201989759655e-06,2.5137291137511397e-08
1929,8.275094188547882e-06,2.116677211283502e-08
1930,7.80207643202857e-06,9.453243521306831e-09
1931,7.849166237861027e-06,1.7108034988666532e-08
1932,7.5302974948954216e-06,1.4247397261968331e-08
1933,7.602754919844301e-06,9.176529758292418e-09
1934,7.63106849177575e-06,1.1981580172459871e-08
1935,7.551987522447234e-06,2.0346082152400413e-08
1936,7.590071305685342e-06,1.6974600391961303e-08
1937,7.3041076760205215e-06,3.777335333410292e-09
1938,7.464074172958135e-06,1.037217134403079e-08
1939,7.460437970507883e-06,9.176430282309411e-09
1940,6.704609909036208e-06,1.2678914584896006e-08
1941,7.124927186907826e-06,3.836953554881006e-08
1942,8.149893261588659e-06,3.944475324146879e-08
1943,8.280026918328076e-06,2.032264689866281e-08
1944,8.505304180062012e-06,5.1410978585408884e-08
1945,9.670379526482975e-06,4.1391576388605245e-08
1946,8.466815728525035e-06,6.960552134671616e-09
1947,8.95734285677463e-06,2.503382989793579e-08
1948,8.227845071928641e-06,6.523132700664291e-09
1949,7.115367480992063e-06,1.079870937115146e-08
1950,8.054159067683031e-06,1.3825969924496917e-08
1951,7.762566767155477e-06,8.529121409139861e-09
1952,6.6811879122496975e-06,3.1634410646574906e-09
1953,7.559994841699336e-06,2.2625037066070774e-08
1954,7.83268775705892e-06,1.172704333640695e-08
1955,7.783484548440356e-06,5.631364707880948e-09
1956,7.3868069705440575e-06,1.744228317335228e-08
1957,6.826833754303152e-06,7.0680299946168645e-09
1958,6.7939937267169626e-06,7.445019101215422e-09
1959,6.37188993835025e-06,1.3951346411467114e-08
1960,7.019801145702331e-06,2.7683333403416555e-09
1961,7.676326291061741e-06,6.25334317660986e-09
1962,7.448627741268865e-06,6.976152100435229e-09
1963,7.558816079722419e-06,9.05247421467692e-09
1964,7.12311029360535e-06,3.6503808864551957e-09
1965,8.326261109914412e-06,1.586892572902343e-08
1966,6.952646430136156e-06,4.985167278981351e-09
1967,7.381205449519257e-06,1.2325838905091757e-08
1968,8.217494340101439e-06,1.3025105854991281e-08
1969,6.979773317539184e-06,1.4079449495163487e-08
1970,7.182748532841288e-06,2.6212732207042677e-08
1971,7.380280479196699e-06,1.2332153964678128e-08
1972,7.078063688936709e-06,1.487742551375959e-08
1973,6.50613158370561e-06,1.0475087075523248e-08
1974,5.945666565310148e-06,1.2938814686336286e-08
1975,5.897674405730413e-06,1.7134440533084216e-09
1976,5.9557802742915555e-06,1.1427053969725876e-08
1977,6.507948135947572e-06,6.464460078348111e-09
1978,6.297620792850012e-06,6.534650376366358e-09
1979,6.562403136456396e-06,5.851973128301324e-09
1980,6.261056391565489e-06,9.66475616204221e-09
1981,6.0712625185033176e-06,7.590659656386833e-09
1982,6.534017046533336e-06,1.738100685599875e-08
1983,6.366470188368112e-06,1.0104505676622466e-08
1984,6.316280085627568e-06,1.1018116474748041e-08
1985,6.177376668858869e-06,9.62489254963117e-09
1986,6.270831391930187e-06,7.792830936104167e-09
1987,6.392525470744204e-06,9.777306797520424e-09
1988,5.99415536584047e-06,1.439172936379407e-08
1989,6.133525445761734e-06,8.780995153223614e-09
1990,6.249602449770464e-06,4.90378582185258e-09
1991,6.2184283819988195e-06,4.103025752488776e-09
1992,6.165076456454699e-06,8.815910279569295e-09
1993,6.722382060786458e-06,3.877445031719162e-09
1994,6.2650305352462965e-06,8.96737506472789e-09
1995,6.414759170070283e-06,1.0302656838767632e-08
1996,6.02136786653773e-06,2.6690460952494277e-09
1997,6.261652920613869e-06,8.151320729510303e-09
1998,6.09891426250897e-06,3.814503490850996e-09
1999,6.080652624973482e-06,6.398281737762801e-09
2000,6.217937311703281e-06,8.394259509714175e-09
2001,5.895358569318887e-06,9.20054432640427e-09
2002,6.1713887546943624e-06,8.762443215459825e-09
2003,6.476231561691748e-06,8.333845447072719e-09
2004,5.8213720137700875e-06,6.6071867144135155e-09
2005,5.889553527538283e-06,8.557123898356167e-09
2006,6.120419556054912e-06,5.765045940631097e-09
2007,5.8782760135045464e-06,7.589511019645556e-09
2008,5.627058158097498e-06,1.1495086743584793e-08
2009,5.982174187124656e-06,1.1443661573906638e-08
2010,5.559904394658588e-06,6.613310177261411e-09
2011,5.349736866833155e-06,8.412738006224885e-09
2012,5.767144472201835e-06,9.531907319004773e-09
2013,5.7467133558475325e-06,1.0040849929282558e-08
2014,6.203134205406968e-06,5.197068442264197e-09
2015,6.518504733321606e-06,1.063956234226282e-08
2016,7.344971635347974e-06,1.8849194760583998e-08
2017,6.1911709963169415e-06,8.301517084863264e-09
2018,6.474060427308359e-06,9.035133530232997e-09
2019,6.46802922688039e-06,7.652963318616202e-09
