year,vos_DET hommes_NOUN,vos_DET pommes_NOUN
1941,3.276167781507411e-07,1.7709016475464523e-08
1942,4.33892282103443e-07,2.1239483061208375e-08
1943,2.758073383013482e-07,8.709705845433291e-09
1944,3.6951642101712423e-07,9.639558484764166e-09
1945,3.790597151720476e-07,1.9606536838523425e-08
1946,2.756378698620665e-07,1.8097434661967782e-08
1947,2.5272246872987125e-07,1.7881307101674793e-08
1948,2.2939683219647122e-07,8.697510045507784e-09
1949,2.2775459296298095e-07,7.853606653895895e-09
1950,1.9675418450049165e-07,2.0207186368637053e-08
1951,2.1109575776279144e-07,1.3859822733941485e-08
1952,1.8875199003787202e-07,7.381362632230548e-09
1953,1.8207768981426398e-07,1.8315507332999914e-08
1954,1.6613312148194836e-07,4.886268278880834e-09
1955,2.459029309065386e-07,1.9709776921672528e-08
1956,2.398314009610658e-07,1.1337483840634377e-08
1957,2.517985677741308e-07,1.5903067307476704e-08
1958,2.5147620963394957e-07,8.272243334772611e-09
1959,1.7904226989884364e-07,7.750747710311146e-09
1960,2.2077457906277687e-07,1.3841666979264033e-08
1961,2.4735447468060556e-07,7.64297514166401e-09
1962,2.3274980698317904e-07,1.52206956482992e-08
1963,2.515294745819574e-07,1.2932106940866106e-08
1964,2.701281829331492e-07,1.034274621503073e-08
1965,2.0191840732763922e-07,1.3132904541635071e-08
1966,2.4648882579469955e-07,8.862519607077957e-09
1967,2.5095408595632307e-07,7.888536712741256e-09
1968,2.4208731197461475e-07,1.2575964686289964e-08
1969,2.3980481600460735e-07,1.3171097434927503e-08
1970,2.2671714283717392e-07,1.517579290011284e-08
1971,1.8960686531954707e-07,6.166076982339064e-09
1972,2.103360259297915e-07,4.617132176587546e-09
1973,1.8414100466657146e-07,2.1501495472975307e-08
1974,1.8451875316571886e-07,7.875800511758513e-09
1975,1.6791752255329584e-07,4.569184142155791e-09
1976,1.6055010743087905e-07,6.856232415142216e-09
1977,1.4104276413462458e-07,5.289103821581875e-09
1978,1.895048580280445e-07,2.0198010819427736e-08
1979,1.8726314898742658e-07,1.2289143924704149e-08
1980,1.8874700380422382e-07,1.2507331226263574e-08
1981,1.7521772655015866e-07,8.855769451088236e-09
1982,2.0608907114194608e-07,2.2347007799794483e-08
1983,1.7303965460513382e-07,1.3893695083311286e-08
1984,1.6585163642446332e-07,1.4497521683143333e-08
1985,1.7024029430601217e-07,7.820225356169885e-09
1986,1.7683732345119552e-07,7.1933827783254856e-09
1987,1.7476936520210984e-07,4.277571630240118e-09
1988,1.5950833098798967e-07,5.9965538645734284e-09
1989,1.8988902716898792e-07,5.488121956886971e-09
1990,1.6236980204809015e-07,1.3621627159565719e-08
1991,1.6939634317481023e-07,8.792197747631292e-09
1992,1.4325855257624198e-07,7.162927584403178e-09
1993,1.3737234016986122e-07,9.416652346772025e-09
1994,1.6194024787807848e-07,1.89897358393587e-08
1995,1.5345536041877494e-07,1.0302656505700725e-08
1996,1.5747372117402847e-07,1.3345230476247139e-08
1997,1.4912122292543017e-07,5.753873377756236e-09
1998,1.8738747353808094e-07,5.2449422582867555e-09
1999,1.695544682434047e-07,1.0511462644746672e-08
2000,1.4535324055486853e-07,9.277865808954289e-09
2001,1.2836950347150378e-07,5.257454110951798e-09
2002,1.3888471972478555e-07,9.638686904178684e-09
2003,1.9751215152297164e-07,6.250384210204629e-09
2004,1.59012970790684e-07,5.726228824443069e-09
2005,1.909589855131344e-07,1.5763123362155795e-08
2006,2.0918880672127216e-07,1.317724773741702e-08
2007,2.3687263350780086e-07,1.4779573842549354e-08
2008,2.933376030966883e-07,3.2782287273658284e-08
2009,3.5618398008807617e-07,2.2410505451375684e-08
2010,5.550456805281101e-07,8.502827442136152e-09
2011,6.064819295659163e-07,2.3326228920650394e-08
2012,8.136163813787789e-07,3.0978699716577296e-08
2013,9.351936327561816e-07,3.26327614930122e-08
2014,9.891753478541432e-07,3.378094555472888e-08
2015,9.245335732543936e-07,4.1893273572402023e-08
2016,9.020685638461146e-07,3.9976861931911856e-08
2017,8.414719872007481e-07,2.3646746782901573e-08
2018,9.688244588801354e-07,3.0719454813255e-08
2019,8.226935577226868e-07,6.785627593153265e-08
