year,véritables_ADJ îles_NOUN,véritables_ADJ iles_NOUN,véritables_ADJ piles_NOUN
1897,4.661370844871726e-09,0.0,0.0
1898,9.619203211741478e-09,5.6583548957434e-10,2.26334195829736e-09
1899,2.7637891975018647e-09,0.0,0.0
1900,1.6092265298084385e-08,2.595526460424935e-09,0.0
1901,1.1736351446245408e-08,0.0,1.676621730339889e-09
1902,4.910283735171106e-09,4.910283846193408e-10,4.910283846193408e-10
1903,1.0260418292773466e-08,1.6200660812870638e-09,7.560307935250421e-09
1904,1.3974025492302644e-08,5.374625189347171e-10,6.449550227216605e-09
1905,1.4966200723165457e-08,1.5482277682110634e-09,2.580379465655369e-09
1906,1.2346042410626978e-08,3.0865106026567446e-09,4.629765903985117e-09
1907,0.0,5.142843373384665e-10,7.71426478252124e-09
1908,4.4202499438483756e-09,4.911389073214423e-10,5.40252820258047e-09
1909,9.351672325408344e-09,1.1001967115120692e-09,1.1001967337165297e-08
1910,5.878565634276356e-09,0.0,5.344150677544235e-10
1911,7.448523575703803e-09,5.320374141248863e-10,0.0
1912,5.2094213387476884e-09,5.209421227725386e-10,1.0418842455450772e-09
1913,1.3787773589513108e-08,5.30298971401777e-10,2.121195885607108e-09
1914,5.357394972094198e-09,6.696743715117748e-10,0.0
1915,0.0,0.0,2.3561523843085297e-09
1916,7.69122365795738e-09,0.0,4.394984820521586e-09
1917,4.386569774084137e-09,1.0966424435210342e-09,4.386569774084137e-09
1918,2.2972752589112133e-09,0.0,1.1486376294556067e-09
1919,3.6831393490643904e-09,0.0,3.6831393490643904e-09
1920,2.2716695191604686e-09,0.0,7.572231730534895e-09
1921,9.844571380313027e-09,7.572747429129834e-10,1.1359120755116692e-08
1922,9.591316185719734e-09,0.0,1.4755870969551665e-09
1923,5.307974060286824e-09,1.0615948120573648e-09,0.0
1924,1.289162443462999e-09,0.0,1.289162443462999e-09
1925,3.299453377181294e-09,0.0,1.0998177923937646e-09
1926,5.57306911730393e-09,2.229227691330493e-09,0.0
1927,1.2264147031260109e-08,0.0,0.0
1928,9.14083297942625e-09,0.0,0.0
1929,4.4561625500705304e-09,0.0,2.2280812750352652e-09
1930,7.352522590764465e-09,0.0,2.100720708497761e-09
1931,1.0264820993199919e-08,0.0,6.843213995466613e-09
1932,5.4797681947604815e-09,0.0,1.0959536611565568e-09
1933,5.735331320977366e-09,0.0,5.735331320977366e-09
1934,5.990790086229936e-09,1.1981580172459871e-09,8.38710612072191e-09
1935,1.0771455727365264e-08,0.0,0.0
1936,1.2124714565686645e-09,0.0,3.6374143697059935e-09
1937,6.295559185076627e-09,2.5182236296217297e-09,1.2591118148108649e-09
1938,9.075650453382877e-09,1.2965214457594243e-09,5.186085783037697e-09
1939,9.176430282309411e-09,0.0,0.0
1940,2.5357829169792012e-09,0.0,0.0
1941,0.0,0.0,0.0
1942,6.068423541449874e-09,0.0,0.0
1943,1.4516175816936538e-08,0.0,0.0
1944,4.177142187700156e-08,0.0,0.0
1945,6.535512131478072e-09,0.0,0.0
1946,6.960552134671616e-09,1.3921104269343232e-09,2.7842208538686464e-09
1947,7.152522574216391e-09,0.0,1.1920870957027319e-09
1948,3.2615663503321457e-09,0.0,2.174377566888097e-09
1949,5.890204768377316e-09,0.0,2.945102384188658e-09
1950,5.317680518146517e-09,2.1270722960764488e-09,1.0635361480382244e-09
1951,1.0661401761424827e-09,1.0661401761424827e-09,5.330700769690111e-09
1952,1.0544804140977249e-08,0.0,4.2179215675730575e-09
1953,4.3095309543161875e-09,0.0,8.619061908632375e-09
1954,1.3681550115052232e-08,0.0,9.772536113672459e-10
1955,7.508486277174597e-09,1.8771215692936494e-09,0.0
1956,1.2209598665435806e-08,8.72114158667614e-10,8.72114158667614e-10
1957,7.068030161150318e-09,0.0,8.835037701437898e-10
1958,7.445019267748876e-09,0.0,2.4816730892496253e-09
1959,6.200598257066758e-09,0.0,3.100299128533379e-09
1960,6.2287499602575735e-09,6.920833350854139e-10,1.3841666701708277e-09
1961,9.03260666262895e-09,0.0,5.55852741612739e-09
1962,4.43936931660005e-09,0.0,2.5367825617905737e-09
1963,3.879631726988464e-09,0.0,5.819448034571906e-09
1964,1.2167936880302932e-08,0.0,1.2167936658258327e-09
1965,7.660860390501512e-09,5.472043373977442e-10,2.188817349590977e-09
1966,3.3234448526542337e-09,5.539074754423723e-10,5.539074754423723e-10
1967,7.395503320850594e-09,9.860671168482327e-10,9.860671168482327e-10
1968,6.737123747768692e-09,1.7965663401398047e-09,0.0
1969,7.72098829315837e-09,9.083515606356229e-10,1.8167031212712459e-09
1970,5.518470125309705e-09,4.5987250119061684e-10,1.3796175313274261e-09
1971,4.1107179882260425e-09,1.0276794970565106e-09,2.0553589941130213e-09
1972,6.156176013405457e-09,0.0,3.5911027485013847e-09
1973,5.513203671370093e-09,0.0,0.0
1974,7.875800456247362e-09,1.6876715580593782e-09,0.0
1975,3.998036124386317e-09,0.0,5.711480177694739e-10
1976,6.8562320265641574e-09,5.713526873840635e-10,4.570821499072508e-09
1977,4.7014254711541525e-09,0.0,1.1753563677885381e-09
1978,2.970295565063452e-09,0.0,0.0
1979,4.096381456264453e-09,0.0,0.0
1980,4.548120546843393e-09,0.0,1.7055452605774235e-09
1981,1.0753434587229549e-08,1.8976649140967083e-09,0.0
1982,4.966001831974154e-09,0.0,1.2415004579935385e-09
1983,3.78918940668882e-09,0.0,0.0
1984,2.8995041922996734e-09,0.0,0.0
1985,2.4062232206745193e-09,0.0,6.015558051686298e-10
1986,2.997242676272549e-09,0.0,0.0
1987,7.944062296871834e-09,0.0,0.0
1988,4.797243047249822e-09,0.0,5.996553809062277e-10
1989,4.390497743145261e-09,5.488122178931576e-10,0.0
1990,5.448650863826288e-09,5.44865097484859e-10,1.089730194969718e-09
1991,3.5168792322792797e-09,0.0,5.861465202094962e-10
1992,2.2039776670368383e-09,0.0,5.509944167592096e-10
1993,5.539207315052863e-09,0.0,1.1078414852150331e-09
1994,7.384897138251745e-09,5.274926606624319e-10,5.274926606624319e-10
1995,4.880205572987961e-09,0.0,0.0
1996,6.939520069693117e-09,0.0,0.0
1997,9.58978851883785e-09,0.0,4.79489448146353e-10
1998,4.291316191284977e-09,0.0,9.536258449571733e-10
1999,3.656160929565999e-09,0.0,0.0
2000,7.068850393920911e-09,0.0,0.0
2001,6.133696661692056e-09,0.0,4.3812117822561447e-10
2002,4.381221607729913e-09,0.0,8.76244299341522e-10
2003,5.416999737661854e-09,0.0,4.1669229178253886e-10
2004,7.047666006343434e-09,0.0,8.809582507929292e-10
2005,2.251874686720612e-09,0.0,9.007499190971657e-10
2006,4.941467679486777e-09,0.0,4.1178899179428186e-10
2007,4.393927444112933e-09,0.0,3.994479469415779e-10
2008,2.9802078582719105e-09,0.0,1.2772318758180745e-09
2009,8.582746957586096e-09,0.0,4.76819250749827e-10
2010,2.8342759250676863e-09,0.0,4.723793023408973e-10
2011,4.206369030868018e-09,0.0,7.64794394481072e-10
2012,4.085103366691101e-09,0.0,1.3617010852229328e-09
2013,3.6258624991347688e-09,0.0,1.3945624655065103e-09
2014,6.496335469563519e-09,2.1654451842767486e-10,2.5985342766432495e-09
2015,6.428068743957738e-09,0.0,6.649726325136385e-10
2016,7.45682449121432e-09,2.0713400439298368e-10,2.0713400439298368e-10
2017,3.2702947017071438e-09,0.0,7.54683426862357e-10
2018,3.614053500911041e-09,0.0,1.290733298020541e-09
2019,3.5713827450933877e-09,0.0,7.65296326310505e-10
