year,mes_DET anneaux_NOUN,mes_DET panneaux_NOUN
1800,9.432493897065797e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,1.4831105232815389e-08
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,1.7254450312975678e-08,2.8757416448144113e-09
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,1.3905623319487859e-08,0.0
1817,6.227493631882908e-09,7.784366928831332e-09
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,1.0847637454958203e-08,0.0
1822,0.0,1.0025615893027862e-09
1823,1.9765373782121287e-09,9.882686891060644e-10
1824,8.421112696055388e-10,0.0
1825,7.044354433105582e-09,0.0
1826,8.807984341885344e-10,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,1.628903412154159e-08,2.571952872898464e-09
1830,7.305785221234373e-08,1.0436835840010872e-09
1831,0.0,0.0
1832,0.0,0.0
1833,3.475088550253247e-09,0.0
1834,1.120143711119681e-08,0.0
1835,1.5126175867408165e-09,7.563087933704082e-10
1836,6.720750067579218e-10,0.0
1837,6.262101948095733e-09,0.0
1838,3.1560809521380406e-09,0.0
1839,4.894032734625853e-09,0.0
1840,4.458782232319436e-09,0.0
1841,3.2102742686390684e-09,0.0
1842,1.2745703159566801e-08,0.0
1843,8.269675610961258e-09,0.0
1844,5.488561272137815e-10,0.0
1845,2.2320911785556063e-09,1.674068439427856e-09
1846,1.7563503984519002e-09,5.854501328173001e-10
1847,1.6179670936367074e-09,1.6179670936367074e-09
1848,1.6090443422100975e-09,0.0
1849,1.3407063903514427e-08,0.0
1850,8.82569484161877e-09,0.0
1851,3.2247193804124663e-09,0.0
1852,1.1067927019325907e-08,0.0
1853,1.1943863675867306e-09,1.1943863675867306e-09
1854,5.195664454227256e-10,1.0391328908454511e-09
1855,1.0083180512765466e-08,1.0613874223963649e-09
1856,3.1063134287023786e-09,0.0
1857,4.393358177257056e-09,1.4644527812635033e-09
1858,1.2234190327475858e-08,4.893676019968041e-10
1859,2.189634606963864e-08,0.0
1860,7.781213007262977e-09,0.0
1861,9.903524222920623e-09,0.0
1862,3.6143890103090826e-09,9.035972525772706e-10
1863,9.989241656072068e-10,6.493007020935693e-09
1864,2.3973640850272204e-09,0.0
1865,7.0602665935837194e-09,0.0
1866,3.405929149824516e-09,2.919367858567057e-09
1867,2.91168689159349e-09,0.0
1868,1.0373735648272486e-08,4.93987406535723e-10
1869,5.371871281134588e-09,0.0
1870,1.7202146374017957e-09,1.7202146374017957e-09
1871,1.0621177271019633e-09,0.0
1872,0.0,0.0
1873,1.7359413462259e-08,1.1972008939764578e-09
1874,5.974609251779839e-09,0.0
1875,7.437985227731758e-09,0.0
1876,1.2696631523922974e-08,0.0
1877,1.5462040314773162e-08,0.0
1878,6.0390887290928674e-09,0.0
1879,7.94212295929242e-09,6.10932526790009e-10
1880,3.2089231272180996e-09,7.701415505323439e-09
1881,1.324776466304911e-08,3.486253785656146e-09
1882,2.3959387362992857e-08,0.0
1883,2.5277355319985872e-08,0.0
1884,1.1883054540362536e-08,6.601696966868076e-10
1885,1.0313017329011132e-08,1.2891271383708158e-09
1886,3.872078324640427e-09,3.872078213618124e-09
1887,4.57024718070187e-09,3.264462256069578e-09
1888,7.60873763994141e-09,0.0
1889,5.012109394186837e-09,0.0
1890,2.6217545912032847e-09,6.554386366985909e-09
1891,8.286486163910922e-09,1.2748440081367107e-09
1892,1.8805537127519756e-09,0.0
1893,6.158416554491453e-10,6.158416554491453e-10
1894,2.520615716150587e-09,0.0
1895,6.018614495673091e-09,2.4074457982692365e-09
1896,2.3588115349859606e-09,0.0
1897,4.07869948926276e-09,4.078699600285063e-09
1898,3.960848538042683e-09,5.6583548957434e-10
1899,4.9748205555033564e-09,0.0
1900,5.710158568206225e-09,3.114631885736685e-09
1901,7.265360757457984e-09,0.0
1902,4.419255406062916e-09,1.4730851538580225e-09
1903,0.0,0.0
1904,7.524475265086039e-09,0.0
1905,4.1286072338664326e-09,2.0643036169332163e-09
1906,1.18316245689698e-08,5.144184522798412e-10
1907,1.5428529565042481e-09,1.5428529565042481e-09
1908,3.437972351250096e-09,9.822778146428846e-10
1909,1.1001967115120692e-09,2.2003934230241384e-09
1910,1.6032452032632705e-09,0.0
1911,4.788336838146279e-09,2.6601871816467337e-09
1912,4.167536982180309e-09,2.0837684910901544e-09
1913,5.833288518886093e-09,1.060597942803554e-09
1914,3.3483718020477227e-09,0.0
1915,7.068456930880984e-09,0.0
1916,0.0,1.0987462051303964e-09
1917,1.0966424435210342e-09,0.0
1918,1.1486376294556067e-09,0.0
1919,1.8415696745321952e-09,1.8415696745321952e-09
1920,3.786115865267448e-09,0.0
1921,1.5145494858259667e-09,5.300923255902035e-09
1922,5.902348276798364e-09,1.4755870969551665e-09
1923,1.0615948120573648e-08,0.0
1924,1.289162443462999e-09,3.867487219366694e-09
1925,4.399271169575059e-09,2.1996355847875293e-09
1926,6.687683296036084e-09,0.0
1927,3.344767462998277e-09,6.689535148041159e-09
1928,4.570416489713125e-09,5.713020723163709e-09
1929,7.798284240578823e-09,1.1140406375176326e-09
1930,3.1510811737689437e-09,2.100720708497761e-09
1931,3.4216069977333063e-09,0.0
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,4.7926320689839486e-09,0.0
1935,0.0,0.0
1936,3.6374143697059935e-09,0.0
1937,5.036447148221157e-09,0.0
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,2.5357829169792012e-09,0.0
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,4.7683483828109274e-09,0.0
1948,7.61032148410834e-09,1.0871887834440486e-09
1949,3.9268033269479474e-09,0.0
1950,0.0,2.1270722960764488e-09
1951,3.1984206394497505e-09,3.1984206394497505e-09
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,3.232148326759443e-09,0.0
1954,3.9090144454689835e-09,9.772536113672459e-10
1955,6.569925492527773e-09,9.385607846468247e-10
1956,5.232684952005684e-09,8.72114158667614e-10
1957,3.5340151360863103e-09,1.4136059989233729e-08
1958,1.6544486891589827e-09,1.6544486891589827e-09
1959,1.5501495642666896e-09,7.750747821333448e-10
1960,4.844583401109048e-09,2.076250060767393e-09
1961,6.94815938118154e-09,0.0
1962,1.9025869768540815e-09,1.9025869213429303e-09
1963,5.819448034571906e-09,3.2330267352165265e-09
1964,6.083968440151466e-09,1.8251904432275978e-09
1965,5.47204326295514e-09,5.472043373977442e-10
1966,7.200797291773142e-09,0.0
1967,1.9721342336964653e-09,2.465167847631733e-09
1968,4.491415850349512e-09,8.982831700699023e-10
1969,5.450109252791435e-09,2.2708788183223305e-09
1970,6.438214850135182e-09,1.3796175313274261e-09
1971,1.541519245584766e-09,1.0276794970565106e-09
1972,4.104117490300041e-09,3.0780880067027283e-09
1973,8.821125663249774e-09,4.9618833486420044e-09
1974,5.625571564138454e-09,0.0
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,3.4281160132820787e-09,5.713526873840635e-10
1977,4.113747398282186e-09,2.3507127355770763e-09
1978,2.3762365408686037e-09,1.1881182704343018e-09
1979,2.925986564150662e-09,2.925986564150662e-09
1980,1.7055452050662723e-09,1.1370301367108482e-09
1981,5.060439622894819e-09,6.325549528618524e-10
1982,5.586751949948621e-09,3.7245013739806154e-09
1983,3.157658134966823e-09,0.0
1984,6.958810416790584e-09,4.059305780401701e-09
1985,1.2031116103372597e-09,0.0
1986,2.997242676272549e-09,7.193382389747427e-09
1987,5.499735167280306e-09,4.277571630240118e-09
1988,2.9982769045311386e-09,1.798966087207532e-09
1989,1.6464366536794728e-09,2.1952488715726304e-09
1990,1.6345953479657283e-09,5.993515961311147e-09
1991,0.0,1.7584396161396398e-09
1992,7.162927251336271e-09,6.611933001110515e-09
1993,3.323524566667402e-09,6.093128224193833e-09
1994,1.5824779264761446e-09,2.6374633033121597e-09
1995,2.7112254108452305e-09,3.253470381991974e-09
1996,5.871901187504136e-09,1.6014276571496566e-09
1997,1.917957792585412e-09,3.835915585170824e-09
1998,2.86087753487152e-09,5.2449422582867555e-09
1999,4.113181045761749e-09,8.226361730701015e-09
2000,2.6508188977203417e-09,3.97622823555821e-09
2001,2.190605918883648e-09,1.7524847129024579e-09
2002,2.1906108038649563e-09,1.3143663935011318e-09
2003,1.6667691671301554e-09,4.583615098585625e-09
2004,4.8452703238499595e-09,4.845270407116686e-09
2005,6.755624393228743e-09,9.007499190971657e-10
2006,1.6471559671771274e-09,4.941467846020231e-09
2007,3.1955835755326234e-09,2.3966877371606188e-09
2008,9.792111205220166e-09,6.3861596011349775e-09
2009,6.198650481792356e-09,3.337734755248789e-09
2010,1.5116138118997924e-08,1.0864724231396394e-08
2011,1.2236710089652547e-08,4.971163480860241e-09
2012,9.531907513293802e-09,8.510631810398905e-09
2013,1.952387607140338e-08,1.0598675437289984e-08
2014,1.1693404300405774e-08,9.094869662940042e-09
2015,1.3299452761295072e-08,7.093041265449074e-09
2016,1.1185235959665363e-08,6.628288140575478e-09
2017,1.232649593507773e-08,7.798395096347832e-09
2018,1.2649186809099433e-08,4.904786909953884e-09
2019,8.418259866971312e-09,3.57138285611569e-09
