year,les_DET âges_NOUN,les_DET ages_NOUN,les_DET pages_NOUN
1946,3.6292318199571127e-06,1.39211046246146e-07,9.675167575551313e-06
1947,3.3545330850870414e-06,1.5139506270855918e-07,1.0019492378887662e-05
1948,3.4192086530993038e-06,1.5655518215140773e-07,9.79991978056205e-06
1949,3.2494297244056725e-06,1.6787084311520317e-07,8.722411848793854e-06
1950,3.660691476170541e-06,2.435497730157721e-07,9.592032824912167e-06
1951,3.4329714253544807e-06,2.0363277519752643e-07,9.595261985850811e-06
1952,3.4165165772037653e-06,1.792616646234535e-07,9.834083698478935e-06
1953,3.1308743473346112e-06,1.8638721199781827e-07,9.67597406997811e-06
1954,3.4878182475495123e-06,1.7786015704679414e-07,1.0376479167462094e-05
1955,3.220202032139241e-06,1.3702987633479324e-07,9.910263315759948e-06
1956,3.159669660135478e-06,1.6744591824213728e-07,9.532207513984758e-06
1957,3.263662861741068e-06,2.4473054721640963e-07,9.883757115858316e-06
1958,3.020195975977913e-06,1.8860714690038805e-07,9.355080010209349e-06
1959,3.1235512949479016e-06,1.2478703781404477e-07,9.532644753562636e-06
1960,3.264557022930603e-06,1.5848708095900221e-07,9.917554052663036e-06
1961,3.6192961232472953e-06,1.737039826976705e-07,1.0400699125057145e-05
1962,3.4417796825891855e-06,1.3064430248732606e-07,1.0161082741433347e-05
1963,3.4069633443323255e-06,1.6553096215954355e-07,1.0201492159467307e-05
1964,3.3583504972511946e-06,1.2898012768935985e-07,9.835951232162188e-06
1965,3.513599111215626e-06,1.871438819467386e-07,1.056815710853698e-05
1966,3.355571465135654e-06,1.1742838434969372e-07,9.710552149044815e-06
1967,3.333892919954451e-06,1.2325838949500678e-07,9.437648031962453e-06
1968,3.470966206009507e-06,1.6169096947460382e-07,1.0127244649993372e-05
1969,3.5802676734419947e-06,1.0945636433334904e-07,8.497628755321784e-06
1970,3.1588642315227844e-06,1.4210060383934575e-07,9.3041405762051e-06
1971,3.4170344207495873e-06,1.2280769989825302e-07,9.787619319467922e-06
1972,3.6367610221077484e-06,1.220974947813147e-07,9.649806202105538e-06
1973,3.445201116392127e-06,1.6925535645251344e-07,9.517443686490878e-06
1974,3.1987000994604387e-06,1.0688586238316589e-07,8.910342899071111e-06
1975,3.2589705654118006e-06,1.456427431989482e-07,9.221184313901176e-06
1976,3.324701310702949e-06,1.7369121757537798e-07,9.431318972019653e-06
1977,3.3926660591987456e-06,1.7689113179786276e-07,9.679647178018058e-06
1978,3.327325231339273e-06,1.4495043165752008e-07,1.0134648505299992e-05
1979,3.293490692612977e-06,1.386917714008007e-07,9.76577302935766e-06
1980,3.521950844742605e-06,1.5179352064187412e-07,9.859188708105648e-06
1981,3.411368822980876e-06,1.8091071529724445e-07,9.861531907517929e-06
1982,3.7089825468683557e-06,1.4401404846431376e-07,1.0363424621573358e-05
1983,3.3452228365149494e-06,1.7682885022907158e-07,1.0812452842401399e-05
1984,3.4011183913662535e-06,1.7744965835619908e-07,9.894268373500381e-06
1985,3.2435888499549037e-06,1.3655316699612285e-07,1.0083879715239163e-05
1986,3.2436159926874097e-06,1.5825441801453621e-07,1.0571274856374657e-05
1987,3.348116592860606e-06,1.7599152890568348e-07,1.0770314702313044e-05
1988,3.578143605409423e-06,1.4211832510824252e-07,1.0646281225490384e-05
1989,3.259395782606589e-06,1.3775186780140558e-07,1.0076740750264435e-05
1990,3.2517548333999002e-06,2.0214495100034924e-07,9.74055308233801e-06
1991,3.1610882444965682e-06,1.4126131331337888e-07,1.017140050407761e-05
1992,3.383105735110803e-06,1.6970627947365813e-07,9.949857258106931e-06
1993,3.2476373235112987e-06,1.689458262177368e-07,1.0346131603000686e-05
1994,3.4297572995001246e-06,1.0866348842952789e-07,9.851452546172368e-06
1995,3.201415040621214e-06,1.2634310547765537e-07,1.0357423434470547e-05
1996,3.132926309490358e-06,1.1476898098550237e-07,1.082938763374841e-05
1997,2.9479011658395393e-06,1.0884410461819982e-07,1.1071890412495122e-05
1998,3.292393330411869e-06,8.391907480032046e-08,1.1258507015554642e-05
1999,3.300142140005846e-06,6.763897530959184e-08,1.0675532962522993e-05
2000,3.144313041048008e-06,7.201391571953764e-08,1.0920932254521176e-05
2001,3.0804299342435115e-06,8.674799223395979e-08,1.0874167855945416e-05
2002,3.143526456028667e-06,1.2836979390584702e-07,1.1367955266905483e-05
2003,3.0876898904352856e-06,6.958761267217284e-08,1.1442370578151895e-05
2004,2.9318291154822873e-06,5.285749399286388e-08,1.1859900610033947e-05
2005,3.2962944231940128e-06,4.773974515703827e-08,1.2274969890313514e-05
2006,3.2395440285881705e-06,6.341550307098487e-08,1.2482148235903878e-05
2007,3.1859967748459894e-06,5.9118296702465045e-08,1.1784114235524612e-05
2008,2.9882969414529725e-06,4.81090685067187e-08,1.1508284842420835e-05
2009,2.925286153754314e-06,5.769512978481828e-08,1.153044331658748e-05
2010,2.884348120346658e-06,2.7398000090883556e-08,1.1056037351409032e-05
2011,3.207930120652236e-06,2.6767803973370974e-08,1.1758713526432985e-05
2012,3.0185509842795e-06,2.4851044666540645e-08,1.1177864109868096e-05
2013,2.59583869421931e-06,1.8408225277433132e-08,1.0448062255363766e-05
2014,2.70983819916637e-06,2.317026327747218e-08,1.0183872461766441e-05
2015,2.8773365627898784e-06,1.6181000206394458e-08,9.309173549354455e-06
2016,3.011935561403334e-06,2.962016298901915e-08,9.493779884905962e-06
2017,2.615480994450081e-06,1.635147350853572e-08,9.546242324631748e-06
2018,2.5293210796917265e-06,2.4523934105680212e-08,9.523805374556105e-06
2019,2.695628694482366e-06,1.1734543781116713e-08,9.653957704358618e-06
