year,ces_DET airs_NOUN,ces_DET pères_NOUN
1800,4.181738866293472e-07,3.332814459966471e-07
1801,4.238504889286787e-07,2.833607215535494e-07
1802,3.6700578220916213e-07,5.236545916886826e-07
1803,4.0567054426787763e-07,6.065555115952748e-07
1804,7.786330371573058e-07,6.822308673548605e-07
1805,6.02690079176682e-07,1.7512126166963071e-06
1806,7.405889590472725e-07,9.048441000913954e-07
1807,3.3024679169102455e-07,7.544431106509819e-07
1808,3.3991110370834576e-07,8.021901791721575e-07
1809,3.998484032763372e-07,9.939734280095536e-07
1810,4.5632472378542843e-07,1.0366761529212454e-06
1811,4.061464267124393e-07,8.32349474677585e-07
1812,6.027890364634914e-07,7.681559939243243e-07
1813,6.039057396378666e-07,4.6299441613939507e-07
1814,7.457624633389059e-07,7.300291073875087e-07
1815,2.643279088943018e-07,7.363420335693149e-07
1816,3.036061109185084e-07,8.43607823597381e-07
1817,4.110145797042719e-07,1.2081337956715288e-06
1818,3.9339886015454795e-07,1.0705217334816552e-06
1819,4.5958660876976865e-07,1.3611631057841578e-06
1820,5.541646501683317e-07,3.5646909175568453e-06
1821,5.216727174683911e-07,1.3372177645187833e-06
1822,4.4513735986129177e-07,8.64208075768147e-07
1823,3.014219576158439e-07,1.0465765356570955e-06
1824,3.7558162802042716e-07,1.269903774137049e-06
1825,5.151184421237076e-07,8.752610378692793e-07
1826,3.8138572833190665e-07,9.27480738432962e-07
1827,2.7283126868837826e-07,9.309445889726931e-07
1828,3.6689204740980585e-07,8.456861948502592e-07
1829,3.7379047057584103e-07,9.764847535009835e-07
1830,5.89681221185856e-07,7.337095553339168e-07
1831,2.806417143119688e-07,9.042899549172034e-07
1832,4.4784197683611637e-07,9.213909244465412e-07
1833,5.965568661281395e-07,7.425106050007457e-07
1834,3.2857548859510644e-07,6.664855050075857e-07
1835,4.363901808801529e-07,6.950477811074052e-07
1836,3.790502951517283e-07,8.911714406423243e-07
1837,2.845777480331435e-07,5.253207717714758e-07
1838,3.1118958787601514e-07,7.139055178129183e-07
1839,4.1809022022221143e-07,6.292327849877211e-07
1840,3.40141363963653e-07,6.624476256433809e-07
1841,3.6918153512033314e-07,8.712684493872302e-07
1842,3.481589700982113e-07,5.306237707003447e-07
1843,3.691819294715515e-07,1.079192639252824e-06
1844,3.9956725217393796e-07,9.758661825287618e-07
1845,3.7499130378648715e-07,9.592411664982592e-07
1846,3.4424467898475086e-07,9.70090866303508e-07
1847,2.998632275819091e-07,1.5424619448367594e-06
1848,3.041093847855336e-07,7.42573963208315e-07
1849,3.578010066007664e-07,6.67001431864378e-07
1850,2.966791328162799e-07,7.413583702486903e-07
1851,2.7281125092315506e-07,9.125955990896273e-07
1852,5.546984809257083e-07,9.909050149303766e-07
1853,3.702597801691354e-07,8.211406203884053e-07
1854,5.268403597824545e-07,7.803888131263648e-07
1855,3.5184992697168127e-07,8.066544481266646e-07
1856,4.498977546063543e-07,8.48023603339243e-07
1857,4.266438917710502e-07,7.917807813839772e-07
1858,3.4402541970735e-07,7.467749352230157e-07
1859,5.356966497060967e-07,9.603838826421907e-07
1860,3.712096017238764e-07,6.417211935172418e-07
1861,4.456585642742539e-07,7.979410838743206e-07
1862,3.194216411372963e-07,6.081209527053488e-07
1863,3.041724134789092e-07,8.061317977592353e-07
1864,3.490561972796513e-07,8.400363498139995e-07
1865,4.2079188133925527e-07,1.0703363777508912e-06
1866,3.649209681100274e-07,5.819273134477498e-07
1867,3.3532926302370925e-07,5.537057994331462e-07
1868,3.665386465456777e-07,4.198893002183013e-07
1869,4.2193605054308136e-07,7.208074208620019e-07
1870,2.712205091626174e-07,6.628560562660368e-07
1871,2.655294260023311e-07,4.089153140540702e-07
1872,3.319989190231354e-07,5.878013720206354e-07
1873,3.3162464418978743e-07,4.6331672365340637e-07
1874,3.0231522352153206e-07,4.480956672381353e-07
1875,2.4888642258247273e-07,4.800361175227863e-07
1876,2.6844305978102057e-07,5.054468381615607e-07
1877,3.117147393538744e-07,5.665291320511301e-07
1878,3.907290277993525e-07,5.80960346496795e-07
1879,3.097427843101741e-07,5.809968435244173e-07
1880,2.5350492194320395e-07,4.6272670495284274e-07
1881,3.249188438303463e-07,3.953411873425239e-07
1882,2.622221639825284e-07,4.1263386840739713e-07
1883,2.4076681448548243e-07,3.2355015999741e-07
1884,3.129204415586173e-07,3.9676198326787926e-07
1885,2.391330813367176e-07,3.2614916811724015e-07
1886,3.175104374975035e-07,5.808117542471791e-07
1887,2.872726856395502e-07,3.1795863630890153e-07
1888,2.460158547989977e-07,3.493678635280162e-07
1889,3.0887123614320444e-07,4.3730654741835906e-07
1890,2.5758738786407775e-07,3.1854318649493507e-07
1891,2.2373512464923806e-07,3.257226364183907e-07
1892,2.3506920854288182e-07,3.4163392825803385e-07
1893,1.9460596156761767e-07,2.777445922141908e-07
1894,2.350474090917487e-07,3.2957051843141016e-07
1895,2.4194829784107696e-07,3.4366289725085153e-07
1896,2.1642096648122333e-07,2.57700166095276e-07
1897,2.1966709518039806e-07,2.5521005575512845e-07
1898,2.2633420115880654e-07,2.6481101844666455e-07
1899,2.5150482407809704e-07,3.4713192142987737e-07
1900,2.3515470104484848e-07,3.7219850490544104e-07
1901,2.1851968501351848e-07,2.7217159015435755e-07
1902,1.9935752160193942e-07,2.3176539798441809e-07
1903,2.694710055095584e-07,3.33193597157333e-07
1904,1.9348650681649815e-07,2.902297602247472e-07
1905,1.9610884827159225e-07,5.697478098198872e-07
1906,1.8879157437368121e-07,3.899291955988815e-07
1907,2.000566077242638e-07,3.8931324919389e-07
1908,2.681618447297751e-07,3.094175067275273e-07
1909,2.2884090888908304e-07,3.042043825729479e-07
1910,2.933938674232195e-07,4.0241455856460107e-07
1911,2.0270625533669318e-07,2.862361334621255e-07
1912,2.9745795515623286e-07,2.563035215175091e-07
1913,2.6196769375985696e-07,2.4287692479418865e-07
1914,2.270196119980028e-07,2.5179756946158705e-07
1915,1.684648918143239e-07,2.839163650847354e-07
1916,1.4173825491070602e-07,2.823777744964673e-07
1917,2.5771097966753587e-07,3.048665977445353e-07
1918,2.63038021586226e-07,2.584434675156899e-07
1919,2.2282992784283806e-07,2.3756249500905824e-07
1920,2.559414298275442e-07,2.680569988200432e-07
1921,3.612200565328294e-07,2.6731797841961225e-07
1922,3.1430005975607855e-07,2.3609393728918349e-07
1923,2.6964508137439225e-07,2.8132263274471825e-07
1924,3.0166401998599213e-07,2.488083561402732e-07
1925,3.1894715490921044e-07,3.827366006348143e-07
1926,3.35498771875109e-07,2.864557648862842e-07
1927,3.7015426102016136e-07,3.0325890953974977e-07
1928,2.685119735446051e-07,2.3423384565290917e-07
1929,3.130454260258375e-07,2.484310677175472e-07
1930,3.445182059635954e-07,2.9200018225594704e-07
1931,2.919771411313832e-07,2.9653927402506497e-07
1932,2.1590287069273018e-07,2.871398612214193e-07
1933,2.2253084708268034e-07,1.858247253849754e-07
1934,2.1447027975796118e-07,1.845163382085957e-07
1935,2.5492445665520336e-07,1.9388620398075318e-07
1936,3.0918022098092024e-07,2.0612014584031613e-07
1937,1.586480848914107e-07,1.4983430896009509e-07
1938,1.970712553145404e-07,2.0096082220533162e-07
1939,1.529405118105842e-07,1.39175861946228e-07
1940,1.3946805843545462e-07,2.3075624167034903e-07
1941,3.5418031529843574e-07,3.807438386793649e-07
1942,1.8205270713167465e-07,2.1239482617119165e-07
1943,1.9451676003257035e-07,1.974200014576155e-07
1944,2.7954719428180397e-07,1.92791173247997e-07
1945,2.091363882072983e-07,1.8081583785800603e-07
1946,2.0324812055605435e-07,2.617167567109391e-07
1947,1.8954184177744082e-07,2.145756801130716e-07
1948,2.58750922910167e-07,1.663398780937797e-07
1949,2.130290823743053e-07,2.2480948924652466e-07
1950,1.7441992206101986e-07,1.8399174894767611e-07
1951,2.1855874088316796e-07,1.4499506129084239e-07
1952,1.6660790080891275e-07,1.613354974061565e-07
1953,1.853098279269716e-07,2.0254795796148528e-07
1954,2.277000969996834e-07,2.4235889362067553e-07
1955,2.017905682549781e-07,1.7738798430144698e-07
1956,2.2936601773437815e-07,1.3692192535330605e-07
1957,1.899533081939353e-07,2.6151711463029415e-07
1958,1.7537156615787808e-07,1.5220928206716167e-07
1959,1.8524288059040828e-07,2.394981102327165e-07
1960,2.159299992143815e-07,2.2215875850051248e-07
1961,1.9732772749136984e-07,1.7995732282116705e-07
1962,1.953322588121864e-07,2.828512570829389e-07
1963,2.3342452060148844e-07,2.5217607202421277e-07
1964,1.898198114247407e-07,6.509846279811882e-07
1965,1.931631334883832e-07,2.7852701300901117e-07
1966,1.9275980278621319e-07,2.1879345268871475e-07
1967,2.760987953820404e-07,5.388856827437394e-07
1968,3.265259405083043e-07,2.1109654646522813e-07
1969,1.7349514536135757e-07,2.448007450084333e-07
1970,1.9590568989258372e-07,2.4557191213858687e-07
1971,2.3585244868229438e-07,3.07790006814912e-07
1972,3.539801411989174e-07,2.2777852404232135e-07
1973,1.6429347304836028e-07,2.06193817575695e-07
1974,1.4176440465973883e-07,1.5582833290395115e-07
1975,1.2565256346519504e-07,2.0332868633232692e-07
1976,1.142705370327235e-07,1.8797503553713568e-07
1977,1.3575366342166717e-07,1.7865417145657148e-07
1978,1.841583285866477e-07,1.9069298273777235e-07
1979,1.4805492387637287e-07,2.756279451343602e-07
1980,1.4553986193988067e-07,1.6714343198387382e-07
1981,1.3030631418331495e-07,1.739526136468328e-07
1982,1.502215489779246e-07,2.6257734919710174e-07
1983,1.591459621863578e-07,1.6230362609448434e-07
1984,2.1456332177649529e-07,2.1282360584962134e-07
1985,1.3715471602893103e-07,1.979118637862598e-07
1986,1.492626822141574e-07,2.1640091762975544e-07
1987,1.796580146873339e-07,2.0104586972991e-07
1988,1.3192418135687944e-07,1.9188971989159143e-07
1989,1.388494963450171e-07,2.2830588264355356e-07
1990,1.422097835046543e-07,1.7980548272511498e-07
1991,1.9460065026066786e-07,1.6881019515579965e-07
1992,1.3885059324536542e-07,2.567634043160183e-07
1993,1.5066644287742292e-07,2.027349976785331e-07
1994,1.329281484885314e-07,2.2734933846635386e-07
1995,1.5887781223966613e-07,2.2774293917393607e-07
1996,1.564061022918395e-07,2.161927366017835e-07
1997,1.3138010679369927e-07,2.1001638028650405e-07
1998,1.320771794155462e-07,2.5747898568795335e-07
1999,1.5584385515410304e-07,2.6598570057601023e-07
2000,1.586073281600875e-07,3.11471218594761e-07
2001,1.349413158990842e-07,2.6813016074100915e-07
2002,1.5991459179076628e-07,2.8083629288744305e-07
2003,1.6084323029019743e-07,2.3959807471385375e-07
2004,1.6870350627584685e-07,2.757399371056124e-07
2005,1.4186810837202302e-07,2.625685966428648e-07
2006,1.8365789244967345e-07,2.44602655463666e-07
2007,1.633742110485059e-07,2.860047301211921e-07
2008,1.8775308419094472e-07,2.975950339489941e-07
2009,1.7165492316451036e-07,2.732174317898739e-07
2010,1.620261036450188e-07,2.1823924090114133e-07
2011,1.5181169388256421e-07,2.1643681946681426e-07
2012,1.9846793719580091e-07,2.2468068561209975e-07
2013,1.676264123062765e-07,2.1615719436596237e-07
2014,2.7154682591401524e-07,2.3235227675222347e-07
2015,2.4138505594351045e-07,2.2985887215831724e-07
2016,2.479394041188243e-07,2.417253774922301e-07
2017,1.5395541641538557e-07,1.9395363626273365e-07
2018,2.1632690661022025e-07,1.8793077538603598e-07
2019,2.522926862980057e-07,2.1861965038283415e-07
