year,trois_DET îles_NOUN,trois_DET iles_NOUN,trois_DET piles_NOUN
1844,1.1965063562158207e-07,1.4819115490283252e-08,2.9089374464774664e-08
1845,9.039969084412292e-08,2.1204865530144446e-08,2.7901139176833567e-09
1846,1.1299187252511445e-07,8.196301859442201e-09,2.6930706553685013e-08
1847,7.658377754182766e-08,1.4561703842730367e-08,1.88762818709165e-08
1848,9.252004873339104e-08,8.849743549088629e-09,2.574470947536156e-08
1849,9.971503645012092e-08,1.005529792763582e-08,3.016589289472904e-08
1850,7.332115714575593e-08,1.0862393651223101e-08,1.425689166723032e-08
1851,7.545843550005316e-08,1.096404567135778e-08,1.676854055610022e-08
1852,6.380334482969374e-08,1.3672145415810633e-08,1.3021090872200602e-08
1853,5.195580743411199e-08,1.3735443005202796e-08,1.134667093616315e-08
1854,8.728716205386178e-08,1.0391328797432209e-08,1.506742641765868e-08
1855,6.10297732350773e-08,1.539011762474729e-08,1.963566731433275e-08
1856,4.866557823390849e-08,9.31894050815174e-09,2.8474541557965694e-08
1857,6.63885206808601e-08,9.763017949637742e-09,3.4658715009072694e-08
1858,6.117094875079943e-08,6.8511465389775594e-09,2.495774786837046e-08
1859,5.906921041187729e-08,1.1711999148289465e-08,1.62949542747981e-08
1860,7.140407021211104e-08,7.781212424395889e-09,1.876645461251769e-08
1861,8.347256130747382e-08,9.903523834342565e-09,2.3579819541375002e-08
1862,5.2860440469260084e-08,6.776979477596257e-09,4.3824467832465075e-08
1863,8.24112407760147e-08,5.993545049154392e-09,1.148762801550518e-08
1864,5.418042459126582e-08,4.315255153208852e-09,5.370095335077707e-08
1865,5.4599393062293444e-08,7.530951029455224e-09,2.0710114512212385e-08
1866,6.471265417973271e-08,1.897589108068587e-08,2.7733993990253225e-08
1867,1.0336488642792574e-07,1.261730986357179e-08,4.124889763090778e-08
1868,4.297690514576402e-08,3.4579119567723637e-09,3.6061081232219294e-08
1869,8.985675159500772e-08,7.813630742425914e-09,2.6371004047121005e-08
1870,6.135431851461703e-08,6.880858549607183e-09,1.777555080906268e-08
1871,4.6733178216129545e-08,1.0621177271019633e-09,2.442870794538976e-08
1872,3.205089671443062e-08,1.2094678591978436e-09,1.3304146229131675e-08
1873,5.866284202848959e-08,2.9930022904522957e-09,3.052862207475471e-08
1874,4.301718670163268e-08,1.792382742227261e-09,3.525019520722594e-08
1875,8.353429592489192e-08,5.7215269744226305e-09,4.806082642971887e-08
1876,6.892457005136521e-08,4.836811839936672e-09,2.781166785759126e-08
1877,9.462768257861853e-08,5.566334282391949e-09,1.855444864418132e-08
1878,6.703388133466603e-08,4.227361960484899e-09,3.321498676100987e-08
1879,8.125402395364745e-08,8.553055264037823e-09,1.710611030603104e-08
1880,7.187987560719478e-08,8.984984534166074e-09,3.0163878284028556e-08
1881,5.368830691132587e-08,6.972507682334594e-09,4.113779411563101e-08
1882,5.923292900611443e-08,1.3310770263785798e-09,4.7253235768707214e-08
1883,6.066565205742336e-08,7.583206729222525e-09,3.981183382961717e-08
1884,9.704494363660388e-08,9.242375753615306e-09,4.093052030640365e-08
1885,7.476937652350912e-08,6.445635580831777e-09,2.5782542323327107e-08
1886,8.131364293006982e-08,1.548831352060631e-08,1.871504551331782e-08
1887,8.552890928825718e-08,7.834709492282599e-09,1.6322312390570914e-08
1888,4.628648708759897e-08,3.1703073499755874e-09,2.8532765483646472e-08
1889,4.698852729134728e-08,6.265136576200092e-09,3.069916942877171e-08
1890,5.636772321127026e-08,1.1797895382859025e-08,3.3427369872107704e-08
1891,6.69293100941104e-08,9.561329838980726e-09,3.633305567518619e-08
1892,5.014809811854093e-08,5.01480967862733e-09,2.820830502514582e-08
1893,4.0645549148621285e-08,9.237624942759481e-09,1.7859408230069818e-08
1894,5.356308463433379e-08,4.411077725308132e-09,2.3315694708259116e-08
1895,6.078800729447664e-08,3.611168697403855e-09,9.629782748987736e-09
1896,5.5432073542416305e-08,1.1794058063507862e-08,1.592197840238896e-08
1897,3.612562415877818e-08,6.409384800676321e-09,2.3889525024856084e-08
1898,3.5647634177848886e-08,5.092519295146758e-09,1.867257115595322e-08
1899,3.150719685152126e-08,5.527578395003729e-09,2.266307141951529e-08
1900,4.775768935871838e-08,1.0901211378033793e-08,1.6092265298084385e-08
1901,4.3033289376381845e-08,7.2653604799022276e-09,3.297355993803208e-08
1902,4.0264328760031276e-08,7.856454264931756e-09,3.5845073576012965e-08
1903,5.022204785376516e-08,6.480264325148255e-09,2.1600881083827517e-08
1904,3.2247751136083025e-08,5.374625189347171e-09,3.708491291831706e-08
1905,6.296125931726237e-08,6.708986810544104e-09,1.7546581076999246e-08
1906,3.2922780501820625e-08,5.658603086100555e-09,3.0865107358835076e-08
1907,4.2685598167224725e-08,3.08570607954195e-09,3.2914197145572643e-08
1908,5.1569583714439204e-08,4.4202499438483756e-09,1.964555629285769e-08
1909,5.611003306427165e-08,1.2652262071366494e-08,3.4106096613584214e-08
1910,4.3287619710952185e-08,6.412980924075384e-09,2.7255168677520203e-08
1911,3.298632123005518e-08,6.384448858476333e-09,1.3300935464144459e-08
1912,2.2400510557574194e-08,2.083768435579003e-09,2.2400510557574194e-08
1913,2.4393752795504042e-08,1.5908969142053309e-09,2.9166442705452766e-08
1914,3.616241750492577e-08,2.678697486047099e-09,2.209925398233281e-08
1915,2.9451904026700504e-08,4.712304768617059e-09,3.062998032987707e-08
1916,2.197492321442951e-08,0.0,2.8567400889301098e-08
1917,2.1932848426331475e-08,3.289927441585405e-09,2.52227767560953e-08
1918,2.2972752589112133e-08,1.1486376294556067e-09,1.722956355365568e-08
1919,3.591060881991126e-08,1.8415696745321952e-09,2.4861190439651182e-08
1920,2.8017257847068322e-08,3.786115865267448e-09,3.558949046578164e-08
1921,2.7261890134244737e-08,2.2718242842501013e-09,7.572747762196741e-09
1922,3.541409093754666e-08,1.4755870969551665e-09,1.6231458288551437e-08
1923,2.653986985734491e-08,3.1847844361720945e-09,1.5923921736771263e-08
1924,2.3204924204378585e-08,3.867487330388997e-09,2.0626599095407983e-08
1925,3.959344208048776e-08,5.499088961968823e-09,2.6395627239494956e-08
1926,3.1209186346359274e-08,7.802296808634424e-09,2.229227735739414e-08
1927,5.2401357919507063e-08,4.459690061686672e-09,6.689535148041159e-09
1928,2.170947865920425e-08,3.4278122562625413e-09,6.8556245125250825e-09
1929,4.233354289340241e-08,6.684243825105796e-09,1.0026365515614089e-08
1930,2.3107928459609184e-08,0.0,1.575540586884472e-08
1931,3.877821264097747e-08,1.1405356659111021e-09,2.2810713318222042e-08
1932,6.137340680112402e-08,7.6716757391182e-09,1.753525857850491e-08
1933,3.9000251472742775e-08,2.2941324395731044e-09,1.491186085722518e-08
1934,6.11060571031885e-08,2.3963160344919743e-09,2.036868629318178e-08
1935,3.4708024010399185e-08,5.98414207075848e-09,2.6330225999515733e-08
1936,3.273673021553236e-08,1.2124714565686645e-09,2.7886843056990074e-08
1937,3.777335588761588e-08,3.777335444432595e-09,1.0072894518486919e-08
1938,4.5378251711802875e-08,3.889564337278273e-09,1.2965214124527336e-08
1939,3.211750509990452e-08,3.058810094103137e-09,2.4470480752825097e-08
1940,1.7750480196809804e-08,7.607348750937604e-09,2.028626333583361e-08
1941,4.7224041566096275e-08,5.9030051957620344e-09,2.3612020783048138e-08
1942,6.068423630267716e-08,0.0,2.730790527039062e-08
1943,4.645176376882887e-08,2.9032352077962287e-09,2.3225881884414434e-08
1944,7.069009200222354e-08,3.2131861615880553e-09,1.2852744646352221e-08
1945,3.921307367704685e-08,0.0,1.9606536838523425e-08
1946,3.3410652022780596e-08,5.568441707737293e-09,2.5057987684817817e-08
1947,2.6225916327504706e-08,7.152522574216391e-09,1.1920871179071924e-08
1948,1.956939787994827e-08,5.435943917220243e-09,1.8482209318548826e-08
1949,4.22131343214005e-08,3.9268033269479474e-09,2.846932467548413e-08
1950,3.296961992305114e-08,1.0635361480382244e-09,1.701657836861159e-08
1951,4.264560538036477e-08,5.3307008807124134e-09,2.0256663124662566e-08
1952,2.4253049346611988e-08,3.163441175679793e-09,1.8980646387944944e-08
1953,3.44762476345295e-08,4.3095309543161875e-09,2.0470272810158008e-08
1954,2.7363101562372094e-08,8.795282502305213e-09,3.3226621232174125e-08
1955,3.754243316222983e-08,9.385607846468247e-10,3.941955162289901e-08
1956,3.7500909488841216e-08,8.72114158667614e-10,2.52913103793162e-08
1957,3.003912851795576e-08,2.6505113104313693e-09,3.003912896204497e-08
1958,3.557064687242928e-08,2.4816730892496253e-09,3.557064731651849e-08
1959,2.7127616819555556e-08,3.8753737996444215e-09,2.4802393472356243e-08
1960,2.629916601160076e-08,6.920833350854139e-10,3.3220000528189075e-08
1961,2.7792637857793068e-08,6.948159270159238e-10,2.153929301584867e-08
1962,2.663621723186793e-08,1.2683912808952869e-09,2.4099435003144265e-08
1963,4.073613490973571e-08,2.5864212993553792e-09,2.3277791916243018e-08
1964,4.1979383080814614e-08,3.650380941966347e-09,1.216793682479178e-08
1965,2.8454625322638094e-08,3.283225968875314e-09,2.5171399187229326e-08
1966,2.7141466296676242e-08,1.1078149508847446e-09,2.6587559154300777e-08
1967,2.9088979225377898e-08,1.4791006197611978e-09,2.169347701475033e-08
1968,4.1770166214760707e-08,2.6948494546985557e-09,1.5719955115400808e-08
1969,3.4971536666539293e-08,9.083515606356229e-10,1.9075382107214267e-08
1970,3.9549036767727586e-08,6.438214850135182e-09,2.2533753363251918e-08
1971,3.4427263151393106e-08,2.5691987426412766e-09,1.6442872285971077e-08
1972,4.9762423515176124e-08,4.104117490300041e-09,1.898154344814884e-08
1973,3.473318305191597e-08,1.6539611902288698e-09,1.598829119098255e-08
1974,4.162923183947953e-08,3.937900228123681e-09,1.8564387360697765e-08
1975,4.7976432160368176e-08,5.711480177694739e-09,1.3707552426467373e-08
1976,4.627956839975411e-08,7.427584713948221e-09,7.427584713948221e-09
1977,5.524175039628432e-08,3.526069214387917e-09,2.174409347022177e-08
1978,3.801978465389766e-08,3.5643548113029055e-09,1.1881182260253809e-08
1979,4.09638133413992e-08,2.3407893401383717e-09,1.8141117053005473e-08
1980,3.1836845382215984e-08,2.2740603289328476e-09,2.0466541794661453e-08
1981,5.313461515221718e-08,3.795329661659963e-09,1.2651099334792804e-08
1982,4.221101668200333e-08,3.7245013739806154e-09,1.6760255960868164e-08
1983,6.378469308288004e-08,8.841442245000053e-09,8.841442245000053e-09
1984,4.755187132943206e-08,5.219107646059484e-09,1.2757819078945687e-08
1985,5.0530688078254116e-08,4.210890747202711e-09,1.6242006850575308e-08
1986,4.555809107742448e-08,4.196139768986029e-09,1.558566253834215e-08
1987,5.133086067310444e-08,2.4443267410134695e-09,2.810975807676641e-08
1988,4.1975876885480545e-08,2.3986214681137596e-09,1.7390005768724848e-08
1989,5.3234785912792404e-08,3.2928733073589456e-09,1.8659615741434266e-08
1990,5.121732060686668e-08,2.179460389939436e-09,2.7243254763220648e-08
1991,4.3374841940391207e-08,2.9307325455363298e-09,2.403200716205589e-08
1992,7.879220276230114e-08,8.264916306899295e-09,8.815910279569295e-09
1993,4.7083262177949337e-08,2.2156829704300662e-09,1.661762283333701e-08
1994,5.0639296755861096e-08,1.0549853213248639e-09,2.37371702294098e-08
1995,5.8562467319944744e-08,1.626735190995987e-09,1.626735190995987e-08
1996,6.298948451721742e-08,1.6014276571496566e-09,9.608566164942545e-09
1997,5.753873288938394e-08,5.753873377756236e-09,1.5343662451705598e-08
1998,5.531029756422612e-08,1.43043876743576e-09,1.8118890277030175e-08
1999,5.347135290101335e-08,1.8280804925385752e-09,1.919484465817689e-08
2000,5.743440878447359e-08,0.0,1.3254094932690919e-08
2001,4.468835990145692e-08,1.3143635346768434e-09,1.3143635069212678e-08
2002,5.213653486713099e-08,1.7524885431718928e-09,1.3581786362237835e-08
2003,4.2085920526346854e-08,1.2500769308587678e-09,9.58392298855415e-09
2004,6.210755598701212e-08,8.809582507929292e-10,2.290491477041634e-08
2005,4.819012167089909e-08,1.3511248786457486e-09,1.9816498664226856e-08
2006,5.065004438087328e-08,1.2353669198716943e-09,2.3060184151102447e-08
2007,5.432492145018841e-08,7.988958938831558e-10,1.477957436990529e-08
2008,5.83269237353079e-08,4.257439678578834e-10,1.8306990035021897e-08
2009,6.389377960047682e-08,2.384096253749135e-09,1.6688674220333155e-08
2010,7.085689834873676e-08,1.4171379625338432e-09,3.542844684290003e-08
2011,8.642176307915861e-08,0.0,2.141424276791426e-08
2012,6.842547817242917e-08,0.0,2.34893430262062e-08
2013,4.93675145207817e-08,5.578250084070646e-10,3.179602448000196e-08
2014,5.435267347309036e-08,0.0,2.945005439514148e-08
2015,7.492024778343875e-08,0.0,3.147536986602972e-08
2016,6.669714824880657e-08,2.0713400439298368e-10,3.107010093650331e-08
2017,5.3834083413306644e-08,2.515611330355938e-10,2.51561141917378e-08
2018,5.83411479126994e-08,5.162933414126769e-10,3.12357468779112e-08
2019,5.714212569785104e-08,0.0,3.5458728842030496e-08
