year,serions_VERB à_ADP,serions_VERB a_ADP,serions_VERB pas_ADV
1833,1.6680425574122637e-07,0.0,7.320853114833881e-07
1834,1.0454674281845655e-07,1.8669061851994684e-09,7.663649626010738e-07
1835,1.376482003934143e-07,6.806779140333674e-09,7.903427103883587e-07
1836,1.2836632379276125e-07,1.3441500135158435e-09,6.633380280618439e-07
1837,1.3219992922586243e-07,3.478945576063097e-09,6.359512099152198e-07
1838,1.2434958307494526e-07,0.0,6.362658950820332e-07
1839,1.097661623816748e-07,0.0,7.431938229274238e-07
1840,1.0892167523479657e-07,0.0,7.630886784681934e-07
1841,9.566617364953345e-08,0.0,7.07544472788868e-07
1842,1.1605298766426131e-07,6.708265054555795e-10,6.607641012124077e-07
1843,9.096643083239542e-08,5.906911071384968e-10,7.537218493780529e-07
1844,8.617040947456189e-08,5.488561272137815e-10,7.980368081916822e-07
1845,6.975285060661918e-08,0.0,7.483085937565193e-07
1846,8.430481557297753e-08,3.5127007969038004e-09,7.09565540546464e-07
1847,9.276344314912421e-08,5.393223645455691e-10,6.995011290200637e-07
1848,1.0378335701943797e-07,0.0,7.707322424721497e-07
1849,8.547003460535052e-08,0.0,8.295620546050486e-07
1850,1.222019250235462e-07,6.788996032014438e-10,9.131199476541951e-07
1851,9.609663464971163e-08,1.2898877521649865e-09,7.578090617244015e-07
1852,5.989701890030119e-08,1.9531636308300904e-09,7.669422643630242e-07
1853,7.226037723739864e-08,0.0,7.046879773042747e-07
1854,1.1534375232713501e-07,1.558699391779328e-09,7.409017257486994e-07
1855,9.923972754677379e-08,0.0,7.397870263048389e-07
1856,9.836659842221707e-08,5.177189232874468e-10,7.118634925973311e-07
1857,7.56633937726292e-08,4.881509085841174e-10,7.034254849713761e-07
1858,7.634134391309999e-08,4.893676019968041e-10,7.986479317878548e-07
1859,9.82789458703337e-08,0.0,8.071094725892181e-07
1860,8.650877703075821e-08,9.154367819341758e-10,7.209064847302216e-07
1861,8.960331143725853e-08,4.715963730639317e-10,8.39913127492764e-07
1862,1.0075109457829967e-07,4.517986262886353e-10,8.575137826483115e-07
1863,8.9903174682604e-08,0.0,9.080220593205013e-07
1864,5.9454627887589595e-08,0.0,7.513338573517103e-07
1865,9.649031085245952e-08,4.706844358715045e-10,8.043996899687045e-07
1866,1.0850316556343387e-07,4.865612912574591e-10,8.432107279077172e-07
1867,8.492420278116697e-08,4.85281148598915e-10,7.914935622466146e-07
1868,7.903798859842937e-08,0.0,7.992716177795955e-07
1869,9.474027251599182e-08,9.767038289254515e-10,8.145709671225632e-07
1870,8.715754518107133e-08,2.8670243956696595e-09,7.844178639970778e-07
1871,6.903765381593985e-08,1.0621177271019633e-09,1.0429996564198518e-06
1872,1.1550417866601492e-07,1.2094678591978436e-09,8.641648037155392e-07
1873,8.61984617017697e-08,5.986004469882289e-10,8.589916546952736e-07
1874,1.0395820027042646e-07,5.974609140757536e-10,7.910382464615395e-07
1875,1.1671915700617319e-07,5.721527140956084e-10,8.519353968949872e-07
1876,1.1910648822777148e-07,3.02300739996042e-09,6.553880211868091e-07
1877,8.287653230354408e-08,0.0,6.747634415660286e-07
1878,1.008527803492143e-07,0.0,6.920795385667589e-07
1879,1.0569132768978307e-07,6.10932526790009e-10,8.113183866953477e-07
1880,6.867095692086878e-08,6.417846254436199e-10,6.610381433347357e-07
1881,1.0946836681569039e-07,1.3945015142624584e-09,7.76737351770862e-07
1882,9.583754945197143e-08,0.0,7.533895995948114e-07
1883,8.341527291122475e-08,6.319338941018771e-10,8.954503414315695e-07
1884,9.04432511106279e-08,0.0,6.502671681118954e-07
1885,7.670306700902074e-08,1.2891271383708158e-09,8.23752259293542e-07
1886,6.453463896605172e-08,6.453463874400711e-10,7.066543048495078e-07
1887,9.140494228176976e-08,0.0,7.038181024654477e-07
1888,8.750048152705858e-08,0.0,6.657645599261741e-07
1889,7.643466659601472e-08,0.0,6.622249770771305e-07
1890,6.292211196523567e-08,0.0,6.495396860373148e-07
1891,5.16311828846483e-08,6.374220040683554e-10,6.680182877971674e-07
1892,6.958048714977849e-08,0.0,7.421918439831643e-07
1893,8.129109829724257e-08,1.2316833108982905e-09,6.484812615781266e-07
1894,6.742646974089439e-08,6.301539290376468e-10,7.278277962541324e-07
1895,9.328852712542357e-08,1.2037228991346183e-09,7.505212238356762e-07
1896,6.191880430606034e-08,2.948514543632541e-09,6.598775144084357e-07
1897,8.157398667663074e-08,5.826713556089658e-10,6.560879342032422e-07
1898,6.903192684148962e-08,1.13167097914868e-09,7.254010938595457e-07
1899,8.733573508834525e-08,1.1055156790007459e-09,6.622038881687331e-07
1900,8.305684673359792e-08,0.0,6.805470889048593e-07
1901,7.824234415920728e-08,1.1177477832191585e-09,6.264976377678977e-07
1902,6.186957790532688e-08,9.820567692386817e-10,6.157495704428584e-07
1903,9.018367563840002e-08,0.0,6.307457169896225e-07
1904,6.449550227216605e-08,1.0749250378694342e-09,5.99270720158529e-07
1905,9.805442147126087e-08,5.160759042333041e-10,6.440627089432382e-07
1906,6.12157933232993e-08,0.0,5.36538436790579e-07
1907,6.222840198688573e-08,0.0,5.831984140058921e-07
1908,6.483033843096564e-08,1.4734167219643268e-09,5.623540459964715e-07
1909,7.701377313651392e-08,0.0,5.831042813042586e-07
1910,1.122271626741167e-07,0.0,5.921318688706378e-07
1911,7.288912229341804e-08,5.320374141248863e-10,5.522548462977284e-07
1912,6.251305251225858e-08,2.0837684910901544e-09,6.105441912040988e-07
1913,8.007514651353631e-08,0.0,5.674198746419279e-07
1914,7.969124737883249e-08,0.0,5.712322490580846e-07
1915,1.2134184146361804e-07,0.0,6.832842132098449e-07
1916,1.4063951425669075e-07,4.394984820521586e-09,7.053950525914843e-07
1917,1.1514745779095392e-07,2.1932848870420685e-09,6.689518841085373e-07
1918,1.0108011139209339e-07,0.0,7.37425352781429e-07
1919,8.01082791213048e-08,2.762354567309444e-09,5.358967882784782e-07
1920,7.117898093156327e-08,0.0,5.73975171391794e-07
1921,1.0980483722278223e-07,0.0,5.603832846645673e-07
1922,9.22241909506738e-08,0.0,5.717899966839468e-07
1923,6.475728042687479e-08,0.0,5.785691996607056e-07
1924,7.477142105472012e-08,0.0,6.239546337383217e-07
1925,6.268961527666761e-08,0.0,6.301955863818876e-07
1926,7.57937428375044e-08,0.0,6.498198672488797e-07
1927,6.689534615134107e-08,0.0,5.875641591046588e-07
1928,7.426926629250374e-08,0.0,4.696102848811279e-07
1929,9.803557787790851e-08,0.0,5.503360966940818e-07
1930,7.247486166761519e-08,0.0,5.262305649011978e-07
1931,1.0835088914973312e-07,0.0,4.938519282404741e-07
1932,8.219652158913959e-08,0.0,5.063305934527307e-07
1933,6.53827711971644e-08,0.0,4.966796609551238e-07
1934,8.626737724171107e-08,0.0,5.751158482780738e-07
1935,8.856530087086867e-08,0.0,5.134393745720445e-07
1936,6.547345776652946e-08,0.0,4.886259716840868e-07
1937,6.925115059175369e-08,1.2591118148108649e-09,4.5076203036842344e-07
1938,5.704694316932546e-08,0.0,5.14719033617439e-07
1939,9.482311469355409e-08,3.058810094103137e-09,5.307035735313548e-07
1940,5.0715659227762444e-08,0.0,4.741914096939581e-07
1941,1.0625409174735978e-07,0.0,4.781434199685464e-07
1942,5.461581054078124e-08,0.0,5.431239173958602e-07
1943,8.129058670647282e-08,0.0,4.4129174625595624e-07
1944,5.7837350908584995e-08,0.0,5.719471118936781e-07
1945,7.406913482554955e-08,0.0,6.295876460171712e-07
1946,7.517396483081029e-08,0.0,5.290019657877565e-07
1947,1.001353169272079e-07,0.0,6.389586815203074e-07
1948,8.480072466454658e-08,0.0,5.348968556972977e-07
1949,7.068246077324147e-08,0.0,5.036125116930634e-07
1950,7.232046073113452e-08,0.0,5.711189032808761e-07
1951,9.808489664919762e-08,0.0,5.39466952886869e-07
1952,6.85412260281737e-08,0.0,4.523720917859464e-07
1953,6.141081598798337e-08,0.0,4.772805368702393e-07
1954,8.306655985279576e-08,0.0,4.925358325635898e-07
1955,5.631364530245264e-08,0.0,4.486320506202901e-07
1956,8.895564462818584e-08,0.0,4.753022153636266e-07
1957,6.979679767482594e-08,8.835037701437898e-10,4.5853846586396685e-07
1958,8.851300492551673e-08,0.0,4.4835559265266056e-07
1959,5.115493451057773e-08,0.0,4.053641191603674e-07
1960,5.813500081330858e-08,0.0,4.2632333929759625e-07
1961,7.504011989567516e-08,3.47407969059077e-09,4.1827919972092786e-07
1962,7.927445722089033e-08,6.341956404476434e-10,4.6486539417855965e-07
1963,6.336732383260824e-08,2.5864212993553792e-09,4.332255798544793e-07
1964,5.536411151751963e-08,2.4335873316516654e-09,5.13486952513631e-07
1965,7.223097497899289e-08,5.472043373977442e-10,5.149192929820856e-07
1966,6.5361085432869e-08,5.539074754423723e-10,4.292782875836565e-07
1967,7.39550358730412e-08,9.860671168482327e-10,4.6690277599736874e-07
1968,7.231179210975824e-08,0.0,5.111231189403043e-07
1969,8.220581548812333e-08,9.083515606356229e-10,5.127644726599101e-07
1970,7.08203629073978e-08,4.5987250119061684e-10,4.925234406982781e-07
1971,6.114692752134943e-08,0.0,4.645111459922191e-07
1972,4.15541911991113e-08,0.0,3.796308760684042e-07
1973,4.686223320504723e-08,0.0,4.0742577311903005e-07
1974,4.106667361725158e-08,1.1251143350321513e-09,4.1122927996184444e-07
1975,5.711480355330423e-08,5.711480177694739e-10,3.7295964716577146e-07
1976,5.484985621251326e-08,0.0,3.650943654065486e-07
1977,5.876781727920388e-08,0.0,3.8963062820585037e-07
1978,5.643561706847322e-08,0.0,4.110889335606771e-07
1979,7.49052588844279e-08,2.3407893401383717e-09,4.125641339669528e-07
1980,5.1166356485055076e-08,0.0,3.922754103768966e-07
1981,4.8706731092806876e-08,0.0,3.3904944984897156e-07
1982,4.903926864585628e-08,0.0,3.774161427827494e-07
1983,6.315315914662278e-08,0.0,3.675513937650976e-07
1984,5.219107634957254e-08,0.0,3.769355600979907e-07
1985,6.196025026383722e-08,0.0,3.464961366717034e-07
1986,5.514926471050785e-08,5.994485463567401e-10,3.662630660983268e-07
1987,5.7441678080749625e-08,0.0,3.794817189373134e-07
1988,4.8572086797094016e-08,5.996553809062277e-10,3.5679494203577633e-07
1989,6.530865448439727e-08,0.0,3.5233745165896835e-07
1990,5.612110598463005e-08,0.0,3.372715013938432e-07
1991,5.4511627212150415e-08,0.0,3.751337658286502e-07
1992,6.005839026101967e-08,0.0,2.7384422196519154e-07
1993,5.539207492688547e-08,5.539207426075166e-10,3.4952398664245266e-07
1994,5.6969206241319625e-08,1.5824779264761446e-09,3.834871620256308e-07
1995,5.856247042856921e-08,0.0,3.4269888260496373e-07
1996,5.5516160557544936e-08,0.0,2.8345269242890936e-07
1997,7.048495120898224e-08,0.0,3.2413487360827276e-07
1998,5.4833485307881347e-08,0.0,3.3424586831642955e-07
1999,4.707307255102933e-08,4.570201161957499e-10,3.665301449018443e-07
2000,5.169096795043515e-08,0.0,3.0837858844279253e-07
2001,5.7393872765487686e-08,2.190605918883648e-09,3.356008164701052e-07
2002,5.958461102295587e-08,4.38122149670761e-10,3.2377226943935966e-07
2003,5.54200738633881e-08,4.1669229178253886e-10,3.241866011194361e-07
2004,6.386947148939726e-08,4.404791253964646e-10,3.3564509749339777e-07
2005,5.17931191268417e-08,4.5037495954858286e-10,3.440864588810655e-07
2006,5.641509304155079e-08,0.0,3.911995349881181e-07
2007,6.750670422661642e-08,0.0,3.7108713968336815e-07
2008,7.407945190607279e-08,0.0,3.742289607089333e-07
2009,6.818515174700224e-08,0.0,4.4534917265082186e-07
2010,8.597303491342245e-08,4.723793023408973e-10,4.6198695713428606e-07
2011,8.718656374639977e-08,7.64794394481072e-10,5.089706860417209e-07
2012,1.119999168963659e-07,3.404252713057332e-10,6.025527454767143e-07
2013,1.1881672890012851e-07,0.0,6.317368388408795e-07
2014,1.323086991078526e-07,0.0,6.812490482843714e-07
2015,1.1858678305998183e-07,0.0,6.594311798835406e-07
2016,1.2863021936482255e-07,0.0,7.247618896144559e-07
2017,1.1068689786952746e-07,0.0,6.480214551629615e-07
2018,1.2081264344487863e-07,0.0,7.380413080682047e-07
2019,1.173454364788995e-07,0.0,7.101949677235098e-07
