year,aux_ADP arts_NOUN,aux_ADP parts_NOUN
1930,1.4200871714109553e-06,3.70777218705598e-07
1931,1.4975233515457376e-06,2.1556124352173356e-07
1932,1.3743258461262897e-06,2.739884146230054e-07
1933,1.534774646927417e-06,2.8676655094983516e-07
1934,1.6306930135101538e-06,2.911524035198454e-07
1935,1.651623267484581e-06,3.2314367182095793e-07
1936,1.4998272117594524e-06,2.5825642602228527e-07
1937,1.5159706565626152e-06,2.5811791637408987e-07
1938,1.6828848448113831e-06,1.750303919578755e-07
1939,1.437640688273234e-06,2.1870492439290956e-07
1940,1.4808971764423973e-06,1.8004059132437078e-07
1941,1.4344302465829628e-06,2.2726570225728437e-07
1942,1.4685584517337702e-06,1.7901849247436985e-07
1943,1.3732302055480261e-06,2.990332328423051e-07
1944,1.2756348972686737e-06,1.4138019643894495e-07
1945,1.1284651248999467e-06,1.3942426058122237e-07
1946,1.30719171309579e-06,5.206492836862253e-07
1947,1.2206972122008608e-06,3.933887455787044e-07
1948,1.2339593036259089e-06,4.087829745813565e-07
1949,1.3174424600137513e-06,2.8763834414302636e-07
1950,1.1337295635627243e-06,5.519752610538831e-07
1951,1.3262783851164528e-06,3.422309894363096e-07
1952,1.0565893671099502e-06,5.093140333922719e-07
1953,1.145257872092742e-06,2.9735764628391337e-07
1954,1.2645661167098865e-06,3.195619358020707e-07
1955,1.437875076781836e-06,3.941955437625211e-07
1956,1.802659924443617e-06,3.619273627464281e-07
1957,1.5964912640775708e-06,3.003912802945763e-07
1958,1.2325643048427537e-06,3.184813639478534e-07
1959,1.1649374340727547e-06,2.5344945808747354e-07
1960,1.2533628985789136e-06,1.9585958610512932e-07
1961,1.2729027538682658e-06,2.6472487890671914e-07
1962,1.216387264024732e-06,3.614915251581863e-07
1963,1.175528431041073e-06,2.1855260312619862e-07
1964,1.383494351525627e-06,2.2267323973590436e-07
1965,1.5004343225655248e-06,2.9494314190969817e-07
1966,1.391415596962986e-06,2.043918637673059e-07
1967,1.439658016799683e-06,1.839015197901972e-07
1968,1.9151396557504086e-06,1.2620878919733514e-07
1969,1.7181469544880201e-06,1.1626899976135974e-07
1970,1.5014836748372673e-06,2.1016173903931623e-07
1971,1.4454312262657254e-06,1.2743225852318574e-07
1972,1.7581013818102065e-06,1.7955514408640738e-07
1973,1.4549345168646255e-06,1.7531988305563573e-07
1974,1.547594710160638e-06,1.9351966562553002e-07
1975,1.3559053639866647e-06,1.1651419384861583e-07
1976,1.618070825770701e-06,1.1198512495091961e-07
1977,1.4621432988803917e-06,9.755457641702492e-08
1978,1.453662683559287e-06,1.045544052447056e-07
1979,1.4109108352755584e-06,1.5273649867086903e-07
1980,1.513955623977381e-06,1.0403825984051096e-07
1981,1.493462249424482e-06,9.931112565642053e-08
1982,1.3526147615294803e-06,1.2539154892188265e-07
1983,1.3584244924480515e-06,1.370423632351958e-07
1984,1.5216598567846518e-06,1.014826480627562e-07
1985,1.4383199653522638e-06,1.136940457335811e-07
1986,1.6616713711670172e-06,9.711066439876959e-08
1987,1.7183616947136215e-06,1.2343849820073416e-07
1988,1.6772360833527955e-06,9.174727466643162e-08
1989,1.8818770932682582e-06,1.5256979679634242e-07
1990,1.7768050355471132e-06,1.1932546328807803e-07
1991,1.7361659851999889e-06,1.1078169137590521e-07
1992,1.9141546037104717e-06,1.0854590165587652e-07
1993,1.8611736862794714e-06,1.1743119898710574e-07
1994,1.7496931254967762e-06,7.754142217208937e-08
1995,1.6993960727518242e-06,1.1712494085713843e-07
1996,1.9291864905568445e-06,9.288280722330455e-08
1997,1.759726302452691e-06,9.158248759355558e-08
1998,1.8595703927815066e-06,1.1538872579652804e-07
1999,1.9181134298662528e-06,1.2659457127028872e-07
2000,1.964256797215569e-06,7.775735610948686e-08
2001,1.9338668701962547e-06,9.726289817990619e-08
2002,1.929051848925667e-06,1.0646367942790391e-07
2003,1.901783559743464e-06,8.708868648454882e-08
2004,1.744297358996505e-06,1.118816952416779e-07
2005,1.756912730854765e-06,1.2835685936352093e-07
2006,1.7599860984152116e-06,9.182894550319176e-08
2007,1.9037689251710788e-06,8.2685724600573e-08
2008,1.8519862612365046e-06,9.025772129689358e-08
2009,1.7370525196014341e-06,8.678110452464693e-08
2010,1.434616000661748e-06,9.778251774950064e-08
2011,1.4381958672871065e-06,8.833374920413917e-08
2012,1.1703820983477442e-06,5.8212722087169766e-08
2013,1.0618198902356824e-06,1.1268064842306913e-07
2014,1.1548318834542215e-06,1.030751941161201e-07
2015,1.1980589846860568e-06,1.25236507567128e-07
2016,1.2875449613147794e-06,9.341743378854517e-08
2017,1.0105210521693664e-06,1.466601418087521e-07
2018,1.0034161335159553e-06,6.995774920470765e-08
2019,1.0826391636520327e-06,8.265200079904389e-08
