year,devez_VERB oser_VERB,devez_VERB poser_VERB
1993,0.0,1.0524494165053966e-08
1994,5.274926606624319e-10,8.967375286772494e-09
1995,0.0,8.675921314704738e-09
1996,1.6014276571496566e-09,2.6690460952494277e-09
1997,0.0,1.438468344439059e-09
1998,0.0,2.3840645013706308e-09
1999,1.3710603763428253e-09,2.285100553223174e-09
2000,0.0,1.3254094488601709e-09
2001,4.3812117822561447e-10,8.762423564512289e-10
2002,0.0,5.6955880012310445e-09
2003,0.0,2.9168460979889232e-09
2004,8.809582507929292e-10,1.3214373595360485e-08
2005,0.0,1.0808999029165989e-08
2006,1.6471559671771274e-09,9.059357708451898e-09
2007,1.1983438685803094e-09,1.2382886716011399e-08
2008,4.257439678578834e-10,5.960415716543821e-09
2009,0.0,1.0013204487790972e-08
2010,2.8342759250676863e-09,1.4171378737160012e-08
2011,1.911985902935953e-09,2.103184648660772e-08
2012,2.0425516833455504e-09,1.8042539906559796e-08
2013,8.367375126105969e-10,1.617692468869336e-08
2014,4.330890368553497e-10,1.9705550968751595e-08
2015,8.866301581811342e-10,1.662431614590787e-08
2016,1.2428040818690533e-09,1.2428039930512114e-08
2017,1.509366853724714e-09,2.1634257052483008e-08
2018,1.8070267504555204e-09,2.090988004965766e-08
2019,3.826481798085979e-09,2.3213988953330045e-08
