year,ces_DET yeux_NOUN,ces_DET pieux_ADJ
1925,1.9125831727251352e-06,1.418764981053755e-07
1926,1.9929295547171932e-06,1.448997934971885e-07
1927,2.164064483167749e-06,1.4939961978654992e-07
1928,1.776749357418339e-06,1.2225864320924984e-07
1929,2.0643173286316596e-06,9.91496165170247e-08
1930,1.6102024460451503e-06,7.24748622227267e-08
1931,1.4074210596959347e-06,9.352392282835353e-08
1932,1.4521386049182183e-06,1.1507513697495142e-07
1933,1.4372739371992793e-06,1.1585369019684322e-07
1934,1.2029506137878343e-06,1.0783422332849568e-07
1935,1.3560066349782574e-06,9.215578700150218e-08
1936,1.2561204698613437e-06,7.032334181644728e-08
1937,1.1785287057364258e-06,7.932404688659744e-08
1938,1.3198588675322753e-06,7.001215607260747e-08
1939,1.3336412081343951e-06,8.564668174670942e-08
1940,1.054885657936211e-06,6.593035406510239e-08
1941,1.3429336860326657e-06,7.9690567034163e-08
1942,1.4776611720890287e-06,8.495793046847666e-08
1943,1.6548440129326991e-06,1.3354881733818047e-07
1944,1.8636479808264994e-06,9.639558129492798e-08
1945,2.0042237025563736e-06,8.278315410947812e-08
1946,1.852898975585049e-06,6.96055186821809e-08
1947,1.9991300206356755e-06,8.106192517232103e-08
1948,1.7188454819461185e-06,9.349823315574213e-08
1949,1.4107040442468133e-06,6.97007607186606e-08
1950,2.013273942225169e-06,6.274863295629984e-08
1951,1.703691978605093e-06,6.610069025470011e-08
1952,1.6302267056289566e-06,6.854122203137081e-08
1953,1.3553474644822927e-06,6.24881977273617e-08
1954,1.594877886645918e-06,6.058972523703687e-08
1955,1.2642413906860384e-06,6.288357079498041e-08
1956,1.5881198720535394e-06,7.412970326470258e-08
1957,1.2642939282159205e-06,5.301022731885041e-08
1958,1.3955274624777303e-06,3.6397870051274595e-08
1959,1.3199524033780108e-06,6.200598123839995e-08
1960,1.4824425562665056e-06,5.259833413262527e-08
1961,1.473009817232196e-06,7.156603887281676e-08
1962,1.393962023144013e-06,6.278536801573864e-08
1963,1.4386968274493483e-06,5.3668242294691026e-08
1964,1.5167332634291597e-06,7.179082528452341e-08
1965,1.4172592415206964e-06,8.64582858639551e-08
1966,1.269002027015631e-06,7.145406488717754e-08
1967,1.3499259381433149e-06,8.332266787647313e-08
1968,1.5338185619384603e-06,6.108325578679796e-08
1969,1.129989321668745e-06,7.266812174222537e-08
1970,1.1561194668274766e-06,6.66815096472817e-08
1971,1.1869697686961445e-06,7.502060617170514e-08
1972,1.0342376128846809e-06,6.207477643016546e-08
1973,1.0023004364256849e-06,6.285052434051863e-08
1974,7.729535553835376e-07,5.850594586576108e-08
1975,7.893265419056661e-07,3.998035991159554e-08
1976,7.753256241471718e-07,5.5421210287676104e-08
1977,7.769105891952677e-07,5.171567973860647e-08
1978,1.029504474558962e-06,5.524750124052957e-08
1979,9.83131535292614e-07,6.320131351600367e-08
1980,8.840409222443668e-07,4.946081166856686e-08
1981,9.678090790998795e-07,4.3013736572561356e-08
1982,9.83889087535772e-07,5.338451991576676e-08
1983,9.605595536754663e-07,3.8523429335413084e-08
1984,9.869912176441176e-07,4.001315856427823e-08
1985,8.848885642009918e-07,3.7296458810232025e-08
1986,9.944851342424954e-07,3.9563603282388726e-08
1987,8.976790084602726e-07,4.399788000597482e-08
1988,8.659023720269943e-07,3.8377943489820154e-08
1989,8.682209298171983e-07,4.006329135108899e-08
1990,7.807916588831176e-07,3.9775151616794346e-08
1991,7.965731185777258e-07,2.989347303028467e-08
1992,8.264916218081453e-07,3.856960928416697e-08
1993,8.901506447500651e-07,3.9328372225533315e-08
1994,8.503181447849784e-07,3.428702255448002e-08
1995,9.256123334466793e-07,3.578817486804553e-08
1996,8.75980958880973e-07,4.110330875661816e-08
1997,8.151320756155656e-07,3.356426070411089e-08
1998,8.287008554930253e-07,3.8621845277475586e-08
1999,8.080115847519664e-07,2.8792266792976307e-08
2000,8.155686259669892e-07,3.755326805077175e-08
2001,8.306777772304486e-07,4.425023814036422e-08
2002,8.670437381397278e-07,3.198291764761052e-08
2003,8.425518274179922e-07,3.666892123277421e-08
2004,8.32065069289456e-07,3.259545477973802e-08
2005,8.696740181335372e-07,3.2877371936024247e-08
2006,9.294077472077333e-07,4.200247616381603e-08
2007,1.0976829685205303e-06,2.8360804593674516e-08
2008,1.118003652322841e-06,2.9802078582719105e-08
2009,1.2001540881101391e-06,3.337734710839868e-08
2010,1.5786916520710292e-06,2.3618965672156378e-08
2011,1.7406720331791803e-06,2.332622939249518e-08
2012,2.1783812940157077e-06,3.336167597733919e-08
2013,2.5528862579449196e-06,2.5938863057461958e-08
2014,2.790392699125732e-06,3.269822190787863e-08
2015,2.9950367661513155e-06,5.474941389138621e-08
2016,2.8679773720341473e-06,9.673157919110054e-08
2017,2.4479414548750356e-06,2.5910797063488644e-08
2018,2.8721397598019394e-06,2.917057440043891e-08
2019,2.7713931274320203e-06,4.005050602273741e-08
