year,ces_DET iles_NOUN,ces_DET piles_NOUN
1920,1.7037521571339198e-07,1.4538685100262683e-07
1921,1.6508589406605267e-07,1.0601846245350544e-07
1922,9.001081335835437e-08,1.0919344717308377e-07
1923,9.872831530088888e-08,1.0403629335797859e-07
1924,9.668718337074722e-08,1.9337437251465417e-07
1925,8.248633420748774e-08,1.4627576927495056e-07
1926,9.585679239254574e-08,1.5827516008926068e-07
1927,1.259862441038706e-07,1.0257286575665603e-07
1928,1.0283436902014387e-07,1.4396811920391883e-07
1929,9.580749726900706e-08,1.6710609074266358e-07
1930,1.0608639833264988e-07,1.323454075219388e-07
1931,8.55401767196895e-08,1.745019559962202e-07
1932,1.0740346167992243e-07,1.6658496093668873e-07
1933,1.3076554816748853e-07,1.777952647330494e-07
1934,1.4258080227591563e-07,1.653458099326599e-07
1935,9.095895858735048e-08,9.694309888175212e-08
1936,1.297344409678658e-07,1.2730950516015582e-07
1937,9.695160829714666e-08,9.317427185351335e-08
1938,9.205302364811985e-08,1.3094866702090258e-07
1939,9.329370698196726e-08,1.39175861946228e-07
1940,6.339457292448003e-08,1.4961118655065775e-07
1941,7.378756494702543e-08,1.4757512545315876e-07
1942,6.371844696317908e-08,7.58552927138112e-08
1943,1.56774703663487e-07,8.129058759465124e-08
1944,8.032965403970138e-08,1.6708568395529255e-07
1945,8.496165815330414e-08,6.099811322712867e-08
1946,1.5034792077983639e-07,7.378184996298387e-08
1947,1.084799259309932e-07,1.1801662047616901e-07
1948,6.631851645622078e-08,1.402473550626837e-07
1949,6.282885378627867e-08,9.718838533956387e-08
1950,6.062156199249102e-08,9.78453282840519e-08
1951,7.569595217304936e-08,8.529121675593387e-08
1952,1.1388388321265097e-07,9.595771643944317e-08
1953,9.696444491780198e-08,1.2497639900743707e-07
1954,9.577085613443614e-08,6.938500440867301e-08
1955,8.916327454144835e-08,1.4172267448486764e-07
1956,1.1947964129177535e-07,1.7180648370640483e-07
1957,6.537927843552893e-08,1.7846775790530955e-07
1958,8.52041096566225e-08,1.728898908481824e-07
1959,1.0928554283751168e-07,1.7516690675734026e-07
1960,7.612916752552934e-08,1.723287503807569e-07
1961,6.114380102228978e-08,1.4174245066556068e-07
1962,8.307962834352978e-08,1.1225262852576634e-07
1963,8.147227070764984e-08,1.4225317102045665e-07
1964,7.239922172885827e-08,1.1377020570080276e-07
1965,7.387258538216201e-08,1.7236936145081927e-07
1966,8.36400282366867e-08,1.3958468514374545e-07
1967,5.669885938530683e-08,2.0953926593847427e-07
1968,9.072660200892813e-08,7.949805969076351e-08
1969,8.402251860939458e-08,8.493087388927734e-08
1970,1.9590568678395925e-07,7.082036468375463e-08
1971,6.885452541460779e-08,1.1355858653416817e-07
1972,7.028301163281014e-08,9.695977709611725e-08
1973,6.836372912211175e-08,7.497957099644736e-08
1974,1.0519818893772737e-07,1.0407307726723047e-07
1975,6.910891059419555e-08,1.050912352695832e-07
1976,6.513420647280554e-08,8.398884610016921e-08
1977,5.994317442414854e-08,8.580101606980861e-08
1978,7.366333409919434e-08,8.376233395779309e-08
1979,6.027532428731774e-08,8.426841446862454e-08
1980,5.685150505918557e-08,7.106438282278305e-08
1981,4.680906712239974e-08,6.515315931210353e-08
1982,6.952402453741513e-08,7.014477354516657e-08
1983,6.06270340597348e-08,4.6101806816523094e-08
1984,4.697196881453536e-08,6.552879572296888e-08
1985,5.353846654898575e-08,4.8726021439904343e-08
1986,9.531231848214361e-08,5.3350919682060294e-08
1987,4.033139089365534e-08,7.149655800731125e-08
1988,5.037105260674579e-08,4.077656523548967e-08
1989,5.049072360208129e-08,5.049072360208129e-08
1990,5.012758941269624e-08,5.4486507750084456e-08
1991,4.5133281112441637e-08,9.202500361737975e-08
1992,3.195767639407876e-08,4.90385030360585e-08
1993,2.326467091195994e-08,4.929894714678085e-08
1994,2.584714065001492e-08,4.905681816325114e-08
1995,2.7654498579998688e-08,4.880205839441487e-08
1996,2.7224270171544163e-08,3.843426377159176e-08
1997,2.3015493511024943e-08,3.979762475125881e-08
1998,1.716526476513991e-08,3.814503468646535e-08
1999,2.5593126312672965e-08,6.398281549024887e-08
2000,2.3415566707818414e-08,5.2132770989032906e-08
2001,2.4972906631504088e-08,4.2935875299576765e-08
2002,2.0591740756970012e-08,5.2136535089175595e-08
2003,2.125130676988718e-08,4.7086230026138765e-08
2004,5.0214619573552e-08,5.109557843496759e-08
2005,2.4770622997216662e-08,6.125099538678569e-08
2006,2.058944986726985e-08,4.159068822673362e-08
2007,2.0771293240962052e-08,4.0344244389700634e-08
2008,1.2346575040123042e-08,4.9386299494358354e-08
2009,1.430457752249481e-08,5.054283924721403e-08
2010,8.502827442136152e-09,5.007220726938044e-08
2011,8.030341003273378e-09,5.238841760402124e-08
2012,6.808505204070059e-09,6.26382496982103e-08
2013,3.62586255464592e-09,5.745597597694996e-08
2014,9.74450325985643e-09,6.669571028794508e-08
2015,5.984753609356019e-09,9.442611048626759e-08
2016,1.0978102538139467e-08,6.214020231709583e-08
2017,9.810884216143734e-09,4.301695533115435e-08
2018,6.195520207974425e-09,5.989002893613815e-08
2019,9.438654691162895e-09,5.5611534932609175e-08
