year,belles_ADJ eaux_NOUN,belles_ADJ peaux_NOUN
1860,1.6157459015175846e-07,5.492620580582752e-09
1861,1.93354509292476e-07,1.744906619194353e-08
1862,1.6355110687982233e-07,1.2198563048571032e-08
1863,1.2686336958722677e-07,1.897955925755923e-08
1864,1.778844023192505e-07,5.753673537611803e-09
1865,1.445001203137508e-07,1.3649848362717876e-08
1866,1.5472649295134033e-07,1.8489329178805747e-08
1867,1.5917221674044413e-07,3.105799351033056e-08
1868,1.941370442182233e-07,3.6061081232219294e-08
1869,1.6359788901354477e-07,2.7347706321734222e-08
1870,1.353235461465374e-07,1.4335121534259088e-08
1871,1.2957836759142083e-07,2.2304472935275044e-08
1872,1.3666986831140093e-07,2.4189358072135292e-08
1873,1.1552988610219472e-07,2.6338419445437466e-08
1874,1.3741600923822261e-07,2.0911132381229436e-08
1875,1.6535213376300817e-07,1.8881038954532414e-08
1876,1.4752275490081956e-07,1.1487427897804992e-08
1877,1.8307055427158048e-07,8.658742167710898e-09
1878,1.5943193432121916e-07,2.8383716710322915e-08
1879,1.4418007765470975e-07,2.932476128592043e-08
1880,1.4696867367547384e-07,1.3477476912271413e-08
1881,1.2341338617716247e-07,2.022027167924989e-08
1882,1.3443877833196893e-07,1.5307385581309063e-08
1883,1.750456846139059e-07,8.847074184359371e-09
1884,1.3599495218841184e-07,1.9805090900604227e-08
1885,1.3858117142717674e-07,1.6114089618213256e-08
1886,1.503657074408693e-07,2.5813855941692054e-08
1887,1.8280988456353953e-07,2.0892558794116667e-08
1888,9.827952851537702e-08,2.028996703984376e-08
1889,1.497367634328839e-07,3.696430539434914e-08
1890,1.1142456912693888e-07,1.5730527991308918e-08
1891,1.0453720733494265e-07,2.103492668936724e-08
1892,1.385341192872147e-07,2.3193495124473884e-08
1893,1.4964952299578727e-07,1.6011883374744684e-08
1894,1.3548309141242498e-07,8.192000855444803e-09
1895,1.2458532694381574e-07,9.629783193076946e-09
1896,1.0732592414797182e-07,2.5946928161602045e-08
1897,1.2003029326024262e-07,1.4566784223291052e-08
1898,9.732370642723254e-08,1.0185038590293516e-08
1899,1.1939569333208055e-07,8.844125432005967e-09
1900,1.1524137732976669e-07,1.2977633190303095e-08
1901,9.892067964756279e-08,7.265360757457984e-09
1902,8.642099658118241e-08,1.1293653123800595e-08
1903,1.0314420961776705e-07,1.5120615870500842e-08
1904,1.0802996541769971e-07,1.1286712897629059e-08
1905,8.463644718403884e-08,1.2385822145688508e-08
1906,9.105206544290922e-08,1.0288369267641428e-08
1907,1.0285686613542566e-07,1.0799970695529737e-08
1908,9.233411191189589e-08,2.161011281032188e-08
1909,9.241652065838935e-08,1.265226234892225e-08
1910,1.0474535372395621e-07,2.0307773240801907e-08
1911,7.661338941034046e-08,1.1704822888702893e-08
1912,9.793711797101423e-08,1.1981668990301841e-08
1913,9.757501118201617e-08,1.6969567084856862e-08
1914,7.835190274363413e-08,1.808120764223986e-08
1915,8.010918151057922e-08,8.246533234057551e-09
1916,7.361599330124591e-08,3.4061130804730055e-08
1917,8.334482259897413e-08,1.0966424213165737e-08
1918,1.1371512442792664e-07,2.1824114071478107e-08
1919,9.57616208552281e-08,8.287063479883727e-09
1920,7.420786829470671e-08,1.741613253614105e-08
1921,9.39020665668977e-08,1.5145495524393482e-08
1922,1.0624226831623673e-07,2.1396012073182646e-08
1923,1.1783702547063513e-07,2.1231896241147297e-08
1924,1.3794037556635885e-07,1.4180787211159895e-08
1925,1.2097996204829542e-07,2.639562701745035e-08
1926,8.025219955243301e-08,3.009457216762712e-08
1927,9.476841000832792e-08,1.3379070296082318e-08
1928,9.940655587570291e-08,5.713020723163709e-09
1929,7.464072382390441e-08,7.798284684668033e-09
1930,6.19712636762415e-08,1.05036033204442e-08
1931,7.299428261831054e-08,1.9389105432310316e-08
1932,1.0082773371777876e-07,9.863582839386709e-09
1933,7.11181087353907e-08,1.261772819560747e-08
1934,8.147474517272713e-08,1.5576054224197833e-08
1935,5.2660450222674626e-08,4.787313656606784e-09
1936,7.517323297179246e-08,1.4549657478823974e-08
1937,8.184226629737168e-08,6.295559185076627e-09
1938,5.4453899167583586e-08,1.1668692678767911e-08
1939,6.882322622914216e-08,1.6823456405745674e-08
1940,3.0429394115571995e-08,1.5214697057785997e-08
1941,5.312704587367989e-08,1.4757512545315876e-08
1942,5.158160121254696e-08,2.4273694165799498e-08
1943,6.387117679196308e-08,1.7419411690866582e-08
1944,5.462416652335378e-08,2.5705489292704442e-08
1945,5.8819608739213436e-08,3.485606470121638e-08
1946,5.0115975369635635e-08,1.8097434661967782e-08
1947,8.821444197337769e-08,7.152522574216391e-09
1948,4.4574740343250596e-08,1.6307831529616124e-08
1949,6.773736060949886e-08,2.0615717133409817e-08
1950,5.317680873417885e-08,7.444753258312176e-09
1951,5.650542789226165e-08,1.3859822622919182e-08
1952,4.323369751091377e-08,2.003512733494972e-08
1953,3.232148060305917e-08,1.2928593307037772e-08
1954,4.9839933069506515e-08,1.3681550115052232e-08
1955,3.754243138587299e-08,2.0648336374051723e-08
1956,4.273359266449006e-08,5.232684952005684e-09
1957,2.8272120644601273e-08,1.3252556385623393e-08
1958,3.9706769427994004e-08,1.8198935691771112e-08
1959,3.8753739772801055e-08,1.007597205671118e-08
1960,4.982999968206059e-08,6.920833239831836e-09
1961,3.543561177821175e-08,5.55852741612739e-09
1962,6.088278325933061e-08,2.029426049432459e-08
1963,4.138274078968607e-08,1.0345685197421517e-08
1964,4.502136619066732e-08,1.034274621503073e-08
1965,3.6115487489496445e-08,7.660860390501512e-09
1966,4.375868911665748e-08,1.3293779410616935e-08
1967,4.930335606445624e-08,7.395503320850594e-09
1968,5.61426993783698e-08,7.186265360559219e-09
1969,5.0867686951505675e-08,1.2262746373892242e-08
1970,5.7484061954937715e-08,9.197449912790034e-09
1971,6.936836882687203e-08,6.679916619845017e-09
1972,6.258779450263319e-08,2.1033601527165047e-08
1973,4.3002987837326145e-08,9.923766697284009e-09
1974,3.8816445169231883e-08,1.3501372464475025e-08
1975,2.9128548462153958e-08,1.0851811893530794e-08
1976,4.170874490228016e-08,1.085570122683066e-08
1977,3.467301112891619e-08,1.057820764316375e-08
1978,5.524750079644036e-08,2.198018833610149e-08
1979,3.979342011461995e-08,1.462993370893173e-08
1980,4.8892296433677984e-08,8.527726080842513e-09
1981,4.1116070548241623e-08,9.488323904349727e-09
1982,2.296775925003658e-08,5.586751949948621e-09
1983,2.7787390166622572e-08,1.1999100379966876e-08
1984,4.5232265932781957e-08,1.5657322549600394e-08
1985,3.609334697785016e-08,1.564045071233977e-08
1986,3.7165808208783346e-08,6.593933843390687e-09
1987,3.6053819485459826e-08,1.099947066762752e-08
1988,3.7778288941581195e-08,1.0793796967334401e-08
1989,3.2928731741321826e-08,7.134558721588746e-09
1990,1.8525414091641323e-08,7.628111475810329e-09
1991,4.6891720728581276e-08,8.7921980806982e-09
1992,4.187557678392295e-08,6.61193322315512e-09
1993,3.323524566667402e-08,8.862731881720265e-09
1994,3.586950114708998e-08,6.329911705904578e-09
1995,2.277429267394382e-08,1.4098372247417501e-08
1996,3.096093337262573e-08,1.7615704450690828e-08
1997,2.972834600711849e-08,1.8220598363427598e-08
1998,3.194646680526603e-08,1.6688451509594415e-08
1999,3.701862993921168e-08,1.3710603319339043e-08
2000,3.3135236776615784e-08,9.719669513685858e-09
2001,3.066848108801423e-08,1.0076787404500465e-08
2002,3.8992872930521116e-08,6.133709984368352e-09
2003,3.541884652236149e-08,9.167230530238157e-09
2004,3.920264290968589e-08,9.690540814233373e-09
2005,3.1976622238971686e-08,7.656374201303606e-09
2006,3.211954080484247e-08,1.1118302722934459e-08
2007,2.8760252845927425e-08,9.18730247434496e-09
2008,5.747543596612559e-08,1.1069342775726909e-08
2009,3.766871969901331e-08,8.582746957586096e-09
2010,2.5036102968556406e-08,2.0312310056169736e-08
2011,3.020937811015756e-08,1.6825476123472072e-08
2012,4.8340389469103684e-08,1.736168897537027e-08
2013,4.3510350877795645e-08,1.4782362889320666e-08
2014,4.547434784285542e-08,1.3425760059249114e-08
2015,6.361571536217525e-08,1.795426030071212e-08
2016,8.161079989577047e-08,1.8020658743012063e-08
2017,4.2765393004629004e-08,1.3081178806828575e-08
2018,6.247149286764397e-08,1.4198066722315161e-08
2019,6.096860971638307e-08,9.693753355577428e-09
