year,serez_VERB à_ADP,serez_VERB a_ADP,serez_VERB pas_ADV
1891,2.1927317561676318e-07,1.2748440081367107e-09,6.578194984285801e-07
1892,1.717572359893893e-07,6.268512375839919e-10,6.29358623882581e-07
1893,1.7428318699330703e-07,1.2316833108982905e-09,6.644931431765144e-07
1894,2.2685541978262336e-07,6.301539290376468e-10,5.999065137984871e-07
1895,2.2148500988805608e-07,1.2037228991346183e-09,6.000558414598345e-07
1896,1.9578136800646462e-07,5.89702897624278e-10,5.991381613057456e-07
1897,1.9344689405897952e-07,5.826713556089658e-10,5.774273290626297e-07
1898,1.6409229885994137e-07,1.13167097914868e-09,6.156290055514546e-07
1899,1.9235972104070242e-07,5.527578395003729e-10,5.809484946439625e-07
1900,2.0816122514588642e-07,1.038210628578895e-09,5.538853429243318e-07
1901,1.916937435453292e-07,6.147612696683069e-09,5.633448836306343e-07
1902,1.772612421291342e-07,5.892340837476695e-09,4.5616536681336584e-07
1903,1.8144740465686482e-07,5.940242076007962e-09,5.751234652962012e-07
1904,1.714505373229258e-07,8.599400302955473e-09,5.568111873799353e-07
1905,1.60499610046827e-07,5.676835002077496e-09,5.49104754554719e-07
1906,2.1348365919493517e-07,5.144184522798412e-10,5.241923872745247e-07
1907,1.9028520625852252e-07,0.0,4.3354168610676425e-07
1908,1.8565050652341597e-07,5.40252820258047e-09,6.222729780347436e-07
1909,1.8428295334160794e-07,5.500983557560346e-10,5.555993425332417e-07
1910,2.0842188064307265e-07,1.6032452032632705e-09,6.391604188138444e-07
1911,1.840849392920063e-07,0.0,4.905384685116587e-07
1912,2.2556794476713549e-07,0.0,5.678269303643901e-07
1913,1.8719553906976216e-07,1.060597942803554e-09,5.812077006339678e-07
1914,2.1831384344750404e-07,2.0090231700464756e-09,5.370788471736887e-07
1915,1.6021836302115844e-07,1.1780761921542648e-09,4.924358449898136e-07
1916,1.6151568615896394e-07,1.0987462051303964e-09,5.658542931996635e-07
1917,1.7765607651654136e-07,3.289927441585405e-09,5.384514452089206e-07
1918,1.6770108857144805e-07,2.2972752589112133e-09,5.283733344185748e-07
1919,1.7863226275949273e-07,3.6831394045755417e-09,5.570748271566117e-07
1920,1.976352450583363e-07,3.786115865267448e-09,5.353567757993005e-07
1921,1.711440944518472e-07,0.0,4.6420942112490593e-07
1922,1.6674134428740217e-07,2.21338064543275e-09,4.6776111162216694e-07
1923,2.0701098435438325e-07,3.1847844361720945e-09,4.862104105995968e-07
1924,1.8306106142063072e-07,1.289162443462999e-09,6.033280328665569e-07
1925,2.3316137287565653e-07,0.0,5.730050816055154e-07
1926,2.140058654731547e-07,2.229227691330493e-09,5.450461912914761e-07
1927,2.2967402912854595e-07,0.0,5.373926228458004e-07
1928,1.9767051639973943e-07,0.0,4.821789616471506e-07
1929,2.595714647668501e-07,0.0,5.793011155219574e-07
1930,1.964173890200982e-07,0.0,5.619427838610136e-07
1931,2.0871802064448275e-07,0.0,4.5735481535302824e-07
1932,1.775444928853176e-07,0.0,3.989271419868601e-07
1933,1.915600620350233e-07,1.1470662197865522e-09,4.0950263269223797e-07
1934,1.6414765013905708e-07,0.0,3.6783450241273385e-07
1935,2.106418008906985e-07,0.0,4.667630832955183e-07
1936,1.5762128668939113e-07,0.0,3.6131649494564044e-07
1937,1.3346584637474734e-07,0.0,4.1802510963862005e-07
1938,1.5039648815218243e-07,0.0,3.9154946307462524e-07
1939,1.758815812991088e-07,0.0,3.5023376199205813e-07
1940,1.2425336137766863e-07,5.0715658339584024e-09,3.220444284579571e-07
1941,2.597322179553885e-07,0.0,4.427253941230447e-07
1942,2.0936060707299475e-07,0.0,4.429949171935732e-07
1943,1.7129087837020052e-07,5.806470415592457e-09,3.6871085740131093e-07
1944,1.2531425852557732e-07,0.0,4.2092739249710576e-07
1945,2.047793827841815e-07,2.178504043826024e-09,4.74913889547679e-07
1946,1.6426902504917962e-07,2.7842208538686464e-09,4.886307465312711e-07
1947,2.6941168584926345e-07,1.1920870957027319e-09,5.066370363238093e-07
1948,1.9460679823168903e-07,0.0,5.044556132816069e-07
1949,1.6492573706727853e-07,6.871905600114303e-09,4.024973350169603e-07
1950,2.0419894042333908e-07,6.381216888229346e-09,5.136879508427228e-07
1951,2.2175716196670692e-07,2.1322803522849654e-09,5.821125341753941e-07
1952,2.2987671854934888e-07,0.0,3.9437566101696575e-07
1953,2.003931882654797e-07,5.386913803917537e-09,4.815900638277526e-07
1954,1.866554413254562e-07,0.0,4.114237697194767e-07
1955,1.8395790846170712e-07,0.0,4.383078930914053e-07
1956,2.0930740163294104e-07,8.72114158667614e-10,4.944887450619717e-07
1957,1.6521519796697248e-07,8.835037701437898e-10,4.1524677385496034e-07
1958,2.08460534167898e-07,0.0,3.7225095184112433e-07
1959,1.8679301660995407e-07,7.750747821333448e-10,4.619445803655253e-07
1960,2.0693292412943265e-07,1.3841666701708277e-09,4.761533318742295e-07
1961,2.1678256700852216e-07,1.3896318540318475e-09,4.3564958218667016e-07
1962,1.8264834977799183e-07,4.43936931660005e-09,4.3315563402757107e-07
1963,1.894553633974283e-07,6.466053248388448e-10,3.756777005037293e-07
1964,2.737785678164073e-07,6.083968329129164e-10,5.341724431673356e-07
1965,2.0465442673867074e-07,3.830430195250756e-09,4.552740051622095e-07
1966,1.7503475646662991e-07,1.6617224263271169e-09,4.281704661934782e-07
1967,2.1151139151243115e-07,0.0,4.516187459557841e-07
1968,1.9088517433374363e-07,2.6948494546985557e-09,4.7159866767287895e-07
1969,1.930247037762456e-07,3.179230406713529e-09,4.4009632915731345e-07
1970,1.5175793066646293e-07,1.8394900047624674e-09,4.203234595934191e-07
1971,1.8087159503465955e-07,1.541519245584766e-09,4.4447139657677326e-07
1972,1.672427885068828e-07,2.0520586896388693e-09,4.1554190488568565e-07
1973,1.6705007510608993e-07,1.102640756478479e-09,3.638714360931772e-07
1974,1.248876912995911e-07,1.6876715580593782e-09,3.4653521652217023e-07
1975,1.2565256213292741e-07,1.1422960355389478e-09,3.855249133266625e-07
1976,1.274116527838487e-07,1.142705374768127e-09,3.5138191378791817e-07
1977,1.0166832709046503e-07,0.0,3.2204764011112275e-07
1978,1.4019795457898e-07,5.940591352171509e-10,3.730691275904974e-07
1979,1.5332170733017847e-07,5.851973128301324e-09,4.3421641748864204e-07
1980,1.2393628878726304e-07,5.685150683554241e-10,3.359924107826373e-07
1981,1.60036407237385e-07,2.5302198114474095e-09,3.573935600797995e-07
1982,1.3284055455642374e-07,6.207502289967692e-10,3.296183592738089e-07
1983,1.3514775787371036e-07,0.0,3.473423930699937e-07
1984,1.1829977353272625e-07,0.0,3.299635693565506e-07
1985,1.317407196665954e-07,3.609334831011779e-09,3.2604324928797723e-07
1986,1.4806379056153673e-07,2.997242676272549e-09,3.908404551111744e-07
1987,1.2038309193940222e-07,6.110816852533674e-10,3.5076089943686384e-07
1988,1.5531074382124643e-07,1.1993107618124554e-09,3.8857669437675213e-07
1989,1.2567799956286763e-07,0.0,3.660577476694016e-07
1990,1.1333194294138593e-07,3.269190529398003e-09,3.203806784313201e-07
1991,1.266076452566267e-07,3.5168792322792797e-09,3.5227407124693855e-07
1992,1.1515783171489602e-07,5.509944167592096e-10,3.2729067811487766e-07
1993,1.5122036245429626e-07,1.1078414852150331e-09,3.572788784822478e-07
1994,1.40840541007492e-07,2.6374632478010085e-09,3.803222057285893e-07
1995,1.0953350937370487e-07,5.422450821690461e-10,3.264315466822154e-07
1996,1.1797183674389089e-07,2.135236876199542e-09,3.2402220995209063e-07
1997,1.2370827562335762e-07,4.79489448146353e-10,2.9248855071273283e-07
1998,1.3207717586283252e-07,9.536258449571733e-10,3.41874851983448e-07
1999,1.371060278643199e-07,0.0,3.1214474915941537e-07
2000,1.047073467930204e-07,2.2090157481002848e-09,3.017515552983241e-07
2001,1.1128278032401795e-07,0.0,3.2070471434053616e-07
2002,1.1128302901397547e-07,5.257465796049132e-09,3.2596287269370805e-07
2003,1.4250876745336427e-07,8.333845835650777e-10,3.583553791486338e-07
2004,1.4712003348904545e-07,1.7619165015858584e-09,3.7925252627246664e-07
2005,1.5582973844630033e-07,9.007499190971657e-10,4.1479535184407723e-07
2006,1.5977413170276122e-07,1.6471559671771274e-09,4.204365495752427e-07
2007,1.83346614335278e-07,4.393927444112933e-09,5.600260237770271e-07
2008,2.337334450430717e-07,1.2772318758180745e-09,6.726754691044334e-07
2009,2.565287502420688e-07,4.76819250749827e-10,7.362089036178077e-07
2010,2.7539712732504995e-07,1.8895172093635892e-09,9.055511327460408e-07
2011,4.0151707025870564e-07,0.0,1.5070273775563692e-06
2012,4.578719767778239e-07,0.0,1.7201689388457453e-06
2013,4.830764623875439e-07,0.0,1.4980390687924228e-06
2014,4.826777058042353e-07,2.1654451842767486e-10,1.5281547121048789e-06
2015,4.858733291257522e-07,2.2165753954528356e-10,1.5881762465141946e-06
2016,5.35648553068313e-07,2.0713400439298368e-10,1.6158523976628203e-06
2017,4.4476007587945787e-07,5.031222660711876e-10,1.3820769027006463e-06
2018,5.142281906955759e-07,5.162933414126769e-10,1.523065407127433e-06
2019,4.928508587909164e-07,2.55098775436835e-10,1.5175826320046326e-06
