year,cents_ADJ airs_NOUN,cents_ADJ pères_NOUN
1800,0.0,9.432493897065797e-09
1801,0.0,7.143547975374531e-09
1802,0.0,6.713520406265161e-09
1803,0.0,6.046051481689574e-08
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,3.1698360380971735e-08
1807,0.0,3.131650672116848e-08
1808,0.0,9.064295980465431e-09
1809,0.0,4.743964066022954e-08
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,1.0668832928217853e-08,5.3344164641089264e-09
1813,0.0,2.8757416004054903e-08
1814,0.0,1.2586708564299443e-08
1815,0.0,2.1577788444915313e-08
1816,0.0,1.3905623319487859e-08
1817,0.0,3.7364962679475866e-08
1818,0.0,2.384235520125344e-08
1819,0.0,9.315945348475907e-09
1820,0.0,2.254631326081835e-08
1821,0.0,3.747365617812193e-08
1822,0.0,1.0025615893027862e-08
1823,0.0,2.4706716672540097e-08
1824,0.0,2.2737005167527968e-08
1825,0.0,1.8491430608946757e-08
1826,0.0,2.1139161976435616e-08
1827,0.0,9.217273055917019e-10
1828,1.8344602503717056e-09,1.1006761502230233e-08
1829,0.0,8.57317605795771e-10
1830,0.0,2.922314124020886e-08
1831,0.0,1.5591206103948707e-09
1832,1.3529969367098715e-09,5.411987746839486e-09
1833,0.0,8.108540061613212e-09
1834,0.0,1.9602515166639023e-08
1835,0.0,1.3613558280667348e-08
1836,0.0,2.755507466645213e-08
1837,0.0,3.4789453540184923e-09
1838,0.0,1.0730675237269338e-08
1839,0.0,1.1885507689157748e-08
1840,0.0,1.9109066329292546e-08
1841,0.0,7.0626033910059505e-09
1842,1.341653010911159e-09,1.341653010911159e-08
1843,5.906911071384968e-10,1.8311423932715343e-08
1844,0.0,1.3721403124833387e-08
1845,5.580227946389016e-10,3.348136878855712e-09
1846,1.7563503984519002e-09,3.5127007969038004e-09
1847,0.0,7.550513103637968e-09
1848,0.0,8.045221711050488e-10
1849,0.0,1.1731180915575123e-08
1850,0.0,1.3577992064028876e-08
1851,0.0,5.804494884742439e-09
1852,0.0,5.208436348880241e-09
1853,0.0,1.4929829816878737e-08
1854,0.0,6.754363734984281e-09
1855,5.306937111981824e-10,3.714855978387277e-09
1856,0.0,6.73034605824796e-09
1857,0.0,1.9526036898476207e-09
1858,4.893676019968041e-10,2.104280616421761e-08
1859,0.0,5.092173349652285e-09
1860,0.0,1.510470659660257e-08
1861,0.0,9.903523889853716e-09
1862,0.0,8.13237543972889e-09
1863,1.4983863039219614e-09,1.2986014041871385e-08
1864,0.0,1.0068928579798353e-08
1865,0.0,4.706844358715045e-10
1866,5.838735717134114e-09,1.4596839292835284e-09
1867,0.0,1.455843445796745e-09
1868,0.0,1.7289559561817214e-08
1869,4.883519144627257e-10,1.367385404904553e-08
1870,0.0,1.204150246181257e-08
1871,0.0,6.372706140567175e-09
1872,0.0,3.023669647994609e-09
1873,0.0,7.183205474881049e-09
1874,0.0,1.1949218281515073e-09
1875,0.0,4.577221712764867e-09
1876,0.0,1.0278225159865428e-08
1877,0.0,1.4225076450102847e-08
1878,1.8117265465633636e-09,1.5701631050912823e-08
1879,0.0,2.443730107160036e-09
1880,0.0,1.4119262203848848e-08
1881,0.0,2.789003084036068e-09
1882,0.0,1.4641847512208983e-08
1883,0.0,6.319338829996468e-09
1884,6.601696966868076e-10,1.1883054540362536e-08
1885,0.0,2.4493415407000896e-08
1886,3.2267319927115068e-09,3.2267319372003556e-09
1887,6.528924623161458e-10,1.1752064210668323e-08
1888,0.0,3.804368819970705e-09
1889,0.0,6.891650528029203e-09
1890,0.0,4.5880703680722945e-09
1891,0.0,7.0116419337296065e-09
1892,0.0,3.761107425503951e-09
1893,0.0,6.158416554491453e-10
1894,0.0,8.192001077489408e-09
1895,0.0,1.2639090662958097e-08
1896,0.0,4.127920172347643e-09
1897,0.0,6.992056267307589e-09
1898,0.0,1.13167097914868e-09
1899,0.0,8.291367592505594e-09
1900,0.0,4.6719478286050276e-09
1901,0.0,7.824234649067563e-09
1902,0.0,7.365425824801264e-09
1903,0.0,3.2401321625741275e-09
1904,2.1498500757388683e-09,6.449550227216605e-09
1905,5.160759042333041e-10,2.0643036169332163e-09
1906,0.0,1.0802787775432421e-08
1907,0.0,1.0285686691258178e-08
1908,0.0,4.911389073214423e-09
1909,0.0,3.3005901345362076e-09
1910,0.0,1.7101282390186157e-08
1911,0.0,5.3203743632934675e-09
1912,0.0,2.083768435579003e-09
1913,0.0,2.6514948570088848e-09
1914,0.0,6.696743604095445e-09
1915,0.0,0.0
1916,0.0,2.197492410260793e-09
1917,0.0,3.289927441585405e-09
1918,0.0,1.1486376294556067e-09
1919,0.0,1.8415696745321952e-09
1920,0.0,2.2716695191604686e-09
1921,0.0,7.572747429129834e-10
1922,0.0,1.4755870969551665e-09
1923,1.0615948120573648e-09,5.307974060286824e-09
1924,0.0,7.734974438733389e-09
1925,0.0,7.698724546756353e-09
1926,0.0,2.229227691330493e-09
1927,0.0,0.0
1928,0.0,1.1426041224282812e-09
1929,0.0,2.2280812750352652e-09
1930,0.0,4.201441416995522e-09
1931,0.0,9.124285327288817e-09
1932,0.0,4.383814644626227e-09
1933,0.0,2.2941324395731044e-09
1934,0.0,4.7926320689839486e-09
1935,0.0,4.787313656606784e-09
1936,0.0,3.6374143697059935e-09
1937,0.0,0.0
1938,0.0,1.2965214457594243e-09
1939,0.0,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,0.0
1942,0.0,9.102635312174812e-09
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,5.568441707737293e-09
1947,0.0,1.1920870957027319e-09
1948,0.0,3.2615663503321457e-09
1949,0.0,6.871905600114303e-09
1950,0.0,1.0635361480382244e-09
1951,0.0,1.0661401761424827e-09
1952,0.0,8.435843135146115e-09
1953,0.0,2.1547654771580937e-09
1954,1.9545072227344917e-09,5.86352189024808e-09
1955,0.0,1.407841176970237e-08
1956,0.0,1.744228317335228e-09
1957,1.7670075402875796e-09,9.718541527092839e-09
1958,0.0,8.272243445794913e-10
1959,0.0,1.5501495642666896e-09
1960,0.0,4.844583401109048e-09
1961,0.0,4.16889545107324e-09
1962,0.0,2.536782617301725e-09
1963,0.0,5.819447590482696e-09
1964,0.0,6.692365106530929e-09
1965,0.0,2.7360217424998723e-09
1966,0.0,1.1078149508847446e-09
1967,0.0,6.902469706915326e-09
1968,0.0,4.491415683816058e-09
1969,0.0,3.1792303789579535e-09
1970,0.0,1.3796175035718505e-09
1971,0.0,5.138397485282553e-10
1972,0.0,5.130146862875051e-10
1973,5.513203782392395e-10,5.513203726881244e-09
1974,5.625571675160757e-10,1.6876715580593782e-09
1975,1.1422960355389478e-09,3.998036124386317e-09
1976,0.0,1.7140580066410394e-09
1977,0.0,1.7630346071939584e-09
1978,0.0,1.7821774056514528e-09
1979,0.0,5.851973350345929e-10
1980,0.0,3.411090521154847e-09
1981,0.0,3.1627747087981106e-09
1982,1.2415004579935385e-09,4.966001831974154e-09
1983,0.0,3.78918940668882e-09
1984,0.0,2.3196033982486597e-09
1985,0.0,8.421781050316213e-09
1986,0.0,4.795588481876223e-09
1987,0.0,1.2221633705067347e-09
1988,0.0,4.797242936227519e-09
1989,0.0,7.134558943633351e-09
1990,0.0,2.724325431913144e-09
1991,0.0,1.7584396161396398e-09
1992,5.509944167592096e-10,6.611932834577061e-09
1993,0.0,5.539207426075166e-10
1994,0.0,2.637463358823311e-09
1995,0.0,6.506940763983948e-09
1996,0.0,1.067618438099771e-09
1997,0.0,8.151320507465698e-09
1998,0.0,2.3840646123929332e-09
1999,0.0,3.656160929565999e-09
2000,0.0,3.534425085938153e-09
2001,0.0,2.1906058911280724e-09
2002,0.0,4.81934359086722e-09
2003,0.0,5.41700001521761e-09
2004,4.404791253964646e-10,4.404791309475797e-09
2005,9.007499190971657e-10,3.15262471684008e-09
2006,4.1178899179428186e-10,4.1178899179428186e-10
2007,0.0,7.988958938831558e-10
2008,0.0,2.1287198670449925e-09
