year,nos_DET îles_NOUN,nos_DET iles_NOUN,nos_DET piles_NOUN
1847,3.581100624927558e-07,2.534815113364175e-08,9.168480197274675e-09
1848,2.1883002432332432e-07,1.2067832733109185e-08,3.218088684420195e-09
1849,6.116972883773997e-08,5.865590679832167e-09,1.005529792763582e-08
1850,1.4664231873240396e-07,1.2220192857625989e-08,1.4935791270431764e-08
1851,8.964720010773419e-08,1.0964046337491595e-08,5.159551008659946e-09
1852,8.463709222361615e-08,2.40890174474373e-08,1.9531636752390114e-08
1853,1.2182741127020336e-07,1.791579506971175e-08,7.763511611358354e-09
1854,9.040456205866576e-08,1.1430461910322265e-08,1.2469594912190018e-08
1855,8.17268315245201e-08,2.2819829581521844e-08,7.960405667972736e-09
1856,1.0975640990507074e-07,1.3460691894451315e-08,6.212626857404757e-09
1857,6.345961717224569e-08,1.2203772437047178e-08,6.8341128311999455e-09
1858,1.0423529772651818e-07,1.565976370798694e-08,2.6915218498402282e-08
1859,1.3901633089119514e-07,1.4258085379026397e-08,5.601390462572908e-09
1860,1.1671819066805256e-07,1.327383358784573e-08,5.492620580582752e-09
1861,1.1648430664479292e-07,1.9335450851531988e-08,3.3011746669586728e-09
1862,1.852374398314538e-07,2.0782737364388737e-08,4.066187830886747e-09
1863,1.2786229541816851e-07,1.4983863039219614e-08,4.994620717013731e-09
1864,1.5630812688627316e-07,1.1986819759002287e-08,1.1507347075223606e-08
1865,1.2708480001677458e-07,9.884373597390805e-09,7.530950973944073e-09
1866,1.1920751613603287e-07,1.8489329178805747e-08,6.811858188626729e-09
1867,9.7056229719783e-08,1.6014277903764196e-08,4.85281148598915e-09
1868,8.99057081005239e-08,9.87974813071446e-09,7.409810987013543e-09
1869,8.204311841009115e-08,6.836926691455858e-09,1.660396442559886e-08
1870,6.594156332084822e-08,5.734048791339319e-09,1.204150201772336e-08
1871,6.478918379571041e-08,4.248470908407853e-09,4.248470908407853e-09
1872,6.652073381019363e-08,2.4189357183956872e-09,0.0
1873,1.2211448563448357e-07,1.2570609608797412e-08,5.9860045809045914e-09
1874,1.1351757223110326e-07,1.5533983654947292e-08,7.169530746864439e-09
1875,8.067353246543618e-08,3.432916173551348e-09,8.58229043387837e-09
1876,6.529695895096665e-08,9.673623679873344e-09,1.874264654588842e-08
1877,1.8987385708157944e-07,1.7317484335421796e-08,6.184815992682502e-10
1878,1.1957395296136042e-07,9.058633121394877e-09,9.662541877730746e-09
1879,8.919615068769815e-08,9.774920428640144e-09,1.0996785704264767e-08
1880,1.3798368869721855e-07,1.2835692730917003e-08,8.343199908722454e-09
1881,1.4921166702208666e-07,1.9523020977629812e-08,4.183504653809678e-09
1882,1.2245908620478474e-07,3.9932310791357395e-09,1.5307386025398273e-08
1883,8.531107464904153e-08,8.847074461915128e-09,2.9068958795619437e-08
1884,1.359949637347313e-07,1.0562715146988921e-08,1.4523733327109767e-08
1885,7.799219231552357e-08,1.2891271161663553e-08,1.160214413431504e-08
1886,1.7230748139418495e-07,3.355801142523873e-08,4.517424601058195e-09
1887,1.240495715038037e-07,8.487601899087593e-09,6.528924512139156e-09
1888,1.4710225570979674e-07,1.521747572397203e-08,2.8532766593869496e-08
1889,1.1527851562220803e-07,1.3783301056058406e-08,1.1277245803853475e-08
1890,1.3043228896947312e-07,1.9007720730712663e-08,1.1797895993481688e-08
1891,1.4596963193724832e-07,2.230977025341474e-08,1.5298127875595924e-08
1892,1.2098229040802266e-07,2.3820346806147086e-08,4.387958441043338e-09
1893,1.5211288983962845e-07,1.9706933418461858e-08,0.0
1894,1.1594832471928385e-07,1.827446372004715e-08,1.8904617871129403e-09
1895,1.1676112121605797e-07,1.745398225949657e-08,4.814891596538473e-09
1896,1.102744402459166e-07,1.1794058341063618e-08,8.255840455717589e-09
1897,1.0429817154378185e-07,2.388952524690069e-08,5.2440420894583895e-09
1898,8.883616908761383e-08,9.053367611144836e-09,6.224190496340043e-08
1899,1.509028848545313e-07,2.04520400615138e-08,5.527578395003729e-09
1900,1.2250885628173336e-07,1.0901211600078398e-08,7.786579381274805e-09
1901,9.05375689974619e-08,1.1736351668290013e-08,1.1736351446245408e-08
1902,1.1097241481294873e-07,1.86590785600238e-08,7.856454153909453e-09
1903,9.34238100214202e-08,2.052083702963614e-08,2.1600881083827517e-09
1904,7.739460272659926e-08,1.289910045443321e-08,3.2247751136083025e-09
1905,1.5069416292590176e-07,1.3417973898643965e-08,3.6125313851442797e-09
1906,1.116288048663705e-07,1.7490227210981146e-08,1.5432553013283723e-09
1907,1.1057113447066058e-07,1.0799971361663552e-08,4.6285588695127444e-09
1908,8.103791993008258e-08,8.840500553830566e-09,6.384805573134145e-09
1909,9.791750699150725e-08,1.4302557360679202e-08,1.1001967115120692e-09
1910,1.234498796520711e-07,1.4429207051414039e-08,0.0
1911,1.1013174727736441e-07,1.3832972434180135e-08,2.128149656499545e-09
1912,9.376958187701234e-08,1.0939784356178706e-08,7.2931897743266916e-09
1913,1.320444384944608e-07,1.7499866000747488e-08,1.1666577037772186e-08
1914,1.0848724940615284e-07,1.607218474974914e-08,0.0
1915,6.479418945826154e-08,8.246533234057551e-09,1.4136913861761968e-08
1916,1.3184953773226482e-07,2.0876177675432928e-08,9.888715624128963e-09
1917,1.4256352276476036e-07,2.4126133979507358e-08,6.57985488317081e-09
1918,6.432370724951397e-08,4.479686666059024e-08,0.0
1919,2.127012925789984e-07,1.6574126959767455e-08,8.287063479883727e-09
1920,9.919623300547187e-08,2.4988364710765154e-08,1.514446346106979e-09
1921,7.648475197630233e-08,2.650461700115514e-08,1.5145494858259667e-09
1922,1.3427842904256693e-07,5.1645547283207804e-09,2.2133805899215986e-09
1923,9.129715206057654e-08,5.307974060286824e-09,3.1847844361720945e-09
1924,9.281969637342513e-08,7.734974438733389e-09,2.578324886925998e-09
1925,1.5507430628503016e-07,1.979672092922158e-08,7.698724324711748e-09
1926,1.2818058658936593e-07,1.560459372829115e-08,3.343841648018042e-09
1927,6.132073648856817e-08,1.44939923396592e-08,0.0
1928,1.5767937089350426e-07,3.08503115276082e-08,0.0
1929,1.0471982081483588e-07,1.8938690837799754e-08,1.1140406375176326e-09
1930,6.407198382962775e-08,1.575540553577781e-08,4.201441416995522e-09
1931,1.7906410398893513e-07,8.097803405604509e-08,0.0
1932,1.4247397595035238e-07,7.671675850140502e-09,1.0959536611565568e-09
1933,8.144170315915744e-08,1.032359597807897e-08,1.1470662197865522e-09
1934,1.1741948569010674e-07,3.5944740517379614e-09,1.0783422155213884e-08
1935,1.6276866077191698e-07,2.0346083040578833e-08,3.590485242455088e-09
1936,1.0184760546039229e-07,2.3036956786626206e-08,2.424942913137329e-09
1937,1.6494364984964704e-07,1.762756551837441e-08,0.0
1938,1.1798344823343854e-07,1.0372171899142302e-08,5.186085672015395e-09
1939,1.2999943432845384e-07,4.28233404292655e-08,1.2235240376412548e-08
1940,6.846613898048304e-08,1.2678914584896006e-08,0.0
1941,1.0625409174735978e-07,6.788455886308498e-08,0.0
1942,1.2136847038490828e-07,6.068423519245414e-08,1.2136847082899749e-08
1943,7.548411673496958e-08,6.967764720755554e-08,1.1612940831184915e-08
1944,1.895779853100521e-07,2.2492303131116387e-08,0.0
1945,2.1349339540677192e-07,1.5249528306782167e-08,0.0
1946,9.605561590575462e-08,5.568441707737293e-08,8.352662561605939e-09
1947,8.82144421954223e-08,3.337843779149807e-08,0.0
1948,1.217651464102687e-07,9.784699050996437e-09,1.0871887834440486e-09
1949,9.620667795751103e-08,2.846932423139492e-08,1.9634016634739737e-09
1950,1.1167129665423658e-07,1.914365066468804e-08,2.1270722960764488e-09
1951,1.0661401561584682e-07,2.5587364671508794e-08,1.0661401761424827e-09
1952,9.912115661592225e-08,1.2653764924763777e-08,3.1634410646574906e-09
1953,9.91192115051831e-08,1.2928592973970865e-08,4.3095309543161875e-09
1954,9.870261563627025e-08,2.0522326282801373e-08,6.840775279570721e-09
1955,6.94535016165787e-08,1.0324168631115072e-08,4.6928039232341234e-09
1956,5.145473380707699e-08,1.5698055078061657e-08,5.232684952005684e-09
1957,5.831124960664624e-08,8.835037590415595e-09,2.47381048978923e-08
1958,7.445019178931034e-08,1.3235589513271862e-08,1.2408365002158916e-08
1959,4.417926291466756e-08,2.9452842387200917e-08,5.425523585955716e-09
1960,7.612916924637503e-08,2.0762500052562416e-09,6.2287499602575735e-09
1961,6.948159336772619e-08,2.779263652552544e-09,5.55852741612739e-09
1962,9.322676186585e-08,8.87873907728931e-09,1.2683912808952869e-09
1963,1.6811739000921477e-07,7.759263898066138e-09,9.699079650538067e-09
1964,8.517555327713922e-08,1.0951142881410192e-08,2.4335873316516654e-09
1965,8.80998953789458e-08,7.1136563306595235e-09,8.755269398363907e-09
1966,7.090015363697688e-08,1.0524242144427376e-08,2.769537488234164e-09
1967,7.099683418942959e-08,8.874604107145245e-09,7.395503320850594e-09
1968,1.0330256516866143e-07,1.8414805180722027e-08,3.5931326802796093e-09
1969,1.489696570544652e-07,3.088395228445506e-08,7.2668124850849836e-09
1970,7.357959797005265e-08,9.657322413980651e-09,2.7592350626548523e-09
1971,1.032817887880455e-07,1.0276795081587409e-08,2.0553589941130213e-09
1972,1.231235187137969e-07,2.616374938924082e-08,1.5390440033513642e-09
1973,8.214673941076e-08,1.268036875501366e-08,3.307922213924286e-09
1974,9.84475070908708e-08,1.0126029126311664e-08,0.0
1975,5.597250574140844e-08,1.770558810676448e-08,3.998036124386317e-09
1976,1.1369918295756065e-07,1.5426522614880867e-08,2.285410749536254e-09
1977,7.639816645976794e-08,5.876781949964993e-09,1.7630346071939584e-09
1978,1.3366330031683304e-07,1.603959642881847e-08,2.970295565063452e-09
1979,1.0299473141017756e-07,1.345953837272873e-08,5.266775904289034e-09
1980,7.5043990133139e-08,1.0233271396931087e-08,5.6851505725319385e-09
1981,7.464148121805181e-08,4.427884781055269e-09,6.958104314946922e-09
1982,1.0490678636898565e-07,4.966001831974154e-09,4.345251602977385e-09
1983,1.0041352194178899e-07,5.052252616266628e-09,6.315316047889041e-10
1984,1.072816591118908e-07,1.3917620667047714e-08,1.1598016991243298e-09
1985,1.0045982112849572e-07,1.0828004715079942e-08,3.609334831011779e-09
1986,7.612996411054951e-08,9.591176797218992e-09,5.994485463567401e-10
1987,1.0143955719854603e-07,1.283271516827611e-08,6.110816852533674e-10
1988,1.0314072773631722e-07,7.795519785247507e-09,2.99827696004229e-09
1989,1.1579937675421093e-07,9.329807815205982e-09,2.1952488715726304e-09
1990,9.753084895258723e-08,2.45189291092629e-08,2.179460389939436e-09
1991,8.557738900849543e-08,3.5168791212569772e-09,4.689171995142516e-09
1992,7.107827659780241e-08,5.509944334125549e-09,2.754972139307199e-09
1993,8.142634655428083e-08,1.6617621612091682e-08,2.2156830259412175e-09
1994,5.591422347350772e-08,3.6924485691258724e-09,3.164955852952289e-09
1995,6.832287802183146e-08,3.795715630694474e-09,2.7112254663563817e-09
1996,6.779376837684481e-08,2.6690460952494277e-09,2.135236876199542e-09
1997,7.575933014258851e-08,2.8769365778558154e-09,0.0
1998,1.110974112705776e-07,4.7681292247858664e-09,4.768129224785866e-10
1999,1.3116477237673507e-07,5.027221139375371e-09,4.113181129028476e-09
2000,1.1265980015551236e-07,2.6508188977203417e-09,3.97622823555821e-09
2001,8.762423781005779e-08,6.133696495158603e-09,0.0
2002,9.112941024014276e-08,2.190610692842654e-09,8.76244299341522e-10
2003,7.292115400403532e-08,4.166923084358842e-09,1.6667691671301554e-09
2004,9.778636655966011e-08,1.5504865250037803e-07,1.7619165015858584e-09
2005,1.2835686202805618e-07,1.3511248786457486e-09,9.007499190971657e-10
2006,9.388789035114087e-08,1.6471559116659762e-09,5.353256948836815e-09
2007,1.1144597777956733e-07,1.5977917877663117e-09,3.994479469415779e-10
2008,8.812899898735793e-08,8.514879357157668e-10,1.7029758714315335e-09
2009,1.4161532480017058e-07,1.430457752249481e-09,2.384096253749135e-09
2010,1.0297869090791778e-07,9.447586046817946e-10,2.8342759250676863e-09
2011,7.953861913545524e-08,1.147191591721608e-09,3.4415748029203996e-09
2012,8.442546706177723e-08,2.7234021704458655e-09,6.46808034909796e-09
2013,1.1435412816673818e-07,8.367375126105969e-10,5.8571623662295735e-09
2014,1.0437446107403048e-07,2.1654451842767486e-09,8.01214730672406e-09
2015,7.558522030493009e-08,1.773260274728905e-09,4.654808372084318e-09
2016,9.735298345248111e-08,3.728412162340433e-09,6.421154274960372e-09
2017,6.565745924724808e-08,1.0062445321423752e-09,7.043711530707597e-09
2018,1.035168120111507e-07,1.0325866828253538e-09,5.937373259712331e-09
2019,5.892781618221932e-08,2.5509878098795014e-09,6.377469219387422e-09
