year,soyons_VERB à_ADP,soyons_VERB a_ADP,soyons_VERB pas_ADV
1832,1.6100663158269413e-07,2.705993873419743e-09,5.912596634516376e-07
1833,1.390035428983083e-07,0.0,7.008095508354018e-07
1834,1.2228235313216373e-07,0.0,6.590178713850037e-07
1835,2.079849110714349e-07,0.0,5.778199465567013e-07
1836,1.0820407725375958e-07,6.720750067579218e-10,6.505686087621143e-07
1837,1.0436836284100082e-07,0.0,5.75417573145387e-07
1838,1.0351945256559247e-07,0.0,5.144411829860474e-07
1839,1.1396104238059479e-07,6.9914751765765e-10,6.879611760268745e-07
1840,1.286677047129814e-07,0.0,6.802827670071565e-07
1841,1.207063142771858e-07,1.2841097074556274e-09,6.163726311569917e-07
1842,1.1471133420926094e-07,0.0,6.003897397022229e-07
1843,1.1400338273404031e-07,5.906911071384968e-10,6.787040547351353e-07
1844,1.1635750229999076e-07,1.6465684371524958e-09,6.85521285959112e-07
1845,1.4006372150987545e-07,5.580227946389016e-10,7.661652716706158e-07
1846,1.1123552212666254e-07,5.854501328173001e-10,5.883773610548815e-07
1847,8.521293626273518e-08,5.393223645455691e-10,5.943332439528604e-07
1848,1.1182858283831365e-07,2.413566457803995e-09,7.152202101678995e-07
1849,8.128032469301161e-08,9.217356655710773e-09,8.119653216454026e-07
1850,8.214685465190996e-08,0.0,6.116885629126045e-07
1851,1.212494473712411e-07,6.449438760824933e-10,7.507146619900595e-07
1852,1.2890880429772267e-07,6.510545436100301e-10,6.341271046039765e-07
1853,1.3675724019890367e-07,1.1943863675867306e-09,6.091370323701994e-07
1854,1.044328561405905e-07,1.558699391779328e-09,7.86104010330746e-07
1855,1.6026949367642374e-07,1.0613874223963649e-09,6.357710731208499e-07
1856,1.299474492455488e-07,1.5531567143511893e-09,7.594936732857605e-07
1857,1.386348515985958e-07,1.9526036343364694e-09,6.55098517654551e-07
1858,1.0570340380766652e-07,9.787352039936081e-10,7.169235232140636e-07
1859,1.0897251101482652e-07,5.092173349652285e-10,7.276715905391029e-07
1860,1.473853243894041e-07,4.577183909670879e-10,7.231950576169766e-07
1861,1.2591622944313485e-07,1.8863854922557266e-09,7.616281436639838e-07
1862,1.7032808763417506e-07,1.3553959066214816e-09,7.820634095878631e-07
1863,1.2136928440042993e-07,4.994620828036034e-10,7.656753950868733e-07
1864,1.2418345063380798e-07,9.589455896019672e-10,9.105188496505434e-07
1865,1.4120533098349597e-07,9.41368871743009e-10,8.495854331158625e-07
1866,1.5229368521829656e-07,3.4059290943133647e-09,8.646194373795879e-07
1867,1.2277612881916866e-07,2.426405742994575e-09,9.244606076208584e-07
1868,1.338705901687831e-07,9.87974813071446e-10,8.002596132428152e-07
1869,1.3869195036875226e-07,4.883519144627257e-10,7.315511538763531e-07
1870,1.1812140154887629e-07,0.0,8.33730666727206e-07
1871,1.2214354061512722e-07,0.0,7.371097012764949e-07
1872,1.3001779342047826e-07,0.0,8.236476105594193e-07
1873,1.2331169241264206e-07,5.387403856360606e-09,7.290953476513096e-07
1874,8.842421683752377e-08,0.0,5.986558448967116e-07
1875,1.0928116500608098e-07,1.1443054281912168e-09,6.625528499171196e-07
1876,1.094328672124334e-07,0.0,5.628839971905109e-07
1877,9.648312904175782e-08,0.0,6.06111939305265e-07
1878,1.1111923114981437e-07,6.039088673581716e-10,6.371238328028994e-07
1879,1.22797441992617e-07,6.10932526790009e-10,6.99517727298371e-07
1880,1.1359587581694086e-07,6.417846254436199e-10,5.923672006247216e-07
1881,1.3875289517351064e-07,6.972507571312292e-10,6.24039444119262e-07
1882,9.184431659647885e-08,6.655385131892899e-09,6.24275116933859e-07
1883,1.1501196550689485e-07,6.319338941018771e-10,6.881759873067494e-07
1884,1.254322450350287e-07,1.9805090900604227e-09,6.700722678942839e-07
1885,1.3664747111619135e-07,0.0,6.026669439052057e-07
1886,1.2067977595009438e-07,1.936039106809062e-09,5.750036393692426e-07
1887,9.205783957355607e-08,6.528924623161458e-10,6.620329600082187e-07
1888,9.70114062415206e-08,1.9021844099853524e-09,5.097854227642529e-07
1889,1.0963988961165683e-07,1.2530273485467092e-09,6.290197234193329e-07
1890,8.127439299343564e-08,1.9663159989136147e-09,5.800632152386243e-07
1891,1.0326236488111817e-07,1.9122659011827636e-09,5.730423708882881e-07
1892,1.3226560557910716e-07,0.0,6.350002763610973e-07
1893,1.0099802971730298e-07,1.847525021858587e-09,5.875129431842652e-07
1894,9.263262712444487e-08,0.0,6.528394465021847e-07
1895,1.2518718328635714e-07,6.018614495673091e-10,6.277414854594099e-07
1896,1.0437741249091914e-07,5.89702897624278e-10,6.168292543407006e-07
1897,1.1769961583141253e-07,0.0,5.91411435379996e-07
1898,8.713866561649297e-08,0.0,6.72212536301231e-07
1899,1.2271223504001227e-07,2.2110313580014918e-09,6.378825219144346e-07
1900,9.91491164725744e-08,0.0,6.021621743457217e-07
1901,7.600685258957185e-08,1.1177477832191585e-09,6.186734253788018e-07
1902,8.101968340668009e-08,4.910283846193408e-10,4.7384239110215276e-07
1903,1.1448466619157216e-07,0.0,5.394820163928671e-07
1904,1.1501697816385104e-07,5.374625189347171e-10,5.788471071355161e-07
1905,1.0218302914921651e-07,1.0321518084666081e-09,6.34773357433005e-07
1906,9.619625074286375e-08,0.0,4.820100798497151e-07
1907,9.925687471934452e-08,0.0,6.793696343265765e-07
1908,1.1197967308973489e-07,4.911389073214423e-10,6.630374969063269e-07
1909,1.2267193261195075e-07,0.0,6.397643801392405e-07
1910,1.0100444747251913e-07,5.344150677544235e-10,6.541240509250201e-07
1911,1.0853563459090054e-07,0.0,6.442973017328768e-07
1912,1.192957466145117e-07,5.209421227725386e-10,6.610755463043461e-07
1913,1.1507487984729892e-07,1.060597942803554e-09,6.347678436213755e-07
1914,1.5804315234291266e-07,3.3483718020477227e-09,6.07394667895278e-07
1915,1.3194453862830358e-07,2.3561523843085297e-09,8.953379051490629e-07
1916,1.3294828948851034e-07,0.0,9.229468105331762e-07
1917,1.3708029911185804e-07,2.1932848870420685e-09,8.926669465836312e-07
1918,1.3439060175812756e-07,3.44591288836682e-09,8.557350383853191e-07
1919,1.1878124706043991e-07,1.8415696745321952e-09,7.881918122620846e-07
1920,1.1585514680945153e-07,7.572231730534895e-10,7.57980387788848e-07
1921,1.0374664216605822e-07,7.572747429129834e-10,7.315273933272692e-07
1922,1.0919344450854851e-07,7.377935484775833e-10,7.267266255439608e-07
1923,1.0615948431436095e-07,2.1231896241147297e-09,7.240076342895918e-07
1924,1.0957880625106498e-07,0.0,7.863890800763329e-07
1925,1.0998177790710884e-07,0.0,6.576910323019547e-07
1926,1.3040981594603096e-07,1.1146138456652466e-09,7.49020500734332e-07
1927,1.0145794959726118e-07,0.0,6.756430366294808e-07
1928,8.341010149237604e-08,0.0,5.987245685901144e-07
1929,1.0249174042797904e-07,0.0,6.650822683695878e-07
1930,1.0503603586897725e-07,0.0,6.575255611096509e-07
1931,1.0264821082017761e-07,0.0,6.170297979224415e-07
1932,1.1726704141068467e-07,0.0,5.972947292320896e-07
1933,8.717703536831323e-08,0.0,6.056509391783038e-07
1934,1.2700474982807464e-07,0.0,5.763139938608219e-07
1935,8.138432860960165e-08,0.0,6.175634439387068e-07
1936,8.487300195980652e-08,0.0,5.965359832771355e-07
1937,8.68787117802583e-08,0.0,6.169647690512647e-07
1938,1.1150084122668602e-07,0.0,6.054755203876994e-07
1939,1.0552894824655823e-07,0.0,6.178796638778294e-07
1940,1.0650288562175092e-07,0.0,5.680153662979137e-07
1941,8.264207496111453e-08,2.9515025978810172e-09,6.345730412249395e-07
1942,9.102635578628337e-08,0.0,5.79534457756381e-07
1943,8.709705712206528e-08,0.0,6.561311352015764e-07
1944,1.0603514510876266e-07,0.0,6.71555881126551e-07
1945,1.5249528617644614e-07,0.0,7.341558898588119e-07
1946,8.352662383970255e-08,1.3921104269343232e-09,7.64268634156906e-07
1947,1.2874540633589504e-07,1.1920870957027319e-09,8.130033961606387e-07
1948,1.1850358005993655e-07,0.0,6.403541874533403e-07
1949,1.1289559864735565e-07,9.817008317369869e-10,6.076728027437639e-07
1950,1.318784812465168e-07,1.0635361480382244e-09,6.487570658464392e-07
1951,1.0874629829960014e-07,0.0,7.025863624221529e-07
1952,1.381369303388169e-07,0.0,5.704739010070625e-07
1953,9.480968143904533e-08,1.0773827385790469e-09,6.399653216249135e-07
1954,1.2117944137024494e-07,0.0,6.44987380837847e-07
1955,6.382213513234092e-08,0.0,6.635625027229253e-07
1956,1.0552581120037985e-07,8.72114158667614e-10,5.956539439466724e-07
1957,1.2280702610389937e-07,0.0,6.423072136385599e-07
1958,1.2739254229288122e-07,0.0,5.61685340016993e-07
1959,9.22338975195558e-08,0.0,6.88266425186157e-07
1960,7.12845822925523e-08,0.0,6.574791768798605e-07
1961,1.0213794321423109e-07,1.3896318540318475e-09,6.871729283375316e-07
1962,8.62506071008795e-08,6.341956404476434e-10,5.75849639972148e-07
1963,8.341209056794696e-08,1.2932106496776896e-09,5.399154474616807e-07
1964,1.0586104948195896e-07,0.0,6.893135946484108e-07
1965,1.1819613954244801e-07,1.0944086747954884e-09,6.205297040651203e-07
1966,8.80712889284041e-08,5.539074754423723e-10,5.256582085166883e-07
1967,1.0304401421024068e-07,0.0,5.650164780490741e-07
1968,9.476887541381984e-08,4.4914158503495116e-10,5.892737817703164e-07
1969,9.94644984153581e-08,4.5417578031781147e-10,5.350190690478485e-07
1970,9.059488237372904e-08,0.0,5.47248248494725e-07
1971,1.109893879025492e-07,5.138397485282553e-10,5.554607582780591e-07
1972,8.20823486957778e-08,1.0260293725750103e-09,4.930071213493648e-07
1973,8.324937694759171e-08,1.6539611902288698e-09,5.022528739573318e-07
1974,6.975709088141713e-08,0.0,4.928000976178737e-07
1975,9.595286876162845e-08,5.711480177694739e-10,4.940430358146841e-07
1976,7.770396409645386e-08,5.713526873840635e-10,4.873638204117015e-07
1977,7.522280887073407e-08,0.0,5.236212814452301e-07
1978,7.603957175028597e-08,0.0,5.14455223310506e-07
1979,7.373486710093857e-08,0.0,5.108772711537313e-07
1980,7.73180501845161e-08,0.0,4.923340384266339e-07
1981,6.894849335914444e-08,6.325549528618524e-10,4.529093473593093e-07
1982,7.945602886749725e-08,0.0,4.6990791702228307e-07
1983,8.778289029010011e-08,0.0,5.102775162413309e-07
1984,7.364740994830754e-08,0.0,4.6508048967552895e-07
1985,9.324114813580309e-08,0.0,4.397373061237886e-07
1986,8.81189392565318e-08,0.0,5.047356808063341e-07
1987,8.249602778676035e-08,0.0,4.625888436748937e-07
1988,7.195864482056891e-08,0.0,4.4194601400704414e-07
1989,7.957777503619923e-08,0.0,4.758202010179957e-07
1990,7.846057237248516e-08,0.0,4.6422505306509265e-07
1991,7.561290171764767e-08,5.861465202094962e-10,5.134643288329244e-07
1992,6.281336339952759e-08,0.0,4.31428617275742e-07
1993,7.200969465159801e-08,0.0,4.387052285892423e-07
1994,8.703629084116926e-08,0.0,5.116679062666663e-07
1995,9.10971715839537e-08,0.0,4.4518321828945773e-07
1996,7.953757474865597e-08,1.067618438099771e-09,4.38257359292038e-07
1997,7.767729215402142e-08,2.3974471297094624e-09,4.636662822576909e-07
1998,8.201182133404927e-08,0.0,4.1625767721598095e-07
1999,8.22636216923911e-08,9.140402323914998e-10,4.5336395260164863e-07
2000,8.92442357791623e-08,0.0,4.457793920664699e-07
2001,7.272811863856532e-08,4.3812117822561447e-10,4.2760626683957526e-07
2002,8.236696169561242e-08,0.0,4.420652430781047e-07
2003,8.542191842764169e-08,0.0,4.1794237404246815e-07
2004,8.677438634308032e-08,0.0,4.774793751494144e-07
2005,7.656374556574974e-08,4.5037495954858286e-10,4.5487871602745145e-07
2006,1.0047651599620622e-07,0.0,5.077358196103887e-07
2007,9.626695396391938e-08,0.0,4.817342187379836e-07
2008,9.153495561520231e-08,0.0,4.742787780287472e-07
2009,8.344337065757657e-08,0.0,4.901701800008595e-07
2010,1.2281861661023186e-07,0.0,5.399295446295582e-07
2011,1.1357197005068542e-07,0.0,5.560055456044211e-07
2012,1.2051054865125366e-07,0.0,6.117442126196693e-07
2013,1.4475559151350126e-07,5.578250084070646e-10,6.55165479201969e-07
2014,1.5266388553314414e-07,0.0,6.829814083175734e-07
2015,1.5759851557106686e-07,0.0,6.689624569844455e-07
2016,1.878705475633069e-07,0.0,7.030128017504467e-07
2017,1.879161599660506e-07,0.0,7.051258421597595e-07
2018,1.7760491299867454e-07,0.0,7.106777957233135e-07
2019,1.6862029195152672e-07,0.0,6.683587798761437e-07
