year,avais_VERB osé_VERB,avais_VERB posé_VERB
1800,0.0,0.0
1801,2.3811825844433088e-09,4.7623651688866175e-09
1802,0.0,2.2378401354217203e-09
1803,0.0,0.0
1804,4.943701892301533e-09,0.0
1805,1.7057265822018053e-08,0.0
1806,0.0,0.0
1807,5.693910232196231e-09,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,9.360507036149102e-09,9.360507036149102e-09
1811,2.5070767684098882e-09,0.0
1812,1.0668832928217853e-08,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,3.113746815941454e-09
1818,2.384235475716423e-09,1.1921177378582115e-09
1819,0.0,2.070210003424222e-09
1820,5.933240565525466e-09,1.1866481131050932e-09
1821,9.861488514673056e-09,0.0
1822,1.4035862250239006e-08,1.303330066093622e-08
1823,2.174191138237802e-08,6.917880934764753e-09
1824,5.052667617633233e-09,0.0
1825,2.7296874094417944e-08,0.0
1826,2.2019960965735663e-08,3.5231937367541377e-09
1827,7.373818444733615e-09,9.217273055917019e-10
1828,8.255071293206129e-09,9.172301251858528e-10
1829,8.573175946935407e-09,8.57317605795771e-10
1830,1.2524203008013046e-08,0.0
1831,6.236482441579483e-09,3.1182412207897414e-09
1832,6.764984572527055e-09,4.058990921151917e-09
1833,2.20088942626262e-08,5.791814139399776e-09
1834,1.4935249481595747e-08,3.733812370398937e-09
1835,1.2100940693926532e-08,1.0588323107185715e-08
1836,1.344150035720304e-08,1.3441500135158435e-09
1837,6.957891152126194e-09,5.5663127440652715e-09
1838,3.1560809521380406e-09,6.943378316748294e-09
1839,1.3982950353153e-09,1.7478688718597368e-08
1840,1.0191501864653674e-08,7.64362617644565e-09
1841,1.2841097074556274e-09,5.778493683550323e-09
1842,1.1404051036834062e-08,1.0733224087289273e-08
1843,1.594865928211675e-08,5.31621990873532e-09
1844,6.586273748609983e-09,8.232841963717874e-09
1845,7.254296274794569e-09,1.3950569588416784e-08
1846,1.9905304071698993e-08,5.854501328173001e-10
1847,3.775256551818984e-09,3.775256551818984e-09
1848,4.82713291560799e-09,2.413566457803995e-09
1849,5.02764896381791e-09,3.3517659758786067e-09
1850,4.752297222410107e-09,5.431196825611551e-09
1851,4.514607354622058e-09,3.8696632564949596e-09
1852,3.2552727180501506e-09,0.0
1853,4.777545470346922e-09,1.7915795513800958e-09
1854,1.0910895298366086e-08,1.558699391779328e-09
1855,4.776243400783642e-09,7.429711956774554e-09
1856,9.836659486950339e-09,7.765783571755946e-09
1857,4.393358121745905e-09,2.9289055625270066e-09
1858,3.9149408159744326e-09,1.9574704079872163e-09
1859,6.110608019582742e-09,8.147477359443656e-09
1860,7.323494255473406e-09,4.57718396518203e-09
1861,8.017138064531082e-09,1.0846716413936974e-08
1862,2.2589932147099034e-09,5.873382225018986e-09
1863,7.991393324857654e-09,3.995696662428827e-09
1864,1.821996598039277e-08,4.794728170054441e-09
1865,2.023943146411966e-08,9.88437331983505e-09
1866,4.379051787850585e-09,3.8924903300596725e-09
1867,8.249779526181555e-09,7.76449837758264e-09
1868,1.2349684830326169e-08,1.1361710683388537e-08
1869,1.6115613732381462e-08,2.441759683335931e-09
1870,6.307453670473251e-09,2.8670243956696595e-09
1871,9.559059321873065e-09,5.3105884134652115e-09
1872,1.269941218851045e-08,7.256807155187062e-09
1873,5.387403856360606e-09,1.2570609442263958e-08
1874,1.3741600746186577e-08,7.766991494406739e-09
1875,1.3159512590732447e-08,3.432916173551348e-09
1876,9.673623679873344e-09,6.04601479992084e-09
1877,9.895705588292003e-09,1.1132669008873108e-08
1878,6.039088784604019e-09,6.039088784604019e-09
1879,8.55305515301552e-09,2.443730107160036e-09
1880,1.2835692508872398e-08,5.776061406947974e-09
1881,5.5780060570498335e-09,7.669758161910067e-09
1882,7.986462158271479e-09,1.0648616211028639e-08
1883,8.847074184359371e-09,5.687405213450347e-09
1884,1.1883054540362536e-08,5.281357573494461e-09
1885,2.5782542767416317e-09,5.80107206715752e-09
1886,7.744156427236248e-09,1.613365974151293e-08
1887,1.2404957061562527e-08,1.0446279397058333e-08
1888,6.340614699951175e-09,7.60873763994141e-09
1889,9.397704836544563e-09,6.891650361495749e-09
1890,5.898947996740844e-09,7.865263995654459e-09
1891,2.5496880162734215e-09,1.2748440525456317e-08
1892,9.402768341715273e-09,8.775916882086676e-09
1893,6.15841644346915e-09,8.621783287310336e-09
1894,1.071261657159539e-08,7.561847148451761e-09
1895,7.824199066419624e-09,3.611168697403855e-09
1896,8.255840455717589e-09,8.255840455717589e-09
1897,3.4960281336537946e-09,6.409385022720926e-09
1898,1.1316709347397591e-08,1.584339415217073e-08
1899,2.7637891975018647e-09,8.291367592505594e-09
1900,3.633737311048435e-09,1.142031713641245e-08
1901,3.912117296778206e-09,1.0618603774048552e-08
1902,3.928227076954727e-09,3.928227076954727e-09
1903,1.6200660812870638e-09,6.480264325148255e-09
1904,1.289910045443321e-08,8.061937784020756e-09
1905,3.6125313851442797e-09,1.5482276793932215e-08
1906,3.0865106026567446e-09,6.6874399351490865e-09
1907,4.6285588695127444e-09,9.257117739025489e-09
1908,6.875944702500192e-09,1.3260750719723546e-08
1909,2.7504918342913243e-09,1.1001967337165297e-08
1910,3.740905363258662e-09,1.068830179917768e-08
1911,6.384448969498635e-09,1.276889793899727e-08
1912,7.814131564032323e-09,1.0939784189645252e-08
1913,6.363587878865928e-09,1.590896836489719e-08
1914,8.036092680185902e-09,1.339348720819089e-08
1915,2.3561523843085297e-09,7.068456930880984e-09
1916,2.197492410260793e-09,4.394984820521586e-09
1917,0.0,1.973956464951243e-08
1918,1.1486376294556067e-09,1.722956355365568e-08
1919,7.366278698128781e-09,6.4454939163738345e-09
1920,2.2716695191604686e-09,1.2872794385998532e-08
1921,6.058197943303867e-09,1.5145495524393482e-08
1922,3.6889677978990676e-09,8.853522359686394e-09
1923,7.431163684401554e-09,3.715581797791856e-08
1924,5.156649773851996e-09,2.0626599095407983e-08
1925,4.399271169575059e-09,6.598906754362588e-09
1926,3.343841648018042e-09,1.7833821530643945e-08
1927,8.919379901328739e-09,8.919379901328739e-09
1928,3.4278122562625413e-09,1.3711249025050165e-08
1929,1.2254447234738564e-08,2.1166771446701205e-08
1930,3.1510811737689437e-09,1.1553964007759987e-08
1931,1.1405356659111021e-08,1.710803587684495e-08
1932,5.4797681947604815e-09,8.767629289252454e-09
1933,1.4911860191091364e-08,6.882397318719313e-09
1934,5.990790086229936e-09,1.0783422155213884e-08
1935,4.787313656606784e-09,1.3165112555668657e-08
1936,3.6374143697059935e-09,1.6974599503782883e-08
1937,5.0364472592434595e-09,1.7627565185307503e-08
1938,3.8895642262559704e-09,1.0372171566075394e-08
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,1.0143131667916805e-08,1.2678914806940611e-08
1941,0.0,8.854508237732261e-09
1942,0.0,1.517105907566929e-08
1943,0.0,0.0
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,0.0,3.267756198965799e-08
1946,6.960552134671616e-09,1.6705325123211878e-08
1947,1.1920870957027319e-09,3.5762614203349585e-08
1948,5.435944139264848e-09,2.391815279167986e-08
1949,2.945102384188658e-09,1.570721330779179e-08
1950,4.2541445921528975e-09,3.296961992305114e-08
1951,8.529121409139861e-09,1.8124383771578323e-08
1952,6.326882129314981e-09,1.687168627029223e-08
1953,9.69644453618912e-09,1.939288907237824e-08
1954,4.886268278880834e-09,2.14995790059902e-08
1955,1.8771215692936494e-09,1.3139850985055546e-08
1956,3.488456634670456e-09,2.616342520411763e-08
1957,1.1485549400447326e-08,1.8553580005686854e-08
1958,5.790570245522986e-09,1.2408365002158916e-08
1959,9.300897829689347e-09,2.4802393028267034e-08
1960,4.152500121534786e-09,2.9759583242139342e-08
1961,9.03260666262895e-09,1.320150300188061e-08
1962,8.8787386332001e-09,2.1562652108286784e-08
1963,9.052474325699222e-09,3.36234755593523e-08
1964,1.2776333768727e-08,3.102823953327061e-08
1965,3.2832261354087677e-09,1.8057743744748223e-08
1966,3.3234448526542337e-09,1.9940669560014612e-08
1967,6.409436092980059e-09,2.5637744371920235e-08
1968,1.0330256650092906e-08,8.982831367632116e-09
1969,7.2668124850849836e-09,1.407944960618579e-08
1970,6.898087434592526e-09,1.4256047897731605e-08
1971,4.1107179882260425e-09,1.9012070140433934e-08
1972,4.104117490300041e-09,1.4364410994005539e-08
1973,5.513203671370093e-09,2.260413545229767e-08
1974,2.812785782069227e-09,2.925297337696975e-08
1975,1.1422960355389478e-09,1.9990180177842376e-08
1976,2.856763492431469e-09,2.285410793945175e-08
1977,5.289103821581875e-09,2.2331770210826107e-08
1978,7.72276909088987e-09,1.7227714366185864e-08
1979,2.925986564150662e-09,2.691907674545746e-08
1980,4.548120546843393e-09,1.819248218737357e-08
1981,6.325549417596221e-09,2.340453342242199e-08
1982,8.069752865935698e-09,1.6139505731871395e-08
1983,4.4207211225000265e-09,2.273513821648976e-08
1984,4.059305780401701e-09,2.0876431250371752e-08
1985,3.0077789148208467e-09,1.8648229627160617e-08
1986,7.792831269171074e-09,1.498621315931814e-08
1987,5.49973533381376e-09,2.0776777631681398e-08
1988,5.99655392008458e-09,2.1587593934668803e-08
1989,7.134558721588746e-09,1.8659616074501173e-08
1990,4.358920779878872e-09,1.8525414091641323e-08
1991,4.68917216167597e-09,1.75843961613964e-08
1992,2.7549720282848966e-09,2.2039776226279173e-08
1993,3.877445031719162e-09,1.550978012687665e-08
1994,7.384897138251745e-09,2.3737170451454404e-08
1995,1.3013881527967897e-08,1.7351842629409475e-08
1996,4.270473752399084e-09,1.6548085568501847e-08
1997,1.917957792585412e-09,2.157702461147437e-08
1998,5.72175506974304e-09,1.4781200263769279e-08
1999,1.3710603763428253e-09,1.5081663917726473e-08
2000,3.97622823555821e-09,1.678851901942835e-08
2001,3.943090742808408e-09,2.190605918883648e-08
2002,4.381221607729913e-09,2.059174164514843e-08
2003,5.8336921959778465e-09,2.4584844382502524e-08
2004,1.0571499231559756e-08,2.2904915297772277e-08
2005,4.503749373441224e-09,3.1526248278623825e-08
2006,6.58862386870851e-09,3.417848759568187e-08
2007,5.192823504529542e-09,3.475197019042753e-08
2008,6.3861596011349775e-09,3.5762493411084506e-08
2009,2.860915504498962e-09,3.290052674742583e-08
2010,7.085689368580006e-09,5.243410328148457e-08
2011,6.883149605840799e-09,6.691951170978427e-08
2012,1.191488419038933e-08,9.123397148869117e-08
2013,1.2272150407000026e-08,9.148330093466939e-08
2014,1.4725027419615344e-08,9.289760072306308e-08
2015,1.5294370214746777e-08,8.644644111654998e-08
2016,1.2842308549920745e-08,9.09318274011639e-08
2017,1.1320251402935355e-08,1.1848529624103321e-07
2018,1.5746946857575495e-08,1.2700816398591996e-07
2019,1.198964216797549e-08,1.0918227388856394e-07
