year,belles_ADJ ailes_NOUN
1947,1.1920871401116528e-08
1948,7.610321262063735e-09
1949,3.9268033269479474e-09
1950,5.317680518146517e-09
1951,4.264560704569931e-09
1952,1.0544804140977249e-08
1953,9.69644453618912e-09
1954,1.07497895029951e-08
1955,8.447047505910632e-09
1956,5.232684952005684e-09
1957,6.184526224473075e-09
1958,4.1361216673863055e-09
1959,6.200598257066758e-09
1960,6.2287499602575735e-09
1961,7.64297514166401e-09
1962,9.512934440181198e-09
1963,7.759263453976928e-09
1964,1.0951143103454797e-08
1965,1.0396882466068291e-08
1966,8.862519607077957e-09
1967,3.944268467392931e-09
1968,1.4372530721118437e-08
1969,9.083515273289322e-09
1970,8.7375777724219e-09
1971,9.762954888969944e-09
1972,7.69522046084603e-09
1973,7.718485406371656e-09
1974,5.625571564138454e-09
1975,9.709516746170266e-09
1976,1.142705374768127e-09
1977,2.3507127355770763e-09
1978,9.504946163474415e-09
1979,8.192762912528906e-09
1980,5.6851505725319385e-09
1981,3.1627747087981106e-09
1982,4.345251713999687e-09
1983,3.157658134966823e-09
1984,6.378909400694965e-09
1985,3.0077789148208467e-09
1986,5.395036861699509e-09
1987,5.49973533381376e-09
1988,5.396898483667201e-09
1989,3.2928733073589456e-09
1990,5.993515905799995e-09
1991,4.10302547493302e-09
1992,3.30596661157756e-09
1993,3.877445031719162e-09
1994,2.1099706426497278e-09
1995,3.253470381991974e-09
1996,2.6690460952494277e-09
1997,7.671831170341648e-09
1998,3.337690568372409e-09
1999,2.7421207526856506e-09
2000,5.3016377954406835e-09
2001,5.695575122643959e-09
2002,5.257465574004527e-09
2003,7.083769126836614e-09
2004,9.250062049659391e-09
2005,5.404499514582994e-09
2006,5.7650457740976435e-09
2007,9.586750948642475e-09
2008,4.257439734089985e-09
2009,3.814554005998616e-09
2010,1.0864724231396394e-08
2011,1.185431308670104e-08
2012,1.7021264397953928e-08
2013,1.6734750474256543e-08
2014,1.4725027419615344e-08
2015,1.906254887273917e-08
2016,1.9677729667932908e-08
2017,1.0314006537726073e-08
2018,2.5298373174109656e-08
2019,1.632632162795744e-08
