year,pouvons_VERB oser_VERB,pouvons_VERB poser_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,9.524730337773235e-09
1802,0.0,0.0
1803,0.0,1.5602713787643552e-08
1804,0.0,1.730295728918918e-08
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,4.839823830593559e-08
1808,0.0,1.5862518409903714e-08
1809,0.0,4.518061036407062e-09
1810,0.0,0.0
1811,0.0,5.0141535368197765e-09
1812,0.0,8.00162425207418e-09
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,4.6352077731626196e-09
1817,0.0,3.113746815941454e-09
1818,0.0,3.5763532135746345e-09
1819,0.0,1.8631890696951814e-08
1820,0.0,1.898636980968149e-08
1821,0.0,1.3806083387635226e-08
1822,2.0051231786055723e-09,1.303330066093622e-08
1823,0.0,8.894418535021487e-09
1824,0.0,3.3684450784221553e-09
1825,8.805443041381977e-10,7.044354433105582e-09
1826,0.0,3.5231937367541377e-09
1827,9.217273055917019e-10,8.295545583791863e-09
1828,0.0,1.3758452155343548e-08
1829,0.0,3.086343269842473e-08
1830,0.0,2.7135772739939057e-08
1831,0.0,0.0
1832,4.058990921151917e-09,2.4353944638733083e-08
1833,0.0,1.6217079235048004e-08
1834,0.0,1.8669062740173104e-08
1835,0.0,1.663879345414898e-08
1836,0.0,1.68018754465038e-08
1837,0.0,1.8090515752078318e-08
1838,0.0,2.5248647617104325e-08
1839,0.0,2.6567605004856887e-08
1840,0.0,3.3122379505812205e-08
1841,0.0,5.264849889385914e-08
1842,7.379091560011375e-09,3.4212153110502186e-08
1843,0.0,2.4809025944705354e-08
1844,0.0,2.195424464446205e-08
1845,0.0,4.51998474204629e-08
1846,0.0,4.039605983052752e-08
1847,0.0,2.2651539310913904e-08
1848,8.045221711050488e-10,3.539897619475596e-08
1849,2.513824481908955e-09,1.508294644736452e-08
1850,0.0,1.2220192857625989e-08
1851,0.0,2.3217978650791338e-08
1852,0.0,2.408901877970493e-08
1853,1.0152284346531815e-08,1.6124216628554677e-08
1854,5.195664454227256e-10,3.896748168585873e-08
1855,1.0613874223963649e-09,2.388121700391821e-08
1856,0.0,3.986435714864456e-08
1857,9.763018171682347e-10,3.270611159678083e-08
1858,4.893676130990343e-09,5.774537825686821e-08
1859,0.0,3.8700516569178944e-08
1860,4.577183909670879e-10,2.5174511364411956e-08
1861,0.0,3.6312922446768425e-08
1862,4.517986262886353e-10,3.7499287230957634e-08
1863,0.0,4.345320192555846e-08
1864,4.794727948009836e-10,4.267307929239905e-08
1865,0.0,3.530133341200781e-08
1866,0.0,3.600553455385125e-08
1867,0.0,5.143980175148499e-08
1868,4.93987406535723e-10,6.471235280969267e-08
1869,0.0,4.150991372853241e-08
1870,0.0,5.103303379883073e-08
1871,3.18635318130589e-09,2.1242353653860846e-08
1872,4.23313739617015e-09,5.07976487540418e-08
1873,3.591602570907071e-09,8.260686001904105e-08
1874,0.0,7.289023074008583e-08
1875,0.0,7.8957071991681e-08
1876,0.0,3.869449471949338e-08
1877,0.0,5.504486111362894e-08
1878,0.0,4.1065803202400275e-08
1879,0.0,5.6205792020591616e-08
1880,0.0,4.685027832351807e-08
1881,0.0,7.042232397225234e-08
1882,2.6621540527571597e-09,3.5939081044489285e-08
1883,1.8958017378167824e-09,7.077659347487497e-08
1884,6.601696966868076e-10,5.149323811792783e-08
1885,6.445635691854079e-10,6.703461252755005e-08
1886,6.453463874400711e-10,4.969167122226281e-08
1887,0.0,3.133883907935342e-08
1888,0.0,6.404020780337305e-08
1889,0.0,7.14225620868092e-08
1890,6.554386478008212e-10,8.389614691850511e-08
1891,1.2748440081367107e-09,6.756673087693343e-08
1892,3.761107425503951e-09,5.641661005029164e-08
1893,0.0,5.357822274731916e-08
1894,6.9316934414587195e-09,6.742646974089439e-08
1895,0.0,6.259359253135699e-08
1896,5.89702897624278e-10,5.071444775239797e-08
1897,2.330685422435863e-09,3.729096675897381e-08
1898,2.8291773368493978e-09,7.808530000374958e-08
1899,5.527578395003729e-10,7.020024384019052e-08
1900,5.710158568206225e-09,5.087231969014283e-08
1901,0.0,8.718432553678213e-08
1902,1.9641135384773634e-09,6.727088930347236e-08
1903,1.0800440541913758e-09,7.020286574288548e-08
1904,0.0,7.900698761886815e-08
1905,2.580379465655369e-09,6.399341145879589e-08
1906,1.5432553013283723e-09,5.24706820215215e-08
1907,1.028568674676933e-09,7.25140907320565e-08
1908,2.9468334439286537e-09,6.974172350737717e-08
1909,1.1001967115120692e-09,5.996071905656208e-08
1910,5.344150677544235e-10,8.817848851094823e-08
1911,3.7242617878519013e-09,7.501727594672047e-08
1912,0.0,9.897900099531398e-08
1913,5.30298971401777e-10,6.204498248507662e-08
1914,2.0090231700464756e-09,7.768223042603495e-08
1915,2.3561523843085297e-09,4.123266705846618e-08
1916,0.0,4.9443578120644815e-08
1917,0.0,6.141197417264266e-08
1918,0.0,4.5945505178224266e-08
1919,2.762354567309444e-09,6.905886351660229e-08
1920,7.572231730534895e-10,7.875121355027659e-08
1921,7.572747429129834e-10,7.572747762196741e-08
1922,4.426761179843197e-09,6.345024416987144e-08
1923,4.246379248229459e-09,6.157249998750558e-08
1924,1.289162443462999e-09,9.024137170854374e-08
1925,0.0,6.048998102414771e-08
1926,3.343841648018042e-09,8.693987751939858e-08
1927,2.2298449753321847e-09,6.466550672712401e-08
1928,1.1426041224282812e-09,7.198406137831626e-08
1929,1.1140406375176326e-09,6.238627747734427e-08
1930,3.1510811737689437e-09,9.033099246380516e-08
1931,1.1405356659111021e-09,6.615106684648708e-08
1932,0.0,7.123698964051073e-08
1933,1.1470662197865522e-09,8.373583426646292e-08
1934,0.0,1.1622132944921759e-07
1935,2.393656828303392e-09,6.702239119249498e-08
1936,0.0,9.33602990471627e-08
1937,1.2591118148108649e-09,9.191516170403702e-08
1938,0.0,8.81634605320869e-08
1939,0.0,6.576441791139587e-08
1940,2.5357829169792012e-09,8.114505334333444e-08
1941,0.0,8.854507882460894e-08
1942,1.2136847082899749e-08,5.461581054078124e-08
1943,2.9032352077962287e-09,1.82903818313207e-07
1944,0.0,5.1410978585408884e-08
1945,2.178504043826024e-09,1.1328221205531008e-07
1946,4.1763312808029696e-09,7.65660743695662e-08
1947,3.5762612871081956e-09,1.0371157799227149e-07
1948,1.0871887834440486e-09,6.414413888933268e-08
1949,3.9268033269479474e-09,8.344456858822014e-08
1950,2.1270722960764488e-09,8.720996191868835e-08
1951,6.396841278899501e-09,7.889437370067753e-08
1952,3.1634410646574906e-09,8.752187596883232e-08
1953,3.232148326759443e-09,1.088156551531938e-07
1954,9.772536113672459e-10,6.840775057526116e-08
1955,9.385607846468247e-10,8.07162265914485e-08
1956,0.0,8.023449993288523e-08
1957,1.7670075402875796e-09,8.039884136223918e-08
1958,3.3088973783179654e-09,8.272243690043979e-08
1959,2.325224457422337e-09,7.518225686453661e-08
1960,0.0,6.159541499073384e-08
1961,0.0,8.337791257417848e-08
1962,5.7077609305622445e-09,6.785893447158742e-08
1963,1.2932106496776896e-09,7.435961180135564e-08
1964,1.2167936658258327e-09,7.787479461285329e-08
1965,1.0944086747954884e-09,6.785333539482963e-08
1966,1.6617224263271169e-09,6.2591546168278e-08
