year,rares_ADJ heures_NOUN
1920,5.83061847692079e-08
1921,5.2251955651172466e-08
1922,4.279202414636529e-08
1923,4.989495749896378e-08
1924,6.83256118350073e-08
1925,3.409435223034052e-08
1926,3.901148559748435e-08
1927,4.4596898618465275e-08
1928,4.4561559775502246e-08
1929,4.567566591617833e-08
1930,2.4158287814657342e-08
1931,2.8513390759599133e-08
1932,3.616647248350091e-08
1933,5.5059178549754506e-08
1934,5.511526879331541e-08
1935,5.744776387928141e-08
1936,5.2136272188363364e-08
1937,4.5328025777280345e-08
1938,3.3709557811789637e-08
1939,2.4470480752825097e-08
1940,3.296517903095264e-08
1941,2.066051862925633e-08
1942,2.4273694165799498e-08
1943,6.67744117777147e-08
1944,3.855823393905666e-08
1945,5.8819608739213436e-08
1946,4.872386583087973e-08
1947,4.0530959921625254e-08
1948,2.8266908813634473e-08
1949,3.239612667016445e-08
1950,3.828730044119766e-08
1951,4.477788806411809e-08
1952,3.057992969957013e-08
1953,5.0636987936059086e-08
1954,2.7363100230104465e-08
1955,2.9095383879962355e-08
1956,1.5698054411927842e-08
1957,4.50586910005768e-08
1958,2.4816730004317833e-08
1959,4.727956337546857e-08
1960,2.7683332959327345e-08
1961,2.431855783413539e-08
1962,3.6783347923119436e-08
1963,2.651081842941494e-08
1964,3.04198408684897e-08
1965,2.954903344232207e-08
1966,4.2096967689531084e-08
1967,2.070740912074598e-08
1968,3.2787337289619245e-08
1969,2.5888018839737015e-08
1970,2.1614008360870685e-08
1971,3.3913423180820246e-08
1972,3.437198259348406e-08
1973,2.3155456219114967e-08
1974,1.2376257352286757e-08
1975,1.3707552426467373e-08
1976,1.4855169538918744e-08
1977,1.3516598507123945e-08
1978,1.9603952239322098e-08
1979,1.580032815695631e-08
1980,1.7055452161685025e-08
1981,1.138598904049104e-08
1982,1.738100685599875e-08
1983,6.946847541655643e-09
1984,1.9136727757995686e-08
1985,1.8648229627160617e-08
1986,1.3787316177626963e-08
1987,1.4665960890170027e-08
1988,3.2381390013824785e-08
1989,2.250130037850795e-08
1990,2.2884334427430986e-08
1991,1.1136783939491579e-08
1992,1.4876849085965205e-08
1993,2.1602909683338112e-08
1994,2.0572214154412904e-08
1995,2.1689803730851054e-08
1996,8.540947504798169e-09
1997,1.7261619689179497e-08
1998,2.1456582288692516e-08
1999,1.416762351880152e-08
2000,1.1486881668076876e-08
2001,1.7086726700199506e-08
2002,1.4896152755738967e-08
2003,1.12506919336397e-08
2004,2.686922684347337e-08
2005,1.9816498664226856e-08
2006,2.4295550460351478e-08
2007,1.757570977645173e-08
2008,2.0435710013089192e-08
2009,2.0026408975581944e-08
2010,2.9759895880943077e-08
2011,2.370862617340208e-08
2012,3.234040235611246e-08
2013,3.486406185970736e-08
2014,4.547434784285542e-08
2015,3.5021891164888075e-08
2016,3.1070101158547914e-08
2017,3.2954506679061524e-08
2018,3.407535942301365e-08
2019,2.7040469419148394e-08
