year,les_DET eaux_NOUN,les_DET peaux_NOUN
1866,4.269624105290859e-05,1.539479965728674e-06
1867,4.248054256095202e-05,2.310423532492223e-06
1868,4.514106421993347e-05,2.3163070004272868e-06
1869,4.1994847379100975e-05,2.091122865977013e-06
1870,4.5666539335798007e-05,1.7437242689766208e-06
1871,3.967434554397187e-05,1.7556805858021107e-06
1872,4.122652535443194e-05,1.9823177694888727e-06
1873,5.254634288576199e-05,3.950763016291603e-06
1874,4.5013302042207215e-05,2.2010460511978636e-06
1875,4.4648510083789006e-05,2.1312688858188267e-06
1876,4.7088783503568266e-05,2.497004093271471e-06
1877,4.5572196768262074e-05,2.092941709719298e-06
1878,4.281834753783187e-05,2.2175534013513243e-06
1879,4.3463571500979015e-05,2.15781372503443e-06
1880,4.3280670297463075e-05,2.108904283204538e-06
1881,4.544889452517964e-05,2.432010703046217e-06
1882,4.390091635286808e-05,2.0385444656767504e-06
1883,4.515736327448394e-05,2.2522124183410597e-06
1884,4.18494773839484e-05,2.191763428527338e-06
1885,4.54339970019646e-05,2.537646789591008e-06
1886,4.119181630812818e-05,2.7924139089918754e-06
1887,4.354466136646806e-05,1.9482311017782195e-06
1888,4.3317812469467754e-05,1.871749489623653e-06
1889,4.0451482846037834e-05,3.140712948379587e-06
1890,3.9446917980967555e-05,2.5463791786251022e-06
1891,3.9439210240743705e-05,2.942339914824288e-06
1892,4.236260747347842e-05,2.944320343090112e-06
1893,3.896676594195014e-05,2.8488835290829684e-06
1894,4.26444084951072e-05,2.3082538369578742e-06
1895,3.66443339316902e-05,2.460409614712944e-06
1896,3.8180903629836394e-05,1.8758448554478946e-06
1897,3.748616313714592e-05,2.1121836066839705e-06
1898,3.740908141480759e-05,2.2497619198702523e-06
1899,3.880802159983432e-05,2.0993742815278438e-06
1900,3.731225183400966e-05,2.354142617733146e-06
1901,3.640392628767586e-05,2.1667541254544176e-06
1902,3.319499182907748e-05,2.8759533226008216e-06
1903,4.051623409395688e-05,2.1762887865151015e-06
1904,3.729345053216093e-05,1.907991958205457e-06
1905,3.7917643567197956e-05,2.0503695452589454e-06
1906,3.8181166473805206e-05,2.252124039259229e-06
1907,3.486436298771878e-05,1.999537461827572e-06
1908,3.541946421137254e-05,2.142839043983713e-06
1909,3.316763081784302e-05,2.076621246516197e-06
1910,3.7492958654183894e-05,2.3637178543367554e-06
1911,3.4798970318661304e-05,2.0031208656234867e-06
1912,3.2226522080236464e-05,2.2869359384003474e-06
1913,3.2867930485736e-05,2.0973323984208037e-06
1914,3.4012092100965674e-05,2.0197378596265025e-06
1915,3.099282935181691e-05,2.165304040957494e-06
1916,2.7767514666265924e-05,2.4128466851180974e-06
1917,2.699824017327046e-05,2.501441532132276e-06
1918,2.5906372229655972e-05,2.568353757226305e-06
1919,2.6458752699909382e-05,2.3719417647782848e-06
1920,2.6571718080958817e-05,2.1921610935393687e-06
1921,2.8126698907726677e-05,2.202154934849432e-06
1922,2.753593116722186e-05,2.1978869177985416e-06
1923,2.7326511826686328e-05,1.935287329501989e-06
1924,2.9176324687796296e-05,2.0484791249941736e-06
1925,3.1013762281872914e-05,1.8784887867440148e-06
1926,2.7692580943039502e-05,1.9383134528538903e-06
1927,2.8461742203944596e-05,1.8819891884902518e-06
1928,2.8264598768146243e-05,1.8018867287139528e-06
1929,2.93516281999473e-05,1.918378025322909e-06
1930,2.7889168450201396e-05,1.8811953701458606e-06
1931,2.7529109047463862e-05,1.8259975629320024e-06
1932,2.97343190140964e-05,1.7864045158688668e-06
1933,2.7928768531637616e-05,1.7825409415195281e-06
1934,2.6996897076969617e-05,1.9661772654444576e-06
1935,2.5725827072164975e-05,1.8060141178111166e-06
1936,2.6657397938834038e-05,1.770208349682889e-06
1937,2.650808050930209e-05,2.297879024837357e-06
1938,2.7645727413982968e-05,1.7399317648880697e-06
1939,2.8066112690794398e-05,2.0035206134139116e-06
1940,3.060943595301069e-05,1.8333710567475237e-06
1941,2.800090442178771e-05,2.03358534101028e-06
1942,2.8175689749332378e-05,1.4989006587029508e-06
1943,3.047816267098824e-05,1.625811720362691e-06
1944,2.251479622827901e-05,1.5616084798608654e-06
1945,2.1432122707665258e-05,1.716661206074832e-06
1946,2.188536768699123e-05,1.3364259636716724e-06
1947,2.1142856098776974e-05,1.2230813917213368e-06
1948,2.4086668418021873e-05,1.441612273112014e-06
1949,2.523756484151818e-05,1.4175759810441946e-06
1950,2.4971829134301515e-05,1.2007322620632976e-06
1951,2.5193958208546974e-05,1.2761697902874403e-06
1952,2.7510338895808673e-05,1.4920897584147497e-06
1953,2.7471106022858294e-05,1.2917819418589715e-06
1954,2.543204777794017e-05,1.2841112422279366e-06
1955,2.4735770011830027e-05,1.3871928921105336e-06
1956,2.3406671971315518e-05,1.282007854541689e-06
1957,2.666591149136366e-05,1.1467878806570297e-06
1958,2.492426960998273e-05,1.1796219121507079e-06
1959,2.3949811520651565e-05,1.0665028682410593e-06
1960,2.3416639351125923e-05,1.1239433472809424e-06
1961,2.3215190140035702e-05,1.0463927750947732e-06
1962,2.1953949726594146e-05,1.4034750108748995e-06
1963,2.184103391300596e-05,1.200746073237724e-06
1964,2.1922363885096274e-05,1.1535203805479455e-06
1965,2.071277936011029e-05,1.1535067248047426e-06
1966,2.14644685456733e-05,1.0712570421844703e-06
1967,2.08952558296005e-05,1.09354843402798e-06
1968,2.136027489996195e-05,1.187081222653319e-06
1969,2.1848579194738704e-05,1.407490694660396e-06
1970,2.304237148109678e-05,1.5640264088290223e-06
1971,2.0255562617421674e-05,1.0430946906225813e-06
1972,2.0588305915225646e-05,1.237391463959625e-06
1973,2.0508015722953132e-05,1.1704531273082353e-06
1974,2.0304938061599387e-05,1.1453664439109446e-06
1975,1.9844537064273027e-05,1.098888816386534e-06
1976,1.95579740420726e-05,1.1232793637461214e-06
1977,2.0426518290150852e-05,1.1594890336752428e-06
1978,1.9726921550500265e-05,1.9948506064793037e-06
1979,1.9442010852799285e-05,1.2142844614260184e-06
1980,2.032498196058441e-05,1.1410097133790487e-06
1981,1.960793792932236e-05,1.4529787168982011e-06
1982,2.147733721358236e-05,1.1887367161733664e-06
1983,1.769235859683249e-05,1.1790694767199739e-06
1984,1.9131507997371955e-05,1.536157305359609e-06
1985,1.9714788777491776e-05,1.1724322308559465e-06
1986,1.7413381215192203e-05,1.0885985428643608e-06
1987,1.8069073917104106e-05,1.178776619426003e-06
1988,1.697744278317259e-05,1.1879173094087037e-06
1989,1.778974819899304e-05,9.434082244297315e-07
1990,1.9664726778501063e-05,9.257257915784578e-07
1991,1.7314181832261966e-05,9.179054600849668e-07
1992,1.727147048313782e-05,9.273235903606292e-07
1993,1.6685200307620107e-05,1.1017483316777543e-06
1994,1.7116609683398565e-05,9.43684400844802e-07
1995,1.5510920434280706e-05,9.771256301860376e-07
1996,1.6415167351624405e-05,1.0088994151224995e-06
1997,1.4807592947363446e-05,9.249351258233673e-07
1998,1.445076907202747e-05,9.245402878832465e-07
1999,1.5702297332609305e-05,9.359772072947692e-07
2000,1.5205097611215024e-05,9.94057064218623e-07
2001,1.502711859302508e-05,9.428367824249051e-07
2002,1.43392993550151e-05,1.0966197532269462e-06
2003,1.465381808429811e-05,9.408911845198986e-07
2004,1.3170325416922424e-05,1.1192574476126538e-06
2005,1.3489631157881377e-05,9.318257774282301e-07
2006,1.4077830655878643e-05,8.989353785793242e-07
2007,1.3562456047111482e-05,1.0321734853491193e-06
2008,1.5049197713778995e-05,1.1209838390868754e-06
2009,1.572406858940667e-05,1.0165786541449506e-06
2010,1.5020716773506138e-05,1.0949752304867388e-06
2011,1.588592635926034e-05,1.3544508936647048e-06
2012,1.623828507035796e-05,1.5482541435574149e-06
2013,1.4199435554473894e-05,1.4059979616121154e-06
2014,1.524733295354963e-05,1.4023422796327623e-06
2015,1.5495413208554965e-05,1.5782016813403743e-06
2016,1.8074306353810243e-05,1.7836308430219106e-06
2017,1.6079032775451196e-05,1.2542838092599595e-06
2018,1.484988683841948e-05,1.3741147384394026e-06
2019,1.3831200817548961e-05,1.4231960445698633e-06
