year,serais_VERB à_ADP,serais_VERB a_ADP,serais_VERB pas_ADV
1852,1.1133032984389502e-07,0.0,1.3867461348127108e-06
1853,1.1107793085329831e-07,1.1943863675867306e-09,1.6715437141101575e-06
1854,1.3404813614670275e-07,1.0391328908454511e-09,1.5644145605619997e-06
1855,1.178140038859965e-07,0.0,1.6982198758341838e-06
1856,7.455152228885709e-08,0.0,1.6090704093585373e-06
1857,1.2789553238690132e-07,9.763018171682347e-10,1.6772864910308272e-06
1858,1.370229227859454e-07,9.787352039936081e-10,1.6917438188102096e-06
1859,1.583665891757846e-07,0.0,1.8708644802245544e-06
1860,1.3777324170405336e-07,4.577183909670879e-10,1.8857997474697186e-06
1861,1.065807779809802e-07,0.0,1.8741239955488709e-06
1862,1.2288923301184695e-07,9.035972525772706e-10,1.743490884109633e-06
1863,1.2586444597673108e-07,4.994620828036034e-10,2.0038419279444497e-06
1864,1.4144447391117865e-07,0.0,1.9605643046816112e-06
1865,1.252020638276008e-07,4.706844358715045e-10,1.933571638801368e-06
1866,1.1726127269184872e-07,4.865612912574591e-10,1.8810459323503892e-06
1867,1.3248175889657432e-07,4.85281148598915e-10,1.9440362848399673e-06
1868,1.1312311443134604e-07,4.93987406535723e-10,1.7378476968588075e-06
1869,1.5138908793232986e-07,9.767038289254515e-10,2.2742549390386557e-06
1870,1.2270864147012617e-07,1.1468097582678638e-09,1.96563200915989e-06
1871,1.1470871186247678e-07,0.0,2.1454777652252233e-06
1872,1.560213576112801e-07,0.0,2.0790753296751063e-06
1873,1.0714948217582787e-07,5.986004469882289e-10,1.7538992551635602e-06
1874,1.1829725821144166e-07,0.0,1.9345784494362306e-06
1875,1.3273943011427036e-07,0.0,2.3200791474664584e-06
1876,1.9044946952817554e-07,6.04601479992084e-10,2.188052803830942e-06
1877,1.5276495446414629e-07,0.0,1.967390062418417e-06
1878,8.756678226973236e-08,6.039088673581716e-10,1.6571259493503021e-06
1879,1.0141479833691847e-07,6.10932526790009e-10,2.1003859274060233e-06
1880,1.5274474662874127e-07,1.9253538763308597e-09,1.9003242641701945e-06
1881,1.58973179509303e-07,2.091752326904839e-09,2.1775140339741483e-06
1882,1.4708400897234242e-07,6.655385131892899e-10,2.021906084337388e-06
1883,1.1248422993048734e-07,0.0,1.904648797790287e-06
1884,1.3137376697613945e-07,6.601696966868076e-10,1.981169361897628e-06
1885,1.1666600840953834e-07,1.2891271383708158e-09,1.7545020227771602e-06
1886,8.454037470073672e-08,6.453463874400711e-10,1.577226612425875e-06
1887,1.1164461000134906e-07,1.3057849246322917e-09,1.7216774494954734e-06
1888,9.510922183153525e-08,0.0,1.5521824252573424e-06
1889,1.209171358595995e-07,6.265136742733546e-10,1.77178071680828e-06
1890,9.897123476321212e-08,0.0,1.7519874973004335e-06
1891,1.0963658780838159e-07,0.0,1.5769820720379357e-06
1892,7.522214673372218e-08,0.0,1.7213335468113655e-06
1893,8.067525669730458e-08,6.158416554491453e-10,1.5654694607292186e-06
1894,1.0712616926866758e-07,1.8904617871129403e-09,1.5508088608839898e-06
1895,1.0592761157113273e-07,6.018614495673091e-10,1.6767860415711766e-06
1896,1.2737582721911167e-07,0.0,1.6081197600215091e-06
1897,1.1070756045228336e-07,5.826713556089658e-10,1.6448811948066577e-06
1898,8.148030872234813e-08,1.13167097914868e-09,1.6997697684928426e-06
1899,1.1220983964221887e-07,5.527578395003729e-10,1.6798310298327124e-06
1900,1.0330195721053315e-07,5.191053142894475e-10,1.6185704225790687e-06
1901,1.0339167033635022e-07,0.0,1.5475218333449448e-06
1902,9.525950872557587e-08,0.0,1.3719333082917728e-06
1903,8.856360977915756e-08,0.0,1.6162858855750528e-06
1904,8.06193796165644e-08,0.0,1.4135264336800901e-06
1905,8.721682576151579e-08,0.0,1.558549229230266e-06
1906,8.539346652014501e-08,1.0288369045596824e-09,1.4846116300759604e-06
1907,1.0491400814771623e-07,5.142843373384665e-10,1.5742243704153225e-06
1908,1.2376700908589555e-07,0.0,1.5598571962982533e-06
1909,1.3752459437910147e-07,5.500983557560346e-10,1.5611791468472802e-06
1910,1.2665637427744514e-07,0.0,1.7694483176455833e-06
1911,8.033764942183552e-08,5.320374141248863e-10,1.5226910363708157e-06
1912,1.2294233897591766e-07,0.0,1.7076482663469505e-06
1913,1.03408297036367e-07,0.0,1.6349117686331738e-06
1914,8.571831955350717e-08,0.0,1.5322149238272686e-06
1915,6.597226587246041e-08,1.1780761921542648e-09,1.3159111631466658e-06
1916,5.6036057571873243e-08,0.0,1.4096914355832268e-06
1917,1.0418103357778818e-07,1.0966424435210342e-09,1.43989154821611e-06
1918,8.499918635607173e-08,0.0,1.3082982377454755e-06
1919,1.6389969914598623e-07,0.0,1.27252462789329e-06
1920,1.1509791875141673e-07,0.0,1.4750706895938492e-06
1921,6.361107551811074e-08,0.0,1.4607829825763474e-06
1922,8.92730227519678e-08,0.0,1.4748493413208053e-06
1923,8.386599148479945e-08,0.0,1.6157473510247655e-06
1924,1.3278372534841765e-07,0.0,1.746815087244613e-06
1925,8.248633776020142e-08,1.0998177923937646e-09,1.781704781933513e-06
1926,1.515874856750088e-07,0.0,1.6696915281499969e-06
1927,1.3490561912021803e-07,0.0,1.9388501186767826e-06
1928,7.426926629250374e-08,0.0,1.4853853826934937e-06
1929,1.5039547918149765e-07,0.0,1.9228341443522368e-06
1930,1.407482841386809e-07,0.0,1.5975980431903736e-06
1931,9.238338805062085e-08,0.0,1.5613933328495477e-06
1932,8.329247691563069e-08,0.0,1.705303930066293e-06
1933,1.2847141306338017e-07,2.2941324395731044e-09,1.4131856005406007e-06
1934,1.258065935871855e-07,0.0,1.4641491361544468e-06
1935,1.077145554972958e-07,1.196828414151696e-09,1.4481623793471954e-06
1936,6.789839801513153e-08,0.0,1.2961320408066968e-06
1937,8.058315614789535e-08,0.0,1.2591118547788938e-06
1938,1.1539040656316502e-07,2.5930428915188486e-09,1.3820919093632256e-06
1939,1.1623478712863289e-07,0.0,1.3657587487614364e-06
1940,9.382397081481031e-08,2.5357829169792012e-09,9.712048267829232e-07
1941,1.151085982087352e-07,0.0,1.2484855460570543e-06
1942,9.709477666319799e-08,0.0,1.3653952919412404e-06
1943,1.1612940653549231e-07,0.0,1.2745202866426553e-06
1944,1.124615138792251e-07,0.0,1.3559645140048815e-06
1945,1.2199622290154366e-07,2.178504043826024e-09,1.6338780142177711e-06
1946,8.631084824628488e-08,0.0,1.6691403743607225e-06
1947,1.4066627329611947e-07,0.0,1.7952831967704697e-06
1948,8.262635020628295e-08,0.0,1.4350891888170736e-06
1949,9.81700836177879e-08,9.817008317369869e-10,1.4401550743059488e-06
1950,9.89088633218671e-08,0.0,1.4517268027702812e-06
1951,1.2900295587314758e-07,0.0,1.8923988136521075e-06
1952,1.2653764258629963e-07,0.0,1.3866417702956824e-06
1953,1.1743471617364776e-07,0.0,1.5191096736089094e-06
1954,1.2313395814089745e-07,0.0,1.5440607512573479e-06
1955,1.220129064449793e-07,0.0,1.3815614465784165e-06
1956,1.0378158776802593e-07,0.0,1.6439352066299762e-06
1957,1.0513694803648832e-07,1.7670075402875796e-09,1.4206740388544858e-06
1958,1.2408365535065968e-07,0.0,1.466668777538871e-06
1959,1.1161076685084481e-07,0.0,1.405985699420853e-06
1960,1.2319082998146769e-07,0.0,1.5288120494005852e-06
1961,1.1186536141849501e-07,0.0,1.5529135453107301e-06
1962,1.1605780514400976e-07,0.0,1.5220695104289916e-06
1963,1.2091518897250353e-07,4.526237051827309e-09,1.4328774113891996e-06
1964,1.520992043424485e-07,0.0,1.597041659806564e-06
1965,1.0396882288432607e-07,0.0,1.302346277043398e-06
1966,9.471818174233704e-08,1.6617224263271169e-09,1.3653818768943893e-06
1967,1.2030018581299373e-07,4.930335584241163e-10,1.4179645404510666e-06
1968,9.926029065354669e-08,4.4914158503495116e-10,1.4493798516923562e-06
1969,8.629339731669461e-08,0.0,1.23944573715562e-06
1970,9.657322408429536e-08,0.0,1.3074175058136461e-06
1971,1.0225411273268037e-07,5.138397485282553e-10,1.2604489256773377e-06
1972,8.208235158235766e-08,2.5650733759263744e-09,1.1794207921411726e-06
1973,9.09678590232943e-08,5.513203782392395e-10,1.184236225526547e-06
1974,7.144475944187434e-08,0.0,1.0058522548206383e-06
1975,7.653383704564476e-08,0.0,9.429653573533869e-07
1976,7.82753204475739e-08,0.0,1.0421473461974529e-06
1977,8.168726850499297e-08,5.876781838942691e-10,1.0319629382138373e-06
1978,7.544551294813573e-08,5.940591352171509e-10,1.1625737670328817e-06
1979,7.666085366508923e-08,1.1703946700691858e-09,1.2517371033027302e-06
1980,7.504399235358505e-08,0.0,1.1034877616111771e-06
1981,7.590659123479782e-08,6.325549528618524e-10,1.094952608582389e-06
1982,9.869928874195466e-08,6.207502289967692e-10,1.0720356158344657e-06
1983,9.915046206288025e-08,6.315316047889041e-10,1.113390226237243e-06
1984,1.0322234800241858e-07,2.319603453759811e-09,1.0699170616135234e-06
1985,8.241314475299077e-08,1.2031116103372597e-09,1.056933569998364e-06
1986,7.013547786982599e-08,1.7983456945813714e-09,1.2312673334236024e-06
1987,8.6773596308376e-08,0.0,1.0559491556705325e-06
1988,8.814934204792735e-08,0.0,1.0811786523845512e-06
1989,9.49445109199587e-08,5.488122178931576e-10,1.1744581343009486e-06
1990,7.846057314964128e-08,1.089730194969718e-09,1.0466858384461375e-06
1991,9.026656755395379e-08,5.861465202094962e-10,1.0732343298514024e-06
1992,9.036308767917944e-08,1.1019888335184191e-09,9.96197854874481e-07
1993,8.973515974730617e-08,0.0,1.147169882642629e-06
1994,8.650879834704028e-08,5.274926606624319e-10,1.1367467322997982e-06
1995,8.404798990113704e-08,1.626735190995987e-09,1.130038754126872e-06
1996,9.768708508772761e-08,2.6690460952494277e-09,1.0126360621143249e-06
1997,6.808750185882673e-08,9.58978896292706e-10,1.0227510074400925e-06
1998,1.0156115592963033e-07,1.9072516899143466e-09,1.0985769449689542e-06
1999,8.4091702490241e-08,4.570201161957499e-10,1.0068152960229781e-06
2000,8.350079383490083e-08,8.836062992401139e-10,1.0886029713219614e-06
2001,9.419605362381844e-08,0.0,1.1014366236850037e-06
2002,9.288189772860278e-08,4.38122149670761e-10,1.1391175576136447e-06
2003,1.1292360824199932e-07,0.0,1.2179915529486607e-06
2004,1.0659594806838868e-07,0.0,1.2474368986659101e-06
2005,9.683061819032446e-08,1.3511248786457486e-09,1.14710496745829e-06
2006,1.3136069298980146e-07,2.4707340062768424e-09,1.3675512491317932e-06
2007,1.4460015052009112e-07,1.1983438685803094e-09,1.7080394627555506e-06
2008,1.4560443162281445e-07,0.0,1.8255901750308112e-06
2009,1.497212451795349e-07,0.0,1.953528453668696e-06
2010,1.9462027012195904e-07,9.447586046817946e-10,2.5645472305768635e-06
2011,1.904338091662794e-07,0.0,2.7463765945867635e-06
2012,2.5940406089830503e-07,3.404252713057332e-10,3.546210109561798e-06
2013,3.001098605182051e-07,0.0,3.951074631913798e-06
2014,3.0142996365611907e-07,0.0,4.195549990981817e-06
2015,3.4246090763190296e-07,4.433150790905671e-10,4.373968295112718e-06
2016,3.2209337064159627e-07,2.0713400439298368e-10,4.507650373852812e-06
2017,3.5797148711935733e-07,2.515611330355938e-10,4.244087904226035e-06
2018,3.8799444723736087e-07,0.0,4.998235908715287e-06
2019,3.882603323290823e-07,0.0,4.760398041980807e-06
