year,jeunes_ADJ hommes_NOUN,jeunes_ADJ pommes_NOUN
1871,1.3754424768031015e-06,0.0
1872,1.6388289143520751e-06,1.2094678591978436e-09
1873,1.3761824302349623e-06,1.7958012854535355e-09
1874,1.345481970727036e-06,3.584765539965673e-09
1875,1.2558752287006314e-06,5.149374260327022e-09
1876,1.2315732402790047e-06,3.627608879952504e-09
1877,1.2907710473797351e-06,6.8032977029730546e-09
1878,1.2621695670844701e-06,0.0
1879,1.5927011185468132e-06,5.498392852132383e-09
1880,1.2623903273834003e-06,1.2835692508872398e-09
1881,1.2501705723977352e-06,4.183504653809678e-09
1882,1.4814886899472413e-06,1.9966155395678697e-09
1883,1.375088122923529e-06,1.8958017378167824e-09
1884,1.3784343142475564e-06,5.281357573494461e-09
1885,1.2175806016756496e-06,4.511945039809007e-09
1886,1.442349141456134e-06,2.5813855497602844e-09
1887,1.3984956872548082e-06,2.6115698492645834e-09
1888,1.419029559635021e-06,1.014498351992188e-08
1889,1.5355850662146509e-06,1.2530273485467092e-09
1890,1.456384699061175e-06,7.209825181320184e-09
1891,1.4941171588844782e-06,7.649063604731055e-09
1892,1.4812494431026835e-06,5.014809900671935e-09
1893,1.4909526280248997e-06,3.079208221734575e-09
1894,1.608152789600581e-06,4.411077725308132e-09
1895,1.7580372855263704e-06,6.018614495673091e-10
1896,1.8740758100932453e-06,1.0024948871034667e-08
1897,1.6944082918968206e-06,1.1653427112179315e-09
1898,1.6878872646231002e-06,1.6975064687230201e-09
1899,1.7561116845143943e-06,2.7637891975018647e-09
1900,1.7353690466848093e-06,5.191053031872173e-09
1901,1.6196165208981483e-06,5.029864968975062e-09
1902,1.6140103475947853e-06,1.3257766440233354e-08
1903,1.7199701893844122e-06,3.7801541896698154e-09
1904,1.5672407309708092e-06,2.1498499869210264e-08
1905,1.5028129780603194e-06,1.5482277682110634e-09
1906,1.6615715630052819e-06,5.144184522798412e-10
1907,1.791766602643463e-06,3.08570607954195e-09
1908,1.9439278666766313e-06,1.1296195090437777e-08
1909,1.7927704973885739e-06,2.750491778780173e-09
1910,1.9399266726338737e-06,3.206490406526541e-09
1911,1.932891889211419e-06,2.6601870706244313e-09
1912,1.9311324326309887e-06,7.814131564032323e-09
1913,2.130211048445574e-06,7.42418571064718e-09
1914,2.1389398607851717e-06,6.696743715117748e-10
1915,2.6459591495608947e-06,1.1780761921542648e-09
1916,2.84245653414672e-06,3.2962386153911893e-09
1917,2.9740942935063686e-06,4.386569774084137e-09
1918,2.63842063397135e-06,9.189101035644853e-09
1919,3.2153805520351852e-06,1.3811772170413406e-08
1920,2.795667979782479e-06,5.300562211374427e-09
1921,2.4634147770541404e-06,3.786373770076068e-09
1922,2.4524256581059944e-06,0.0
1923,2.156099160544045e-06,3.1847844361720945e-09
1924,2.1000455872055568e-06,2.578324886925998e-09
1925,2.386604636583911e-06,0.0
1926,2.3005630058747784e-06,2.229227691330493e-09
1927,2.3803594864091338e-06,0.0
1928,2.074968977083813e-06,0.0
1929,2.014185447762884e-06,3.342121912552898e-09
1930,1.771957888863085e-06,0.0
1931,1.8054679422618847e-06,1.1405356659111021e-09
1932,1.7995558758698849e-06,7.671675850140502e-09
1933,1.8272764492621718e-06,1.1470662197865522e-09
1934,1.6822138650951501e-06,1.3179738189705859e-08
1935,1.9292873858489656e-06,1.196828414151696e-08
1936,1.8975178068814103e-06,3.6374143697059935e-09
1937,1.8483761667908993e-06,0.0
1938,1.8721769272644906e-06,6.482607339819424e-09
1939,2.0616379341475977e-06,0.0
1940,1.808013266213493e-06,5.0715658339584024e-09
1941,2.449747153576709e-06,5.9030051957620344e-09
1942,2.3606167012246715e-06,9.102635090130207e-09
1943,2.403878810675053e-06,5.806470415592457e-09
1944,2.5287774647608785e-06,9.639558484764166e-09
1945,2.452995602197916e-06,0.0
1946,2.058931293902333e-06,5.568441707737293e-09
1947,2.0527739046372062e-06,2.3841741914054637e-09
1948,1.9786835139257164e-06,1.0871887834440486e-09
1949,1.6198063548245045e-06,6.8719057111366055e-09
1950,2.0005114080845487e-06,2.1270722960764488e-09
1951,1.908390954596939e-06,0.0
1952,1.538486895213964e-06,2.1089607837865287e-09
1953,1.7356636288212712e-06,3.232148326759443e-09
1954,1.7961921532361202e-06,3.9090144454689835e-09
1955,1.794528206033874e-06,2.815682353940474e-09
1956,1.6831803293371195e-06,1.744228317335228e-09
1957,1.4895873734488418e-06,2.6505113659425206e-09
1958,1.6503125630507043e-06,0.0
1959,1.518371547604147e-06,6.975672928177801e-09
1960,1.558571684157073e-06,2.7683333403416555e-09
1961,1.655746318718343e-06,6.948159103625784e-09
1962,1.64954284631591e-06,3.805173953708163e-09
1963,1.7038050383888503e-06,1.939815863494232e-09
1964,1.8452676098235088e-06,1.8251904432275978e-09
1965,1.6925030408287967e-06,1.0944086747954884e-09
1966,1.6927412165301803e-06,3.3234448526542337e-09
1967,1.5249528093619347e-06,1.9721342336964653e-09
1968,1.9146905909650513e-06,0.0
1969,1.451999951385119e-06,9.083515606356229e-10
1970,1.5428722495158809e-06,9.197450023812337e-10
1971,1.5656697609500725e-06,4.6245578477766e-09
1972,1.3989910083722634e-06,0.0
1973,1.264728899830203e-06,0.0
1974,1.2955691639504607e-06,0.0
1975,1.1668553456800623e-06,0.0
1976,1.2415494046180697e-06,0.0
1977,1.4063138795705754e-06,0.0
1978,1.5041577388075211e-06,0.0
1979,1.241788800676602e-06,5.851973350345929e-10
1980,1.453693055708527e-06,5.685150683554241e-10
1981,1.5257225278730857e-06,2.5302198114474095e-09
1982,1.6176750996521605e-06,6.207502289967692e-10
1983,1.5624091442845156e-06,0.0
1984,1.5222397067304883e-06,5.799008495621649e-10
1985,1.696387380789588e-06,1.8046674155058895e-09
1986,1.5729529643238038e-06,5.994485463567401e-10
1987,1.6505316118298197e-06,0.0
1988,1.5597035902814582e-06,0.0
1989,1.5849697341252522e-06,1.0976244357863152e-09
1990,1.4569692794452749e-06,5.44865097484859e-10
1991,1.6124890382940293e-06,1.1722930404189924e-09
1992,1.599536826546455e-06,1.1019888335184191e-09
1993,1.7758698991343635e-06,0.0
1994,1.8973910567154917e-06,0.0
1995,1.836584040404432e-06,5.422450821690461e-10
1996,1.9334570637852266e-06,0.0
1997,1.9970736211405438e-06,0.0
1998,2.1265855245644616e-06,4.768129224785866e-10
1999,1.9459916718034265e-06,9.140402323914998e-10
2000,2.1869255775186502e-06,4.4180314962005696e-10
2001,2.2690295136129635e-06,8.762423564512289e-10
2002,2.1831626781931845e-06,8.76244299341522e-10
2003,2.7193338674180723e-06,8.333845835650777e-10
2004,2.518659620420749e-06,8.809582507929292e-10
2005,2.5648853476667455e-06,0.0
2006,2.7659866832507873e-06,1.6471559671771274e-09
2007,2.588822040294758e-06,1.5977917877663117e-09
2008,2.6975137732421217e-06,8.514879357157668e-10
2009,2.796544810834689e-06,1.907277002999308e-09
2010,2.5508482011105116e-06,0.0
2011,2.6603373548539366e-06,7.64794394481072e-10
2012,2.9011040645343655e-06,1.7021263287730903e-09
2013,3.091187374515414e-06,1.9523875849358774e-09
2014,3.130800553918789e-06,1.0827225782605865e-09
2015,2.8744548750125887e-06,1.5516027351836215e-09
2016,2.8352503012030184e-06,2.0713399884186856e-09
2017,3.093950361687803e-06,1.7609279590047322e-09
2018,3.2227031123710503e-06,4.904786798931582e-09
2019,3.1601637076050793e-06,1.53059265262101e-09
