year,les_DET heureux_ADJ,les_DET peureux_ADJ
1871,1.5400707411572512e-06,2.1242354542039266e-09
1872,1.5765414005386447e-06,6.047339295989218e-10
1873,1.564741580750706e-06,0.0
1874,1.6579540513816937e-06,3.584765539965673e-09
1875,1.5934452761712237e-06,0.0
1876,1.460112528661739e-06,0.0
1877,1.5777465947053315e-06,0.0
1878,1.6559181617026297e-06,6.039088673581716e-10
1879,1.5902573693438171e-06,0.0
1880,1.6583715307660896e-06,0.0
1881,1.4593458246281443e-06,6.972507571312292e-10
1882,1.7277379527058656e-06,1.3310770263785798e-09
1883,1.5109538935575983e-06,0.0
1884,1.425966537738077e-06,0.0
1885,1.5121461629519217e-06,3.86738152613475e-09
1886,1.4533200243249667e-06,3.2267319927115068e-09
1887,1.5075287009835847e-06,0.0
1888,1.547109960142734e-06,0.0
1889,1.5838265312595468e-06,1.8795409673089125e-09
1890,1.6372856919133483e-06,3.9326319978272295e-09
1891,1.562958772183265e-06,0.0
1892,1.4586828385176887e-06,0.0
1893,1.3179011517649997e-06,6.158416554491453e-10
1894,1.440531889329577e-06,1.2603078580752936e-09
1895,1.5618304658460147e-06,0.0
1896,1.5084600519799096e-06,5.89702897624278e-10
1897,1.5242682351868098e-06,0.0
1898,1.3817702608776017e-06,0.0
1899,1.4034521456096627e-06,0.0
1900,1.3678424863883265e-06,0.0
1901,1.4066856337535683e-06,0.0
1902,1.2005644052237585e-06,4.910283846193408e-10
1903,1.294972847176723e-06,0.0
1904,1.3565554368710764e-06,0.0
1905,1.3247668704252646e-06,0.0
1906,1.433169764197828e-06,0.0
1907,1.444624651014692e-06,1.5428529565042481e-09
1908,1.3447383082620945e-06,3.929111258571538e-09
1909,1.5149708545436624e-06,2.2003934230241384e-09
1910,1.344588319796003e-06,5.344150677544235e-10
1911,1.3226450263914558e-06,1.0640748282497725e-09
1912,1.361742675953792e-06,5.209421227725386e-10
1913,1.4116558944010649e-06,0.0
1914,1.2596575444945302e-06,6.696743715117748e-10
1915,1.2193089062861873e-06,0.0
1916,1.5360472360725907e-06,0.0
1917,1.1832772059960917e-06,0.0
1918,1.4093783207158594e-06,0.0
1919,1.235693261492088e-06,9.207848372660976e-10
1920,1.1911121049479334e-06,8.329454903588385e-09
1921,1.1783194509007444e-06,0.0
1922,1.2129325881460318e-06,0.0
1923,1.2314499997501116e-06,0.0
1924,1.2156801432183784e-06,1.289162443462999e-09
1925,1.2032007106199671e-06,0.0
1926,1.2416798753633884e-06,2.229227691330493e-09
1927,1.1483701598535845e-06,1.1149224876660924e-09
1928,1.0889017190152117e-06,0.0
1929,1.0639088259267737e-06,0.0
1930,1.101828061678134e-06,3.1510811737689437e-09
1931,1.1268492059457458e-06,1.1405356659111021e-09
1932,1.000605671208632e-06,1.0959536611565568e-09
1933,1.050712683081656e-06,1.1470662197865522e-09
1934,1.0352085340059602e-06,3.5944740517379614e-09
1935,1.091507499495492e-06,4.787313656606784e-09
1936,1.0681874016427173e-06,1.2124714565686645e-09
1937,1.0211396812565e-06,1.2591118148108649e-09
1938,8.75151954460307e-07,0.0
1939,1.0094073061850395e-06,0.0
1940,8.570946192776319e-07,0.0
1941,7.880511887492503e-07,5.9030051957620344e-09
1942,9.041951187782615e-07,0.0
1943,9.290352736002205e-07,0.0
1944,9.414635542270844e-07,3.2131861615880553e-09
1945,8.234745294544155e-07,0.0
1946,8.464031537869232e-07,0.0
1947,8.404214071333627e-07,0.0
1948,8.208275446008884e-07,3.2615663503321457e-09
1949,6.881722889318098e-07,0.0
1950,8.125416215420955e-07,0.0
1951,6.7593285990597e-07,2.1322803522849654e-09
1952,6.885757031227513e-07,0.0
1953,7.240012180886879e-07,0.0
1954,7.124178651451984e-07,1.9545072227344917e-09
1955,6.006788915158268e-07,9.385607846468247e-10
1956,6.130962688644104e-07,2.616342476002842e-09
1957,5.733939687502243e-07,0.0
1958,5.691303570642958e-07,0.0
1959,5.673547498474818e-07,7.750747821333448e-10
1960,5.142179411166126e-07,6.920833350854139e-10
1961,5.523786406058662e-07,0.0
1962,5.967780865034911e-07,6.341956404476434e-10
1963,5.599602168615547e-07,6.466053248388448e-10
1964,5.712846302685648e-07,3.6503808864551957e-09
1965,5.827726283769152e-07,0.0
1966,5.433832228618485e-07,0.0
1967,6.029800587725731e-07,2.465167847631733e-09
1968,6.970677155493377e-07,1.3474247273492779e-09
1969,6.390253091126397e-07,1.3625273131978588e-09
1970,5.86337428387651e-07,0.0
1971,5.333656609707305e-07,0.0
1972,5.874018000895376e-07,0.0
1973,4.6090383776231647e-07,1.102640756478479e-09
1974,3.921023505881749e-07,4.5004573956397564e-09
1975,3.763865450423509e-07,0.0
1976,4.250863909760483e-07,0.0
1977,3.6377278789245793e-07,1.7630345516828072e-09
1978,4.633661383479648e-07,5.940591352171509e-10
1979,4.2426806601270073e-07,0.0
1980,3.968235162687961e-07,3.97960553399912e-09
1981,3.713097704860502e-07,1.2651099057237047e-09
1982,4.103158950385932e-07,6.207502289967692e-10
1983,3.1450273851874044e-07,0.0
1984,4.2448741055522987e-07,1.739702604197646e-09
1985,4.012377274875689e-07,0.0
1986,4.4239303065296554e-07,1.1988970927134801e-09
1987,4.2897935514929486e-07,0.0
1988,3.699873722950997e-07,5.996553809062277e-10
1989,4.181949009307573e-07,5.488122178931576e-10
1990,3.6941854730798696e-07,0.0
1991,3.821675349513498e-07,0.0
1992,3.4271853621703485e-07,5.509944167592096e-10
1993,3.9993078004840754e-07,0.0
1994,3.724098114332719e-07,0.0
1995,4.571126126506897e-07,0.0
1996,3.907483510090515e-07,0.0
1997,3.869479954232702e-07,4.79489448146353e-10
1998,3.9432429943531133e-07,0.0
1999,4.062908978141877e-07,9.140402323914998e-10
2000,4.108769360300357e-07,4.4180314962005696e-10
2001,3.7152676668483764e-07,0.0
2002,4.021961466094126e-07,1.3143663935011318e-09
2003,4.054415967402747e-07,0.0
2004,3.4445466567945004e-07,0.0
2005,3.9632996973182344e-07,4.5037495954858286e-10
2006,4.0973003478939063e-07,4.1178899179428186e-10
2007,4.010457246295118e-07,2.3966876816494675e-09
2008,4.214865292340164e-07,4.257439678578834e-10
2009,4.2961415402942293e-07,9.53638501499654e-10
2010,3.5475684256880413e-07,4.723793023408973e-10
2011,4.1490094560003854e-07,2.6767803529281764e-09
2012,4.60254973688734e-07,3.404252713057332e-10
2013,4.381715399404129e-07,0.0
2014,5.246873584496825e-07,4.330890368553497e-10
2015,5.381844871976682e-07,8.86630172058922e-10
2016,7.23933325730286e-07,1.6570720351438695e-09
2017,3.6904017619576734e-07,1.5093667704579872e-09
2018,4.6053366631326753e-07,2.5814667070633845e-10
2019,5.336666433208848e-07,2.55098775436835e-10
