year,autres_ADJ iles_NOUN,autres_ADJ piles_NOUN
1932,3.178265617354015e-08,1.4247397928102146e-08
1933,4.1294384578449694e-08,1.4911860191091364e-08
1934,4.073737258636356e-08,1.5576054224197833e-08
1935,1.6755597798123745e-08,1.6755597798123745e-08
1936,2.424942913137329e-08,3.516167046413443e-08
1937,4.532802544421344e-08,8.813782592653752e-09
1938,7.519824563040345e-08,7.779128452511941e-09
1939,4.5882152299725476e-08,1.988226472349197e-08
1940,1.775048041885441e-08,1.5214697057785997e-08
1941,8.854507793643052e-09,8.854508237732261e-09
1942,1.5171058853624686e-08,1.8205270180260413e-08
1943,1.4516176038981143e-08,2.9032352077962287e-09
1944,2.5705489292704442e-08,3.213186161588055e-08
1945,6.099811278303946e-08,6.535512131478072e-09
1946,7.795818213196526e-08,8.352662561605939e-09
1947,2.5033828343623554e-08,3.5762614203349585e-08
1948,4.348755200389576e-08,1.522064252412747e-08
1949,3.3377827390879133e-08,1.47255123650325e-08
1950,1.3825969702452312e-08,6.381216888229346e-09
1951,2.771964457970455e-08,1.0661401539380222e-08
1952,4.007025466989944e-08,1.370824520563474e-08
1953,3.339886467390585e-08,1.939288907237824e-08
1954,3.224936895307451e-08,1.07497895029951e-08
1955,4.223523575319632e-08,2.440258128899586e-08
1956,8.546718710533696e-08,2.1802854632824165e-08
1957,2.4738106174648777e-08,2.2087593976038988e-08
1958,2.8952852393349104e-08,5.046068435321516e-08
1959,4.960478627857867e-08,1.1626121398933265e-08
1960,2.9067500184609685e-08,1.9378332827280076e-08
1961,2.1539293626471334e-08,1.2506686519753174e-08
1962,1.8391673961559718e-08,2.2831043722248978e-08
1963,1.8104948984465352e-08,1.9398159301076134e-08
1964,2.737785725903663e-08,2.3727476761159494e-08
1965,1.8604948082145967e-08,1.094408652591028e-08
1966,3.0464910705241266e-08,1.0524241922382771e-08
1967,2.3172577523489224e-08,1.972134178185314e-08
1968,3.413476046265629e-08,8.084548142051062e-09
1969,3.042977719802664e-08,6.358460868938209e-09
1970,3.265094719595574e-08,6.438214850135182e-09
1971,1.9525910444073702e-08,1.541519289993687e-08
1972,2.6676763686950267e-08,9.234264464197395e-09
1973,3.9695068176914816e-08,1.598829157956061e-08
1974,5.8505943978381936e-08,1.0688586071783135e-08
1975,3.655347358133554e-08,7.4249242310031605e-09
1976,3.599521963826291e-08,4.570821499072508e-09
1977,3.173462226335744e-08,1.057820764316375e-08
1978,4.990096802437449e-08,1.247524139547096e-08
1979,2.984506330960812e-08,7.022368020415115e-09
1980,4.604972092536741e-08,9.664756106531058e-09
1981,2.2139423072609077e-08,8.223214109648325e-09
1982,4.1590264676649724e-08,1.2415004135846175e-08
1983,4.673333942051272e-08,1.0104505676622466e-08
1984,4.291266236799984e-08,1.1598016769198694e-08
1985,4.812446330326736e-08,1.0226449020933615e-08
1986,5.155257420952353e-08,8.392279760016663e-09
1987,4.888653482026939e-08,7.332980445085013e-09
1988,5.2769673297703434e-08,9.594485983477341e-09
1989,3.6221606158903796e-08,7.683371050504206e-09
1990,3.2691906515225355e-08,8.717841559757744e-09
1991,3.985796298566768e-08,1.4653662727681649e-08
1992,3.250867131043833e-08,5.509944278614398e-09
1993,2.880387806047935e-08,7.754890063438324e-09
1994,2.32096768471024e-08,1.7407257857371405e-08
1995,2.114755837112625e-08,8.675921037148981e-09
1996,2.6156651511399787e-08,1.1743802375008272e-08
1997,2.541294086277901e-08,6.7128524960935465e-09
1998,2.4794272857064925e-08,8.105819682135973e-09
1999,1.6909744382509473e-08,1.2339543276063125e-08
2000,1.3254094599624011e-08,6.627047355323157e-09
2001,4.381211782256145e-09,1.0514908055370142e-08
2002,1.0953053741769025e-08,1.0953053297679816e-08
2003,7.083768904792009e-09,8.750538071922165e-09
2004,2.554778888441689e-08,8.80958239690699e-09
2005,5.854874474131577e-09,6.305249655724765e-09
2006,1.2353669642806153e-08,1.0706514064207084e-08
2007,6.790615098006825e-09,2.3966877371606188e-09
2008,6.3861596011349775e-09,1.1069342858993636e-08
2009,8.105927262747059e-09,9.536384792951935e-09
2010,0.0,9.447586379884854e-09
2011,2.2943831556876404e-09,9.559929708968795e-09
2012,6.808505315092361e-09,1.2936160587173617e-08
2013,1.6734749697100426e-09,1.6734750085678485e-08
2014,1.5158116567492996e-09,1.017759210242275e-08
2015,2.2165753260638965e-09,1.3742767812630063e-08
2016,3.107010093650331e-09,1.3256576558706712e-08
2017,3.2702948127294462e-09,1.1320251402935355e-08
2018,7.744400121190154e-10,1.1100306451794495e-08
2019,1.275493877184175e-09,9.693753355577428e-09
