year,premiers_ADJ airs_NOUN,premiers_ADJ pairs_NOUN
1914,2.0090231700464756e-09,0.0
1915,9.424609537234119e-09,0.0
1916,0.0,0.0
1917,1.0966424435210342e-09,7.676496771580332e-09
1918,8.040463406189247e-09,0.0
1919,6.4454939163738345e-09,5.524709134618888e-09
1920,7.572231730534895e-09,0.0
1921,6.815472630705699e-09,3.7863738810983705e-09
1922,2.951174193910333e-09,2.2133805899215986e-09
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,0.0,2.578324886925998e-09
1925,2.1996355847875293e-09,1.0998177923937646e-09
1926,1.1146138456652466e-09,2.229227691330493e-09
1927,5.574612327308159e-09,0.0
1928,5.713020723163709e-09,0.0
1929,5.570202965543558e-09,0.0
1930,8.402882833991043e-09,1.0503603542488804e-09
1931,1.4826963656844327e-08,0.0
1932,1.9727165678773417e-08,1.0959536611565568e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,0.0,0.0
1935,0.0,0.0
1936,3.031178508194898e-08,1.2124714565686645e-09
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,5.0715658339584024e-09
1941,0.0,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,1.4516175816936538e-08,2.0322646676618206e-08
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,1.3071024262956144e-08,8.714016175304096e-09
1946,0.0,1.3921104269343232e-09
1947,1.1920870957027319e-09,4.7683483828109274e-09
1948,9.784699273041042e-09,7.610321262063735e-09
1949,8.835307596655184e-09,3.9268033269479474e-09
1950,2.1270722960764488e-09,0.0
1951,4.264560704569931e-09,3.1984206394497505e-09
1952,1.0544803918932644e-09,2.1089607837865287e-09
1953,3.232148326759443e-09,3.232148326759443e-09
1954,8.795282724349818e-09,8.795282502305213e-09
1955,1.1262729415761896e-08,2.815682353940474e-09
1956,2.616342476002842e-09,0.0
1957,4.417518795207798e-09,1.7670075402875796e-09
1958,0.0,1.6544486891589827e-09
1959,0.0,0.0
1960,1.1765417085030094e-08,2.7683333403416555e-09
1961,2.08444772553662e-09,1.3896318540318475e-09
1962,4.43936931660005e-09,0.0
1963,3.2330267352165265e-09,3.2330267352165265e-09
1964,7.909158661334459e-09,3.041984220075733e-09
1965,4.377634699181954e-09,2.73602163147757e-09
1966,2.215629901769489e-09,1.1078149508847446e-09
1967,5.916402479044791e-09,2.9582012395223956e-09
1968,6.737123747768692e-09,3.1439910674890825e-09
1969,4.541757636644661e-09,1.3625273131978588e-09
1970,5.518470125309705e-09,3.219107563845469e-09
1971,8.735275613958038e-09,3.083038491169532e-09
1972,7.69522046084603e-09,3.5911027485013847e-09
1973,3.859242703185828e-09,3.3079223804577396e-09
1974,7.313243344242437e-09,1.6876715580593782e-09
1975,3.998036124386317e-09,7.4249242310031605e-09
1976,4.570821499072508e-09,3.4281160132820787e-09
1977,1.7630346071939584e-09,1.1753563677885381e-09
1978,4.158414057542359e-09,2.3762365408686037e-09
1979,2.3407893401383717e-09,2.925986564150662e-09
1980,2.2740602734216964e-09,7.390696055153967e-09
1981,2.5302198114474095e-09,1.2651099057237047e-09
1982,4.966001831974154e-09,1.8622506869903077e-09
1983,8.209910973278056e-09,0.0
1984,7.538710988796993e-09,1.739702604197646e-09
1985,7.820225356169885e-09,1.8046674155058895e-09
1986,1.7983456945813714e-09,5.994485352545098e-09
1987,7.944062296871834e-09,2.4443267410134695e-09
1988,2.99827696004229e-09,5.996553809062277e-10
1989,2.1952488715726304e-09,2.7440609784434855e-09
1990,7.628111475810329e-09,2.724325431913144e-09
1991,1.6998249918742658e-08,1.1722930404189924e-09
1992,7.713921945651236e-09,2.7549720282848966e-09
1993,6.093128224193833e-09,5.539207426075166e-10
1994,4.2199412852994556e-09,1.0549853213248639e-09
1995,7.591431483433553e-09,1.626735190995987e-09
1996,4.270473752399084e-09,2.6690460952494277e-09
1997,6.233362714880286e-09,1.917957792585412e-09
1998,4.291316191284977e-09,3.814503379828693e-09
1999,2.7421207526856506e-09,2.7421206694189237e-09
2000,9.277866475088103e-09,2.2090156370779823e-09
2001,6.571817756650944e-09,0.0
2002,2.6287327870022636e-09,2.6287327870022636e-09
2003,7.083769126836614e-09,3.333538334260311e-09
2004,6.607186797680242e-09,8.809582507929292e-10
2005,1.8014998381943315e-09,2.702249757291497e-09
2006,7.412201963319376e-09,8.235779835885637e-10
2007,3.994479413904628e-09,2.3966877371606188e-09
2008,9.366367237362283e-09,2.9802078582719105e-09
2009,7.629108011997232e-09,1.430457752249481e-09
2010,9.447585824773341e-09,1.417137907022692e-09
2011,6.883149605840799e-09,1.1471915639660324e-09
2012,6.468080293586809e-09,1.702126356528666e-09
2013,6.693900100884775e-09,1.1156500168141292e-09
2014,7.795602385840539e-09,2.5985342766432495e-09
2015,7.314698624583116e-09,1.7732603163622684e-09
2016,6.214019965256057e-09,2.4856081637381067e-09
2017,1.0062445099379147e-08,2.264050197320344e-09
2018,2.323319980845895e-09,1.5488800242380307e-09
2019,5.867272001580659e-09,1.02039510174734e-09
