year,les_DET yeux_NOUN,les_DET pieux_NOUN
1800,0.0001025060491883778,6.75995392107609e-07
1801,9.941199050444993e-05,7.238795103337026e-07
1802,0.00010179487208006321,3.8043282302169246e-07
1803,0.00010422807645227294,7.138241577830939e-07
1804,9.626870951251476e-05,6.402093866153535e-07
1805,9.488104592492164e-05,8.955064823013004e-07
1806,8.220249617352238e-05,1.9566533202564074e-06
1807,7.849054895814334e-05,5.039110497762067e-07
1808,9.373841407978034e-05,7.840616169652037e-07
1809,8.105401502689347e-05,7.251487963433334e-07
1810,0.00010389929093435057,1.841679704739363e-06
1811,8.05924919404788e-05,7.395876244764565e-07
1812,7.7773121915925e-05,1.0482128232069954e-06
1813,8.904159142275603e-05,2.0331494305914077e-06
1814,8.399110367918183e-05,4.971749785198654e-07
1815,8.04446948450277e-05,8.792948871239048e-07
1816,9.330209718427795e-05,8.366550172667075e-07
1817,9.829787632043008e-05,5.417919552996864e-07
1818,9.738409494275402e-05,6.437436006478947e-07
1819,9.329504973720759e-05,5.879396169916618e-07
1820,9.070263513422105e-05,4.414330865287752e-07
1821,9.514265093457652e-05,7.465146740770479e-07
1822,8.882996121428732e-05,6.466522393111518e-07
1823,8.762978677623323e-05,6.868467208320794e-07
1824,8.590376751271833e-05,6.02109555103425e-07
1825,9.316863247477158e-05,1.0742640537131365e-06
1826,8.825072131912748e-05,5.408102321524666e-07
1827,7.953215936140623e-05,6.811564527420266e-07
1828,8.569039050598803e-05,9.236507144128048e-07
1829,9.187444129565847e-05,8.101651574055069e-07
1830,9.189216780214338e-05,5.510649245810129e-07
1831,8.978508049040101e-05,8.949352146014888e-07
1832,9.637397261030856e-05,9.687458324414422e-07
1833,8.695482347320649e-05,6.961760831147856e-07
1834,9.190312744067342e-05,5.983434379075447e-07
1835,9.674777379586885e-05,6.511818924082036e-07
1836,9.116495948546799e-05,6.821561364667161e-07
1837,8.948613253778603e-05,7.883290633614592e-07
1838,8.266533609457838e-05,6.507839123148784e-07
1839,8.271194860753894e-05,9.165824081946994e-07
1840,8.449455845038756e-05,8.095874332592068e-07
1841,8.343117337972217e-05,9.4446269205406e-07
1842,8.688075115514948e-05,6.835722046183434e-07
1843,8.813111287508946e-05,8.139723259859011e-07
1844,8.758700801081432e-05,7.387603243036445e-07
1845,8.663304015499307e-05,6.713013969150694e-07
1846,8.527022941962059e-05,6.06526334712143e-07
1847,7.724228885308548e-05,8.014330461492136e-07
1848,7.969114017214451e-05,6.508584335929157e-07
1849,7.812966305209557e-05,6.602979096825834e-07
1850,8.02079159711866e-05,6.368078171448133e-07
1851,7.457421190792957e-05,5.649708492150296e-07
1852,8.274968490695755e-05,7.70848586739703e-07
1853,8.693998051967355e-05,7.506718029404169e-07
1854,8.869934436006588e-05,7.034929822014035e-07
1855,9.147036689682864e-05,8.193911149589894e-07
1856,8.653102509015298e-05,8.045351989061089e-07
1857,8.628359955764608e-05,7.170936729972155e-07
1858,8.937809866438329e-05,7.227959444300325e-07
1859,9.016609351419902e-05,6.334663871232493e-07
1860,9.550981121719815e-05,9.982838360400592e-07
1861,9.041587486535718e-05,7.432359048209491e-07
1862,9.06741740891448e-05,7.246850186604092e-07
1863,9.127769158112642e-05,6.2482709317635e-07
1864,8.981436417343502e-05,8.903809733951107e-07
1865,9.051920460478868e-05,7.86984360789944e-07
1866,8.949954576564778e-05,1.0417277493957044e-06
1867,9.007594735521707e-05,7.075399039990771e-07
1868,8.650509971630527e-05,6.98498220597088e-07
1869,9.100828674490913e-05,7.256909659858479e-07
1870,8.464029565402598e-05,9.604531978624209e-07
1871,8.135715438584157e-05,6.808174883854434e-07
1872,8.745117679609393e-05,7.528937413514569e-07
1873,8.150304461196356e-05,7.602225824410169e-07
1874,8.316237426697626e-05,7.755042839008297e-07
1875,8.566041378799127e-05,6.574034949746732e-07
1876,8.149363156917389e-05,6.269717354179249e-07
1877,8.399103944611852e-05,7.607323473379779e-07
1878,7.783841533637315e-05,7.669642632102125e-07
1879,8.255775628640549e-05,7.691640773188624e-07
1880,7.843057574064005e-05,7.098138237182638e-07
1881,8.09208345344814e-05,6.651772062049588e-07
1882,8.345586707037e-05,4.924984973175839e-07
1883,7.672056949559192e-05,4.922765057813194e-07
1884,7.999078206921695e-05,6.337629212538332e-07
1885,7.592507631670742e-05,7.89590345551261e-07
1886,7.549068118350988e-05,6.027535448538401e-07
1887,7.707787062827265e-05,5.712808964775107e-07
1888,7.691546306887176e-05,6.213802672405677e-07
1889,7.488404730793263e-05,5.6386230351535e-07
1890,7.16217475655867e-05,6.678919657332472e-07
1891,7.14715824869927e-05,6.610066041190521e-07
1892,7.144975575101853e-05,6.212095620128366e-07
1893,7.031310201455199e-05,6.4540206290431e-07
1894,6.984815377109044e-05,7.221563986803403e-07
1895,7.112738217074366e-05,6.307507809388824e-07
1896,7.044944459266844e-05,4.617373785542611e-07
1897,6.884611707391741e-05,5.133334490814434e-07
1898,6.837385967628506e-05,5.386753973990466e-07
1899,7.045451070553099e-05,5.649185066403106e-07
1900,6.963849637031672e-05,5.642674874017928e-07
1901,6.706654335175699e-05,5.381955592298482e-07
1902,5.7952152701545856e-05,6.211509173681407e-07
1903,6.513421521958662e-05,4.757594069815241e-07
1904,6.0124858009658055e-05,5.568111722809022e-07
1905,6.228416691556049e-05,4.7582198803297615e-07
1906,6.377296722348547e-05,5.715189093091766e-07
1907,6.141326525721524e-05,5.230271677980625e-07
1908,6.458034749812214e-05,5.800350422191514e-07
1909,6.717691326230124e-05,5.737525756721595e-07
1910,6.658811821580457e-05,6.00682519280582e-07
1911,6.24734284428996e-05,6.347206351620116e-07
1912,6.25526474777871e-05,5.610546587320187e-07
1913,6.287966948548274e-05,5.525715209842019e-07
1914,6.244579503800196e-05,6.020372591564183e-07
1915,6.146730197542638e-05,4.924358547597762e-07
1916,6.669279355264734e-05,3.592900035265245e-07
1917,6.632822646679415e-05,4.5949317473148454e-07
1918,6.494626632047584e-05,5.720215341398216e-07
1919,6.5563562884563e-05,3.885712027695831e-07
1920,6.473122607530968e-05,8.102287658573459e-07
1921,6.642511243626359e-05,7.262264687390996e-07
1922,7.062307281557878e-05,4.803036137701611e-07
1923,6.934443149475555e-05,4.225147360870096e-07
1924,6.705578175569826e-05,3.068206648748628e-07
1925,7.215354935397045e-05,3.6513951529038025e-07
