year,les_DET yeux_NOUN,les_DET pieux_NOUN
1926,6.793683110117854e-05,3.366133682902728e-07
1927,7.906138125690632e-05,3.879930234873541e-07
1928,6.573972859769128e-05,4.033392420055293e-07
1929,6.69271057631704e-05,4.5564261164088293e-07
1930,5.9882092728003045e-05,3.4661892689413776e-07
1931,5.649871422974684e-05,4.4138730359577494e-07
1932,5.6748479892121395e-05,3.7810401121163295e-07
1933,5.341887481336016e-05,4.095026555628323e-07
1934,5.376853982852481e-05,2.77972660001069e-07
1935,5.556874475587392e-05,3.5665486386449174e-07
1936,5.466063953463163e-05,3.7101625727231635e-07
1937,5.427023643278517e-05,3.588468595605576e-07
1938,5.6257363667100435e-05,4.939746700571845e-07
1939,5.375093974180345e-05,4.863508067387556e-07
1940,4.318945343584346e-05,3.6008118176056314e-07
1941,5.9903695046159555e-05,4.840464278288437e-07
1942,5.98346550759743e-05,2.791474864594079e-07
1943,6.347052908495243e-05,5.312920343669703e-07
1944,6.66125638417725e-05,5.108966139033555e-07
1945,6.836145803390536e-05,3.0063356026843735e-07
1946,6.637861179115134e-05,3.0765639635887965e-07
1947,6.748524469912809e-05,3.2901604551938135e-07
1948,6.530090445266978e-05,3.5877230319947273e-07
1949,5.644779662361543e-05,3.1905277619870276e-07
1950,6.450240493904857e-05,3.6691996729842913e-07
1951,6.14917671555304e-05,5.693188533939519e-07
1952,5.801645852443471e-05,3.6168678185788394e-07
1953,5.524926473299274e-05,5.225306379808003e-07
1954,6.163831540106912e-05,3.869924283250725e-07
1955,5.435393336483685e-05,3.8762559828597887e-07
1956,6.056222332517791e-05,4.168705691753871e-07
1957,5.449274522106862e-05,6.590937875472491e-07
1958,5.624629261546943e-05,3.4660701120348136e-07
1959,5.4422652056018705e-05,3.743611309836581e-07
1960,5.847758120580693e-05,2.6714417211692876e-07
1961,6.0468440324257244e-05,5.523786574812561e-07
1962,6.054538835087442e-05,4.4710793467572785e-07
1963,5.883267772333056e-05,4.771947352821826e-07
1964,5.8592266896084766e-05,3.972831348342254e-07
1965,5.662087437485752e-05,3.9891197456398686e-07
1966,6.185484744491987e-05,3.655789235779139e-07
1967,6.165976401462103e-05,3.7174729961009234e-07
1968,6.026357323207776e-05,3.278733471390183e-07
1969,5.605664523500309e-05,3.3154830747506026e-07
1970,5.0586896350068855e-05,3.7249673789929716e-07
1971,5.2598178626794834e-05,4.37277635434441e-07
1972,5.0103579724236624e-05,5.314832094427402e-07
1973,4.798417080564832e-05,4.21208759426861e-07
1974,4.225254247103294e-05,3.735379705549491e-07
1975,4.050410507261404e-05,4.243629763145407e-07
1976,4.190871823084308e-05,3.359553866211229e-07
1977,4.175512412984972e-05,3.0441729581554e-07
1978,4.649879224416509e-05,3.0297017072911103e-07
1979,4.845902003580704e-05,3.6223715582650584e-07
1980,4.641186342269066e-05,3.695347832177731e-07
1981,4.859919636146515e-05,3.643516417461967e-07
1982,4.81720808238606e-05,3.6686339655034317e-07
1983,4.9551863867236534e-05,4.262838473323427e-07
1984,4.831617752643069e-05,3.491003157662931e-07
1985,4.769435213347606e-05,3.2604324928797723e-07
1986,4.964093250237056e-05,4.6876875181567357e-07
1987,4.6814357347102487e-05,3.0309652210291915e-07
1988,4.728402632281359e-05,3.687880458791426e-07
1989,4.927235977447708e-05,3.6276487147546277e-07
1990,4.505543870436668e-05,2.9477201324290547e-07
1991,4.573349792735826e-05,3.001070068009426e-07
1992,4.7047210955497576e-05,3.195767677155459e-07
1993,4.831961268791929e-05,2.4594081438067406e-07
1994,4.775760294251086e-05,3.375953063766701e-07
1995,4.967344671058527e-05,2.608198879094914e-07
1996,4.583125905810448e-05,2.7544555258884884e-07
1997,4.6466365120068076e-05,3.1981945891601526e-07
1998,4.892625133834372e-05,2.3840645901884727e-07
1999,4.736236405733507e-05,2.883796863528687e-07
2000,4.753625125886174e-05,2.5536221670563464e-07
2001,4.7990040002332535e-05,2.834643995086594e-07
2002,5.195164976612432e-05,3.4042091057173707e-07
2003,5.528590031644853e-05,1.9084507130173733e-07
2004,5.297818597682635e-05,3.5326424807635703e-07
2005,5.459625299408799e-05,3.463383464463732e-07
2006,5.898342010368651e-05,2.6642748363059354e-07
2007,8.397953433814109e-05,2.7162460281004996e-07
2008,8.946285424826783e-05,2.2521856291035647e-07
2009,0.00010409154720036895,2.5795922020677153e-07
2010,0.0001373334152958705,2.3477251342995942e-07
2011,0.00015790594443387818,3.13183317945942e-07
2012,0.00019461126157693798,3.0876572898463905e-07
2013,0.00021537344764510635,3.313480654298928e-07
2014,0.00023152636549639283,3.2308442587947184e-07
2015,0.00023226097437145654,2.9014970781560123e-07
2016,0.00023763904755469412,3.378355724059645e-07
2017,0.00024444798691547476,4.21868019628846e-07
2018,0.0002697570835152874,3.146808047471694e-07
2019,0.00025312073648819933,3.5331180026076936e-07
