year,nouveaux_ADJ artisans_NOUN,nouveaux_ADJ partisans_NOUN
1800,0.0,9.432493186523061e-08
1801,2.3811825844433088e-09,9.524730160137551e-08
1802,0.0,9.622712582313397e-08
1803,0.0,2.1843798947429605e-07
1804,0.0,8.651478111687538e-08
1805,0.0,1.3361525930122298e-07
1806,0.0,1.0085842205853623e-07
1807,5.693910232196231e-09,2.306033621835013e-07
1808,1.3596443970698147e-08,1.4049658147996524e-07
1809,9.036122072814123e-09,1.7620438086396462e-07
1810,0.0,1.3572734758326988e-07
1811,0.0,2.5070768572277302e-08
1812,0.0,1.0402111882967802e-07
1813,0.0,1.0352670187785407e-07
1814,0.0,7.552024783308298e-08
1815,0.0,1.4834729711310501e-07
1816,0.0,6.721051448721482e-08
1817,0.0,1.4634609613040084e-07
1818,2.384235475716423e-09,1.3709353652302525e-07
1819,0.0,1.604412744882211e-07
1820,0.0,1.4595771347103437e-07
1821,8.875339574387908e-09,1.5975611233898235e-07
1822,9.023054303725075e-09,1.3935606091308728e-07
1823,0.0,1.1958050549765176e-07
1824,0.0,1.044218009838005e-07
1825,0.0,8.277116592125822e-08
1826,2.642395191543301e-09,1.1009980482867832e-07
1827,9.217273055917019e-10,7.18947319455765e-08
1828,0.0,9.906085551847355e-08
1829,8.57317605795771e-10,9.344761764396026e-08
1830,0.0,9.497520636614354e-08
1831,1.5591206103948707e-09,4.365537620287796e-08
1832,1.3529969367098715e-09,5.0060886991332154e-08
1833,9.266902800675325e-09,6.486831694019202e-08
1834,0.0,8.961149688957448e-08
1835,4.5378527602224494e-09,1.2252202452600613e-07
1836,0.0,1.2164557006144605e-07
1837,3.478945576063097e-09,6.262101948095733e-08
1838,0.0,7.890202624594167e-08
1839,0.0,6.641901251214222e-08
1840,1.9109065441114126e-09,1.4013315308147867e-07
1841,2.5682194149112547e-09,1.0401288363937056e-07
1842,0.0,8.586579269831418e-08
1843,0.0,8.91943585656918e-08
1844,1.6465684371524958e-09,1.08673511078905e-07
1845,0.0,9.095771247302764e-08
1846,4.6836010625384006e-09,6.205771541090144e-08
1847,1.6179670936367074e-09,7.280851832547341e-08
1848,0.0,5.792559676365272e-08
1849,0.0,6.703531596485846e-08
1850,4.752297222410107e-09,8.282574981421931e-08
1851,0.0,6.836405219701192e-08
1852,0.0,6.640756566866912e-08
1853,0.0,6.330247970254277e-08
1854,2.0782657816909023e-09,7.481757080540774e-08
1855,0.0,5.996838581268094e-08
1856,0.0,4.711242240773572e-08
1857,0.0,5.27202992373077e-08
1858,5.872411001917044e-09,1.2283126693546365e-07
1859,5.092173349652285e-10,4.379269213927728e-08
1860,1.373155145145688e-09,4.897586691754441e-08
1861,3.772770984511453e-09,4.95176202264247e-08
1862,4.517986262886353e-10,9.442591419883684e-08
1863,4.994620828036034e-10,3.8958042125614156e-08
1864,5.753673537611803e-09,5.2262535632507934e-08
1865,4.706844358715045e-10,4.6127073716206723e-08
1866,2.432806400776144e-09,4.81695678899996e-08
1867,0.0,3.930777126015528e-08
1868,2.9639244392143382e-09,4.9398739321304674e-08
1869,2.9301114867763545e-09,4.3463320054115684e-08
1870,5.734048791339319e-10,5.734048613703635e-08
1871,1.0621177271019633e-09,3.3987767267262825e-08
1872,4.23313739617015e-09,5.9868661139717e-08
1873,5.986004469882289e-10,5.147963832996538e-08
1874,0.0,2.6885741633009275e-08
1875,0.0,6.179249112392426e-08
1876,4.836811839936672e-09,3.083467703390852e-08
1877,6.184816214727107e-09,2.2265338017746217e-08
1878,4.22736201599605e-09,5.7975249490027636e-08
1879,0.0,4.093248051617593e-08
1880,1.9253538763308597e-09,3.914886193001621e-08
1881,2.091752326904839e-09,2.1614773970668466e-08
1882,2.6621540527571597e-09,3.8601232432711186e-08
1883,1.8958017378167824e-09,3.4756364897248204e-08
1884,1.9805090900604227e-09,2.970763546272792e-08
1885,0.0,2.513797880965285e-08
1886,1.936039106809062e-09,5.8726520535401505e-08
1887,6.528924623161458e-10,3.852065688647599e-08
1888,0.0,7.355112785489837e-08
1889,8.771191772893872e-09,4.8241552974559454e-08
1890,1.5730527991308918e-08,4.4569826940232815e-08
1891,1.9122659011827636e-09,4.52569608455633e-08
1892,2.5074049503359674e-09,2.9462007944403013e-08
1893,0.0,3.94138659487453e-08
1894,3.150769645188234e-09,4.600123659770361e-08
1895,0.0,4.69451926221609e-08
1896,0.0,6.132910357337096e-08
1897,0.0,3.554295346930303e-08
1898,4.52668391659472e-09,4.809601605870739e-08
1899,0.0,4.9748205555033564e-08
1900,0.0,4.4123950715402316e-08
1901,1.676621730339889e-09,2.9620316865930363e-08
1902,9.820567692386817e-10,3.2407871941586563e-08
1903,5.400220270956879e-10,3.132127801563911e-08
1904,1.3974025492302644e-08,2.418581246388385e-08
1905,1.5482277682110634e-09,3.509316215399849e-08
1906,7.716276506641861e-09,5.349951948119269e-08
1907,1.028568674676933e-09,5.1942716794428634e-08
1908,4.911389073214423e-10,2.504808449543816e-08
1909,3.850688656825696e-09,3.4106097501762633e-08
1910,0.0,2.51175080734356e-08
1911,0.0,3.6710581241550244e-08
1912,5.2094213387476884e-09,3.542406545875565e-08
1913,7.42418571064718e-09,4.1363318104004065e-08
1914,6.696743715117748e-10,2.0759905794420774e-08
1915,3.534228465440492e-09,1.6493066468115103e-08
1916,2.307367097387214e-08,3.29623865980011e-08
1917,2.1932848870420685e-09,3.289927263949721e-08
1918,1.1486376294556067e-09,3.790504266021344e-08
1919,7.366278698128781e-09,4.9722380879302364e-08
1920,6.815008557481406e-09,4.694783584113793e-08
1921,1.5145494858259667e-09,3.0290991048786964e-08
1922,1.4755870969551665e-09,3.24629176873259e-08
1923,6.369568872344189e-09,2.9724654737606215e-08
1924,5.156649773851996e-09,1.933743654092268e-08
1925,5.499089184013428e-09,2.3096173862313663e-08
1926,4.458455382660986e-09,3.4553028882555736e-08
1927,3.3447675740205796e-09,4.1252132376712325e-08
1928,1.3711249025050165e-08,2.742249805010033e-08
1929,5.570202965543558e-09,3.119313873867213e-08
1930,1.0503603542488804e-09,4.20144132817768e-08
1931,7.983749661377715e-09,2.737285598186645e-08
1932,3.287861094491973e-09,2.7398842306070037e-08
1933,3.4411986593596566e-09,3.670611903316967e-08
1934,0.0,4.313368862085554e-08
1935,4.787313656606784e-09,2.2739740757060645e-08
1936,9.699771652549316e-09,2.66743711563322e-08
1937,3.777335333410292e-09,3.273690651894867e-08
1938,6.482607339819424e-09,3.630260181353151e-08
1939,1.988226472349197e-08,2.5999884911698246e-08
1940,7.607348528892999e-09,4.81798743123818e-08
1941,4.132103725851266e-08,8.854508237732261e-09
1942,6.068423541449874e-09,2.1239483061208375e-08
1943,8.709705845433291e-09,2.0322646676618206e-08
1944,9.639558484764166e-09,2.5705489292704442e-08
1945,6.535512131478072e-09,4.574858536443571e-08
1946,1.3921104269343232e-08,2.9234318077442367e-08
1947,5.960435700558264e-09,1.907339353124371e-08
1948,1.0871888278529696e-08,2.2830963786191205e-08
1949,7.853606653895895e-09,3.043272656100271e-08
1950,5.317680518146517e-09,2.0207187034770868e-08
1951,2.1322803522849654e-09,2.4521224162299404e-08
1952,7.381362632230548e-09,2.741649041126948e-08
1953,1.6160740301529586e-08,2.3702419582605216e-08
1954,4.886268278880834e-09,2.443134050622575e-08
1955,1.0324168187025862e-08,2.2525458831523792e-08
1956,6.976913269340912e-09,2.0058624983221307e-08
1957,1.236905244894615e-08,2.5621609722747962e-08
1958,6.617794756635931e-09,1.8198935691771112e-08
1959,3.8753737996444215e-09,2.6352543258667538e-08
1960,1.1765417085030094e-08,2.07624992754063e-08
1961,2.153929301584867e-08,3.404598203360365e-08
1962,1.0781326054143392e-08,2.917300001570311e-08
1963,7.759263453976928e-09,1.5518526907953856e-08
1964,1.0951143103454797e-08,2.9203047091641565e-08
1965,7.1136563306595235e-09,1.9699356812452606e-08
1966,3.8773522170743036e-09,2.9357096309468034e-08
1967,7.395503320850594e-09,2.6130779318123132e-08
1968,1.257596426995633e-08,4.581244184009847e-08
1969,4.995933444718048e-09,3.315483354526805e-08
1970,6.438214850135182e-09,2.7592349738370103e-08
1971,7.707596338946132e-09,2.4150468291850302e-08
1972,9.234264020108185e-09,2.8728821988011077e-08
1973,8.269805285010534e-09,2.921997932503473e-08
1974,1.3501372464475025e-08,2.2502286256553816e-08
1975,9.709516746170266e-09,1.9419033492340532e-08
1976,1.8283285996290033e-08,3.313845553520878e-08
1977,1.645498848290572e-08,2.8208553715103335e-08
1978,1.485147826940647e-08,1.6633656230169436e-08
1979,1.462993370893173e-08,2.1067103617156135e-08
1980,1.2507331170752423e-08,2.21720881654619e-08
1981,2.6567308353264707e-08,2.0874313833019187e-08
1982,3.786576385778062e-08,1.924325765401136e-08
1983,1.7682884490000106e-08,2.841892232652299e-08
1984,1.6237223121606803e-08,2.3775934110403796e-08
1985,2.1054452403745927e-08,3.007778914820847e-08
1986,1.4386765556650971e-08,1.978180286243969e-08
1987,1.711028652096047e-08,2.3221103262471843e-08
1988,3.418035632307692e-08,4.3774843305754985e-08
1989,2.6342986458871565e-08,3.018467253923518e-08
1990,1.961514328741032e-08,2.8332985735346483e-08
1991,1.2895223555631219e-08,2.2273567878983158e-08
1992,1.4325855168806356e-08,2.3692759754112558e-08
1993,1.550978012687665e-08,2.1602909683338112e-08
1994,1.8989736005892155e-08,2.479215588380157e-08
1995,1.138714633697191e-08,2.060531301140145e-08
1996,1.4412848692302305e-08,2.3487604750016544e-08
1997,1.102825741838842e-08,2.157702461147437e-08
1998,6.198567881199324e-09,3.480734278582531e-08
1999,8.226361813967742e-09,2.7878227726318983e-08
2000,7.95245647111642e-09,1.988114206596947e-08
2001,8.324302136486494e-09,1.4896119893137438e-08
2002,1.1829298429688606e-08,2.584920721915296e-08
2003,1.3334153337041244e-08,2.375146124222738e-08
2004,9.690540814233373e-09,2.2023955992267474e-08
2005,6.7556245042510454e-09,2.9724747108161864e-08
2006,8.64756888319107e-09,3.8296377624646993e-08
2007,2.3167981311189578e-08,3.155638950147477e-08
2008,1.3623806971452268e-08,5.704969296971285e-08
2009,1.192048149079028e-08,2.813233557219519e-08
2010,8.030448306328708e-09,2.645324137517946e-08
2011,7.647943611743813e-09,2.2561435386592166e-08
2012,1.1234034147378225e-08,2.4170194734551842e-08
2013,9.483025031897796e-09,2.0360612751346707e-08
2014,5.197068553286499e-09,2.7284610126798725e-08
2015,7.979671146074452e-09,2.571227497583095e-08
2016,3.1070099826280284e-09,2.7755955755992545e-08
