year,deux_DET heures_NOUN,deux_DET peurs_NOUN
1859,1.6445174367163418e-05,6.619825576592575e-09
1860,1.830186943152512e-05,2.654766717569146e-08
1861,1.680062126752091e-05,1.744906619194353e-08
1862,1.738927812766633e-05,2.2589932147099034e-09
1863,1.5469839070192393e-05,3.995696662428827e-09
1864,1.5318196460611944e-05,1.4863656971897399e-08
1865,1.539420480867193e-05,4.706844358715045e-10
1866,1.5660461940569803e-05,2.919367858567057e-09
1867,1.5268885647401476e-05,1.164674756637396e-08
1868,1.8126868326362455e-05,3.457911734727759e-09
1869,1.7193894677802746e-05,5.860222973552709e-09
1870,1.661440586531171e-05,4.013834153937523e-09
1871,2.461457756908203e-05,0.0
1872,2.053253120948284e-05,1.2094678591978436e-09
1873,1.8682918209833588e-05,5.9860045809045914e-09
1874,2.0490520284965896e-05,4.779687312606029e-09
1875,1.8516578279559326e-05,6.293679799540541e-09
1876,1.6249269322088367e-05,1.3905833595728723e-08
1877,1.6582109651608334e-05,7.421779191219002e-09
1878,1.5807918543941923e-05,4.22736201599605e-09
1879,1.600765449438768e-05,1.2829583506679398e-08
1880,1.591240811649186e-05,6.417846254436199e-10
1881,1.748007707647048e-05,3.486253841167297e-09
1882,1.682547838299797e-05,1.3310770263785798e-09
1883,1.759430352876734e-05,3.791603475633565e-09
1884,1.802461258648691e-05,1.9805090900604227e-09
1885,1.8110303244611714e-05,3.86738152613475e-09
1886,1.7061667904272326e-05,9.680196200179125e-09
1887,1.7910146937083482e-05,1.9586774424595887e-09
1888,1.7513412160496955e-05,3.804368819970705e-09
1889,1.7658915339779924e-05,5.6386229019267375e-09
1890,1.7237381314316735e-05,1.9663159989136147e-09
1891,1.7638103770423186e-05,3.824531802365527e-09
1892,1.7339331861876417e-05,0.0
1893,1.7376588743900356e-05,2.463366621796581e-09
1894,1.7293313987920556e-05,2.520615716150587e-09
1895,1.7881905478134286e-05,3.0093072478365457e-09
1896,1.663610902369328e-05,5.89702897624278e-10
1897,1.6854350747053104e-05,8.740070001067579e-09
1898,1.615290608469877e-05,1.0750874190890158e-08
1899,1.619967395072308e-05,2.7637891975018647e-09
1900,1.545636081345947e-05,1.038210628578895e-09
1901,1.5626672507096373e-05,3.912117296778206e-09
1902,1.4631173144152854e-05,4.910283846193408e-10
1903,1.565577866813328e-05,0.0
1904,1.4278766457209713e-05,1.0749250378694342e-09
1905,1.5047740873797011e-05,1.5482277682110634e-09
1906,1.4887784004713467e-05,2.0576738091193647e-09
1907,1.391036255427025e-05,1.5428530120153994e-09
1908,1.4780825097204797e-05,8.840499887696751e-09
1909,1.4753637799458375e-05,2.2003934230241384e-09
1910,1.4705499609135586e-05,4.275320542035388e-09
1911,1.4490039404790878e-05,9.044636151145369e-09
1912,1.4362374486154295e-05,4.688478938419394e-09
1913,1.4642084693150537e-05,4.772690687104841e-09
1914,1.4048429136437335e-05,5.357394972094198e-09
1915,1.516773068033217e-05,3.534228465440492e-09
1916,1.3727734881285869e-05,2.197492410260793e-09
1917,1.4953816219076543e-05,1.2063066989753679e-08
1918,1.2909537986161013e-05,2.6418665477478953e-08
1919,1.323536116615287e-05,5.524709190130039e-09
1920,1.1983057049747003e-05,3.028892692213958e-09
1921,1.255031429536757e-05,4.543648568500203e-09
1922,1.2104978395655053e-05,8.115729421831475e-09
1923,1.1106405224836635e-05,0.0
1924,1.221352471247883e-05,7.734974438733389e-09
1925,1.2325658076406398e-05,3.299453377181294e-09
1926,1.1678924124680634e-05,5.57306911730393e-09
1927,1.34972514160836e-05,2.2298449753321847e-09
1928,1.187851290751496e-05,1.1426041224282812e-09
1929,1.2459430195121968e-05,4.4561625500705304e-09
1930,1.1301877293590223e-05,0.0
1931,1.0831666827471054e-05,5.7026783295555106e-09
1932,1.1303665644391003e-05,0.0
1933,1.0792745740673126e-05,1.0323596200123575e-08
1934,1.0437154173814633e-05,1.0783422155213884e-08
1935,1.0779833246488124e-05,1.0771455727365264e-08
1936,9.966515449377766e-06,3.6374143697059935e-09
1937,1.2375810342746263e-05,2.5182236296217297e-09
1938,1.0486265068720968e-05,3.8895642262559704e-09
1939,1.0718070768689358e-05,3.058810094103137e-09
1940,9.49397161775778e-06,2.5357829169792012e-09
1941,1.007643010098036e-05,0.0
1942,1.0901923303663352e-05,6.068423541449874e-09
1943,1.0413904476536118e-05,8.709705845433291e-09
1944,1.0189013664785307e-05,3.2131861615880553e-09
1945,1.0689919065498543e-05,2.178504043826024e-09
1946,1.0818089947406406e-05,1.1136883415474585e-08
1947,1.1148398243676638e-05,3.5762612871081956e-09
1948,1.018369738403635e-05,9.784699273041042e-09
1949,9.49206548739312e-06,3.9268033269479474e-09
1950,9.612239296075131e-06,0.0
1951,1.0771213908356003e-05,2.1322803078760444e-08
1952,1.0492080321000685e-05,8.435843135146115e-09
1953,9.74492667182858e-06,4.3095309543161875e-09
1954,9.693378672182007e-06,9.772536113672459e-09
1955,9.780742345810722e-06,6.569925492527773e-09
1956,1.0025824337844824e-05,2.616342476002842e-09
1957,8.567336408304982e-06,3.534015080575159e-09
1958,9.326127440090204e-06,4.1361216673863055e-09
1959,9.496991651758435e-06,3.8753737996444215e-09
1960,9.813741598918568e-06,8.305000243069571e-09
1961,9.756605606980884e-06,5.55852741612739e-09
1962,1.0502913880827691e-05,8.8787386332001e-09
1963,9.690674005469191e-06,4.526237162849611e-09
1964,9.382696362081333e-06,1.2167936880302932e-08
1965,8.846105515658564e-06,6.0192477668863376e-09
1966,9.938207824689016e-06,6.092982118843793e-09
1967,9.566330106736132e-06,1.1339772176821583e-08
1968,9.981273876746855e-06,1.0779398235127857e-08
1969,9.4886405008765e-06,7.266812429573832e-09
1970,8.459354944534425e-06,8.277704882653225e-09
1971,8.610412521647959e-06,6.679916619845017e-09
1972,8.619672655640898e-06,6.669190977248718e-09
1973,8.798521662356507e-06,3.859242703185828e-09
1974,8.163829363638797e-06,5.063014507644681e-09
1975,7.671659972174893e-06,6.8537762132336866e-09
1976,8.067499834396585e-06,3.999468700666142e-09
1977,7.471152571270068e-06,1.2341241473201592e-08
1978,7.699006403072417e-06,7.128709622605811e-09
1979,7.661988774998463e-06,1.0533552030622673e-08
1980,8.035960490815341e-06,3.979605589510271e-09
1981,8.029652576624358e-06,4.427884781055269e-09
1982,7.309954753509373e-06,9.311253101884631e-09
1983,7.366816362264217e-06,6.315316269933646e-09
1984,7.257459117226972e-06,1.2177917896316615e-08
1985,7.761874428524607e-06,7.2186697730458604e-09
1986,7.801223432579718e-06,9.591176741707841e-09
1987,7.55358047399568e-06,9.166224945733603e-09
1988,7.640209105375106e-06,8.395175166153734e-09
1989,8.80679004922058e-06,1.0427432139969994e-08
1990,7.758879064567736e-06,1.1987032311200352e-08
1991,7.534913720519398e-06,8.20605139395525e-09
1992,7.477545238998573e-06,6.060938417817852e-09
1993,8.186948718957865e-06,8.308811416668505e-09
1994,7.555804756975704e-06,5.274926717646622e-09
1995,7.646198071142862e-06,9.218166396873784e-09
1996,7.004110727848456e-06,4.270473752399084e-09
1997,7.262826585474613e-06,6.233362603857984e-09
1998,7.84500286954426e-06,1.0013071483072622e-08
1999,7.321919269998034e-06,9.597422329088445e-09
2000,7.564553641259408e-06,1.6346716424919805e-08
2001,7.260544180098805e-06,8.762423314712109e-09
2002,7.952355190354865e-06,1.0514931481075962e-08
2003,7.798813101089763e-06,9.58392298855415e-09
2004,8.258543516603822e-06,4.404791198453495e-09
2005,8.30716572863821e-06,1.0808999251210594e-08
2006,8.762457980537874e-06,1.3589036784722452e-08
2007,9.576364618624211e-06,1.3181782471116676e-08
2008,1.0214449730483466e-05,1.2772319368803409e-08
2009,1.0519586680857174e-05,1.3827758271744983e-08
2010,1.2508603731475887e-05,1.558851736582767e-08
2011,1.445040732050984e-05,1.491349077564763e-08
2012,1.7723220253174077e-05,2.5191470021113105e-08
2013,1.8247292814521643e-05,3.5700800538052135e-08
2014,1.9654664129120647e-05,1.537466076673155e-08
2015,2.045810492745659e-05,1.618100076150597e-08
2016,2.0486795619945042e-05,1.1185236070687665e-08
2017,1.731319161990541e-05,1.609991279183376e-08
2018,2.0209011609040317e-05,1.6005093694815287e-08
2019,2.0210456341374083e-05,1.0969246955205847e-08
