year,bons_ADJ airs_NOUN,bons_ADJ pères_NOUN
1874,5.974609140757536e-10,5.526513575659919e-07
1875,5.721527140956084e-10,4.405575850796595e-07
1876,8.464420275799966e-09,4.062921874492531e-07
1877,5.566334504436554e-09,4.644796689490249e-07
1878,4.22736201599605e-09,4.221323024466983e-07
1879,1.221865097988939e-08,5.327331535909252e-07
1880,3.8507077526617195e-09,4.678609855091054e-07
1881,6.2752567586699115e-09,3.2561610652237505e-07
1882,7.986462158271479e-09,4.831809548022648e-07
1883,4.423537092179686e-09,4.4677726407371665e-07
1884,4.621187876807653e-09,4.2250862009041157e-07
1885,7.7347630522695e-09,3.835153350451037e-07
1886,2.5813855497602844e-09,3.917252513474523e-07
1887,2.154545164501087e-08,3.714958012324132e-07
1888,1.9021844099853524e-09,3.842412468202383e-07
1889,1.1277245803853475e-08,4.028482862850069e-07
1890,6.554386478008212e-10,4.109600268975555e-07
1891,1.2748440081367107e-09,3.563189068245265e-07
1892,2.5074049503359674e-09,3.416339353634612e-07
1893,4.926733243593162e-09,3.6088322019622865e-07
1894,4.411077725308132e-09,3.566671153976131e-07
1895,0.0,3.42459159696773e-07
1896,1.179405795248556e-09,3.343615304629566e-07
1897,1.1653427112179315e-09,3.076504739851771e-07
1898,1.13167097914868e-09,3.6892474497562944e-07
1899,2.2110313580014918e-09,3.9356358172426553e-07
1900,1.5573159428683425e-09,3.078294525948877e-07
1901,0.0,3.878584777794458e-07
1902,0.0,2.877426368286251e-07
1903,4.320176216765503e-09,3.5911465090521233e-07
1904,3.7622376325430196e-09,2.1928470772536457e-07
1905,5.160759042333041e-10,3.240956658601135e-07
1906,1.5432553013283723e-09,2.83444578030867e-07
1907,1.5428529565042481e-09,2.998277608412536e-07
1908,2.4556945366072114e-09,2.819137350229539e-07
1909,1.0451868703853506e-08,2.8440085486636235e-07
1910,8.01622590529405e-09,3.3721590853019734e-07
1911,1.0640748726586935e-08,2.3994887499156903e-07
1912,1.0418842455450772e-09,2.328611330426611e-07
1913,6.363587878865928e-09,2.5772529710366143e-07
1914,2.0090231700464756e-09,2.591639827187464e-07
1915,0.0,2.5799867842124513e-07
1916,1.0987462051303964e-09,2.0107055576090715e-07
1917,1.0966424435210342e-09,2.0945871170852115e-07
1918,0.0,2.0560612767894781e-07
1919,1.8415696745321952e-09,2.2743385841295094e-07
1920,1.514446346106979e-09,1.8173356863826484e-07
1921,0.0,2.4914339746828773e-07
1922,3.6889677978990676e-09,2.1691130314138718e-07
1923,2.1231896241147297e-09,1.825943058975099e-07
1924,0.0,2.5525415736638024e-07
1925,5.499089184013428e-09,2.7275481784272415e-07
1926,5.57306911730393e-09,2.886849870264996e-07
1927,4.4596899506643695e-09,2.809604637832308e-07
1928,3.4278122562625413e-09,2.4451728108942916e-07
1929,3.342121912552898e-09,2.0164135605682532e-07
1930,5.2518016602221e-09,2.730936969896902e-07
1931,3.4216069977333063e-09,2.896960609177768e-07
1932,1.0959536611565568e-09,2.5645315560041126e-07
1933,2.2941324395731044e-09,2.133543119953174e-07
1934,1.1981580172459871e-09,2.0129054689732584e-07
1935,3.590485242455088e-09,2.4415300003965967e-07
1936,0.0,1.915704856969569e-07
1937,3.777335333410292e-09,2.0271699696650103e-07
1938,6.482607339819424e-09,1.5298953570663798e-07
1939,3.058810094103137e-09,1.4376406909377693e-07
1940,1.0143131667916805e-08,1.8257637179885933e-07
1941,2.9515025978810172e-09,2.6268372721460764e-07
1942,0.0,3.337632961120107e-07
1943,0.0,2.874202849056928e-07
1944,0.0,2.3456259157228487e-07
1945,0.0,2.5270646375474826e-07
1946,8.352662561605939e-09,1.78190127542166e-07
1947,2.3841741914054637e-09,2.3245699054541547e-07
1948,8.697510267552389e-09,1.9786835991908447e-07
1949,2.945102384188658e-09,2.091022679451271e-07
1950,2.1270722960764488e-09,1.722928537617463e-07
1951,7.462981344019681e-09,1.855083908708366e-07
1952,1.0544803918932644e-09,1.4235484968594392e-07
1953,1.0773827385790469e-09,2.3163728712916054e-07
1954,0.0,2.4529065001388517e-07
1955,3.754243138587299e-09,1.999134440211492e-07
1956,1.744228317335228e-09,2.0058626404306779e-07
1957,8.835037590415595e-09,2.376625047872949e-07
1958,8.272243445794913e-10,1.9439772103169162e-07
1959,5.425523585955716e-09,1.6819122805600273e-07
1960,2.7683333403416555e-09,2.0970125547137286e-07
1961,2.779263708063695e-09,2.4318556768321287e-07
1962,5.7077609305622445e-09,2.428969310130924e-07
1963,6.466053470433053e-09,2.1337976363611233e-07
1964,2.4335873316516654e-09,2.85946512690316e-07
1965,1.0944086747954884e-09,2.3475065802358586e-07
1966,2.215629901769489e-09,2.1713172770887468e-07
1967,4.437302081328198e-09,2.6673114916775376e-07
1968,5.3896989093971115e-09,2.443330160417645e-07
1969,7.2668124850849836e-09,2.3162964168932376e-07
1970,4.598724956395017e-09,2.469515294478697e-07
1971,6.166076982339064e-09,1.973144705402774e-07
1972,5.130146973897354e-09,2.3957785799666453e-07
1973,2.205281512956958e-09,2.188741881070655e-07
1974,5.625571564138454e-09,1.9070687784505935e-07
1975,3.998036124386317e-09,1.8562310799552506e-07
1976,1.142705374768127e-09,1.8683232561045315e-07
1977,3.526069214387917e-09,1.980475516916158e-07
1978,4.752473081737207e-09,1.9544545537542035e-07
1979,5.851973350345929e-10,2.1535261396365968e-07
1980,2.2740602734216964e-09,2.319541465567454e-07
1981,6.325549528618524e-10,2.3404533067150624e-07
1982,1.2415004579935385e-09,2.0174382342474928e-07
1983,0.0,2.0651083332268172e-07
1984,3.479405208395292e-09,2.3485984002036275e-07
1985,0.0,2.2498187135511216e-07
1986,2.3977941854269602e-09,3.392878653585285e-07
1987,7.332980445085013e-09,3.3365058982326445e-07
1988,5.996553809062277e-10,2.5065595110618233e-07
1989,2.1952488715726304e-09,2.541000583278219e-07
1990,5.44865097484859e-10,2.0377954612627036e-07
1991,1.1722930404189924e-09,2.7607500641124716e-07
1992,5.509944167592096e-10,2.7329323160074637e-07
1993,1.661762283333701e-09,2.1602908972795376e-07
1994,5.274926606624319e-10,2.6480130799200197e-07
1995,2.7112254663563817e-09,2.5539743830904627e-07
1996,4.804283193493575e-09,2.0284750412713493e-07
1997,3.835915585170824e-09,2.1433178076790682e-07
1998,2.3840645013706308e-09,2.36022401622904e-07
1999,2.7421207526856506e-09,2.1617051260136577e-07
2000,1.7672125984802278e-09,2.3327206122303323e-07
2001,3.066848330846028e-09,2.2519428100054029e-07
2002,5.257465574004527e-09,1.9803121809047752e-07
2003,1.2500769308587678e-09,2.3543114124890963e-07
2004,3.523833003171717e-09,2.3345393529439207e-07
2005,1.3511248786457486e-09,2.4590472769148164e-07
2006,2.4707338397433887e-09,2.3224898626494905e-07
2007,1.5977917877663117e-09,2.43663247800896e-07
2008,1.2772318758180745e-09,2.7588208695306093e-07
2009,3.337734755248789e-09,2.946742920784118e-07
2010,3.3066551718974324e-09,2.078468881450135e-07
2011,2.6767803529281764e-09,1.9540497397940726e-07
2012,6.808505426114664e-10,2.2229770912929325e-07
2013,1.9523875849358774e-09,2.211776131133547e-07
2014,4.547434873103384e-09,2.85838758884438e-07
2015,3.768178213903184e-09,2.8615988867386477e-07
2016,4.142679976837371e-09,3.0117283955632956e-07
2017,1.0062445321423752e-09,1.8389118849881925e-07
2018,2.323319980845895e-09,1.9386815353072961e-07
2019,4.3366790158927415e-09,2.3902755685867305e-07
